miliseconds,Target
0,10.125763395804974
100,10.661749384020778
200,11.00968540646819
300,11.541013577559843
400,11.80893048027259
500,12.097498366871275
600,12.449312921914691
700,13.020389749152342
800,13.562473643741178
900,13.708223639351054
1000,14.049408495195033
1100,14.431893254488516
1200,15.137299248092978
1300,15.59104859141179
1400,16.113242024517064
1500,16.27680643112775
1600,16.799642297200077
1700,17.064295514322584
1800,17.187399025752928
1900,17.744209622389363
2000,18.31460505568132
2100,18.774123952200693
2200,18.904118561243944
2300,19.319942506436846
2400,19.408019596828105
2500,20.201708007604818
2600,20.178302523950233
2700,20.608833613519
2800,21.158582512391426
2900,21.569914944181217
3000,21.689968451716613
3100,21.801456917891326
3200,22.188930571337977
3300,22.88587857001288
3400,23.17969918818859
3500,23.510226956228117
3600,23.85838365680031
3700,23.964568719294114
3800,24.024531630637313
3900,24.26603585373391
4000,24.792373613487015
4100,25.279746940728057
4200,25.341785707689215
4300,25.538696533066194
4400,25.771633548431645
4500,26.12344457495297
4600,26.772125991858154
4700,26.605549000012793
4800,26.963661978945684
4900,27.25418744811593
5000,27.74114050852866
