milliseconds,Target
0,10.02347410063828
100,10.529977545966593
200,10.95089832029526
300,11.181587320670276
400,11.513635258419361
500,12.045193107402627
600,12.595290599039485
700,12.814431745443343
800,13.665120143647146
900,13.640241724682518
1000,14.189760447725721
1100,14.558158378043075
1200,15.292902064869974
1300,15.480669182471733
1400,16.127914040366722
1500,16.483755221014277
1600,16.74931267246144
1700,17.13482585980932
1800,17.40866305513652
1900,18.0304307805706
2000,18.13588415676982
2100,18.74676817086952
2200,18.761290201812358
2300,19.40583501080529
2400,19.715158194813817
2500,20.12472977333394
2600,20.073099961959205
2700,20.55535130835237
2800,20.78834851067206
2900,21.554686737260965
3000,21.647404857726567
3100,22.16722263754549
3200,22.22611855108329
3300,22.447191784238434
3400,23.075190234109822
3500,23.309583578146416
3600,23.69201542965516
3700,23.753912082230798
3800,24.049652923055078
3900,24.318004450767337
4000,24.56681504202852
4100,25.02028063687039
4200,25.323725116837405
4300,25.4577584500656
4400,25.795073952811833
4500,26.177219018161964
4600,26.6298262066884
4700,27.034867176239555
4800,26.963286454219347
4900,27.623686026838097
5000,27.700440339950024
