miliseconds,EC,Z,A,Y
0,999.9768630451877,-0.006725184349200215,0.46858143562385035,0.3330952841001538
100,999.8093191732153,0.0636957618545268,0.5873374408626579,0.450033169465186
200,999.6284243775593,0.06878716892940702,0.666540649307805,0.6596769909903664
300,999.4520374954841,0.0816677944489599,0.7764885748878424,0.7966471206004079
400,999.2768381268895,0.0868028490849526,0.8927370887616682,0.9856447356220865
500,999.1440987455625,0.09433981919013926,0.9985729356856081,1.1425969207293105
600,998.9911009369837,0.10086055739707085,1.0914419382968679,1.2741386607559524
700,998.8256069402696,0.0988961397772025,1.2229521004062498,1.4311345999504588
800,998.6736072161866,0.10672433434762113,1.3377990168143485,1.583859050073145
900,998.519884951769,0.09840386229864276,1.4105486686444668,1.742914514415107
1000,998.4001121511957,0.1016518012325058,1.4903442284205657,1.8822766107459108
1100,998.2351394945543,0.11386316424482512,1.5509562640390717,2.01596516013759
1200,998.1113161766541,0.1294921266164759,1.6313636353109526,2.15810342724038
1300,998.0075341692697,0.12487618709838737,1.6798328335597266,2.256951019987418
1400,997.8605460714742,0.14376977047825235,1.7442760357935203,2.342962913064266
1500,997.737229974487,0.15099904401756026,1.7292708823558045,2.474176850670153
1600,997.6259281402448,0.16420019584276827,1.7118099559758346,2.5587781203467443
1700,997.5546278667874,0.21360829570605186,1.580580448432321,2.568784594919738
1800,997.8776953757891,0.9258722643412697,0.2740867691062879,1.5532548977710905
1900,998.4159667582136,0.6013426652880288,0.1328681646397386,1.3470129326148703
2000,998.6158010492503,0.3109285921349104,0.1952017589937426,1.4159334759224442
2100,998.6588222976893,0.2674523191081135,0.25150699637708357,1.4627343630205023
2200,998.7609501007178,0.4821855478626928,0.2232350674732708,1.1169670302968415
2300,998.9708180547013,0.37849641210501794,0.17337424644193203,1.0328579965687628
2400,999.0239754898923,0.30488420835565533,0.18939323986025422,1.062517299652711
2500,999.0704733892522,0.3796363237082626,0.23812354610975567,0.9110711374371506
2600,999.271225259787,0.3900042812216366,0.17747659986586756,0.7385465422832425
2700,999.3345746041902,0.3021100329636118,0.1881442276770966,0.7553402492463169
2800,999.386178143581,0.25727530095107803,0.2823001010626367,0.7558556039247236
2900,999.3432201125411,0.22982017685809997,0.29550305805386057,0.810087537218561
3000,999.263639886563,0.09894867711438908,0.4156648533611027,0.9721704247699895
3100,999.0824080526744,0.08616797920606682,0.5081008427594566,1.1842603131315275
3200,998.9638357362128,0.0840013957669995,0.6592716406665053,1.3064140571171667
3300,998.7791253041324,0.0989012736069963,0.7602855766513527,1.5003299544867308
3400,998.6191476038608,0.1103634817797003,0.8650702247770709,1.6037895636846944
3500,998.5004413361305,0.10366747413826768,0.9489613082683853,1.782837643059063
3600,998.3558306306237,0.11124522104055395,1.0191526253842125,1.8962594960177772
3700,998.2159908455548,0.12076203750093928,1.103153125500079,2.0561087457363683
3800,998.0945533480262,0.12729190201055984,1.1834723858201035,2.183000484543369
3900,997.9821041242807,0.13180443225355848,1.2663625323019292,2.2602645675512263
4000,997.8345003758803,0.13355717820740184,1.3249666960650437,2.3540634205185533
4100,997.7271997924772,0.1479130555525289,1.3511160619550593,2.460024922771036
4200,997.6547472309621,0.15977844203024935,1.3622320930338176,2.569665778553652
4300,997.5666390123002,0.2597953308449272,1.160913774716342,2.535106006375524
4400,997.987356681984,0.8906528189836808,0.23045801744921812,1.5061818813258976
4500,998.4125044003088,0.5010991662427228,0.12157832648538788,1.4279556076249973
4600,998.5549570460466,0.2938411969338699,0.19432621218946566,1.5195363426321638
4700,998.6133283898251,0.33042065557728745,0.24123024540094995,1.4357949153453107
4800,998.7629405781084,0.4451103350691454,0.1816626096116975,1.14232419331793
4900,998.9405646761096,0.3445211075139522,0.16128923020529284,1.116484788840405
5000,998.9745716204576,0.32940673684234106,0.21319896081656758,1.0417347399786467
