miliseconds,EC,Z,A,Y
0,1000.0047609994225,0.008650999578775685,0.44616529563401114,0.3645760026872434
100,999.7878643277828,0.06336209258235205,0.5894854470816699,0.5089548350989627
200,999.658247807223,0.06990267659284011,0.6674374518457254,0.6426725798736334
300,999.4830142664338,0.08541413648834698,0.8180222850831275,0.813919533060221
400,999.2807267853364,0.09218317609919206,0.884028625137323,0.9514209232359319
500,999.1550995193167,0.09356243731354663,1.0268588732222945,1.1537350061578038
600,999.000800879142,0.0998717613357249,1.113765436995851,1.3019481525387555
700,998.8069541968124,0.09050813456134446,1.2418277741931876,1.440207909360404
800,998.6416077133391,0.10717573601406417,1.3368837320210984,1.5811149440511254
900,998.5301620343251,0.10609965005936108,1.38766861435096,1.7283486906686218
1000,998.3753600466424,0.11459145741442597,1.5034937859730966,1.8548303541105784
1100,998.2190944861572,0.10622943755935049,1.5357357548458281,2.002941212345408
1200,998.1220053663839,0.11267571399313982,1.6461133872678901,2.1475044470658604
1300,997.9997636634401,0.12185655883454954,1.6821633503653277,2.2463531234386096
1400,997.8883650631842,0.12847914049372172,1.7187967600776395,2.3729186953278023
1500,997.7475844694117,0.15072283904849965,1.7334830765232596,2.444365119569516
1600,997.6768019298111,0.16547139337138922,1.744245783893966,2.5664985280843586
1700,997.5741005847079,0.22117710027962567,1.6069653544206757,2.53475768329177
1800,997.8594682423801,0.9177259011595994,0.28621841560170336,1.542168418381314
1900,998.4608648853023,0.6021996802152939,0.15240023871923106,1.3296804572425267
2000,998.597168650418,0.3061096115858125,0.19069646705099025,1.4622473865205834
2100,998.6371005052105,0.263642152368077,0.21042483910134618,1.4645858073555278
2200,998.7709470992174,0.47604520169119197,0.21871729796557204,1.1180257201559534
2300,998.9695789306866,0.3826257927762518,0.1631948428547278,1.0615731373674626
2400,999.0415708268363,0.3082217812446134,0.2268806385156648,1.0510406233053078
2500,999.0682659358897,0.3804521645690955,0.24172856747473576,0.9082754975998037
2600,999.2488228499377,0.3927175029206768,0.19596186892529177,0.7112795986577637
2700,999.335959688843,0.296001820050738,0.23430904307365905,0.7008684422730413
2800,999.337865943305,0.2580192930310872,0.23265627260636543,0.7329982458864196
2900,999.3697011139068,0.22134529909820413,0.32405605084086886,0.7925943508734989
3000,999.2582024378094,0.09770489463018633,0.391442327371971,0.9949033503116066
3100,999.1017230277993,0.09266553245943622,0.5250763575451828,1.1620244398542547
3200,998.96882874614,0.08897169164681511,0.6230581657324485,1.3529028024047096
3300,998.7992841016131,0.09389904494265058,0.7530661427259384,1.4799387289101074
3400,998.6595906146845,0.09549382488994453,0.8486310808883397,1.5917710858593301
3500,998.4796772871188,0.10592961242994375,0.9739111916291698,1.7368905665872236
3600,998.3389998848414,0.11360290267818891,1.0684023638904196,1.8941487666516887
3700,998.2303562294785,0.11247734395567768,1.1372090141314937,2.0461309434628254
3800,998.0625209563699,0.1225469826784376,1.2152828061162275,2.1846470456579223
3900,997.9293425772474,0.12297200183022551,1.2596314699302562,2.2781441558994064
4000,997.8331391435722,0.14086429443472218,1.3262211841235916,2.3893628310542048
4100,997.7553887745521,0.15381531746123697,1.3486284133606214,2.4931496036298437
4200,997.6467765599007,0.16060500601009703,1.3660948254795158,2.584402923736403
4300,997.5792665802376,0.26852719013286674,1.1771377535103793,2.502682482922051
4400,997.9838363122415,0.8958043740412871,0.22531231611390393,1.5048452100663376
4500,998.4353622708896,0.4877665653752972,0.16636253654830774,1.411988233951022
4600,998.5496108635655,0.2997753679886724,0.21346043937146383,1.538275431648664
4700,998.5789370901202,0.3428083885195654,0.2152121842022609,1.4531527937977202
4800,998.7779669985354,0.44846702554661144,0.19132647592128346,1.1563426484739563
4900,998.933795268902,0.3353588411569239,0.1824061313975413,1.106496357552914
5000,998.9975912594041,0.33794712473020433,0.18897065893483644,1.051369576567783
