milliseconds,x1,x,c0,z0,z1,z2,w0,w1,u,i,ix,ixp,y,c,totalCyclin
0,-0.5378672651802672,-0.2400662490005082,200.0,0.02166480918517093,-0.05757159539380727,0.5343080322961804,0.08538554101864027,0.11978061749646328,0.00355774379032898,0.0,0.0,0.0,-0.8603629918217821,1.0016429553627615,-0.6214271271109251
100,12.078543700681085,0.23610912275527787,200.0,8.934742333869576,0.7876206983584378,1.3925320147399192,1.0182712659173037,-0.017271139865488335,-0.004020315888503182,0.0,0.0,0.0,13.791835896513696,0.9451633297367029,28.37649056022818
200,20.662001274081977,0.9740100781230222,200.0,16.818970212599062,0.19797397690089696,-0.5219519575487497,1.8889644208795822,-0.06435130877511003,-0.000632737869236007,0.0,0.0,0.0,24.935834111239632,0.8947039482095108,47.438042437663306
300,25.438167885946434,0.35361611486385147,200.0,24.607951907337732,1.5046146175147834,-0.9004806594278219,2.5083370247216696,0.2749114965604087,0.0008972120916525753,0.0,0.0,0.0,34.69964807960279,0.8678443927478754,62.793718089946864
400,30.65843486095062,-0.3487591389047548,200.0,32.89649572088042,0.7740591012751189,-1.2977709511126814,3.315275951648164,0.13591068233191356,-0.0030198464615794605,0.0,0.0,0.0,38.445784348741974,0.8358809630026233,70.11866499018598
500,34.69693068889743,1.096480875679605,200.0,39.12381822141829,0.5703820751807788,1.7433335076499414,3.9572171258742315,0.29820849751828155,0.000570419112345199,0.0,0.0,0.0,45.05143171708691,0.8207582749551084,78.37895985640854
600,37.36243837375065,-0.06303848171029247,200.0,43.772037702268115,2.430185638538811,0.0026320517504868704,4.300269392983331,0.007291376599698918,-0.001565290824937489,0.0,0.0,0.0,47.80777529014091,0.8081998386547828,85.98316813238625
700,39.1827661017267,0.3293711414206429,200.0,47.45337635141675,1.1604317548664411,-0.5176695762448161,4.941064695164516,0.4050455767846428,-0.0025458532124773238,0.0,0.0,0.0,49.676928080636145,0.7947391365025345,91.44863844042871
800,41.53279422998804,-0.02195356695838363,200.0,52.708657140679954,2.8421159338802524,-1.6502601038030478,5.278132744426892,0.046256212127940455,0.0022518439000545603,0.0,0.0,0.0,53.34184424763435,0.7923020743722892,96.47174897040765
900,43.321867229488035,0.18677147895824442,200.0,55.44939560293338,1.75499960673901,-1.751500899838188,5.575167504443038,0.3769034995162266,-0.0016438624936677168,0.0,0.0,0.0,55.565138583518646,0.782911723426599,99.02724854508303
1000,44.15717395489628,-0.296210174490535,200.0,58.44241336205864,2.1471680097741124,2.1729347275752424,6.087320013700232,0.44347175711640463,6.647624760523682e-05,0.0,0.0,0.0,54.111167395885374,0.7827894337238306,99.72338190298946
1100,43.51067264176099,0.965062316752527,200.0,64.59986433901747,2.664971453956966,0.8175236377995245,6.3671433796046495,0.19843999148960906,0.0026678270198766505,0.0,0.0,0.0,55.38982438218676,0.7806308060319773,103.02837441511824
1200,43.16052299207567,0.22276406982934294,200.0,65.04040746835392,4.972780176486379,-1.2438975036890572,6.629727788876715,0.2893858644861863,0.0033552943045051234,0.0,0.0,0.0,57.67806708519314,0.7816296311175048,102.18003366531761
1300,42.75077649846511,1.977690216944968,200.0,65.1115745849249,6.42232273752366,0.614909508680131,6.651651724441216,0.34038592214648433,0.001861116546638618,0.0,0.0,0.0,58.80362428437914,0.7795041243184203,104.25605994148908
1400,42.57846143672602,0.9034290736010726,200.0,66.44697522093409,7.472560396387288,-0.8963689937210465,6.744300946480634,0.8128825110562518,0.003115240762211152,0.0,0.0,0.0,56.63205984882942,0.7728112974575622,100.6969964255718
