milliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,21189021813051.895,105580164419100.08,65651143922880.52,28431947642.02394,130291290277.75403,88180130572.57301,33589591330923.176,71321598564577.69,46819279487877.55,74848526806.48357,129753201371.70137,23573993540.369705,7872493094317.815,7952479655.691108,4831828609.737241,8758372164694.943,7406519531.724,762496280.0433431,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1100,19562896297712.24,105897370892981.55,72471814758519.2,28754632247.435467,129361555464.85724,65551177931.382324,34252245925652.035,80062037996246.25,54463749194120.79,75338178031.41881,172034942200.3729,75612562160.83328,8107025357729.647,6945848178.878704,2438247134.243784,10158139004885.63,8727378956.747913,4398813805.503722,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1200,19005301656021.66,105513115271012.5,81103806790489.75,32375465770.27203,159713804361.3046,81011336190.89108,34958707831463.594,84045813122046.36,64421272768760.2,85959768705.95758,174961242090.45654,82101780731.11758,11710917766811.416,9119053234.236158,5582675122.12991,10592844023730.836,8738324820.675203,4403725119.311237,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1300,17787107088705.242,103401328329748.36,83225017394479.78,32559274909.640526,177123229579.7832,110923637846.41275,35830460788317.6,88381632526102.19,76347673267693.1,104386078160.36818,226611972571.28528,202734886524.43536,12266988302806.238,11298301962.285204,9984530237.596628,12899399498624.547,9941422178.255442,10093114491.818659,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1400,17074736266221.197,103498375982234.05,88127566346832.64,35925120398.19034,180255977932.65515,159374412647.2042,35953449654308.34,94684634140895.67,89196501693539.81,105331102691.06268,236577551854.65118,178852327593.0838,13745508977610.3,13903469834.476967,10314192399.9355,11867539004076.205,11416708630.439598,9364965200.48651,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1500,16387956073662.037,102129136191850.55,95143568287987.12,37045066657.7908,185001682725.84268,139440786813.393,36653601179062.58,98131690228492.05,97844940138220.94,121491846318.8381,258927256963.43567,297405757459.35486,13933913033130.83,14251756579.155037,8497295376.092979,15513576162991.0,13577585027.366495,8086387224.114722,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1600,16441241618380.766,102313262114906.34,101973402441253.88,38954823876.847534,202151510050.10916,215842191064.75732,36635233325191.7,102344987007704.84,119550671085931.2,125223451333.0348,311564255776.02905,278238784843.94775,17258086617095.145,15901016196.426836,14586484923.654367,14871732116067.59,14712242017.249168,10506563238.956354,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1700,16199315260387.994,100700419061106.28,106880733342243.75,41550592305.526215,219972215650.1415,245918500341.2868,36817266488477.04,106262804988642.53,123671635312628.12,137462696166.33258,325501618600.03754,443384094832.96484,16715589817060.41,17201060760.252937,16259756918.089478,17342793927107.393,18087055349.832264,13164859903.412094,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1800,15177167087777.836,99710891816204.69,108824193827609.34,43284391703.94814,258304998124.6659,268931700034.3025,37566993101106.625,108898882326739.7,133290085749048.25,153257706791.80304,363691438881.39355,403164192876.0294,19360215171057.92,19360334668.42973,14659063598.68464,17931408785674.824,20870618464.970936,12840558567.602917,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1900,14900088000989.773,99043252808821.81,111336525560436.4,46102683551.943054,268670090658.48572,256132296929.65152,37008724480314.89,109382667797906.31,144535741154253.94,157972860965.05246,414461208710.18,457692176588.5088,21751696732649.88,22459320075.262714,17051112240.88436,19739617645760.055,22005545601.875145,20696228023.10338,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2000,14685915401115.734,98741722949173.66,116488766536227.6,49150974223.62941,287285122638.37476,319929398497.2877,37681978356801.12,112153091812764.84,154316400921240.0,166296298514.7744,441838444697.0647,650531163186.8544,23012647756616.59,24012408256.1619,19577650629.42232,23380228761068.47,22161852761.247425,21326269067.03159,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2100,14222348591669.158,98130409667775.67,123725665692814.75,54476915828.57079,287020616888.0092,338768997904.7083,37488672054711.51,114883115784965.4,168065248140153.2,179800111348.50082,451083547597.47687,684423611486.55,25349586805211.156,25425603151.719906,22807968428.97076,23092066744385.324,23784846185.85566,24189835762.580894,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2200,14860918968020.55,98406677515270.44,124072094437578.84,57889193052.0622,310242625134.52405,366029694377.1936,37858599426963.52,115572026473882.02,176562568373835.47,193847881798.34747,497662763209.55133,743974430519.6819,25598971320386.977,27289526810.800327,27499308498.978615,26312329449010.746,25858040239.511036,24757816717.429203,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2300,14467000538572.816,98086052702440.88,132390646001023.45,58119535000.74483,349441440103.0193,407820508791.87305,37596841031797.83,115521697773073.47,192710719323225.0,192125406231.9812,515153774101.5167,852453094303.6307,27840369223945.66,29533053668.121136,32700548369.158638,29095298569445.555,30139583533.19194,29549208652.335876,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2400,14667335451897.951,96772930975176.06,131406121714741.19,62486195568.378586,365762295300.8931,469960801785.88324,37357172530541.02,117652363697835.6,211009195117467.47,206005445610.85352,564733517635.6736,874847689451.4972,29519038766365.887,30210089734.830845,35201512158.99992,31330134967748.95,32135854036.43449,33249029504.827255,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2500,13527070528425.967,96315961327002.11,134805396650512.14,62978016775.05893,387038366055.46326,536698368852.96954,37292040439795.16,117666565771927.42,215144479719992.44,213137481922.04004,581084668039.4894,1114947855802.2893,31362892854402.33,32650752339.35913,36407071348.59758,31335082570233.18,33234627706.852333,38144185911.26974,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2600,14051077862583.785,95711897152981.19,142965831293172.03,69403053550.62753,399166064088.2914,553331801212.2178,37308646446577.26,120713613089612.02,222731897897553.28,218017064119.91467,595959772621.5599,1112661888274.1816,32741796155843.63,34695266677.33142,41445292783.93851,34563504749796.836,37516273041.96522,46751263441.390915,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2700,13817341241148.988,96908851291591.8,142959342692300.38,71386637998.97768,426478832229.88635,611127608376.5105,37596492862389.27,120957977647763.58,244920839757082.0,237727144013.49976,649837347043.6215,1266518456662.218,36568608262566.07,38143858275.17231,47101839002.17437,34840723746927.72,39698574955.267654,45133194886.48012,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2800,14233230265726.797,96451952049959.95,151110774709731.34,71722154824.12946,448445915787.13556,642490681307.8617,37933252053118.95,122372048547837.06,255231729146708.5,241539016336.0001,678779946723.1392,1384714304966.7742,37262727520905.516,41739301110.09716,53496433586.51932,39802379001547.484,40532259600.73792,55979270649.80532,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2900,13671657899067.824,95845217129773.98,151934137329885.56,78005931915.49437,462609838168.3968,669941605143.5713,37755585485177.62,121166349099926.56,265601307531280.3,248551200677.43048,682729678722.1611,1465553980199.0737,41343341278622.195,42746085542.14651,54922935363.5065,40107925239521.6,44730224991.55157,56305534228.797745,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3000,13492004374977.02,94659967656738.27,154752757261976.53,79427731852.76028,485296039549.2191,747105125561.481,37894947713488.87,123053776034903.72,267410875033443.0,257662983103.7246,723344887813.1183,1563513648773.306,44078964224588.664,46480589838.02748,60997825824.39647,44204505230897.93,47340904708.91831,59831057856.1353,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3100,13813016072239.99,95202864006258.47,160534523933615.03,81463639458.61243,514647691252.06226,791113915102.9452,37801675775175.64,122179422643922.4,276314923075376.75,269452754195.97333,780409631186.474,1789414882919.2195,46399556574541.48,49036737883.98443,69524063328.85825,43813550262221.484,48540019228.377655,69074001704.55804,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3200,13374052525145.121,94694502289687.44,166153820813463.97,85216001738.06847,511408652918.7451,880085261676.4932,37593674267949.77,124274047442614.95,294422096945729.9,275324527630.79114,808266748902.9713,1785351911821.7324,48115534836319.734,51099696555.22973,76381853898.8383,45987346078237.88,52817190492.21164,78436710061.85837,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3300,13102386951673.578,94931685741282.98,169971776197252.6,90602791734.22073,545215844898.1157,926394987916.8163,37482080096086.68,121961734658723.58,299797763746408.1,292375230530.5999,808713569209.1276,1927852976185.4822,50567914043392.27,53798507479.952034,79943576603.48709,50092629801724.92,54926237703.80978,82672664653.82446,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3400,13410392562768.727,94080266147072.75,170139813016066.1,91730054541.54562,567047468670.7887,980013666756.4946,37212304641922.62,125323320462131.84,304257713917562.8,298086901093.07086,840861063065.4272,2154410963865.5525,50756792526961.68,55832731374.631645,85455111385.77051,52258971017654.73,56297256852.80998,86806991752.8131,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3500,13322774987657.59,94589553872167.16,173003096146143.06,95677195723.35652,590665269868.6279,1047677708589.2056,37053753681980.55,123497180821437.22,312915864419219.25,309497852794.3454,875466197049.2498,2264089553555.597,53869046252231.09,58838781104.58621,92322705502.85101,53149031899369.03,59016110981.7505,97437327202.3747,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3600,13361253625408.53,94061570805908.16,179157643536340.88,98863825198.57751,620676918318.371,1122742524468.3086,37571408496838.375,123583578411239.31,332387288505259.7,313962275117.9614,911335769035.5479,2388548026535.898,56179873567171.99,63626374666.69017,104465492301.66516,55863402400148.766,60909445445.31493,105852612037.42946,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3700,13519398030862.227,95312781948543.6,183647877961982.28,99186458646.09537,637117600693.447,1162965026754.801,37422332796394.54,123359159028481.1,341266795223239.06,321519977231.2209,944727375576.3899,2484058105486.2773,60426189754919.76,65569775963.19994,108202086949.34796,60512009116151.51,63982941808.56421,110292649235.04088,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3800,13801589113140.71,95046357291674.56,185631282366640.53,105336241348.42995,640659172798.5138,1236783805595.5679,36887501529253.78,124619944428678.33,349508192225418.5,333113382621.21136,965820982502.8127,2673444428920.237,63076687376934.14,67329439573.22826,116836440917.7899,61259573820305.63,69475394142.78462,120236590050.95357,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3900,13316753753011.408,94990838027452.0,190915264124385.8,105497862454.8136,672021713892.8986,1322993250198.8604,37101268385567.18,125262912201038.12,353305007149878.25,338068304308.2635,1010992595524.3221,2890847256737.453,64688909587362.445,70026396642.3501,130192731537.54745,64783429252205.21,71059273245.51732,124160370431.86215,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4000,13212559698004.549,94458534315396.16,191944372895373.66,110774895997.11235,711092481658.5017,1358657595594.5398,37177438441532.72,124769774304100.19,364217412949285.44,344583490486.1979,1036349566187.2462,2943165278512.315,66957318368054.766,72335077928.92842,135816066012.5637,67091459559683.055,74773753042.07954,139962292829.2331,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4100,13624462084102.186,95026198742970.92,200640172660162.44,115207217737.78514,709925479269.8864,1435331196206.1514,36971570820715.92,125410312165236.3,368540413928092.7,351937849491.12024,1058580837426.7649,3082052711072.7656,68497336424302.86,75407586299.66327,143066817583.37613,68938758097535.086,77650897877.21275,149058622934.21185,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4200,13637498096409.139,94175510060211.53,203267254768214.9,116818190282.02193,732894665831.357,1509405814651.2437,36722058735892.27,127202994916182.75,381112933486545.7,368933997780.0514,1116032916064.714,3360239867529.869,72585906642694.11,78732004880.79774,156277146084.3411,72572156503994.03,79714939671.59177,157511980279.60593,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4300,13588148653214.15,94159826643653.92,205521648271587.7,119570425661.36047,753251814432.0139,1553164511624.085,36352574301996.875,124787001816953.95,386880184391975.56,369573121403.8633,1123629678354.5356,3474746988495.352,74067040295791.12,82538417174.33421,168696266899.17105,75260272121603.88,82216643249.40672,167813861957.28036,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4400,12765851575313.639,94103837310742.53,210728402434414.88,122060705659.96976,783833544717.6986,1641008186565.156,36291609778725.66,126244081745033.02,406271226309256.8,388277994570.41504,1160837736054.4978,3612489500174.3003,76412324424217.67,85177626844.16582,178043066538.00488,78056244682604.52,84448500464.41803,174888135778.07864,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4500,12935013947496.607,94339947699407.69,209000125047025.5,125000343690.12627,803589216089.9874,1724052916315.5588,36783293456607.234,124896748414518.17,408397754372229.06,390007628902.50977,1189589723592.1624,3894574982643.1426,80560275137374.67,87894201020.59184,183455038479.98996,78837435564113.95,87854251560.62764,185780336273.01572,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4600,12893661897139.86,93552091300039.61,213036677466000.9,130247750040.17944,828299205770.8795,1806140610794.344,36619670073684.43,124848984943747.12,422805277524721.06,392644833280.9398,1219224268350.2737,4042455384519.602,82212528319998.19,90616686059.82385,194554858891.3963,80811999476245.75,90914212992.08832,198816205403.5117,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4700,13033327288156.172,93911798569474.69,220428938506830.75,131325629269.88866,861697296202.7831,1905736910316.4797,36836776067873.97,126197074498097.38,423904108847685.2,404719091249.39655,1271652772809.7585,4232528846422.0464,83383369309257.97,96462422766.41948,209400976402.8387,85680504909938.2,94637827447.84433,206135597123.41153,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4800,13065944941976.11,94538885898506.3,221991837599629.4,133188035586.76576,869955668277.0914,1945401049353.217,36764682526571.08,126264696785843.73,437352444603509.44,412313071033.8708,1286849737000.065,4368639746984.014,87350025125873.44,98954926062.91966,219876261439.6431,88865974236076.86,97847420269.17747,220703380584.81,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4900,13497215811369.611,94283937363802.7,223469117917434.8,136320586746.75961,888468914403.6345,2061200559968.4285,36548796058376.91,128544359477465.08,447921546198753.1,418298189569.8955,1344295881109.0095,4576681047111.456,89681838318027.7,102494491540.24124,235234402346.78494,89819928651005.86,101069932840.21426,234390305273.94485,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
5000,12477280105217.068,94501888618537.47,225256160734641.97,140993753396.85028,927386008925.3115,2153803351203.0703,36289969087466.24,127811638695851.1,449217793899498.6,433638361003.787,1362154118900.725,4804686460311.768,91417158147345.17,104797084230.85081,247747928223.61105,93730876371034.48,105373295011.44485,245468731333.64218,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
