milliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,60303203238036.71,-878635445740.784,-3223330055545.1436,-1452114412.0622687,-3147983660.787983,-4685901852.322457,298242967094.32306,-1610090969567.6235,1345474652553.647,-582862039.9947987,18274442719.922005,60522599191.75365,-944980880827.221,288838263.5114634,181209951.14096007,303752836394.195,104413411.01894437,1557017963.3932443,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
100,53173756404476.6,30547938025308.438,-962613421311.4949,6208988934.998797,16496671212.69117,25004972621.6152,6481776279468.235,821852881376.5139,6673348800486.501,-5123886073.516528,-6751707483.575966,71690514096.00304,-336366624484.4955,-1425889556.434287,-3356969756.4008756,-327336618953.428,903548337.9239407,-1771284018.6502366,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
200,45691463647552.23,54156889434553.72,4683746603701.915,10822867920.803959,7653733435.76339,-9468442900.904026,12848602640462.148,6616398772896.157,-1913850696208.8306,11313655711.796448,-11519992944.064262,1537480799.8601265,1494288404443.2563,1132300465.249662,-2453263020.246718,506206274313.3229,1942990460.3816433,-142716338.60446566,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
300,40535206593372.0,70770843424479.9,15416693966169.441,10450882424.389252,24045135171.587852,4629270115.1116495,16876842445337.768,13426411375796.244,7470882803839.259,15444972210.577047,-5083365145.982595,-29066716527.98405,3266818422706.1133,183865929.0129938,3269303609.1076164,1655086154770.715,2049738362.2302833,-2197916372.923351,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
400,36640590014098.91,82872210371683.83,20893943912500.543,15678500992.751842,46537891305.887794,-1752747093.196289,20689851030863.3,22483563718594.664,338167874756.31934,18202458679.22716,21041070633.32777,-30673170943.40657,2610524802492.677,1159730617.4583485,848880995.874958,2728767292782.705,1883258625.8276489,2373490810.6842337,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
500,32303405980323.91,91877140712785.84,27288531549716.992,16070956055.695877,40255771273.90651,-4584002751.974436,24529339903666.27,31510666804510.145,11872162489846.27,28202390250.405758,8205914910.589283,74293050165.284,4679398662545.71,1824202646.7768607,-1627467845.565649,4449269002667.117,3761014756.585973,-1876182852.4891863,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
600,29635301478116.105,97422920564499.52,36504356548201.38,17506843396.116962,63815273026.052155,42755202235.613,26819872121318.594,40500453261186.62,19185536027618.875,39316522166.170616,24812453808.473503,67498519428.104164,5249131076241.229,3050394088.4981585,-996287337.4248291,5447509820183.875,2491881163.9046345,1202154374.0912938,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
700,26982414002443.273,101193078051837.39,47130669043487.78,20630680047.113293,69096280818.58662,30189484157.980247,28636857070279.215,52208092726478.64,25308587760184.508,47870623083.60359,64087281816.65497,8656060817.384754,4323150346804.309,4082853257.0799346,-758384275.0075808,4632722796601.024,5265940442.136076,-2059694706.8704047,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
800,25008128099621.902,103306619421159.86,52083127746851.125,23404638372.413788,95471496568.76913,58313333618.90501,30558133804105.703,60106828086420.06,31937345449751.83,56699766524.56886,88968721551.85612,23158471298.38624,6699521469945.829,4863474623.649122,3041753636.962588,4918891911554.847,6465913796.820753,5558030482.588557,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
900,23144709837887.83,105114978709894.86,59702583313694.36,24593177908.219097,102275248341.97983,35217034480.28813,31752131365250.42,65184791807102.586,38380002787605.17,64526028458.85716,110686600839.19554,18684915660.984283,7187257790807.218,5998094978.362232,3723513967.8104134,7596602967409.344,7227514118.77401,2690172679.9377384,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1000,21364275779784.426,105060708502932.22,64193588295890.38,26809303593.36741,106206579562.03485,101927990055.76027,33353055623573.29,72185164549783.4,42689012017184.28,64823760683.74808,121535040108.41812,99762655085.28304,8099747349819.982,8777923474.709425,5181946305.251722,7894698509771.58,7395249626.597087,2515063681.375212,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1100,19472061171883.734,104210086104945.53,74710230199523.67,29696620375.6856,126577967221.74245,78520209327.8536,33946058044158.188,78371039803188.03,55670582367067.38,86866868639.74158,148449851346.91214,115290529821.18431,8250526899332.484,6990148858.346651,6924150178.75127,9465845311140.506,9861743543.4859,7363431251.536114,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1200,18632944352873.598,105164995466871.7,75132179815622.39,28937871559.98389,160126911783.56186,89109422659.44952,34875177433756.72,84557340796690.1,70971974766293.6,91543487921.99066,203309804352.5728,115478576295.11884,9599869258025.672,9951815823.514793,2202065219.667949,9343581604076.373,8494322320.72086,2119272002.4445071,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1300,18027566637017.31,104048571591979.8,82944296030716.19,32183814077.855408,153584586437.68573,136558353355.81409,35368536169563.72,91191288786380.48,74030615045605.67,99252776693.31326,200627892309.99683,125014345317.10464,12740024588313.848,9605965851.899693,7550502780.186686,11982165899739.674,10536717490.910816,6321622854.087192,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1400,17253456799082.13,103849869797142.97,85787639527893.42,35886989235.03446,167689660252.3331,177990840694.3369,35933117931682.445,95449279740734.4,91724976686849.03,116306936470.52145,234685814453.40976,253350563182.7024,12756343316436.434,14065530414.00356,10826285473.081303,14220121091200.615,13295826509.395842,4803649413.085083,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1500,16551082966860.787,101816421610325.98,93364379997749.69,37608733628.96518,205760308116.30368,197784748818.6685,36823685027737.1,100136769366059.53,100376380163308.11,119421806876.7878,282892577504.56146,331872095412.82367,15162421329802.582,13318745868.267832,9200158055.919437,13773190780333.482,14790987297.43469,12403784449.698418,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1600,15999801582076.719,101818502829347.06,98282809098799.12,37659707250.09073,207399288499.69614,205824147990.14426,36798572269177.734,102201357097353.06,114039929418451.53,135007269289.8806,293431749112.2207,382551839205.79565,16537032980896.105,16457991215.488163,15294021572.46289,17097729060308.176,16324664546.147947,13582741922.053709,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1700,15993329896906.17,101705548325026.12,104483870853601.47,43328168213.801315,216182017028.9838,241627078302.8981,37158567935887.13,105547757767736.28,126844256160401.47,140948136977.00946,314310000638.7597,331931728058.3552,18490983433386.24,18503959402.53928,16541763022.885157,18691371448488.367,19019669233.083828,11992734564.3519,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1800,15412043083254.844,100374877681853.69,108033140001205.89,43152813458.93849,234911655959.12546,252890745902.21655,36814853198201.66,107133146883779.0,140477503395609.16,148892043957.52896,342778998064.141,422893406337.6538,20192541977067.7,18028747631.972343,14021713759.715494,19974092365633.582,17937591999.09249,18185867276.602844,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1900,14983524963171.385,99836801468022.47,112095081006027.38,46540610475.64899,255235256453.95685,277664855855.5492,37604129705233.99,110104446376328.45,145987551294045.34,154226975630.13745,383253836189.72516,481313166451.8252,21614212901541.684,21405841827.538273,18502889147.944042,20908969649348.445,20641803677.286556,20489012816.67913,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2000,14938279631458.21,99637116580108.38,115741963378597.6,50088817204.48997,293556256124.15796,341500199340.06635,37405486712263.95,110932655004033.14,163972379676154.03,167645920922.88507,430214222025.5108,643440762371.2122,21470916647594.312,22400998356.210075,24901541275.68903,22766173465564.18,21968525078.098755,22852220902.94622,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2100,14868912001211.953,98407783630189.19,118798017646777.38,53334163586.84703,290696068424.5818,325909252587.3496,37755095976010.74,112049932374734.64,177334390144989.47,180677392415.5391,456759252329.5601,669039839007.6658,25107047879991.023,23655107556.385937,22674574941.537262,24364916978332.746,24395675081.00639,25665653152.90415,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
