miliseconds,C_Uninfected_CD4,I_Infected_CD4,F_CTL,V_Virus
0,997.6796417690158,0.6696739392296659,0.9920604039090936,225.66212156792528
100,999.7392536270359,1.3179378903146914,1.020437696104231,145.39481016720413
200,996.2301532730825,2.3347173539600123,1.09194800981985,190.79921999342034
300,998.5387636330772,2.4866699441091233,1.1584842754122555,232.35368071039156
400,995.7200778911088,2.957454604394069,0.9844229397402215,259.95650971080323
500,995.7414237562258,3.9824251316916364,1.140944846067665,371.77640371813186
600,994.6004971590481,5.811130407630771,1.2051288370409803,438.86674398331957
700,990.458819824077,7.164861775712264,1.1880754105554179,530.4383818358191
800,987.3616859846255,8.704344411749869,1.150631349238061,702.4689321880983
900,980.2222903013876,11.04454343268797,1.1095666215695006,843.3166734571474
1000,978.33417653207,13.749655772841207,1.2526027576574241,1084.984462428837
1100,972.0558844855816,16.462687798253597,1.5589378159735527,1330.5595793302505
1200,962.9102704369486,19.744225059773484,1.6202101480161448,1593.7733963631244
1300,950.568595809531,23.05230628294992,1.9177196794290734,1920.1143669919127
1400,938.1975493255177,26.07773832217006,2.4874024177327225,2155.7065731308417
1500,929.9234142340073,28.622940163288472,2.9038806785123534,2426.199934166421
1600,914.02977038726,28.717247347541203,3.6024623473644883,2537.5137002435913
1700,903.8784225972939,27.422708335922174,4.464972928775154,2452.7487858904387
1800,893.151344464926,23.90756913860321,5.79309820551207,2210.2579003844708
1900,877.7280894963111,18.408378524979785,6.561527543683965,1790.3550636169061
2000,872.6539682894651,13.860136135101493,7.463357648515814,1375.9424071191163
2100,867.8337167902456,9.387789921895639,8.444546522526775,956.2159667242576
2200,863.2011013593598,5.797536020542258,8.770414709147179,621.2449270434473
2300,859.2966481347758,4.153717930697522,9.258262506710691,422.59930775751474
2400,857.9178141049508,2.277679423640408,9.304330477357373,281.7461488080746
2500,859.6620767294754,1.1355583929674622,9.504171375556036,143.51059832450696
2600,857.459088745651,0.9744856152193078,9.383533495131655,107.04678136460515
2700,859.3323272796523,0.27466528008667274,9.302337729728713,51.35044506846222
2800,857.410792977942,0.06834190363453374,9.343059750610355,11.584496300886865
2900,856.4466675632801,0.09237046255463184,9.177320187111922,3.059065925865756
3000,857.0699657812571,-0.16250543433833273,9.162645768110293,2.3857395910267627
3100,860.0983725535222,0.00889549064793603,9.045159556222044,23.64006051190465
3200,855.1799024211497,0.4565474347029671,9.037597125329752,37.47142304790268
3300,857.4197871861096,0.21183318508116947,8.994044598215726,-26.408227867433297
3400,855.4477664463997,0.25465626079706,8.639563061372447,-6.576305932743429
3500,859.9222768743247,0.36788780886768274,8.76513437097306,37.37656543172332
3600,859.3015683403788,0.03670773563572003,8.702508378587368,16.206687632394036
3700,859.260122000462,-0.4237292273242319,8.63754630430785,-11.906882631282402
3800,857.9382954310918,0.0770898069369471,8.573732533928414,8.636959287797861
3900,858.6482309387244,-0.0497330503379804,8.415856433850152,-17.80226951236894
4000,857.5804553736745,0.20625925873872694,8.440154324148521,6.264901219015201
4100,860.9249371358189,0.2963474317674858,8.189876340437655,-25.096698724875182
4200,860.0946210368711,0.2295686148119153,8.114957165377923,33.22219163879278
4300,856.247038785416,0.3103165104034701,8.042222882167634,-32.41887383764163
4400,858.7665308638323,0.04122235950648756,7.881706851469369,-32.846281369412175
4500,858.8069313341574,-0.14725841726577918,7.956718670755251,4.144496170630996
4600,857.9218821099531,0.24796598159874597,7.7051721453295565,-24.687040075660992
4700,857.0367981154646,-0.4489062494333166,7.659736521962998,-18.080745408221468
4800,861.0564274253164,-0.0535595044440757,7.730881485664673,-10.96389707637419
4900,862.2861441625115,-0.16654163547572107,7.588274383552113,-19.51909505036093
5000,857.9046210045178,-0.33040666414852266,7.667945399401348,17.085896309263436
