milliseconds,T,N,D,L
0,96.17501917118746,-54.874657816201925,-51.03576427569966,-101.46104145287636
100,110.34787831224165,1360.1564657535203,23.37336088518979,15.598876836112613
200,108.66384477641577,3520.1569286078397,118.72171969994164,-72.65696671729813
300,123.41216195154412,2170.706600642571,132.07597661596165,27.264258795236902
400,126.16127279345781,5055.7112454426215,228.6168916681047,-16.685281266127035
500,114.24570690163887,6127.1166359602585,243.1496871670243,-6.562350672032068
600,130.351056114926,6177.306352878078,240.21602026672474,15.954777615354757
700,128.5541911776586,9934.178852097282,328.7159987583536,167.44910912641933
800,141.5623482925319,9372.008622422367,370.5393520164914,293.10244141744914
900,144.92440215731364,11381.83400805494,454.0212586974839,335.6461120825435
1000,159.51197803234533,11301.1212054454,522.4995617211175,330.62791882821944
1100,163.05835217492174,14718.32695518219,486.99376140724326,292.1651125716281
1200,160.96703119141677,15697.609650775554,525.253025865572,541.9781230953968
1300,164.03877614908004,15235.27410933148,566.6481009124436,634.1628248173613
1400,170.4997504707804,16393.946187003618,716.656349879578,672.6265488307743
1500,191.08416027875094,17539.032545466624,673.1154650647597,675.2196439849662
1600,198.42193373409748,21255.255629230654,764.5394140177494,906.6599025641032
1700,202.89984171984045,23020.785966898016,763.5258050852162,956.8007608569724
1800,209.09728114897288,21428.175316353114,839.4581900602328,1118.0580232684063
1900,203.11117328939667,24320.449195030087,930.5887579780468,1282.8235329590473
2000,218.39118295570722,26404.62532775394,915.2778138778187,1393.9698064797374
2100,233.25329457875273,27558.319924839274,925.5845232788331,1547.957494901484
2200,229.528547436486,29062.038158681662,1020.3902795506012,1521.7236440445697
2300,249.19851367577732,29031.577345744634,1081.6742786150721,1755.5672575667857
2400,251.88620072540013,29634.178608902446,1121.353471971851,1851.7290297988957
2500,261.36406276922,31738.541919445164,1189.2056642699567,1939.2633562150436
2600,267.70557854324426,31196.474239047227,1190.554011798111,2028.907511832749
2700,279.9687251818344,32837.76020044425,1267.5075610822337,2075.474646747487
2800,288.84003138121307,35481.40260218159,1244.1357808741498,2076.688124229032
2900,296.8655799059343,34495.90480176051,1349.4799063032751,2288.2217533512544
3000,288.27193109793353,35590.567311117666,1359.6692715198442,2169.0325620176045
3100,314.0373015852323,38218.91885218938,1409.2780469335382,2221.5388819159443
3200,318.1164715224827,39838.684953593205,1382.7642684724717,2423.0865036558876
3300,334.393659742388,40216.0609026673,1443.046780404413,2445.408418087838
3400,331.94070164857334,40266.7387935689,1517.8424628424038,2433.4697294260222
3500,345.46055125993945,43250.65762707871,1517.0192349934189,2427.989858081662
3600,367.76726648879685,43338.76554302407,1529.7682488031207,2615.087099447708
3700,358.0549880014922,46185.68709277436,1603.674496532947,2524.4025214549188
3800,371.15240308984306,46667.80242382136,1644.190399051567,2580.6012227107008
3900,385.56892563016396,46272.628512741336,1629.3332035218118,2541.9442252684494
4000,395.331419369421,46535.731264117014,1593.4800517379963,2731.455495449261
4100,399.4490191958733,47624.70221222699,1670.6046804430648,2751.1651592772755
4200,410.54759120359563,49310.814403879325,1711.1283266662076,2642.1418437860057
4300,432.51445601474825,52391.95028456074,1683.3770480906344,2757.1075257674015
4400,439.10390770487305,51772.1004106413,1706.2397740647507,2829.744249674729
4500,439.70494904184255,53228.99676632238,1810.546650734875,2806.139215209734
4600,471.01941499537554,53419.42884499028,1765.0263877479495,2926.6596638976034
4700,466.008331765253,53985.70313143819,1842.9980975068254,2982.5624887711283
4800,472.35825273848286,56237.78297087267,1852.7042867565028,2804.9586109155985
4900,500.14659485141686,58739.78938751476,1844.5988121700539,2966.6144256248153
5000,497.62754984271976,59617.76246788897,1922.3342876638221,2920.5529194840224
