milliseconds,Ca_cyt,Ca_er,IP3_cyt,Na_cyt,ATP_cyt,ADP_cyt,n,V
0,0.08500009682617567,22.80000009021625,0.3299999982415221,9858.001297947232,932.170239600264,3067.8804073201322,0.001230030512302778,-60.90250680644435
100,0.08500056144514322,22.799999455370873,0.32999996592650427,9858.001915779307,932.1804967698945,3067.730945433719,0.001229943082138176,-60.895512040082195
200,0.08500020446895999,22.79999933650655,0.3299999530886801,9858.004119821551,932.2984914550817,3067.626439470493,0.0012300891014508924,-60.876297715058854
300,0.0850013108473594,22.79999871145403,0.3299999423166402,9858.007317419935,932.3525892806581,3067.6058142240418,0.0012299033597234163,-60.8661876989278
400,0.0850014382535563,22.79999842512508,0.32999991395160466,9858.008651857512,932.4555870415601,3067.4474104167157,0.0012302608820994785,-60.86268296185429
500,0.08500158244225942,22.79999808212614,0.32999989707850824,9858.013480741665,932.5746473224647,3067.4391805910973,0.001230421292761478,-60.852187275349145
600,0.08500162459478927,22.799997896911364,0.3299998597115135,9858.013037957673,932.7729779550071,3067.2905623649604,0.0012304171908906138,-60.83153375911814
700,0.08500196170499749,22.799997456863867,0.32999984828354667,9858.017523982846,932.9115121936576,3067.1070290978205,0.0012302689905184202,-60.821326739874124
800,0.0850029903546963,22.79999725914169,0.3299998205810857,9858.017937846189,932.9916814425852,3067.11992364671,0.0012303844531426204,-60.82126572647623
900,0.08500287338687049,22.799996692361674,0.32999979670950214,9858.020515908074,933.0857710664624,3066.9309361909977,0.0012306144205444251,-60.799540835084485
1000,0.0850034564527386,22.799996530810244,0.329999767207563,9858.024629596317,933.1588047990791,3066.8576371213517,0.0012306737112189891,-60.79026925784225
1100,0.08500430931314312,22.799996088551815,0.3299997374206843,9858.026834429795,933.3196903111822,3066.765037599776,0.0012309815649099614,-60.79010755402145
1200,0.08500458711138777,22.799995801886123,0.3299997284390377,9858.029586541168,933.3473087356807,3066.564331286933,0.0012311297208537938,-60.77012414009603
1300,0.08500452706923313,22.79999545360324,0.32999968723368733,9858.029318656549,933.4742090288443,3066.5300325297503,0.0012312777880946466,-60.76055162872986
1400,0.08500528682681636,22.799994732454298,0.32999965968424844,9858.033705742968,933.6137881433605,3066.4534253578686,0.0012315416919817578,-60.756997244759106
1500,0.08500597679218257,22.79999459907095,0.3299996505946831,9858.0358126174,933.7245590996504,3066.272216318179,0.001231691906755716,-60.74012804181303
1600,0.08500632768975207,22.799994148532566,0.32999961112556975,9858.038577644267,933.8045633594902,3066.1452431405814,0.0012319380356413468,-60.736153232985835
1700,0.08500683412856892,22.79999360979559,0.3299996029094933,9858.041675307535,933.826303683788,3066.1858891490574,0.0012321701048405272,-60.73185575073693
1800,0.08500719751500452,22.799993721637414,0.3299995580988135,9858.041214599738,933.9435668124246,3066.053748959529,0.0012325191438280914,-60.71524826702146
