miliseconds,Ca_cyt,Ca_er,IP3_cyt,Na_cyt,ATP_cyt,ADP_cyt,n,V
2100,0.08500902318411245,22.799992229580976,0.32999950024840635,9858.048163226244,934.3305121414706,3065.712188156622,0.0012330301804346767,-60.688523545497475
2200,0.08500945905210133,22.799991905614863,0.3299994911009753,9858.051162477186,934.3406153608107,3065.6353510515232,0.0012334749157499616,-60.673700714016235
2300,0.08500997288403625,22.799991508050255,0.329999470964474,9858.05235205572,934.5032400642995,3065.5438049569566,0.0012335814459924954,-60.677027876573696
2400,0.08501012176524737,22.79999116638735,0.32999941845333125,9858.05523268411,934.6854510909232,3065.4377371095175,0.0012341348332429542,-60.66527179565134
2500,0.08501115025091707,22.799991134115434,0.32999942249891906,9858.056851032732,934.7548663294782,3065.2255370964845,0.0012343542066343182,-60.65233293031219
2600,0.08501185032439722,22.799990782014774,0.3299993739656936,9858.060981853509,934.8920673937757,3065.1531506580964,0.0012345819361275381,-60.64078856982525
2700,0.08501270775919838,22.7999902816865,0.32999935525505,9858.062160699881,934.9036124681656,3065.1319443020207,0.001235304476124008,-60.635494213941314
2800,0.08501295594426304,22.799989708735673,0.3299993434840414,9858.063045664767,935.1165360089977,3064.9406816041874,0.0012355337571277752,-60.63028873603654
2900,0.08501323395690481,22.799989332638276,0.3299993279096825,9858.065582723908,935.1880955666443,3064.9013199247133,0.0012357935090632033,-60.62037022760492
3000,0.08501384524384141,22.799989213938396,0.32999930507134273,9858.06858570071,935.2021155686939,3064.7422302855384,0.0012362537499570375,-60.60727169730507
3100,0.08501491826739983,22.79998866918533,0.3299992774859207,9858.071901537864,935.3241434391263,3064.671871367878,0.0012368222502863687,-60.60250919914808
3200,0.08501541492721564,22.79998858390531,0.3299992539939559,9858.07481158589,935.4269744104386,3064.531570198362,0.001237045868695527,-60.586936925073786
3300,0.08501635442676495,22.799988327273304,0.3299992088583661,9858.076109866335,935.4895804090186,3064.3600471282925,0.001237329625852671,-60.586063833519276
3400,0.08501667442625556,22.799987782182626,0.32999919639065367,9858.078599352048,935.7090621764299,3064.3714076672113,0.001237840692728132,-60.5717554959854
3500,0.08501762370633317,22.79998718333466,0.3299991788744823,9858.078417146678,935.8106344163338,3064.15121780417,0.0012383204068615206,-60.573630600007114
3600,0.0850184727839496,22.799987000823137,0.3299991559335698,9858.080268622667,935.9187234363859,3064.04838567651,0.00123870974338794,-60.5560755518016
3700,0.08501916633322408,22.799986753120503,0.32999913136806147,9858.084064302604,935.9732563453464,3064.0101896720416,0.001239226400533844,-60.54762272439237
3800,0.08501986469119048,22.799986268333306,0.32999911623882366,9858.086738484986,936.0866642932102,3063.8841125408208,0.0012398339715182275,-60.54035154877
3900,0.08502070541621154,22.799985845894177,0.32999908094087843,9858.087739099614,936.2609098269503,3063.7433991936177,0.0012403428629598435,-60.538386956337845
4000,0.08502078108795519,22.799985580768357,0.3299990486087025,9858.090993976126,936.2640474543617,3063.6331515117354,0.0012408222161168214,-60.53437613693298
4100,0.0850221869525822,22.79998548946477,0.32999902967676037,9858.09169429401,936.4649849243974,3063.533730849574,0.0012412201564684486,-60.52438219516247
4200,0.0850227503798174,22.799985119006713,0.3299990232907344,9858.094085234798,936.54583051088,3063.4858818994026,0.0012417071385165334,-60.51068781297532
4300,0.08502380231647048,22.799984446066016,0.3299989919327101,9858.097758471382,936.6540573280882,3063.3895668769246,0.001241952252421834,-60.51275203954743
4400,0.08502380446355813,22.799984518446497,0.32999894885184067,9858.099745040603,936.7438093252995,3063.224237548731,0.0012424703469693535,-60.49377364237732
4500,0.08502536243574378,22.799983951984924,0.329998928844503,9858.101330848789,936.764807989825,3063.2097232623255,0.0012430866546685976,-60.48725604791445
4600,0.08502563586174047,22.79998336022805,0.329998904292152,9858.101450820226,936.8769051073475,3063.0425824988397,0.0012439201374813882,-60.487384280784156
4700,0.08502665183979362,22.799983431027155,0.32999890099241874,9858.105381854344,937.0098131317623,3063.0381964665225,0.0012441074537437179,-60.4719017017697
4800,0.08502780683480168,22.79998279359489,0.32999885662420053,9858.107428196668,937.2048958261549,3062.8052538980746,0.0012446773039316234,-60.4704883316678
4900,0.08502846918607773,22.799982609577263,0.32999885151935504,9858.107589061708,937.2577254229805,3062.7276220910126,0.001245296923630442,-60.45695294519164
5000,0.08502876653017401,22.799982297605524,0.32999883152980114,9858.109796287163,937.27121542171,3062.6745879978994,0.001245736235495808,-60.45337823912292
