miliseconds,Ca_cyt,Ca_er,IP3_cyt,Na_cyt,ATP_cyt,ADP_cyt,n,V
0,0.08499980051918245,22.80000013329228,0.3299999995292385,9858.000035692243,932.0681019172233,3067.8979018549658,0.001229838433508221,-60.897199273775534
100,0.08499998220745246,22.799999772247965,0.3299999897564645,9858.002252984228,932.2501717354999,3067.784916146023,0.0012298576814037028,-60.88932959113663
200,0.08500036919147004,22.799999088589537,0.3299999477988876,9858.004115946198,932.3818467935687,3067.630783393217,0.0012299819051558908,-60.87870990262933
300,0.08500094133380923,22.799999044330086,0.32999992557950236,9858.00798100299,932.3834006658196,3067.6156525640076,0.0012299853540029561,-60.87167655064558
400,0.08500126664536398,22.799998697975017,0.3299999119674414,9858.010322418817,932.4716890482081,3067.4390321630553,0.0012299290035541449,-60.857209390050976
500,0.08500169106454883,22.799997955715227,0.3299998956086317,9858.010616333797,932.5711644735711,3067.4419395673526,0.001230141478887791,-60.845987562531306
600,0.08500230767191735,22.799997655229898,0.3299998604886827,9858.015552764195,932.7857762855838,3067.2136801457746,0.0012302667285036995,-60.83743347255986
700,0.0850019884889325,22.79999742861574,0.3299998197341843,9858.017047875,932.864914648828,3067.191757532618,0.00123035188453816,-60.82457638343093
800,0.0850030635981164,22.799997125261093,0.32999981985393034,9858.020097263103,932.9366404997394,3067.078806979025,0.0012306718202369372,-60.81302468050637
900,0.08500285462731651,22.799996787119102,0.3299997910056325,9858.021589277501,933.0161858514114,3067.0215533561063,0.0012307629171080965,-60.79960645726662
1000,0.08500341101535233,22.799996305419473,0.3299997481488377,9858.0227829156,933.117559396517,3066.840690302342,0.0012305221487267683,-60.79933545144384
1100,0.0850042768340367,22.799996191646894,0.32999973119538933,9858.026812148659,933.2927159720915,3066.6892375854254,0.0012310510574225588,-60.782459168734796
1200,0.08500398984624152,22.799995660975494,0.3299997029639288,9858.029713164457,933.4218189317927,3066.602350329259,0.001231184947695302,-60.77796720906501
1300,0.08500456778877206,22.799995152795532,0.3299997001352851,9858.030616646205,933.4951306078157,3066.5718046887564,0.0012313151775309329,-60.77151708402379
1400,0.08500491907690233,22.799994862434705,0.32999967386327256,9858.034614324868,933.4995124121907,3066.4011992871638,0.0012316412493252622,-60.75230355690477
1500,0.08500562469274664,22.79999459454329,0.32999965699669065,9858.034855451462,933.6567316250712,3066.3323275212324,0.0012318447759617661,-60.75159452609237
1600,0.08500655805614371,22.799994259461542,0.32999963310468555,9858.038519167589,933.7124850714819,3066.278330466665,0.001231654463277194,-60.73687251268848
1700,0.08500695238106126,22.799994110509445,0.32999958175008565,9858.040415631684,933.939248245565,3066.0495598462367,0.0012320463769097626,-60.72076726147637
1800,0.08500693707346718,22.799993260396377,0.3299995704479557,9858.042134367754,934.0567922611529,3065.9330640104913,0.001232380975967037,-60.71102451470823
1900,0.08500754180168657,22.799993037512355,0.3299995568977515,9858.046240370144,934.0429131217027,3065.87728377818,0.0012328346449960285,-60.709145261411074
2000,0.08500870495863136,22.799992980493286,0.3299995356127725,9858.047713712453,934.2341957923524,3065.7226523106697,0.0012327427370573342,-60.69433287667828
2100,0.08500874018673298,22.799992343706528,0.3299994897356012,9858.050061311049,934.2635246870585,3065.720532489891,0.0012332082374986494,-60.68937130756173
2200,0.08500920847992181,22.79999207338201,0.32999946233647387,9858.05215269856,934.3991446675178,3065.527189316802,0.0012334988259429123,-60.68067714208397
2300,0.08501007564582123,22.799991528874585,0.329999462042345,9858.055072420915,934.4534796776445,3065.4279201075615,0.001233864095708482,-60.66794342439601
