milliseconds,RasGTP_Golgi_GM,CAPRI_cyt,serca,PIP_PM,PI_PM,Shc_PM,CaCAPRI_PM_PM,RactCa,Shc_star_PM,EGFR_PM,PLC_act_PM,RasGTP_pal_cyt,PLC_PM,PIP2_PM,Activated_EGFR_PM,Ca,Ract,Rinh,RinhCa,IP3,RasGDP_Golgi_GM,Ca_RasGRP_GM_GM,DAG_GM_GM,RasGRP_DAG_GM,CaCAPRI_cyt,DAG_PM,RasGTP_depal_cyt,RasGDP_depal_cyt,RasGDP_pal_cyt,Ca_PLCe_cyt,Ras_CaPLCe_GM,Ca_ER,Sos_cyt,Grb2_cyt,PLCe_cyt,buffer_cyt,ca_buffer_cyt,SosGrb2_cyt,SGS_PM,RasGTP_PM,RasGDP_PM,RasGRP_cyt,CaRasGRP1_cyt
0,0.0,30.1,45.0,2857.0,142857.0,186.0,0.0,2.264,0.0,21.0,0.0,0.0,100.0,1072.0,0.0,0.0,9.056,7.782499999999999,3.5375,0.0,50.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,120400.0,81.27,502.67,12.04,120.4,0.0,99.33,0.0,0.0,400.0,30.1,0.0
100,4.0697955859580066e-13,30.099957236430253,45.0,2926.677024384305,142785.8830000127,185.99997884459984,4.187846070795687e-07,0.008279862309057877,1.3651227784720472e-05,20.98598369238267,4.095957668069208e-05,2.0537444223334355e-13,99.99995904042342,1073.4382324173678,0.014014905690399558,0.08836183340336225,11.311720137690937,7.863043167651836,3.4569568323481663,0.0010583578889015617,49.87520505158531,3.005217062318744e-08,4.921787477495799e-19,1.7406118880317642e-22,4.250612019967078e-05,2000.0017431856081,2.0627161155496937e-15,0.004911317599058058,0.24793940987287497,0.0005008103535762181,1.0062249930114849e-19,120397.10891602069,81.26722896436,502.6672289643604,12.039499189646412,120.34424875777478,0.05575124222533179,99.33276642241931,7.50417233546856e-06,1.6013532426161825e-09,399.59867974425055,30.099957240561245,4.275796078307919e-05
200,2.9724235251513397e-12,30.09991329643385,45.0,3065.006798325933,142644.58715664127,185.99991595781782,1.6794092662646518e-06,0.009493163496706902,3.857254518851085e-05,20.971990741678447,0.00016265324413261648,5.36921454103342e-12,99.99983734675597,1076.3921474604879,0.028003654103081622,0.10191553149710511,11.310506836503286,7.941726638599006,3.3782733614009945,0.008333918080513918,49.750819345617245,1.0467996861876533e-07,2.942272225897606e-17,2.1417890246932485e-20,8.567114242379891e-05,2000.0138975722994,5.398151467234408e-14,0.009809248854317117,0.4926063393675407,0.0009919443368069008,2.932373038860537e-18,120394.21795656151,81.2644692583575,502.6644692583577,12.039008055663182,120.31921734925845,0.0807826507416696,99.33550278899683,4.546963696284907e-05,2.0310575644005134e-08,399.20267174185693,30.099913329705192,8.66651466168673e-05
300,9.154048093107297e-12,30.09986327008377,45.0,3201.687580991827,142504.83503615242,185.99981171172664,3.835437398362348e-06,0.01121281223987822,6.606739696671353e-05,20.958021106165035,0.00036332992202076016,3.4267869261091805e-11,99.99963667007806,1079.4306354527293,0.04196629218708014,0.12032095783921982,11.30878718776012,8.018564696602649,3.301435303397354,0.02768994914099768,49.62684159441096,2.1140247499014123e-07,3.0965335196199987e-16,3.4015932126028822e-19,0.00013437206537696546,2000.0467474030302,3.451173592947759e-13,0.0146938593928761,0.7340438997539104,0.0015321623581629625,2.0553847391967687e-17,120391.32724546472,81.26172079875411,502.66172079875435,12.038467837641827,120.29921180727327,0.10078819272685204,99.33820406546128,0.00012222087632424603,8.456630164621753e-08,398.8119058329453,30.099863381928635,0.00013660767451622335
400,2.0120958899101412e-11,30.099806431205362,45.0,3336.741625765472,142366.60836201973,185.99966625684274,6.997656604888496e-06,0.012994429012900861,9.4279355839754e-05,20.944074744194918,0.0006412733247078033,1.2408527845588285e-10,99.99935872667538,1082.5395682964788,0.055902866807295226,0.1393187350756024,11.307005570987098,8.093592982951554,3.226407017048448,0.06462402612793988,49.50327051479819,3.4619303995615135e-07,1.6378913097342855e-15,2.3993904227194503e-18,0.00018926695656939843,2000.1104439182955,1.252105813722747e-12,0.019565214286075775,0.9722946345502367,0.0021283294183447516,8.189939703505447e-17,120388.4368386662,81.25898349833196,502.6589834983322,12.037871670581644,120.27995930633844,0.12004069366165614,99.34086929031477,0.00023946380136353345,2.260762374392632e-07,398.4263127784276,30.099806697068445,0.00019328590565783772
500,3.692277023576525e-11,30.09974297625007,45.0,3470.190789882091,142229.8891491233,185.99947969627448,1.127669768627948e-05,0.014778269157558315,0.00012281216872564256,20.93015161419519,0.000994801276794193,3.3115589739790844e-10,99.9990051987233,1085.7050506406786,0.06981342474464387,0.15833632477942744,11.30522173084244,8.166851331033804,3.153148668966198,0.1242888581171039,49.380104828104805,5.066814462336934e-07,5.9655323245827384e-15,1.0907825701506125e-17,0.0002500913538201874,2000.215010353903,3.348405311787545e-12,0.024423378055895433,1.207400526998157,0.002776311759114176,2.399399995283492e-16,120385.54677599616,81.25625726938154,502.6562572693818,12.037223688240875,120.26087859055204,0.13912140944806523,99.34349837105488,0.00039749155678651797,4.771203023641115e-07,398.0458242505298,30.099743499688174,0.00025647539305874065
600,6.053222515119525e-11,30.099673207598318,45.0,3602.0565809532764,142094.65965903035,185.9992521229097,1.6775442027337745e-05,0.0165564834248722,0.00015158089877181214,20.916251674667436,0.0014222650420857826,7.308617415220178e-10,99.998577734958,1088.913414572555,0.08369801269621051,0.17729871812802703,11.303443516575125,8.238379371593519,3.0816206284064824,0.21151120367304022,49.257343260128614,6.910347224256061e-07,1.716720673152369e-14,3.760238582366767e-17,0.0003164796299530566,2000.3703454438185,7.40541295022989e-12,0.02926841468127621,1.439403007440114,0.0034709894591328405,5.784652215144734e-16,120382.65709435858,81.25354202444505,502.6535420244454,12.036529010540857,120.2418871318693,0.158112868130793,99.34609140002739,0.000596296191504089,8.69976835420837e-07,397.6703728213565,30.099674122118397,0.0003258438962822933
700,9.186526298274085e-11,30.09959742471955,45.0,3732.360174209575,141960.90238508853,185.99898362735044,2.3588523374774324e-05,0.018328274886574743,0.00018056679836149346,20.902374884187584,0.0019220486656686521,1.4173530939198027e-09,99.99807795133441,1092.1512151053853,0.09755667727539721,0.19619852295408327,11.301671725113422,8.308215951307028,3.011784048692973,0.3308090717620758,49.134984541117475,8.977043275723158e-07,4.197795102679571e-14,1.0709125400072218e-16,0.0003880741390385966,2000.586225596472,1.4391792272512238e-11,0.03410038760436604,1.6683429606002176,0.004207557349538234,1.2183466291192612e-15,120379.76782989678,81.25083767647332,502.6508376764737,12.035792442650449,120.22297069474662,0.17702930525345814,99.34864850845425,0.0008358058511677815,1.4368019520505914e-06,397.29989195115974,30.09959889528105,0.0004010605695530438
800,1.317946922834643e-10,30.099515910492315,45.0,3861.1224130159394,141828.6000545039,185.99867429958263,3.180274847079087e-05,0.020093786250354184,0.00020976571885267503,20.888521201405787,0.002492568328972939,2.503235682450769e-09,99.99750743167111,1095.4052266622484,0.11138946501207356,0.21503734179713335,11.299906213749644,8.376399069195827,2.9436009308041746,0.4864073271435335,49.01302740574757,1.12532917222995e-06,9.107966403678217e-14,2.6517543649874306e-16,0.0004645386377288346,2000.8723058178768,2.5472430313305644e-11,0.038919359736684846,1.8942607327686054,0.004981658529832897,2.323206771174164e-15,120376.8790183759,81.24814413885724,502.64814413885756,12.035018341470154,120.20412459746501,0.19587540253507205,99.35116983571339,0.0011159346984449478,2.2096058533089315e-06,396.9343159766687,30.09951813469422,0.0004818099617162821
900,1.8116083375269774e-10,30.099428930488973,45.0,3988.363814605909,141697.73562503685,185.99832422933804,4.149760833976359e-05,0.02185329739704385,0.00023917694157059085,20.874690585046277,0.0031322717183690394,4.119255341134884e-09,99.9968677282817,1098.662440963622,0.12519642235272635,0.23381807319481834,11.298146702602955,8.442965884623959,2.877034115376044,0.6822517433631031,48.891470593101836,1.372684372439089e-06,1.8032127555587182e-13,5.901799682587677e-16,0.0005455586862294303,2001.2381193936142,4.200732983459158e-11,0.0437253934652058,2.117196138884546,0.00578936236291476,4.104445595265036e-15,120373.99069524748,81.24546132543308,502.64546132543336,12.034210637637074,120.18534595605847,0.2146540439415988,99.35365552268968,0.0014365937203618079,3.220249331111851e-06,396.5735800995636,30.099432139473794,0.0005677930171299142
