milliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17
1000,994.0224458702464,5.376146353522085,3999.655863968736,0.3307384861572437,-4.252477108651905e-05,223.81092889165862,1.7726453496198768e-08,-2.171056552593755e-14,99.9999903688752,499.999951844377,499.999975922188,2.9017000136053063e-14,2.0485505661649157e-54,-3.7636145230745775e-56,2.847570066756331e-60,-3.9818417384001804e-60,773.2398570465463,1.211536540978738e-06
1100,994.5239835822775,6.411383121109326,3999.662241534315,0.25679486278437563,-3.291351499465884e-05,226.63495428264693,7.387205211111906e-07,3.518117164816059e-14,99.9999903688752,499.999951844377,499.99997592218807,2.2830397730759644e-13,-7.497131958035939e-54,4.4011818830549864e-57,5.060287559260092e-60,-2.853342795688102e-60,790.5442301957119,-3.3168603457084617e-06
1200,993.0417573978511,6.718220470610493,3999.724458885905,0.24322066385917848,4.12519252836024e-05,205.69788304332945,5.388416528800179e-07,-6.023169066780495e-14,99.9999903688752,499.999951844377,499.999975922188,-3.801323322211001e-13,-8.636379621423809e-54,-1.6648580376183677e-56,-3.66704880466528e-60,-3.66690773786192e-60,774.7057855891543,2.7174509307616934e-06
1300,992.4042507334082,7.787909306472732,3999.641671682884,0.39433775374046587,-1.9181886093348908e-06,218.6523883002733,1.3235327691617692e-06,-3.860401254629353e-14,99.9999903688752,499.999951844377,499.99997592218807,-2.1886977364069638e-13,-3.394956976405986e-55,3.369921763701887e-56,4.908691568583059e-62,3.4788353196158995e-60,774.7598684065789,-2.751529548345701e-06
1400,992.2974108991451,7.610700662704106,3999.560234910814,0.49492725016311345,4.998429806729582e-05,213.38695647557756,-4.227276069966899e-07,-1.044666612250118e-13,99.9999903688752,499.999951844377,499.999975922188,3.6035856804891013e-13,-1.5612875926141468e-53,5.472876993620193e-56,-4.4874436613415317e-60,2.4157270867881653e-61,778.2071362043193,2.1663400663586445e-06
1500,991.8333967178905,8.028201612170193,3999.518232722152,0.40864422130144457,-5.344513867480734e-06,224.98029646219547,-5.589195983039379e-07,-3.0526580099729456e-14,99.9999903688752,499.999951844377,499.99997592218796,8.515851114339326e-14,-4.726874448736189e-56,-1.2817996481756382e-56,-1.463717913001491e-60,2.7787932486803574e-61,784.1621322126625,1.2577297178872572e-06
1600,991.7837878240476,9.346448992311002,3999.371909878557,0.6142030254282774,3.9735604057469495e-05,213.9058695089657,2.670392015898647e-07,-9.76775495629491e-15,99.9999903688752,499.999951844377,499.99997592218796,3.560771682703938e-14,4.2681623229739886e-54,-1.1622635829011984e-57,-1.0628771133378285e-60,-4.9150998413094607e-60,774.325367649699,1.1139803067428961e-06
1700,990.1203667497468,9.388100338446119,3999.297791335486,0.617069333115711,1.8116663937494854e-05,219.03300764766442,8.121232166144109e-07,-1.2389109038044902e-14,99.9999903688752,499.999951844377,499.999975922188,-1.9766256116231958e-13,-1.2777857666272283e-53,-1.902335253731749e-56,5.139295072280357e-60,3.083530300425398e-60,782.6959673013585,-5.103589888407108e-07
1800,989.780755483817,9.434730296104986,3999.268854065197,0.6246582211675313,6.651932021632719e-05,206.4578422711469,1.4188644150231857e-06,7.485869877105964e-14,99.9999903688752,499.999951844377,499.99997592218807,-2.2373914765166088e-13,1.49826735159956e-53,4.3676283686307224e-57,-5.201169512342639e-60,-1.3958951146231428e-60,793.2434241259067,-1.9788761011463387e-06
1900,989.8898196495998,10.16336374020376,3999.2244004488957,0.7045039555385983,5.221048941269722e-05,225.66958963011106,2.168245330574793e-06,-2.7117780113795856e-15,99.9999903688752,499.999951844377,499.999975922188,2.9848371730455684e-13,1.303111110805298e-53,5.273770698007335e-56,-1.3782737459066863e-60,4.522607584192885e-60,789.8410101121937,3.2344445716428793e-06
2000,989.7386092379332,11.482629928679154,3999.1261600060016,0.7094721946546881,0.00010522427537375138,224.69273048721706,9.525550758284693e-07,1.9900232455591664e-14,99.9999903688752,499.999951844377,499.999975922188,-1.334075150511897e-13,-9.714470967526588e-54,-8.25922310541113e-57,-3.1100194822414914e-60,8.448720154549504e-61,776.9032598771423,1.4982236184804411e-06
2100,988.280238391762,10.581100074104095,3999.02876171494,0.7958918637242349,0.00012633451288377684,226.3830629873458,8.908755212614374e-07,2.6279274650600518e-14,99.9999903688752,499.999951844377,499.999975922188,2.425694901596671e-13,-1.6244741728929716e-53,2.8742440778797393e-56,2.2564878827008582e-60,-1.4847067477820478e-60,781.6398946251136,2.9667987101091778e-06
2200,988.144256078938,11.905731426774334,3998.9852549415623,0.8886801632874125,0.00013474932801350918,216.36084549913477,2.7435276987554445e-06,5.971505633297839e-14,99.9999903688752,499.999951844377,499.999975922188,-2.3728245520212905e-14,1.469427993293529e-54,2.4616312093259512e-57,-2.596264279091729e-60,-3.6317831313046373e-60,790.6486151786678,5.21228820150874e-06
2300,987.5860073053428,11.6029530090139,3998.925474059141,0.9778953918115116,0.00013993098110767074,208.77744176178896,1.967707188466291e-06,1.2800679447951799e-13,99.9999903688752,499.999951844377,499.999975922188,-1.2520429591872248e-14,-1.0808680833729736e-53,9.751859021949085e-57,4.81103159064545e-62,-1.8103313489991308e-60,784.0133303806847,1.1896782814865862e-06
2400,987.8946780149907,12.54216967368209,3998.9517503882776,1.1676681990088265,0.00019149872726432156,224.2583239900531,4.045936377835106e-06,-1.0286909501504499e-13,99.9999903688752,499.999951844377,499.999975922188,-3.1719897459539843e-13,7.913454911776851e-54,-4.17776732294388e-56,3.8938712536027216e-60,-2.2665291751028756e-60,787.9792719870935,6.219823837228961e-06
2500,986.5634071977028,12.928056740121841,3998.7754571227565,1.2047675154338464,0.0001855665340696102,223.709056376996,3.394629710224232e-06,-1.2797838582185274e-13,99.9999903688752,499.999951844377,499.999975922188,1.4047111489891952e-13,-8.85251480710876e-54,2.7002217146733565e-56,-3.0937674518465396e-60,-4.0178558404231676e-60,773.4283857266007,7.595424405219157e-06
2600,986.1497981331471,14.091801677953077,3998.8110191820238,1.1550830746293048,0.0002496541387643031,217.85390979039667,4.648108954259489e-06,1.708423812079915e-13,99.9999903688752,499.999951844377,499.999975922188,-2.996493562216352e-14,2.6138193241339665e-54,-1.4344444392439445e-56,-4.592299586710352e-60,-2.987267159778493e-63,792.3227331762216,9.339430042389316e-06
2700,985.2873183632166,14.271844995183242,3998.6458766129804,1.4336381686150468,0.00023261138705429869,222.00694666981727,4.354880258084882e-06,3.5867762151936455e-14,99.9999903688752,499.999951844377,499.99997592218807,8.432978149224866e-14,5.866723773287003e-54,3.8012036939584984e-56,-5.420828414773468e-60,-5.676939057316321e-60,780.3147100795228,1.2497871927315542e-05
2800,985.1125592031862,13.959199446331072,3998.6115817437844,1.461355996613347,0.0002917663771453853,221.54203987833844,5.7430315487567015e-06,2.3054633800050083e-13,99.9999903688752,499.999951844377,499.99997592218807,-1.344909593193445e-13,-8.640476800460466e-54,-1.876459583655629e-56,2.3358486178594586e-60,2.4159762835283784e-61,788.3875224131452,1.0155406373996768e-05
2900,985.0826931556264,15.29338860443004,3998.563502164378,1.424898911486598,0.0003422202038112995,217.50596420320767,4.41072071126571e-06,1.0614704987062302e-13,99.9999903688752,499.999951844377,499.999975922188,3.8994633040645154e-13,5.749988289264837e-54,-2.4759785028300874e-56,8.909269716696774e-61,1.2363059591475179e-61,778.6709850339579,1.4163832911222025e-05
3000,983.9864517298041,15.454655480365002,3998.490269285056,1.588828981619064,0.0003577385077507608,225.83158464544852,6.459827058517393e-06,2.1182921406308865e-13,99.9999903688752,499.999951844377,499.99997592218807,5.75553775395165e-13,-5.898279384033555e-54,-1.3384934711175727e-56,2.6721495196961475e-61,-1.3534545091315e-60,789.6708514451543,1.8139769164770704e-05
3100,983.8772011915684,16.449433598204465,3998.442459234516,1.6458021271650602,0.0004039548115360597,227.48027595232824,6.879223610606873e-06,2.1743148658442447e-13,99.9999903688752,499.999951844377,499.999975922188,5.992768319589802e-13,2.89872024539205e-54,-5.3598578412895985e-56,-2.6242559898609583e-60,-6.991620259501656e-61,791.8817274291214,1.856765373284938e-05
3200,984.0759007439866,15.76420877040589,3998.2888629276154,1.8358087141895896,0.0005003763449584098,209.55876746003472,7.6085953077993555e-06,2.6199195265978587e-13,99.9999903688752,499.999951844377,499.99997592218807,1.5113319279574978e-13,3.6948545013189003e-56,-4.754152625046309e-56,-4.981077523114351e-60,1.4359607242544056e-60,786.2250691810024,2.2680728556087665e-05
3300,982.6606270005026,16.756614426487065,3998.2211007130486,1.7162432349243093,0.000506655450282143,216.66918081028106,9.788145609933489e-06,3.3704902691597275e-13,99.9999903688752,499.999951844377,499.999975922188,5.655087426662629e-13,-8.081601395506835e-54,-5.964671843214469e-56,-1.4924073599621145e-60,-1.7361319006760175e-60,784.7216630472419,2.123422491245905e-05
3400,982.1629086023098,17.387071617243464,3998.167548044685,1.9168496474474974,0.0006267475969909491,225.47816662862607,1.0650773623882067e-05,3.468658667368263e-13,99.9999903688752,499.999951844377,499.999975922188,7.367153297141124e-13,2.6792173271315845e-54,3.8305743374535516e-56,2.5032927955815644e-60,-2.4882492907796852e-60,786.8344614348407,2.767443537294998e-05
3500,982.0236533834703,17.136754858124704,3998.088146851394,1.9377535240581494,0.0006410025737115542,215.75440671992487,1.2736888249388162e-05,3.1948695284723694e-13,99.9999903688752,499.999951844377,499.999975922188,9.412742641340134e-13,1.2428063179502625e-53,-1.8185540427570707e-56,5.158873675284362e-60,3.369044940363298e-60,794.243621656078,2.7748354731716517e-05
3600,982.020816086089,18.845041824017866,3997.8429902441276,2.0297917242486627,0.0006661539450854084,212.07090695497908,1.4820383149641299e-05,7.16031944961556e-13,99.9999903688752,499.999951844377,499.99997592218796,8.433312930846777e-13,-1.6450821716649345e-53,3.091352867486695e-56,-4.46533622953559e-60,-4.222877089817632e-61,777.8492690555844,3.645048572486075e-05
3700,981.1026134096802,18.26519405836042,3997.7549634735087,2.0924252358245727,0.0007562779947577339,223.72901615110345,1.4643590834609692e-05,6.990698083454482e-13,99.9999903688752,499.999951844377,499.999975922188,1.0763657697000173e-12,1.362013954569387e-53,-1.634915187037787e-56,-2.6042584410338756e-61,-1.5595051405405127e-60,788.2098389611116,4.226296591855645e-05
3800,980.7793317958112,19.687296087025356,3997.7196213477414,2.1641175420369345,0.000825985015208497,210.8705885674757,1.6715674656811752e-05,7.582153486323429e-13,99.9999903688752,499.999951844377,499.99997592218807,1.6419319863211761e-12,1.1851858859390618e-53,1.8966315914754078e-56,-4.51608639986819e-60,-5.420392150998739e-61,790.3595352817774,4.355454280584897e-05
3900,981.0333969752286,18.95102266786042,3997.642799384693,2.2674190470064843,0.0009599462500202849,222.59833020058642,1.953784643067612e-05,1.1079618159959142e-12,99.9999903688752,499.999951844377,499.999975922188,2.3567397954013477e-12,4.993741846475688e-54,3.8398064260724047e-56,-6.919687948560145e-61,-4.96922808383156e-60,787.361031491336,4.5812694324077204e-05
4000,979.711187448388,20.492117897754376,3997.6683934051352,2.478528804071577,0.0009700414905912709,211.73784221627582,2.1994995269742025e-05,1.22680065435813e-12,99.9999903688752,499.999951844377,499.99997592218796,3.0298946247577887e-12,-1.0350347035164736e-54,1.4591651501898994e-56,3.7246374385797895e-60,2.6070414042934883e-60,777.5076354324783,5.1776647434955786e-05
4100,980.1917891106973,20.37479221805078,3997.551527089379,2.611637159760075,0.0010291530017738386,216.373353014266,2.1718406797817966e-05,1.6782331693035646e-12,99.9999903688752,499.999951844377,499.99997592218807,3.2475337634007792e-12,3.343479620314645e-54,6.848427941001527e-57,5.035715401681374e-60,4.584211110856313e-60,793.852908374729,5.895560976686514e-05
4200,979.7296701831805,21.1748211284674,3997.367055305078,2.5767185719571066,0.0010890071650360962,211.2044021662047,2.506354907742977e-05,1.7169173351311339e-12,99.9999903688752,499.999951844377,499.999975922188,3.949392112188714e-12,8.738312525344842e-54,6.118630731100471e-56,2.944256790687983e-60,9.86802556102556e-62,773.8800621001149,7.076059346109539e-05
4300,978.5110792648655,21.3516919541137,3997.30336395553,2.7948883080630815,0.001263352733076834,209.0177973973651,2.876994301936915e-05,2.136017494454475e-12,99.9999903688752,499.999951844377,499.999975922188,5.129853363668233e-12,1.834158490614907e-53,7.758393477299234e-56,2.383250091524194e-60,-7.700635722589339e-61,779.971367509599,7.224002964929174e-05
4400,978.9631827744762,22.12120167498877,3997.2692393093766,2.756905243390947,0.0013658533450890962,219.86862547485174,3.150623061109479e-05,2.6476539019506415e-12,99.9999903688752,499.999951844377,499.99997592218796,5.770424754027556e-12,4.029466661566697e-54,1.1016808150318186e-55,-1.5897418196786266e-61,4.543550414816667e-60,783.8774250446729,8.044388250003437e-05
4500,977.9517450585171,22.468413340059058,3997.053732657766,2.942264796277572,0.0013982438572024763,210.58202755969708,3.435082782127707e-05,3.0855744735166417e-12,99.9999903688752,499.999951844377,499.999975922188,7.068613871669184e-12,2.814531332838964e-53,1.094283088831226e-55,9.872479685968936e-60,9.350903807059368e-60,788.052752961121,8.868741025948772e-05
4600,977.8743593755214,22.919964490552694,3997.0358634770914,2.8763452833800356,0.0014797363655114871,215.81310743086456,3.696547479956512e-05,3.822772246596963e-12,99.9999903688752,499.999951844377,499.999975922188,8.49310619460377e-12,7.077887250804255e-53,1.736282053027164e-55,2.4848309725230003e-59,1.6429273935230064e-59,783.1676536011064,0.00010269711088897753
4700,977.1430640314497,23.044217283852692,3997.0241784444975,3.173527556827505,0.0016646344266274488,214.20183962698297,3.858448051301901e-05,4.3226895290688515e-12,99.9999903688752,499.999951844377,499.999975922188,9.660727002715634e-12,1.5403921106531021e-52,5.099090694209185e-55,3.7385745268369236e-59,4.062670057549567e-59,788.0927314238808,0.00010716226319592453
4800,977.2818230093754,23.064938100551526,3996.9181562143744,3.074252688025301,0.0017388907669782432,212.6447086389481,4.1939099286207314e-05,5.2885942606090015e-12,99.9999903688752,499.999951844377,499.99997592218807,1.1939232848393338e-11,2.8465082212254423e-52,9.640700846532763e-55,8.75438200781269e-59,9.041314507181497e-59,791.9774891042838,0.0001164446872527529
4900,975.8579511451283,23.2523217672649,3996.6368694434054,3.2580373683942137,0.0018465154129837572,225.2230668951075,4.694598823844028e-05,5.953812275260936e-12,99.9999903688752,499.999951844377,499.999975922188,1.4102949674340777e-11,5.7814562273589116e-52,1.9260205076495597e-54,1.8426571682434275e-58,1.9107802480595704e-58,780.3719698940372,0.0001324249120276551
5000,975.513374211423,24.43514307613733,3996.612541588318,3.3563439527376593,0.0019131965940822437,210.9000648401877,5.085608809959097e-05,7.1402094922543935e-12,99.9999903688752,499.999951844377,499.99997592218807,1.683397801652988e-11,1.0736930133957609e-51,3.8302028814628564e-54,3.55785205345667e-58,3.61617775754462e-58,785.3601176408979,0.00014010238281989644
