miliseconds,D_1,E_1,R_1,RS_1,theta_1,X_1
0,-0.0019079215526072132,-0.002118882467155348,2.5032828036433337,0.0012115705271180364,0.0004261069969074737,-0.0005412130480958061
100,0.008910413969102884,0.014736427576912025,2.4979569110262028,-0.0013297967973804033,0.0036237666875769186,0.000578542764253456
200,0.02034455891498182,0.038534989845767614,2.500306147738357,0.0038281898109528097,0.008423972708689713,0.0012441092275493762
300,0.02984326176505532,0.05583977450548304,2.4940809431781323,0.0026502310943906345,0.010359114062499251,0.000857981281505135
400,0.03655966257224974,0.06641337134692452,2.4925743545808854,0.0042539376943161455,0.013924771777550903,0.002095334478007994
500,0.05143060002602489,0.07612596117766837,2.496936803858495,0.00679034848834862,0.015381450751596743,0.0030377895209035056
600,0.05272329718486253,0.09737978475545,2.4935270329173953,0.009330054603968204,0.01753970324675498,0.004356734476481815
700,0.06674894637800662,0.11309930265711124,2.485128738268258,0.01140259354115758,0.019570414165028676,0.004893774553997335
800,0.07309292954817483,0.12254392006229145,2.4822811247959864,0.01680934339863574,0.020826417557276586,0.005097233268507019
900,0.0840520277144229,0.1503867256877098,2.479446412066879,0.01888870320209384,0.02221107993658193,0.006767560892849932
1000,0.09670176400398409,0.16554934796524778,2.479858389054164,0.023845307181871882,0.02331401517384094,0.008337271661424766
1100,0.10491690871063346,0.17871998527761532,2.471777390136613,0.02422912177103134,0.025474018794626737,0.010142790900736571
1200,0.11418118466163443,0.1888269829872587,2.467759678767973,0.02634368925986612,0.025345815173636262,0.011163733741265084
1300,0.11601889613204422,0.21515873771820493,2.466987107037902,0.03150015147875891,0.027041878728217984,0.012179687089249895
1400,0.13138519793634912,0.22477462856913752,2.4600477545393433,0.033292019188461676,0.027865041691698563,0.012984667560933721
1500,0.13575387847455841,0.25519160277366143,2.4612606459324033,0.03823696498458104,0.028388000424941273,0.015008894331511913
1600,0.148365134105473,0.24911620231005965,2.454213713304314,0.04312207878406267,0.029604215458887667,0.016824999399137487
1700,0.1552848341130511,0.2825890143435708,2.4489744799587077,0.04812280725616764,0.030107797182510953,0.01865835891895872
1800,0.1646939673443597,0.2889346631604163,2.442837023842631,0.04895263232357406,0.030531703943557333,0.020238669168112604
1900,0.16885499097321366,0.30759107851288886,2.4441459133540615,0.05407767679306782,0.03102712194347379,0.02152638080304628
2000,0.17753720450830043,0.3205679865494892,2.4329150540630393,0.060328728104901724,0.03154397722795098,0.021622936232466774
2100,0.18377051588444587,0.33861361889744834,2.432922341629843,0.06411813009444331,0.03274484005368886,0.024072823117496804
2200,0.1859125484618698,0.3548646997944792,2.4253617324687156,0.0677240567159831,0.03296662648813321,0.02517877591210137
2300,0.19919717517308558,0.38381570996521785,2.4235343338775146,0.06772279224191269,0.03365765105681389,0.026379256159734986
2400,0.20472942751983988,0.400041544195377,2.416204095093075,0.07398851916449475,0.03444662704123284,0.02883751728399265
2500,0.20665668597581352,0.4152178827646562,2.4132212059866447,0.07920902621055922,0.0343264273537924,0.02844406294935623
2600,0.21984219028906626,0.4152928925621982,2.4069119563388752,0.082119591522618,0.03509108385479463,0.030265035715901133
2700,0.21767636234392856,0.4455867745172967,2.4010561188531567,0.08314007591029118,0.03638413133892789,0.032998646455653514
2800,0.22497485512752796,0.46446509559722976,2.395774709660996,0.09168585118528863,0.036311814276878907,0.03417055059540581
2900,0.22935976347160672,0.46940668214498515,2.392554883198301,0.09150353904539542,0.037228534733267336,0.03571273989730593
3000,0.235164146886008,0.49574235460390004,2.3837247518175912,0.09505363489330185,0.03787886639306027,0.03552663103274495
3100,0.24219991762011783,0.514849086903449,2.3821158950650134,0.0988495050504721,0.03823392837250738,0.038687353693271885
3200,0.24424243791937736,0.515817850929633,2.3738008825690304,0.10234428732145906,0.03916321272105676,0.03865839103639471
3300,0.24902474981545614,0.5449771819358068,2.3714125941486777,0.10853360324260378,0.03943561429769397,0.041367423440021714
3400,0.2590310534398665,0.5499024759707444,2.3650885697995845,0.11179724578493398,0.039968076902363266,0.042566369588493524
3500,0.26046267784679517,0.574829113297533,2.361828613720225,0.11899757139683073,0.04152154874054184,0.04444105175766194
3600,0.25929573713188797,0.5793782599755412,2.350967424267693,0.11945808411741428,0.04173928580957333,0.04456237194538435
3700,0.26240914923871717,0.6065815455531914,2.3498792508156967,0.12353922989978493,0.04170834991881539,0.046824016022159326
3800,0.2720599259789623,0.6261697642050509,2.342940789670341,0.12790768401000263,0.043273813137622276,0.04893546059706147
3900,0.2699514235935619,0.6383424843588292,2.3330648831344747,0.1317109510492759,0.04348604612188577,0.04932238264667666
4000,0.2748407045809491,0.6516240192765523,2.3310271818504003,0.13435498313271876,0.04459408429981744,0.05116971130643646
4100,0.2801140143033463,0.6575476799276981,2.3233022039263993,0.14149163228126302,0.04455626645799841,0.05185831464677228
4200,0.2786818686449847,0.6769670018070163,2.3140917651382464,0.14327011033699066,0.04605588397124168,0.053333234846239565
4300,0.27894915382123814,0.6905692904207257,2.307614466664972,0.149569646449432,0.04608007595132249,0.05660338014027155
4400,0.2867313943567997,0.721227419265257,2.302226036662917,0.15146641108549508,0.046552982153722416,0.057746554158173924
4500,0.2847711495415837,0.7322671375976031,2.2970438100717043,0.15273252396748807,0.04740724816314962,0.05951201723858676
4600,0.2889261000405414,0.7509057507221739,2.2938027791783506,0.1588617172498914,0.04778708827087943,0.060376222570349095
4700,0.28595119035282546,0.7489173744088874,2.2852161531285984,0.16024271301715598,0.048460968915420045,0.06251237603690536
4800,0.2850094417289979,0.7831660746169407,2.2796099490734663,0.16443470218502543,0.04952462957967782,0.06273007702506503
4900,0.29001204913118767,0.7911621793534799,2.2686199961354796,0.1674540077557553,0.04974339307674846,0.0653587799902665
5000,0.2880832606263628,0.8112313910516983,2.262722206844219,0.17449893379642237,0.051071816554096525,0.06640936769738669
