miliseconds,D_1,E_1,R_1,RS_1,theta_1,X_1
0,-0.0035665990839151454,0.009462379994794837,2.4979905730907133,-0.0022321482023658396,9.250478829069618e-05,6.19905410417487e-05
100,0.008568052160486415,0.021794025900581337,2.496197001443148,-0.000256009036148088,0.003937691154019721,-0.0004738955668452147
200,0.01941348873704389,0.04078750669717572,2.5000228902142227,0.0016897678652909127,0.007410915601133968,0.0013236160703579331
300,0.028794990245774088,0.037232752286282186,2.4998462466150184,-4.422052899355879e-05,0.010383286617676674,0.0019199660911756187
400,0.03440747474983089,0.057290487671256454,2.4977048905576122,0.003395084374673134,0.013513153099538672,0.0014291593430319717
500,0.04404774985290119,0.08189193036023543,2.4924593590821282,0.007283357554941747,0.015499541840209071,0.0026279108943765626
600,0.05780318188122881,0.08882225890825031,2.4912521557473912,0.006676931518999797,0.017791922722574967,0.002777566801263878
700,0.06826538188047797,0.11877929190354176,2.4844301794326977,0.014283280209931968,0.019798803113096917,0.004882268613677583
800,0.0748504066860157,0.1289205697852012,2.4830340529663384,0.0171657671616538,0.020984492783172194,0.0058514509599557375
900,0.08526000518403784,0.13508192658285795,2.4795118286738824,0.016269984380158548,0.0220590077269472,0.007684596950639254
1000,0.09240286426378418,0.1566590005468929,2.481635332221894,0.01882535988282821,0.024164447470004364,0.009193501955865909
1100,0.10454785202991806,0.18289297627683812,2.47161102465174,0.02558157118481558,0.024916220856841257,0.008910086181794123
1200,0.11387709929465673,0.2030017778631552,2.4702017273898167,0.02624484365479187,0.026466287407741866,0.011703245337528718
1300,0.12044499066684515,0.20281968168755374,2.4670977142530117,0.032532276111439294,0.026316057268659314,0.011304529460941508
1400,0.132249564512893,0.2207313342544893,2.4654183809959322,0.03671058833249062,0.028038057281622574,0.014116258051386669
1500,0.13613423080595366,0.25172267980566876,2.459781957097617,0.03858003233180002,0.028803888358239563,0.014330309086258035
1600,0.1429544628756641,0.2615942580822511,2.4511049951358683,0.04530496779100168,0.029124414844383738,0.015965585499681075
1700,0.15466659070086686,0.27986973601365767,2.446879746472992,0.04713155031966984,0.030104126175687116,0.01713663060147171
1800,0.1592286975035726,0.28800407373229575,2.449111423773882,0.05225626070802621,0.030374705389077432,0.018582150631385307
1900,0.16748853816957948,0.3131302222042762,2.44387559401223,0.05322941794726752,0.030924853333549947,0.01971632260261837
2000,0.17703781159316012,0.3223111482267317,2.4345148702724324,0.059926443075566015,0.03139985843771392,0.022532088123853905
2100,0.18645657180406008,0.3318714761378932,2.4291090794064747,0.06491181781934384,0.032902515772939796,0.022447336297026357
2200,0.1903162052434932,0.36737225432526194,2.427303197309123,0.06357045355531656,0.032895677262293414,0.02464017302027178
2300,0.19447583831096196,0.36323362640322915,2.422491127330476,0.06756407909307446,0.03319301707863873,0.025528916296825917
2400,0.20164183443356057,0.38033171661492465,2.4161399548881834,0.07293087817083503,0.034049952866180934,0.02756415367221436
2500,0.2071343535330072,0.41347601634169606,2.414110305927152,0.07844739693867589,0.03429488849326535,0.028862140566361803
2600,0.21698957815996897,0.4144550991284984,2.4056712334636967,0.08061859206138773,0.03485303172242036,0.031171984805925767
2700,0.2208796784202375,0.4375341403620553,2.4024117073646156,0.08795064403717924,0.03628581567651705,0.03269244070512589
2800,0.2309220580507492,0.4586844177509453,2.39853052115091,0.08783724832352229,0.03615964968596785,0.033156674221696956
2900,0.23542407359642545,0.4676658274581501,2.3903763334104475,0.09532934538319839,0.03772237396550814,0.034931564866917106
3000,0.2336282207941651,0.4827985842383543,2.3827425287271837,0.09676661881022468,0.03831950002735423,0.03661431745032186
3100,0.23882043149561685,0.5129406152877343,2.3800446076844497,0.09996161949350522,0.03831653635919317,0.037375522951367195
3200,0.24480164247600503,0.5106187243354351,2.377563093794669,0.10267599346727557,0.03898476885436857,0.04040744526583631
3300,0.24779089771932408,0.5281137857853047,2.3703959027683985,0.10918391944553703,0.04005667512368892,0.041527010604376045
3400,0.25633747828528614,0.5511833670465652,2.3646038913168077,0.11295971100827384,0.04097400267417916,0.04278044148081961
3500,0.2566944127292496,0.5632046340462824,2.3570950779163864,0.11540684392008295,0.04105335646031058,0.043448091857600235
3600,0.2658092158202799,0.5821010734585051,2.3495497040145383,0.1218614293634333,0.042062153296212296,0.045454435117681144
3700,0.26700675990838424,0.6018672668819757,2.3501533310398326,0.12506568810119345,0.042524144244758484,0.04724039917011619
3800,0.2686578360155533,0.6151461535453244,2.3377456002459924,0.12917433454879343,0.04300677794882127,0.04780659212155638
3900,0.27390564946699797,0.6223331316952132,2.331366910366782,0.13321934005945726,0.04319533040990338,0.04946391172365134
4000,0.275202794132991,0.6516121167477991,2.3273678265151783,0.13488345544864624,0.044356785934583885,0.05034110325380406
