miliseconds,D_1,E_1,R_1,RS_1,theta_1,X_1
4100,0.27606998213672135,0.6731134389716387,2.323029742535039,0.13813881983026174,0.04468255493813967,0.05244509139404695
4200,0.2798085322253486,0.6820219815548593,2.318833101799373,0.1423381650739438,0.045202749794919755,0.05418414961775552
4300,0.27628162127737216,0.688316963753799,2.3112631445935725,0.14531891028919405,0.04564810672245658,0.05567937252160525
4400,0.2867316293153896,0.7107957478050474,2.303640658782296,0.1526421615259588,0.04684077129446417,0.05735580557402554
4500,0.27969050267907536,0.7319027865094023,2.2944230636435057,0.15282353638336463,0.048041889597191315,0.05850173876052014
4600,0.28146169896330814,0.732630751204363,2.2937945340813695,0.1603993283323168,0.04829665919837365,0.05933155967396189
4700,0.2880201474882568,0.7554341334444287,2.2821679539448154,0.16413793766423002,0.0491554919087759,0.061967967360297034
4800,0.2826709018901834,0.7727795077200207,2.280918292412186,0.1657164098054045,0.04907979232183762,0.06306245162104049
4900,0.29114472605028335,0.7859674515238082,2.273512830075983,0.17075365201781964,0.05056171037211984,0.06537568759649813
5000,0.28839385255103367,0.7966507102185629,2.265551181745231,0.17233853695783433,0.05123573511396647,0.0670566461620766
