miliseconds,CS,CD,CDCS,UVR8M,UCS,UVR8D,RUP,UR,UVR8_M,COP1,HY5,FHY3,DWD,CDW
0,0.31539690725719677,9.972648200957066,2.004946709331552,-0.3583695987623189,0.02107934042346733,19.983932211494867,0.1813271650097519,-0.1272940977909531,0.0,4.2,0.25061662614389435,5.0,19.946142287888698,0.04935004559223414
100,1.7482355971552341,0.2445489942619825,0.02408811165172798,35.79923655087104,1.4639028111157613,-0.011150305159193338,0.2559887723337423,0.7270429634727955,0.0,4.2,0.31857280063539917,5.0,8.147061079076261,11.773417284732307
200,1.7335067178325243,0.21122372776322262,0.0013626175212822903,34.60365231495729,1.5758548050023455,-0.006507351007765866,0.5824404149444189,1.94120952713155,0.0,4.2,0.4700000958193318,5.0,8.24304653791117,11.879594259755525
300,1.8097120607826411,0.12887523826031116,0.004435612051282777,33.44773665788754,1.7179483452496709,-0.011039067157484803,0.1303541208809613,2.986071826543483,0.0,4.2,0.5918082185117849,5.0,8.197702552930716,11.816659746071462
400,1.9715170483090956,0.11955843018998051,0.007692440329030598,32.429273532581824,1.8404564849258722,0.17617872819696034,0.3756431745134574,3.9249545301944457,0.0,4.2,0.6661926211095895,5.0,8.13486431326819,11.906656690913902
500,2.313063173328456,0.13147484406099647,0.012536324814414492,31.12925103479095,1.9216016867805497,0.17732575358115518,0.438150140156887,4.646161983116766,0.0,4.2,0.7865090675530396,5.0,8.159322879509434,11.755190317142878
600,2.4457395185803628,0.10688130476572742,-0.00807642775241387,29.43455228291533,2.049778640083671,0.042572274044220176,0.15187146061481968,6.100629454506272,0.0,4.2,0.9568012649859619,5.0,8.111353444906975,11.858283420787417
700,2.5916212399831307,0.20157249835289265,-0.0015259418403766436,28.166822423128696,2.1844810379195834,0.3222126921005656,0.3955153075729599,7.29623402297046,0.0,4.2,1.0170989873656975,5.0,8.189328115422473,11.841244507299653
800,2.789475578493161,0.10771739582481855,0.003874413017022404,26.75624597867984,2.2582498868055048,0.1364714454966935,0.9027048028599094,8.4035429675498,0.0,4.2,1.1361442853160189,5.0,8.220568440389348,11.882551242797623
900,3.2190896641199016,0.10471949203628762,0.004658651491862012,25.477785376560668,2.3415009153905637,0.40807207234184834,1.2286905226634466,9.525680369065963,0.0,4.2,1.2563143809115962,5.0,8.195589044587724,11.861873975905011
1000,3.400488342672876,0.13715280585367617,0.0017649582961769721,24.13489019316215,2.4525293934623624,0.5112934287365126,1.3156340153837236,10.823388148519506,0.0,4.2,1.3066396580151107,5.0,8.178725912617066,11.871160356713034
1100,3.6684937315152184,0.19512879402997446,0.01618537294137525,22.27494846314216,2.5260288330229566,0.4658069686202914,1.3623389005875095,11.724268559133243,0.0,4.2,1.4558477538303476,5.0,8.15231111157736,11.857282713492348
1200,3.736480975157376,0.2284171760281898,0.009004468096601655,21.654328693460638,2.5555178376194077,0.6578418344371382,1.4388586744047074,12.937456656127493,0.0,4.2,1.5550972979003428,5.0,8.14015027203481,11.888710081307563
1300,4.134469320841718,0.22584630097424252,0.007624994673643518,19.864601331917413,2.6199714603397006,0.5264941395985859,2.75184656340192,13.662373339401825,0.0,4.2,1.6014105073455158,5.0,8.173673832897695,11.77348119473823
1400,4.248576492871673,0.1524263927039957,0.002645934635146264,18.93938045588709,2.688566324929939,0.6836317973745354,3.187405219519196,14.305616976215491,0.0,4.2,1.6650296430339278,5.0,8.187897638586472,11.742791928847444
1500,4.8314117420359945,0.15377036148474285,-0.0005545366471526869,17.428040464193238,2.6946695681578725,0.9126707701705895,3.1298634790741358,15.194060089276523,0.0,4.2,1.812368477150226,5.0,8.116107619837313,11.81318390040804
1600,5.257349527446967,0.1824721768517483,-0.005049652300137231,16.3013256846768,2.7208361695089165,0.8264834488379036,3.5841108912885873,15.911963380629269,0.0,4.2,1.9238329185378216,5.0,8.112224115329733,11.90425875261496
1700,5.346203420112262,0.1336943597283467,0.010611159980096995,15.090824341723025,2.7529911315163083,1.1098076449464382,4.521085014787739,17.18443514986518,0.0,4.2,1.9665321285939408,5.0,8.160499662171336,11.900201231390025
1800,5.778916350884309,0.19224637324539925,0.018402567677737833,14.332580474614565,2.7586948386943178,1.1395897109789683,5.0444493241812225,17.576642949118153,0.0,4.2,2.0174235500161015,5.0,8.146548382897425,11.86360252128866
1900,5.892287435040247,0.21569548380987408,0.010238828493416788,13.37310816403202,2.7550881648536327,1.1417227711580713,6.064966583819141,18.080068037092783,0.0,4.2,2.1061429714418027,5.0,8.178975588460142,11.858391099159553
2000,6.492658483255675,0.1659059928874298,0.01814860374313501,12.941572423657046,2.7407288622105512,1.1238200938948169,6.6865823764167205,18.78059077720394,0.0,4.2,2.228279391454291,5.0,8.250408403376278,11.88852494667711
2100,6.8297659053003725,0.2038877156961416,0.017353027356514714,12.303151724227074,2.750570230735436,1.3268045925979315,7.840488339970431,19.501442477498813,0.0,4.2,2.2777835107711897,5.0,8.252062153617596,11.814661828514371
2200,7.0975622558236156,0.12504114531438787,0.0032306876147528063,11.497665098852657,2.724698064367739,1.5112971533196065,8.19798550200064,20.275479340778844,0.0,4.2,2.400187376080961,5.0,8.207491567913817,11.824153297615473
2300,7.537669048659028,0.10848676158074752,0.006903331576882861,11.18671628945964,2.6966375250600985,1.5831033020829548,8.71819924763236,20.852714052878614,0.0,4.2,2.461278750308277,5.0,8.237710087057389,11.839822798088449
2400,7.776370072564163,0.23895718834318413,0.023671986017790032,10.09445553715749,2.6994829615382576,1.5551622030777197,9.7982628386569,21.344321042909343,0.0,4.2,2.4893463893159398,5.0,8.175499990660839,11.782985287097276
2500,8.245183408113965,0.17968815814852188,0.02566081849832475,10.413999074329285,2.6800518366412573,1.6904822349596766,10.637777076835457,21.560741263084203,0.0,4.2,2.563369787812409,5.0,8.234834904741668,11.800194273847167
2600,8.416655869140198,0.1831482935148512,0.012770153776359799,9.346874655445172,2.6361221427029,1.729215879689637,11.269899703110754,21.574333906211436,0.0,4.2,2.689736756710672,5.0,8.154615306651758,11.839596973924502
