miliseconds,CS,CD,CDCS,UVR8M,UCS,UVR8D,RUP,UR,UVR8_M,COP1,HY5,FHY3,DWD,CDW
0,0.31101154189610347,10.046374091992881,1.987445034541457,-0.24710622014339956,0.018687466819050175,19.94645725333058,0.11907383130168145,0.368974075483874,0.0,4.2,0.23436248366030765,5.0,19.92587761936213,-0.0012633140513448088
100,1.4677020646219507,0.18894737992351007,0.010185731574872462,35.98395463155093,1.4616721698707258,0.06100375761607021,-0.07199996028830791,0.5986487556719085,0.0,4.2,0.3481794213560321,5.0,8.272744715807544,11.786972389257775
200,1.8887275878298222,0.23138987728619098,0.006946370167311327,34.779600239670295,1.5996574208604897,0.17448578037251716,0.5688683910456459,1.7693019169163182,0.0,4.2,0.5069140348609642,5.0,8.1555125555059,11.81737905260126
300,1.9498282868284909,0.12024389807229893,-0.00424904248381147,33.914261994055266,1.7151003195229866,0.08244166178521725,-0.16832948923209173,2.6883164116555465,0.0,4.2,0.5662490637607263,5.0,8.126058091470203,11.752401304358324
400,2.2214651097523954,0.15429306347062174,0.001861627728917607,32.63416876264142,1.8483480243946437,-0.038484478496399896,-0.11751418296761681,3.7896283282868586,0.0,4.2,0.747004113478874,5.0,8.104602863078183,11.755570916285194
500,2.468830890442962,0.18919203895612374,0.014347770049546793,30.59017662568591,1.9641977975477192,0.04648219838716409,0.7635855339196236,5.219905541769457,0.0,4.2,0.8353204232994796,5.0,8.201224778463079,11.77139803578325
600,2.6026119126554446,0.16938919411873501,0.0010235413712083152,29.474673284159824,2.0582400417746363,0.08698977907516389,0.19587092144065052,6.252411082762075,0.0,4.2,0.9343132959155089,5.0,8.189777225030312,11.813846417631527
700,2.490854253130998,0.21835300546976405,0.0033888869137568022,27.818048349491953,2.1495105482755292,0.27381171403261795,0.7055597556811584,6.875631009359525,0.0,4.2,1.0386629703842951,5.0,8.099298445733304,11.75531686458873
800,2.7287523622932017,0.15787575911066032,-0.0004005170869477233,26.722492001747078,2.278554218709274,0.277926529013609,0.4336908608909059,8.395672502925239,0.0,4.2,1.1420890938583026,5.0,8.234353151326564,11.908157840445721
900,3.120572331986705,0.11836971953456235,0.0011598581187987063,24.938328504160687,2.3475737557864678,0.2652787302680647,0.46118050250552356,9.414596419670936,0.0,4.2,1.263423806757754,5.0,8.189251738677939,11.869068882651574
1000,3.248774755231866,0.16284239264602196,-0.003940333630441892,23.634084824474723,2.421470608664564,0.47411370719577883,0.8176430219382849,10.634230801298354,0.0,4.2,1.3214916829276215,5.0,8.19398071370496,11.817873439627256
1100,3.47141304253908,0.19636373199343526,0.0010825568520335075,22.452732516511777,2.5236134124535936,0.4223732223953788,1.3794195235569005,11.925182496428006,0.0,4.2,1.3946298450283676,5.0,8.13735338042261,11.7512411791643
1200,3.716468725975552,0.13067615379717568,0.009323830574232007,21.629215986992335,2.5524374632186886,0.6085009787280161,1.7466177253151394,12.201755359809544,0.0,4.2,1.4885401594665058,5.0,8.211137218750993,11.90538524440897
1300,4.136698732618109,0.2292381548112358,0.014052858279927001,19.761731255644047,2.6041826526677014,0.6680892147748657,2.281448405480388,13.608156463293273,0.0,4.2,1.6272198851785273,5.0,8.220279844808179,11.797029747676584
1400,4.190698752629296,0.15746524182079286,0.002569103862865255,19.158753078371014,2.6761374649165957,0.8180740025515635,2.2316577795143675,14.343124852262786,0.0,4.2,1.6726183530172014,5.0,8.14080824668533,11.847917118040565
1500,4.88046870293742,0.1324801726362205,0.00918209464584794,17.166637504411987,2.6991794667824736,0.8510076521329686,3.666537556150803,15.203743080671783,0.0,4.2,1.7837705659678151,5.0,8.238271342396608,11.758783100216663
