miliseconds,CS,CD,CDCS,UVR8M,UCS,UVR8D,RUP,UR,UVR8_M,COP1,HY5,FHY3,DWD,CDW
0,0.34075909167699464,10.01251386610161,2.0123308784444247,0.40402324898502223,0.015455720746773002,20.109209203730344,0.05214585622520822,-0.16732808426172155,0.0,4.2,0.20824999458091178,5.0,20.006835849829795,-0.07706700453998486
100,1.5564667233171738,0.12265638089116163,0.004067837988307633,36.41273509275255,1.4343815316617314,-0.060463149722852945,-0.40265304444923117,0.8454121652743296,0.0,4.2,0.3641372256284628,5.0,8.247622349773458,11.81777266135276
200,2.028032417918232,0.11288192602044114,0.012069188950422045,34.688739243582205,1.5847439087149806,0.16451702828564926,0.01958130986926354,1.6975810883275435,0.0,4.2,0.5235790390402186,5.0,8.246069258316806,11.85474552167269
300,1.8124785428893737,0.23029408284816932,-0.012773588491921005,34.14190364320797,1.6931623225815418,0.1879716181253776,0.19052264512550093,2.8750380172409447,0.0,4.2,0.5389567722322134,5.0,8.225281352494608,11.838458405903639
400,2.0302438699041634,0.1580461994478141,-0.003716270136365055,31.863601981580068,1.842833848271446,0.043563497285863034,0.22027549162459528,3.7034136786009944,0.0,4.2,0.6721755177918036,5.0,8.112157250403563,11.787400273387707
500,2.311854171264323,0.15115370188362462,0.006063219106724747,30.4981353631869,1.951388226563058,-0.0001838988915327383,-0.13491665551423238,5.170247012900111,0.0,4.2,0.769264212461296,5.0,8.150776081376367,11.82270271639887
600,2.3716194300026454,0.18318199748778474,-0.005529979030708685,29.9541377805669,2.0537192530628356,0.23908572392892435,0.7585366058182405,6.16917020815437,0.0,4.2,0.9471144528023582,5.0,8.163505254365614,11.878477602266496
700,2.5577098201873048,0.16240834121908135,0.011965380764455682,28.473418392647456,2.176961594412835,0.3058362913614624,0.17042093841781475,7.417882624147526,0.0,4.2,1.0027806062867723,5.0,8.165749661476985,11.809845133613042
800,2.697538002136401,0.11187823711109658,0.004066221201484093,26.637816779774926,2.2776966622984967,0.16667903478787102,0.8803352630524375,8.422584030772907,0.0,4.2,1.1298752468201139,5.0,8.244339812156824,11.86618535259414
900,3.106764869717772,0.2349283246186359,0.010802174143669937,25.532033713811654,2.3543752816453107,0.2932087368171834,0.776011099471189,9.221699853682559,0.0,4.2,1.244049285984053,5.0,8.133204131600973,11.90751137497921
1000,3.315378563213127,0.20509743377602868,0.010871072239582188,23.490481780035186,2.4185264352503797,0.2830249536028531,1.3416342388449891,10.077265362663141,0.0,4.2,1.3132584399387035,5.0,8.121401837647598,11.831706298378386
1100,3.7000922530554163,0.23408020386288428,0.00675575547077752,22.288932715654276,2.512648717141188,0.42057223244910363,1.688346353843089,11.53661902315319,0.0,4.2,1.4324520781562213,5.0,8.100602990661017,11.779306449366862
1200,3.9670821947455415,0.15921371249912072,-0.005290312635309813,21.44327300365397,2.575997354221065,0.5503226646242262,1.841144124544248,12.594674049824365,0.0,4.2,1.5472878066299967,5.0,8.213693723778615,11.797860173376197
1300,4.2488809185047325,0.2230052265616706,-0.005385931591628264,19.79500391144815,2.6205216406515324,0.6625405591075763,2.0560783997852634,13.53411093214241,0.0,4.2,1.5778733780993992,5.0,8.185493813032394,11.894475046990626
1400,4.211895763882222,0.10982286605010805,0.012443437963764532,18.63960988545096,2.686173399501161,0.6073766019288408,2.689425612908104,14.867606621507557,0.0,4.2,1.7362204912116228,5.0,8.19204411251171,11.870783591945568
1500,4.573987909269129,0.16589006827326105,0.006123303621959473,17.128915544508164,2.7069768431483237,0.8198543870292196,2.846926224050353,15.400920513153945,0.0,4.2,1.8303150454759727,5.0,8.21961868483105,11.88854165511483
1600,5.104617707110251,0.1634364577685061,0.010289958091196916,16.392739762916538,2.728186312669891,1.0012041752966003,3.429224409687363,16.510268957562534,0.0,4.2,1.8547903643549892,5.0,8.246461045221695,11.74365820684535
1700,5.440049152250029,0.23098408131599785,0.007661436784592854,15.186152185691594,2.72279348955979,0.9828689437710865,4.610091113229155,16.74299176567794,0.0,4.2,1.9348873926797687,5.0,8.227196844834145,11.75222007408774
1800,5.59884707949602,0.12095416303170706,-0.004899712998317141,14.975924778409498,2.7659573772829096,1.2095600510804263,5.5657879028659245,18.05439959835569,0.0,4.2,2.0630155041102443,5.0,8.185992471029424,11.765610575502519
1900,6.181812336226024,0.20721412113750368,0.01230393734281255,13.514659252135427,2.770908844885974,1.2097052645748267,6.108403003501624,18.658188133044824,0.0,4.2,2.163039643729855,5.0,8.18892431062485,11.838600079972467
2000,6.3405328249577515,0.21810674852223844,0.003430134504045213,12.506062709754776,2.7573292901347464,1.2616250444062118,6.561474045830571,19.474069926498476,0.0,4.2,2.242141686450383,5.0,8.17417112708379,11.854680138466062
2100,6.863327658550927,0.1660486861905489,0.021799407487965352,11.796111115949277,2.7227699807024215,1.1824369480811499,7.645379937046303,19.30680705231177,0.0,4.2,2.307750259191709,5.0,8.234677344355818,11.760017981974023
2200,6.977004781767504,0.21658629824815248,0.015157993328778725,11.40138412982176,2.7186193230172013,1.36991246563262,8.073150016547277,20.085778490350325,0.0,4.2,2.3393924152094034,5.0,8.250971650384177,11.769591428707903
2300,7.505009421402202,0.2104705821610151,0.013613342836974381,11.157954382599687,2.7189602208935213,1.4819093853405307,8.662327132499819,20.935880511953986,0.0,4.2,2.4876144192121377,5.0,8.158841660858057,11.780789648089907
2400,7.811219956680804,0.17051530813747787,0.006940526470844056,10.900319025168155,2.7028472461747812,1.6033522748458136,10.452236142235686,21.03008504212223,0.0,4.2,2.5423168217672654,5.0,8.253244466131447,11.78966404734799
2500,8.16087745440316,0.1262219690666757,0.014662996651819173,10.19111033637651,2.6554781693321328,1.6897657707812828,10.89571399585273,21.164252023693045,0.0,4.2,2.535099736148174,5.0,8.195251660423725,11.803056600288475
2600,8.492253632129525,0.22462857365563468,0.01945060661606287,9.937725545851176,2.6512881007557736,1.5910214789638795,11.463091437991626,22.08777247922275,0.0,4.2,2.660957055086025,5.0,8.214598494027685,11.864560728551256
2700,8.984390723478333,0.22925302170287926,0.02193175787514972,9.53074690588407,2.623847737883978,1.6200572307346541,13.029261522451003,22.49880160275525,0.0,4.2,2.691768870018901,5.0,8.268237624965373,11.756199619654826
2800,9.145384367186363,0.14646349598381908,0.028342897381298915,8.923657511260494,2.59535069680443,1.597414118122663,13.047725678521214,22.250560318803227,0.0,4.2,2.7928256510027305,5.0,8.260185684945153,11.743484519574988
2900,9.695481030837481,0.21397484312347703,0.025535668457399987,8.433276842887436,2.5846413360312215,1.8589838588166034,13.883974831806334,22.724108222568795,0.0,4.2,2.799371991777303,5.0,8.166550507345258,11.88505015636404
3000,9.905844473059576,0.19812438236345692,0.033420187662304625,8.576680185744635,2.55085943872691,1.77274901677349,15.016631481632851,23.033192543321103,0.0,4.2,2.8643468232815263,5.0,8.183433913459304,11.772701592305367
3100,10.25232130507329,0.16680453608450255,0.024796118183680355,8.329019407613325,2.521837797896402,1.8184389963999867,15.756874173716717,22.95764454542085,0.0,4.2,2.94433477537775,5.0,8.250750342784444,11.744840016184133
3200,10.439511381455237,0.1725154837623019,0.03380446614484108,7.271852041306282,2.514391784891013,1.7783622170177396,16.8592471839804,23.91091766810132,0.0,4.2,2.9830265495867394,5.0,8.214907998687625,11.858054235300298
3300,10.637705835877814,0.14229316427357588,0.013412326706797035,7.431882859603842,2.484614225564396,1.921722841976052,17.65725990867994,23.922371616698822,0.0,4.2,3.00727736093539,5.0,8.257757944651367,11.780369839088575
3400,11.033757887157602,0.18562483231286903,0.028221126345429316,7.332795821041423,2.4907356631326776,1.8834132547479108,18.605894101588287,23.831420032569405,0.0,4.2,3.0375306092457515,5.0,8.23610619717054,11.835277972920395
3500,11.209992732036298,0.1877966210039285,0.017336302701495554,7.2932919668914264,2.4693019446190236,2.102175471289553,19.394077313218002,23.77769909028957,0.0,4.2,3.1092848683095706,5.0,8.178267443285877,11.79243113035293
3600,11.46058698765217,0.1875211622041951,0.014966530451444861,6.800580821624435,2.4208407855624294,2.0382656058343622,19.76754782877118,23.92182011945079,0.0,4.2,3.17423391757329,5.0,8.217277513089732,11.794724268650334
3700,11.726347948114142,0.15038556285860452,0.02910475776186516,6.3381024341122485,2.394904791453199,1.9117908800861552,21.075606887800244,24.05527847390766,0.0,4.2,3.2346827156987277,5.0,8.23582574664011,11.809389127773342
3800,11.984508427216348,0.11351282148804778,0.03457439546117285,6.643938246600324,2.3988821865191485,2.0763376809514025,21.39812194042367,24.679627387353076,0.0,4.2,3.2603864309517725,5.0,8.179695824710464,11.785245071465459
3900,12.187207050685,0.11026812235931574,0.042782577538071714,6.03775420150216,2.361870872548836,1.9946305682373398,22.477475676010208,24.96407883968937,0.0,4.2,3.3290863335536782,5.0,8.185182916403399,11.716544451815299
4000,12.294210649648347,0.10713114003913224,0.04024137221484845,5.981354366580234,2.3555091439866143,2.2232281286995743,23.572198652745435,24.651895047623533,0.0,4.2,3.2848298687828876,5.0,8.183223433457622,11.718742848241954
4100,12.707297029358802,0.15475248873869335,0.0444842668528539,6.173043471590206,2.3489526995002823,2.1769827722407324,23.590522828871304,25.265614274500454,0.0,4.2,3.311726364223261,5.0,8.227836055700674,11.819869245030851
