milliseconds,STU,STUS,STUST,STUSU,SU,ST,SUST,SUSTU
0,4.990167489741652,-0.020829587337751546,0.01906533023696194,-0.010128003314544345,0.0002200572140862102,-0.05374493393160546,0.00014120253608356707,-0.0004146988240787657
100,0.7383276381956256,1.9045266301193087,2.335858094967228,0.012274630869217238,-0.0001524740076408272,0.22541028994879228,-0.000501597273928913,0.0002652951716556831
200,0.5889005736809627,1.6651453920250305,2.7348942852386,0.047035212017424166,-8.598397313487924e-06,0.7114120424232743,0.0009604211091985105,-0.0005482748846752028
300,0.4798127299376712,1.620900537059442,2.7035215587029686,0.05852454353846435,0.0005906926094452968,1.2614913674814112,-0.0008684672596550049,0.00043426827755402173
400,0.47892151446033726,1.5939858261338415,2.7635528655242694,0.057259906174735115,0.0006148235810136065,1.5645967546810855,0.0006618311173663312,0.00014953760031015937
500,0.4927865808912358,1.5819302870241427,2.755081725398807,0.09697089456652334,0.001005176975206901,2.0701136087791125,-0.00033989883317935997,0.0006985948050054701
600,0.453894232514197,1.5534691202274677,2.7193160532592744,0.08738590635300406,0.001103087827096538,2.2312962454563787,0.0005250617635668359,0.0005038434555462047
700,0.45509548541157885,1.5759759031071698,2.702611646907197,0.10261846748657769,0.0015185177071904696,2.575839566969834,-0.0002256020319253159,-0.00011961564687365596
800,0.4714250658332007,1.5557336707926186,2.717651647061423,0.12051144115341411,0.001240174195141016,3.1362929822547483,0.0006061266007308481,0.00012735225368982415
900,0.4527934151532649,1.5131571901708054,2.6498082453717684,0.14636712221672235,0.0019205279448950827,3.4610227452083566,0.000479251643830338,-0.0002774502192952958
1000,0.4508509765456263,1.5118353634073063,2.6568916805618437,0.14124438466400205,0.001630167038639721,3.531752363133996,0.0015612558739237204,0.0005271839020925732
1100,0.47383533203245504,1.5006673022066335,2.686090255877569,0.16441721931635742,0.002312484988132124,3.7580597803707483,0.0019388059409042489,0.0011754626013444059
1200,0.43351679776143875,1.5121409575433782,2.661905218542631,0.17342343310368596,0.002000262887252015,4.195303139468369,0.003579063032445424,0.0007703950422590231
1300,0.4396238736638966,1.4825263625025469,2.678912514288153,0.19910503647098557,0.0026372365009104323,4.206760622206072,0.0032105118074661093,0.00016301047497825432
1400,0.44476613808669757,1.4536146170976953,2.665668833391344,0.21873504052759632,0.0027063222111182385,4.398977730650431,0.003872891464693392,0.00115430494930228
1500,0.4210343001161631,1.4597353299160742,2.6488012481544274,0.2340458307193212,0.0028766075091241324,4.6946722313780755,0.004950520853924015,0.001309664581522988
1600,0.46384472544968774,1.4402050929542893,2.5963788365732996,0.22034693496383856,0.0029584366629980584,4.6799008336760135,0.005840533183343969,0.0018666050984689165
1700,0.4465800593836918,1.431351151329243,2.591894251834227,0.25727258576214673,0.002758008185348602,5.076445622971661,0.005331569085227797,0.0013897028018009
1800,0.40025619259617246,1.4426249813436447,2.581015380532034,0.2455495159855725,0.003289671869375484,5.019400294558912,0.004991776677240635,0.002322259560573868
1900,0.4631307895873731,1.436265728156087,2.6078045960426275,0.2666208930293118,0.0032945020726383046,5.437640850675551,0.007655613988217767,0.0026202991810955144
2000,0.4088633101903128,1.4312866853020905,2.5459156106645113,0.29396549240532976,0.003674823866847958,5.309906864620471,0.008200691069706074,0.002361233092948097
2100,0.3662563778971445,1.4185231611762348,2.5312058745742587,0.289168089766757,0.0038100200675784987,5.459644612460768,0.008874639189191708,0.0033928791951033147
2200,0.35506982042202373,1.4143877201338562,2.5345979163396586,0.3023464705914615,0.003963746073848052,5.539835781909133,0.00971330683637195,0.0032959223011218243
2300,0.3797937772818671,1.395906981435105,2.543418329086897,0.31027832813376166,0.00394880491133735,5.626300265338509,0.010167151307704526,0.005144261834229961
2400,0.36562562728671644,1.389583478441931,2.512449978072796,0.32724570790309854,0.0041980185233623565,5.957596040519512,0.010195244349409625,0.00496914435618915
2500,0.4260484378272993,1.37274224470699,2.474109663459194,0.34573102658755095,0.004532284843552422,6.075582450518145,0.011730388326143372,0.005240406644331826
2600,0.37827990389778526,1.3914904991480956,2.466980112154168,0.35502817273782317,0.004207126770896127,6.16083313312411,0.010917831897903544,0.005849677697701244
2700,0.36494453429602797,1.3715950324182247,2.480887086286122,0.36238441744243793,0.004819390087462831,6.156709551554692,0.01383453340405154,0.006959115383053811
2800,0.4183743907625964,1.3706326843552503,2.4951266946869146,0.3712957486370456,0.004982226004048813,6.311739200016354,0.0146248638388827,0.007038643592300895
