milliseconds,x1,x2,z
0,1.060660144372304,212.13200083247432,100.0
100,1.0606601462953913,212.1320008893606,100.0
200,1.0606601481962237,212.13200094690131,100.0
300,1.0606601500825117,212.1320010048697,100.0
400,1.060660151943768,212.13200106339121,99.99999999993621
500,1.06066015375259,212.13200112279344,99.99999999964193
600,1.0606601555441633,212.13200118265573,99.99999999933121
700,1.0606601573184875,212.13200124297802,99.99999999900402
800,1.060660159075563,212.13200130376032,99.99999999866039
900,1.0606601608153898,212.13200136500268,99.9999999983003
1000,1.0606601625379677,212.13200142670505,99.99999999792377
1100,1.060660164243297,212.13200148886742,99.99999999753076
1200,1.0606601659313772,212.13200155148982,99.99999999712132
1300,1.0606601676022087,212.13200161457226,99.99999999669542
1400,1.0606601692557913,212.13200167811473,99.99999999625307
1500,1.060660170892125,212.1320017421172,99.99999999579427
1600,1.0606601725112101,212.1320018065797,99.999999995319
1700,1.0606601741130464,212.13200187150224,99.99999999482729
1800,1.0606601756976337,212.1320019368848,99.99999999431913
1900,1.0606601772649722,212.13200200272735,99.9999999937945
2000,1.060660178815062,212.13200206902997,99.99999999325344
2100,1.060660180347903,212.1320021357926,99.99999999269592
2200,1.060660181863495,212.13200220301522,99.99999999212194
2300,1.0606601833618383,212.13200227069788,99.99999999153151
2400,1.0606601848429327,212.13200233884058,99.99999999092462
2500,1.0606601863067784,212.13200240744328,99.99999999030129
2600,1.0606601877533752,212.13200247650602,99.9999999896615
2700,1.0606601891827232,212.1320025460288,99.99999998900526
2800,1.0606601905948223,212.13200261601156,99.99999998833256
2900,1.0606601919896728,212.13200268645437,99.99999998764342
3000,1.0606601933672744,212.1320027573572,99.99999998693782
3100,1.060660194727627,212.13200282872006,99.99999998621576
3200,1.060660196070731,212.13200290054294,99.99999998547726
3300,1.060660197396586,212.13200297282583,99.9999999847223
3400,1.0606601987051922,212.13200304556878,99.99999998395089
3500,1.0606601999965497,212.1320031187717,99.99999998316302
3600,1.0606602012706583,212.1320031924347,99.9999999823587
3700,1.060660202527518,212.1320032665577,99.99999998153793
3800,1.060660203767129,212.1320033411407,99.9999999807007
3900,1.0606602056457477,212.1320033868509,99.99999998145871
4000,1.0606602075840104,212.13200342958424,99.99999998238911
4100,1.0606602095108115,212.13200347251893,99.99999998331728
4200,1.060660211426151,212.132003515655,99.9999999842432
4300,1.060660213330029,212.13200355899238,99.9999999851669
4400,1.0606602152224454,212.1320036025311,99.99999998608833
4500,1.0606602171034,212.13200364627122,99.99999998700754
4600,1.0606602189728933,212.13200369021266,99.9999999879245
4700,1.060660220830925,212.13200373435544,99.99999998883922
4800,1.0606602226774953,212.13200377869958,99.9999999897517
4900,1.0606602245126038,212.13200382324507,99.99999999066195
5000,1.0606602263362508,212.1320038679919,99.99999999156995
