milliseconds,V_membrane,n,jm,Ca_er_Ca_equations,Ca_i
0,-61.017519277047825,0.0004794913117586516,0.11993683576175541,59.99929519868873,0.11058343765615805
100,-61.0188125402383,0.000478308846852896,0.11993586888051629,59.99928782316032,0.11059553072625333
200,-61.018858910294774,0.0004789155125335516,0.11993445490322557,59.999271298473715,0.1106172770614033
300,-61.01934529177888,0.0004786520199219837,0.11993467259762317,59.999254006668195,0.11063094630315616
400,-61.01889717175059,0.0004779754301925262,0.11993296474343122,59.9992211986873,0.11064135056606939
500,-61.01926112538042,0.00047738190325614005,0.11993088685313415,59.99923062992747,0.11064972776585723
600,-61.02044923254037,0.0004775376161815568,0.11993088487137286,59.99920447778854,0.11066649153873781
700,-61.020056763374136,0.0004776843526962115,0.11992809191208455,59.99918830904298,0.11068196684748313
800,-61.02123894603156,0.0004772466765338305,0.11992740119126712,59.999170659319184,0.1106808229335331
900,-61.021300009581765,0.0004766870872379844,0.11992677816534066,59.99917325169065,0.11071373081336067
1000,-61.02115341933643,0.0004769988359504275,0.11992345957741585,59.999155885106426,0.11070962739694565
1100,-61.022163674572184,0.00047626848703496337,0.11992312870884932,59.99911265766419,0.11073252432821193
1200,-61.02224824297968,0.00047632950748844444,0.11992230279721633,59.99911744065208,0.11073625299076979
1300,-61.02239815918143,0.00047661289506538873,0.11992067346765628,59.99909320737661,0.11073014879201082
1400,-61.02326612468753,0.00047572385576151417,0.11991871321789083,59.999107620452634,0.1107630284638448
1500,-61.02366976160469,0.00047553194512870784,0.11991756495538368,59.99909307536301,0.11076004077749937
1600,-61.02400621674478,0.0004759301027858609,0.11991866953195224,59.999082692545564,0.11079419447968253
1700,-61.02385760426163,0.0004750722802868838,0.11991465956481355,59.99904250559218,0.11077532439925972
1800,-61.024070815305436,0.0004747171615836679,0.11991636162505057,59.99904858677163,0.11081002869017018
1900,-61.024675741399534,0.0004749806294973472,0.11991459946461512,59.999001040998266,0.11079808835415553
2000,-61.02477307659138,0.0004752844097879677,0.11991167506681671,59.9990042954896,0.11081996760901743
2100,-61.02496582976477,0.00047489635080403593,0.1199119792564208,59.99900369172407,0.11082811700427415
2200,-61.025569971646604,0.00047473954451497663,0.11991066209993721,59.998963875269645,0.11086316228117682
2300,-61.025682346501036,0.0004742877047642058,0.11990808452310935,59.99896554887199,0.11086825308510355
2400,-61.026288274664786,0.00047362988268929735,0.11990811724945348,59.99893782198251,0.11087672272629812
2500,-61.0265197465976,0.0004740538674476708,0.11990652913927163,59.998920728164926,0.11087977392302124
2600,-61.027075280793746,0.0004740061688497213,0.11990303712528726,59.99890188649915,0.11089937893510612
2700,-61.027458693644746,0.0004730319886396969,0.11990238898764508,59.998912044881216,0.11089941984633679
2800,-61.02747065518562,0.0004729358962606833,0.11990095980087043,59.99890785312455,0.11092592985481674
2900,-61.028536167322706,0.0004726864935612332,0.1199023693622616,59.99886899764443,0.11094332549023025
3000,-61.0287266476252,0.0004732849358283967,0.11990077706814788,59.99885558352166,0.11092413473016606
3100,-61.02871399814915,0.0004725138125751492,0.11989662486487257,59.99886323128106,0.11095505414090184
3200,-61.02933989139447,0.00047322800962157645,0.11989815109618761,59.99882488087215,0.11097815649474452
3300,-61.02990123648452,0.0004726661183720643,0.11989547692383389,59.998831352980034,0.11095707838667644
3400,-61.029957269469925,0.0004725879320846629,0.11989262234932463,59.998812999548505,0.11099914745207971
3500,-61.03047185976317,0.0004723918698970935,0.11989361796840223,59.99880526025629,0.11099932939541182
3600,-61.0303470370032,0.00047183259443035725,0.11989169536752127,59.998774318267834,0.11100604241678304
3700,-61.030838609624325,0.00047249847217830293,0.11989137338541823,59.99877690555359,0.11100966448251044
3800,-61.03120772314637,0.00047182823132423454,0.11989087833086935,59.998758242203316,0.11102104740101484
3900,-61.03179862170585,0.0004716550611391996,0.11988804901611368,59.99873998164018,0.11104761135032605
4000,-61.03170270237285,0.0004715737549111196,0.1198885044939939,59.99874698684856,0.11105164820777835
4100,-61.032039196798685,0.0004719413858327277,0.11988607001102883,59.998693836051736,0.11105645460238182
4200,-61.03242656021176,0.0004718994511099382,0.11988317708762065,59.99869254310274,0.11106079369905647
4300,-61.033442966304015,0.00047128634292920024,0.11988462136107922,59.99870430631425,0.11107452232108353
4400,-61.0338096572399,0.00047134280329525304,0.11988149736991802,59.99868639592858,0.11111674522727023
4500,-61.033321770527245,0.000470610846945179,0.11987982529762393,59.998649566534965,0.11111114523969257
4600,-61.03380573082258,0.0004715841051374302,0.11988084309538415,59.99864350330703,0.11113052337499124
4700,-61.034337357172234,0.00047048098326528094,0.11987771099027425,59.99864103648055,0.11112800560906935
4800,-61.034806266555805,0.0004712788409557811,0.11987736594758154,59.99861135256888,0.111157721566716
4900,-61.03543868199976,0.0004704523324084703,0.11987385275854381,59.998593848583724,0.1111646469602925
5000,-61.035655509776625,0.000470934824040546,0.11987519069255885,59.99857498934372,0.11118221681445162
