milliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,S7,Smad7mRNA1,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,16.067381868430832,7.013753738080643,18.75414224476805,28.397202653600925,24.999976679112567,-0.001041100215837383,0.01690963469311095,-0.004244469858020242,0.004674718451582356,0.16120569025399106,-0.0033276666024902877,640.1841946603259,461.46531865871225,-0.5685668892824939,-0.004960618192980954,0.05642005562160504,12.123244653605058,0.3670823153214386,0.0011264953768577914,-0.08740925637843262,-0.000745633604423222,237.87476903715995,169.4150942044603
100,10.146167380232443,0.4360017838451294,18.731213524018404,27.797336459728236,24.997684499016085,0.0013856556881363996,0.8082723161868378,3.33297318138356,0.03918157995686476,2.73694400454968,0.015503343722399502,638.9010847790313,461.4039479158673,0.7118433745244478,0.0022621545008126476,0.056420051449259136,9.40211938516971,0.3670823057072413,0.003178296842076157,0.0900788843866168,-0.0012275963472041266,237.74446598808962,169.39268703271134
200,9.510812443393451,0.2874816868769225,18.447740909739323,27.551444136693316,24.994851747223628,0.001179556089586804,0.6414418946464737,2.5642114174196844,0.048717280735295895,4.148706553346453,0.026640056100599156,637.341799371651,459.43051631949373,-0.6775897343366496,-0.0013540348817103406,0.05642004964000484,7.862674306776541,0.3670817407173374,0.0009003669516214363,0.08874573499485011,0.0006793129662556917,237.18599969045604,169.393436366486
300,9.23057081133224,0.3480178854284834,18.296869452337603,27.10648219342447,24.994045029563996,0.002649353217353297,0.6876530065714446,2.1870201940332175,0.06724235274272351,4.6813398648687565,0.028796956793218476,637.3366262919518,461.0256598474736,1.2132284011151644,-0.00289933180424168,0.05642004688526228,7.080052913140726,0.36708309299359737,0.0035961715330690147,0.37340046778998714,-0.00035459604361099637,237.376655662325,169.42515969752773
400,9.153168392884815,0.2923215744222442,18.19844020546672,26.2704639873933,24.9951786844383,0.0021230058983009604,0.6330953170357262,2.0969402952871143,0.10783044891607979,5.009350837216756,0.04027705305747384,637.9843858296441,459.26201847828463,0.8924197858637739,0.003707511256793745,0.05642004872754501,6.723100718746829,0.36708265696175485,0.006490414484576795,0.23790334777026462,-0.0006965705765517399,237.82208100418686,169.41396772687875
500,8.857176612121275,0.2838485451781834,18.193054601718394,25.79560154686486,24.995091335029798,0.0036824884504620616,0.7245606463778341,2.1207225305657595,0.09122292666233431,5.549853236957357,0.0391901997828338,636.9464596964169,459.15609125028277,-0.256785724141361,0.004453167105978023,0.056420051661722204,6.531420554500017,0.3670819538514789,0.00648094373196933,0.3486022000039362,-0.0029472460040428305,236.7495695352701,169.43418413038978
600,8.726146831438422,0.30089045952355087,17.993990868034345,26.13287587028709,24.993739664211223,0.0038636576109608335,0.7568399340487594,2.3109893186898174,0.1250293817804637,5.67350241519639,0.04267177793586264,637.8728909411685,460.7020670537211,1.2799612768012432,0.0007310545630227457,0.05642005144417213,6.486900949309678,0.3670833037259306,0.00800576128724748,-0.36130231542474234,-9.80740794142344e-05,236.85369170061344,169.4119638366481
700,8.444713039426059,0.3111293441341403,17.78742021881713,25.714202601747388,24.99252955089867,0.00598877744214386,0.8284690628550443,2.4963732471038047,0.1566914494694976,5.834906605607747,0.0470563503512095,635.6041203195225,459.845480640498,1.5124301413631611,0.001933650014697893,0.05642005047215437,6.075457518589532,0.36708261730109126,0.011671924207373575,0.43741833900596416,-0.0004059025720588177,236.8954610141078,169.38023998614352
800,8.492062075879888,0.3668283874280384,17.80147136557022,24.837136998124702,24.992644729103638,0.00825218827717261,0.7821465379142383,2.584821258146519,0.17637001637982955,5.852386126341377,0.048787228487722184,635.2729336294173,458.92952947001686,2.2875947678633617,0.0036330043333411134,0.056420051775027166,5.914717853132964,0.36708213352945007,0.01263340087644297,-0.23057205873099762,-0.0011417257461759191,236.34562653868156,169.36534368997408
900,8.268248586894353,0.41750074793080755,17.58579620414939,24.7140864553881,24.99135327686918,0.008521152570163858,0.8687306965817643,2.586879446894329,0.15395660879706885,6.0741990349755435,0.05402220476125927,633.3281916746304,458.1428304384601,1.6008071435531395,-0.0010001050736807345,0.056420046715174456,5.743988950117017,0.36708285357166404,0.023479862570707596,-0.25978804417067114,-0.004401589589572993,236.8122582396213,169.38481858919812
1000,7.997588353081131,0.4093576748199166,17.558003623255644,24.729659681960108,24.990612868625593,0.008294226245239287,0.9289666955582131,2.837696027344274,0.20725639039280197,6.316665892107903,0.05779834217053597,635.4330699521214,458.62053897907623,2.716526780148684,0.005479832313781243,0.05642004775603627,5.782445333078816,0.36708313398519316,0.02690011985099966,0.23511042742666644,0.003363633811406821,236.7731924811219,169.39754329961363
1100,7.878926506051299,0.43892900269477075,17.42823061294766,24.196251869802733,24.988808518269003,0.008471014487923902,0.9581113535674168,2.88040069093254,0.21887312371785267,6.5643844807012455,0.06121884013916029,634.8126904521741,458.145800606971,3.505933969342246,-4.49090794199373e-05,0.05642005157193595,5.644639997969281,0.36708272714459766,0.024339884475984803,0.6311023586677282,-0.003415280584728113,236.0500605421419,169.3938949543467
1200,7.9526938689032205,0.5619481788645498,17.259864529012944,23.40352517684776,24.98866308179902,0.010644888915049963,0.987532362935973,3.0127005461280856,0.21680969496807878,6.697050434094646,0.0647461931453293,633.0043750798089,456.49258653961306,2.857134890415932,-0.00238453800548433,0.05642005274893918,5.552419135667974,0.36708262339953157,0.03180709088251762,0.6496475729715112,0.004759818424148647,236.15642523934517,169.3739201788909
