milliseconds,IR,IRp,IRins,IRip,IRi,IRS1,IRS1p,IRS1p307,IRS1307,X,Xp,PKB,PKB308p,PKB473p,PKB308p473p,mTORC1,mTORC1a,mTORC2,mTORC2a,AS160,AS160p,GLUT4m,GLUT4,S6K,S6Kp,S6,S6p
0,99.8737104842408,0.00186253217635894,0.0,0.0188430465801578,0.105583925473107,82.9671997523599,0.00119481841136737,0.327454355438396,16.7041510257561,99.9983336594667,0.00166634053318549,68.1806649661901,13.2964849666951,16.8171941560617,1.70566051030056,86.5002472240273,13.4997527759726,99.8478148461591,0.152185153840861,83.8141018591099,16.1858981408903,26.523878746229,73.476121253771,99.2731987219547,0.72680127804522,92.7596420796038,7.24035792039603
100,54.7754678002333,0.020953200779130536,45.04625422961042,0.04850464461342446,0.1088201132339726,82.742363121795,0.0017359565929831945,0.5355795129240584,16.72032136065361,99.99833124625995,0.0016687537399377621,64.99607649002778,16.396796998844582,16.102082378541045,2.505048731833916,84.25705331406004,15.742946685939906,99.83890977795886,0.1610902220410495,82.63173966656541,17.36826033343476,27.905860172667936,72.094139827332,99.27308378852162,0.7269162114783023,92.759729857196,7.24027014280384
200,32.814519398501005,0.03029000108108676,66.92302917648321,0.10612417989144339,0.1260372325134982,81.57587303464238,0.002697566099805781,1.523504001241183,16.897925349982394,99.99831722639848,0.0016827736014510852,57.23806751091848,23.332532527621918,13.46528945583037,5.964115104876498,71.25967513211084,28.740324867889125,99.7926253689762,0.20737463102368095,76.32699189955385,23.67300810044628,34.52970334317004,65.47029665682993,99.27122126203074,0.7287787379692338,92.74888730495397,7.251112695045852
300,22.117723956518326,0.03481223855532849,77.52128616999808,0.16539358702966717,0.16078403636884342,79.2633166051616,0.00378897443374081,3.2680246501924786,17.464869722177877,99.9982895415093,0.001710458490669105,49.52432600477402,28.77625941512166,11.027121647948547,10.672297531403204,56.60179505611472,43.398204943885304,99.70251969477592,0.2974803052239274,67.89066878967093,32.10933121032919,41.7110621893524,58.288937810647575,99.26593102043395,0.7340689795660497,92.70947523510307,7.290524764896657
400,16.90534886697528,0.036991076776583726,82.62986346639762,0.21607142801536794,0.21172515030541475,76.1059823656173,0.004920249599807549,5.325865470199432,18.56323186654917,99.9982465194157,0.0017534805842252346,41.88511918055083,32.06655474723452,10.055296000107207,15.9930346713549,45.944141834779444,54.055858165220585,99.57671274467332,0.4232872553265133,59.60057428929474,40.39942571070535,47.382946648923344,52.61705335107663,99.25778996968133,0.7422100303186734,92.6416831732262,7.358316826773525
500,14.363506102034727,0.03802976966115393,85.06743603163252,0.2550419441778728,0.27598614096398194,72.48605489020707,0.005822495290411401,7.302442022133988,20.20568054433304,99.99818981466753,0.0018101853323574104,35.19254594150154,32.13987244388636,10.252048103323537,22.4155381105357,37.66386162010111,62.33613837989893,99.42749885590543,0.5725011440944207,51.56984167064531,48.43015832935478,51.91558681307798,48.084413186922,99.24756805723528,0.752431942764729,92.55298154505229,7.447018454947422
600,13.122314889392024,0.038514203786204966,86.20645894142966,0.28236819784362627,0.3503437560187474,68.72144299715359,0.006442686885235165,8.956984382183625,22.31512988574075,99.99812326341349,0.0018767365863472762,29.285291439018515,29.609834033055385,11.16058317173939,29.944295955433677,31.12021538904022,68.87978461095979,99.26694680951931,0.7330531904805508,44.354174843978804,55.64582515602128,55.37045299442339,44.62954700557659,99.23572544265556,0.7642745573444404,92.44835914763057,7.551640852369155
700,12.514883343549345,0.03872967023891564,86.7152281348565,0.299500770569571,0.43165806925593875,65.05042877526068,0.006818046259766423,10.1753028331938,24.767450297249397,99.99805059865999,0.0019494013398604119,23.96595777316944,25.549125634917946,12.473506146513488,38.011415044646206,26.225875039724436,73.77412496027559,99.10515276187013,0.8948472381297117,38.47736310104559,61.52263689895449,57.83797099662114,42.16202900337884,99.2226564858853,0.7773435141147076,92.33166464616644,7.6683353538332835
800,12.216473543440964,0.038815121036470286,86.91923657860767,0.308395331146036,0.5170794142391426,61.627067290155416,0.006989814707496732,10.941290437676408,27.4246524094241,99.99797494648212,0.002025053517699442,19.25285338464571,20.91560151484838,13.993465344286943,45.838084355465995,22.74842526208691,77.2515747379131,98.94971873000685,1.0502812699929647,34.037314398795544,65.96268560120454,59.528627203376956,40.47137279662302,99.20871690170681,0.7912830982931776,92.20636957870184,7.793630421297874
900,12.068919497175992,0.03883823643601829,86.97702398293984,0.31105900642662865,0.6041592654918106,58.53055282692859,0.006996669697676903,11.30396756589558,30.1584828894416,99.99789886006532,0.002101139934518938,15.225441750162592,16.43025853669749,15.592277649500364,52.752026662882294,20.361230948769396,79.63876905123062,98.80581327816714,1.1941867218326787,30.84571844272652,69.15428155727359,60.66252003908733,39.337479960912646,99.19419295915347,0.8058070408465037,92.07535232178245,7.92464767821728
1000,11.995091292965807,0.038832000872200644,86.96585756211954,0.30931653090700173,0.690902601605716,55.78509487978256,0.006877708221335019,11.34435131783596,32.86367604612361,99.99782433572774,0.0021756642721054023,11.92276248013976,12.532595547330935,17.190782308393175,58.35386426337183,18.764638612566806,81.23536138743322,98.67650080691928,1.3234991930805513,28.629735998720484,71.37026400127966,61.41316481587839,38.58683518412159,99.17929698401811,0.820703015981861,91.94078838455152,8.059211615448191
1100,11.957425315244084,0.03881244185784383,86.92328564955062,0.3046978205981495,0.7757787612195431,53.38032814375761,0.006670769050989533,11.150440491446496,35.4625605477084,99.99775281893474,0.0022471810650919236,9.319858081607403,9.401379962482665,18.745559977568433,62.533206577579584,17.72664220013963,82.27335779986039,98.56316391375734,1.4368360862425247,27.13603098871875,72.8639690112814,61.903193534184574,38.096806465815405,99.16418011951988,0.8358198804800806,91.8042363672019,8.195763632797837
1200,11.937558533206376,0.03878734716959484,86.8675573085797,0.298402676449331,0.8576941230652437,51.28755520725729,0.006409335873318819,10.80222460079081,37.903810808042095,99.99768524933607,0.0023147506637519752,7.342024270399171,7.029780959616813,20.236578744300235,65.3916206249236,17.079507820904226,82.9204921790958,98.4659433128011,1.534056687198771,26.162385967443598,73.83761403255654,62.21601475453547,37.78398524546451,99.14894820563022,0.8510517943697592,91.66678614709083,8.333213852908893
1300,11.926504910641745,0.03876047432845649,86.80748242468131,0.29131448368680485,0.9359376951319393,49.470654435870976,0.006120606755506494,10.364961706190758,40.158263203146305,99.99762214041974,0.0023778595801170134,5.889188822619699,5.311414844014641,21.656553866367787,67.14284706623737,16.704910620164583,83.29508937983543,98.3841331570221,1.6158668429777587,25.55724438056552,74.44275561943462,62.40781864436152,37.59218135563846,99.13367489664346,0.8663251033565309,91.52919154338542,8.470808456614286
1400,11.91985677309406,0.03873361043567663,86.74725624351447,0.2840424192317813,1.0101109421942829,47.89264013420424,0.005824991637500525,9.887750611633278,42.21378421448853,99.99756367469816,0.002436325301685078,4.856990894924463,4.107181205015038,23.003377919472708,68.03245457982763,16.519804760032955,83.48019523996707,98.31650904661724,1.6834909533826234,25.210465602687464,74.78953439731265,62.5169018510234,37.48309814897658,99.11841126068163,0.8815887393183467,91.39197051489195,8.608029485107746
