milliseconds,Susceptible,Infected_strong_immune_system,Infected_weak_immune_system,Recovered
0,78841350.2546045,5051.186312862795,4506.121368247829,4474.292937301546
100,78841106.84712438,5125.253205175205,4471.6136247976,4708.230799376636
200,78841019.38799174,5133.84179571008,4589.200946233745,4833.938223918723
300,78840583.79212429,5112.595362274443,4558.495339785904,4808.787370254649
400,78840695.94598305,5214.453661727469,4591.472990109249,4947.769858900997
500,78840584.36594689,5202.26756616775,4593.100958408496,5053.7197678714465
600,78840212.26343729,5241.351775372643,4703.375620307053,5021.716138788183
700,78840043.84229164,5266.95068934094,4685.2144165672025,5090.402440011815
800,78840212.05645165,5319.582451335985,4719.418003742368,5188.247292925933
900,78839903.0639176,5360.0426866177995,4796.040102506389,5194.707194272905
1000,78839417.39966832,5361.819870507738,4773.631599014945,5484.208527635505
1100,78839349.43893574,5397.226383507571,4792.048485867542,5351.790981223408
1200,78839453.40494193,5410.39063758792,4855.346978064977,5474.61756403914
1300,78839372.18443748,5478.469948422086,4899.696563368257,5572.2926752288
1400,78839060.67262134,5482.998243192941,4944.39362973127,5710.309986596586
1500,78838676.23670131,5545.489187613204,5006.787711955831,5908.162128362956
1600,78838803.58900535,5566.6224409027045,4978.675202533031,5861.480211205793
1700,78838483.60077359,5604.562479887421,5004.3951449389015,5966.42661541762
1800,78838392.36083825,5678.8840950698395,5065.6590665231015,6037.809012570319
1900,78838188.76474895,5770.237918365118,5096.465768686768,6047.796785902191
2000,78838054.1801554,5785.621824301212,5136.668591580022,6289.990477527593
2100,78837673.41140023,5779.328272822603,5138.909791709289,6235.57635825671
2200,78837653.97438453,5847.003722702162,5205.039536789496,6339.7329863123505
2300,78837246.58121914,5870.234156491223,5305.056032658242,6639.452721422355
2400,78837138.30311675,5945.790960437261,5274.337069136312,6673.033853421518
2500,78837235.42969641,5920.604511912013,5337.988536701918,6780.268083481439
2600,78836853.16409294,5934.293369677897,5366.876374071988,6824.099150621536
2700,78836649.25461031,5972.38908335453,5398.527855487791,7013.191925909752
2800,78836472.10549575,6099.99934876173,5444.373122110242,7018.089240212628
2900,78836627.2751891,6085.475385781205,5501.06011470414,7027.450410786055
3000,78836272.53575379,6137.427253343479,5532.2646449377935,7165.927472875294
3100,78835773.23056802,6215.9864910141405,5530.169834780868,7383.980486849751
3200,78835920.75906642,6189.373353081328,5587.675080533216,7453.013098417089
3300,78835553.34111276,6218.049889942944,5631.465069191529,7567.303036196955
3400,78835636.12680916,6320.2840599643005,5627.583993966293,7698.165379005655
3500,78835351.96017207,6353.325862247298,5723.194012252057,7790.591596103556
3600,78834941.80257799,6338.39178119115,5775.842398296494,7718.013383516814
3700,78834829.05528478,6380.882410902028,5820.63252547562,7748.051148652557
3800,78834511.13171451,6506.27106400412,5801.311466468196,7968.420894163424
3900,78834407.99803936,6452.661048043086,5871.331634102885,7930.2127330671765
4000,78834312.06639074,6539.526746066129,5962.972476346437,8236.28888990827
4100,78834101.80865215,6630.8522547930825,6004.206734206929,8157.168662370103
4200,78833821.14558277,6664.659228129811,6041.258240200972,8400.286159131349
4300,78833502.10431615,6651.1673365640845,6024.12386663406,8444.178432359771
4400,78833653.62927921,6692.720309343628,6096.430336053437,8576.35777522457
4500,78833504.65782301,6793.105857831833,6082.085203913875,8684.438586925766
4600,78832981.2027663,6820.761377863574,6172.349410235103,8859.827483740226
4700,78832935.3482352,6845.599938574943,6261.7605512339105,8799.724943343743
4800,78832619.90383744,6941.192006785271,6286.696709153653,8916.362307598909
4900,78832301.7856247,6962.024268608663,6326.982645777398,9222.797438914067
5000,78832024.8326399,7025.382452340986,6337.934641493017,9148.60025540911
