milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,ARF,ARF_Mdm2,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totdamDNA,totp53,totMdm2
0,4.996016133573129,5.002861172751274,95.0058675026961,3.8142994263388514e-05,0.0,0.0,0.0,-0.011582269720365914,-0.010437050113426138,-0.00029057402782867083,9.787343697140432e-09,-1.5658008782734074e-08,-1.8014547995361657e-05,0.0,99.99997399863263,100.00016716437182
100,5.001118718860126,5.006552631869658,94.99301244772154,8.16395017707204e-05,0.0,0.0,0.0,0.007968913934184805,0.001916572945849084,0.000346419400416399,-1.0338057634248703e-08,-3.8186548606141245e-09,-6.394938165453188e-06,0.0,99.99996945179556,99.99986537198745
200,5.012520230574229,5.004473097484107,94.98398582785059,9.021466026328641e-05,0.0,0.0,0.0,0.019315230686561442,0.0046472902797971664,0.00023990727923863358,4.312540115469984e-08,-5.9031067934757495e-09,0.0001101695915595719,0.0,99.99991838750456,99.99930697166614
300,5.011784696193752,5.015682912445461,94.97995219269076,0.00014686858771928454,0.0,0.0,0.0,0.032949511855555294,0.03325518462715809,0.0007723094999822352,6.410432481798349e-08,9.47089334009288e-10,0.00014569884272157312,0.0,99.99985669262858,99.99964958418883
400,5.014695031600274,5.01521709640667,94.97955227950087,0.0001390610158473923,0.0,0.0,0.0,0.041373008094541204,0.038726942880605235,0.0006540596934838746,1.1175664251899031e-08,1.0451724383760464e-08,0.00014206826428947878,0.0,99.99984673277108,99.99933636894274
500,5.026254679650211,5.024190072757879,94.96996285519816,0.00021240791690653755,0.0,0.0,0.0,0.03432093992443455,0.03022174892454457,0.0013111108928170285,8.761651434561237e-08,1.4423011754190829e-08,0.00020954859994955558,0.0,99.99978068997551,99.99903420478655
600,5.030922481545002,5.034684245908529,94.96303780495117,0.00024282299391036106,0.0,0.0,0.0,0.05807156521692336,0.04679545936615123,0.0010343027469750842,1.252717635481968e-07,-1.0442036031247002e-08,0.0003432148427379706,0.0,99.99977771709798,99.99895553722898
700,5.0345577352510515,5.037415746057242,94.97168976718957,0.00033637401832276915,0.0,0.0,0.0,0.05824486637959091,0.05368623556755893,0.001601669231188844,1.389288786068728e-07,1.4830812974083848e-08,0.00027730603612925817,0.0,99.99978097243496,99.99860257576846
800,5.037854283043719,5.042595771850082,94.95694492693994,0.0004346745291312808,0.0,0.0,0.0,0.05871261700543775,0.06482216509075014,0.001600703739516032,4.67097531033241e-08,2.9916180975508144e-08,0.0003422717206466782,0.0,99.99967913749214,99.99800991572685
900,5.047532194172551,5.0437310657111585,94.95179707946328,0.00042223136336155256,0.0,0.0,0.0,0.0644254353687315,0.06950067218246125,0.0022117415515958863,8.982786648184886e-08,8.13171815383324e-09,0.0004075768480843559,0.0,99.9996930317406,99.99834774518271
1000,5.046047717512395,5.044072322609341,94.950706378651,0.0005743643309435174,0.0,0.0,0.0,0.06674610798191045,0.08006361973340044,0.002144513492904026,7.960038909344783e-08,3.8639489250919845e-08,0.0004633166536198148,0.0,99.99966034526173,99.99814473627352
1100,5.049556328578041,5.060282852699696,94.9511130702125,0.0005070464297249308,0.0,0.0,0.0,0.07618532840822027,0.09534061791152287,0.002363179615250968,7.625754363346366e-08,2.4129629322238676e-08,0.0006192918542259784,0.0,99.99959381188421,99.99754933012193
1200,5.055175706334208,5.0638914276267855,94.93655519153825,0.0005425430162219532,0.0,0.0,0.0,0.0957633176979156,0.10214656338836649,0.002844632858222981,1.225696778714223e-07,3.650770318144842e-08,0.0005460136929405229,0.0,99.99955163316541,99.99720197197047
1300,5.0574909500898935,5.069401808287559,94.93837057697243,0.0006930237935947828,0.0,0.0,0.0,0.10486327116264504,0.11084251057319736,0.0029447935001350066,2.887325560652196e-07,6.0762120106802e-08,0.0007212986121366597,0.0,99.99957789505385,99.99719009194828
1400,5.0701675828893435,5.073337586517656,94.93263078693435,0.0006734837585051289,0.0,0.0,0.0,0.11887407929409063,0.10696499655781828,0.002773639385544771,2.80301261428066e-07,4.127845623590276e-08,0.000775232337688847,0.0,99.99952112527869,99.99672057995966
1500,5.075633919669059,5.077296229959544,94.93099487647386,0.0006849359152794076,0.0,0.0,0.0,0.11229215976266672,0.1187991975392129,0.0033477104951315237,2.106678577266086e-07,5.0943558730090355e-08,0.0008193117898460911,0.0,99.99951057568187,99.99698008442262
1600,5.082395934192947,5.079314729935341,94.91600873465677,0.000774736086298968,0.0,0.0,0.0,0.11381131778232434,0.12947132879908457,0.0034229761324543946,2.8936873552484175e-07,5.43552613780897e-08,0.0007785039132148338,0.0,99.99943416809121,99.99636338638332
