milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,ARF,ARF_Mdm2,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totdamDNA,totp53,totMdm2
0,5.004859704536774,4.993796814449161,95.00524044731863,-5.292919421739488e-06,0.0,0.0,0.0,0.007779805537292994,-0.009385716609250121,-0.0002770430375949073,9.033045212419663e-08,-3.0674869981270104e-09,1.4970456874727357e-05,0.0,100.00002991424135,100.0000931696276
100,4.999634292870619,5.006576025942483,94.99694444239944,4.3104010921786844e-05,0.0,0.0,0.0,0.013908586821968334,0.016902793961328023,0.0005261330685431213,7.956321564272391e-08,-1.655905836905839e-08,0.00011923914338229252,0.0,99.99996837135532,99.99972476692454
200,5.009371755214217,5.015118999640171,94.99683197643208,8.32175239400391e-05,0.0,0.0,0.0,0.017946651555838647,0.021993618345292322,0.0004727415125941456,-2.8317228474701515e-08,-1.7790797171458965e-08,0.0001665250705208152,0.0,99.99989739339188,99.99932312768343
300,5.012214249183366,5.012384015364097,94.97965336908226,0.00021671177342455364,0.0,0.0,0.0,0.020479643403671022,0.03306359952409976,0.00048235437552724775,7.337121857023524e-08,-2.9552214490702834e-09,0.0002204755468274001,0.0,99.99991797988085,99.9995656512011
400,5.0131605218761806,5.020615529749461,94.97791346095836,0.00017444096406883043,0.0,0.0,0.0,0.03556054515729875,0.031111550961541546,0.0008070397728912872,-2.274321807915044e-09,-5.01657680768797e-09,0.00026673272694254516,0.0,99.99986523512618,99.9994073065457
500,5.017582759292807,5.017843347529156,94.97459168058275,0.0002204671747071574,0.0,0.0,0.0,0.031051398124034815,0.03619492473029348,0.0010475840034497531,5.946223362971827e-08,-3.895528345300339e-09,0.00021321482778164448,0.0,99.99983960235241,99.99871087204852
600,5.026421983194726,5.034430358272788,94.96893547003555,0.00028948580321988174,0.0,0.0,0.0,0.04063711362780011,0.039864688131854904,0.0015855566263992332,4.836197491083445e-08,2.1653072602054212e-08,0.000290593121388914,0.0,99.99974348210223,99.99863601464453
700,5.031519217490195,5.030167023874396,94.95924108153936,0.0003461345077337371,0.0,0.0,0.0,0.05479410151140181,0.06258849600111033,0.001684203008921025,7.598262000829143e-08,7.3512840990600105e-09,0.00030986052813322874,0.0,99.99970720297742,99.99835587193766
800,5.040276701555454,5.035713013419657,94.96424399769137,0.0003899493436076225,0.0,0.0,0.0,0.055662232645481965,0.07237098048902937,0.001483028043147425,7.912408694338403e-08,1.4412831208841724e-08,0.00042933472637166916,0.0,99.99973069357323,99.99805122405057
900,5.04959003242893,5.044499397993025,94.95868297915793,0.00048493034487661344,0.0,0.0,0.0,0.06131872712687895,0.06275330546844904,0.0020861836740619045,5.237743721534406e-09,1.4015723016085381e-08,0.0004317348296720445,0.0,99.99965325424955,99.99828047746267
1000,5.050538259476461,5.045297877953189,94.94796353099838,0.0004657755616829935,0.0,0.0,0.0,0.0868638699955921,0.06674683099815745,0.002466654869755031,1.1763403800368803e-07,3.3221381725446644e-08,0.00044870569020000217,0.0,99.99961340072454,99.99753969514028
1100,5.054000170568602,5.059834262832594,94.95104105382505,0.0006093854386090529,0.0,0.0,0.0,0.07792099271486964,0.07862435018895862,0.002651968871368468,2.426759300233224e-07,3.6548934968350225e-08,0.0005375135334355342,0.0,99.99963684133334,99.99773260606688
1200,5.063822682533939,5.064772605097794,94.94675772487025,0.0006171356986928016,0.0,0.0,0.0,0.09144329898544618,0.08530178595440382,0.002314947234703959,2.0596165554398883e-07,2.4000208545152757e-08,0.0005411285560811515,0.0,99.99961797338659,99.99727944413083
1300,5.06700025089038,5.06140106852929,94.93278815485628,0.0007189115997379555,0.0,0.0,0.0,0.10721756679299087,0.09632114173688712,0.002756249160314026,2.5121044819809964e-07,5.015704586441231e-08,0.0005804399264130987,0.0,99.99955265431615,99.99731450322396
1400,5.069362568902624,5.065212985174464,94.93664667458918,0.0007532372491218536,0.0,0.0,0.0,0.11554221926718784,0.10025159142877943,0.00313715358216666,1.9807266304414524e-07,5.0916338082863155e-08,0.0007525927274634849,0.0,99.99950235316106,99.99717785872393
1500,5.077534484026216,5.075172117865131,94.92226202499666,0.0007482786993405048,0.0,0.0,0.0,0.11367175579546236,0.11597303459999725,0.003134467370935034,2.343662207096449e-07,4.653360116007667e-08,0.0008205024118537493,0.0,99.99944540404164,99.99650768907468
