miliseconds,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x3,x4,x5,x6,x7,x8,x9
0,-0.005531938582340921,-0.0007221568948682724,0.02856016957842608,0.08619766770499193,0.0999958999517398,-0.020999349385252518,1.5,1.4986239053458328,0.5050225751662483,0.2,0.5,0.00239224545102679,0.4994686761070096,5.029698924767025,0.7656259894744815,0.07,0.8,0.0,-0.13523557480513312,0.0008749372749721218,0.0049333913871381216,0.0010500824820385037,0.002165789319600422,-0.0022474584948665,0.0029148702199153086
100,0.012781935155802988,-0.0014949052500221969,-0.007205017028851791,1.818380620606475,0.7789013893383943,0.11028597396661952,1.5,1.5087924443056333,0.4973215568158517,0.2,0.5,-0.013963583914606644,0.4945302275719161,4.9172615429117545,0.7602498802828274,0.07,0.8,0.0,-0.1686226294785679,0.004263311907701129,0.0027553764712121404,0.0006730795321028183,0.00154306458877256,-0.012404845267686442,0.003132727629055237
200,0.003944257389288542,0.008911886414704535,0.026408142223231085,3.027323995533236,0.8659826951863648,-0.13595106808671273,1.5,1.523154085783937,0.4834731463744652,0.2,0.5,0.02519322067300884,0.49859906136980087,4.764386012097089,0.7498719201836798,0.07,0.8,0.0,0.11051150486978142,0.0064897390227958976,0.0014672087761505616,0.00030497687629171084,0.0024254012309095573,-0.0053937532042202686,-0.0009107878465350265
300,-0.00329062776603253,0.011493465750339622,0.03757013248222856,4.079401183504984,3.0453667094591323,0.5212813688253115,1.5,1.5328494306378286,0.47794674201753595,0.2,0.5,0.02068281208088088,0.5013075111682187,4.421991654796108,0.7403463499839861,0.07,0.8,0.0,-0.16595898886999025,0.007369686561900514,0.013387906105796599,0.00013208434480324474,0.00018189956588262756,0.012142108589921659,0.0024754906109006256
400,0.007967585519128519,0.004301403306069001,-0.001038956345383214,5.130428881293392,4.1950934433294345,1.2196806097663575,1.5,1.5625506887311504,0.4746702340978257,0.2,0.5,0.01549478210272075,0.5026405353538169,4.15903194899364,0.7184754537595774,0.07,0.8,0.0,-0.05258072878380976,0.008793172071386097,0.010467479313002931,-0.00020093658962295016,0.0011563301245132377,-0.0042465503999582245,0.0024542832072548936
500,-0.0032425675994402475,0.0043416837034152165,-0.019145193558487105,5.400905991936235,5.411722525894455,2.084767548656127,1.5,1.5680215993500308,0.4592095380575844,0.2,0.5,0.009584278327719268,0.4976836258673495,3.8651845048302045,0.7136229282918496,0.07,0.8,0.0,0.15134389457036942,0.009105828621947186,0.018801066703794795,0.0006217701969754784,0.002177262073942883,0.028398870345703812,0.0031705098939782336
600,0.007695675063297361,0.0029236542408602913,-0.0007483059421582935,6.369619947007961,6.084521160986954,2.2952823506766964,1.5,1.5836327279342397,0.45687240731385387,0.2,0.5,0.0608517638197801,0.4932455441106688,3.640300044539517,0.6894223955955695,0.07,0.8,0.0,0.11853493633727936,0.009672318098110705,0.029419721993354707,-1.4624585607061704e-05,0.0015148015271110895,0.039621435789699365,0.0013880437835385926
700,-0.0017869418065254083,0.0022315466607846215,0.01772461230952956,6.685912692723487,8.03439908718622,2.252866495617741,1.5,1.587129060568299,0.44661839610006243,0.2,0.5,0.03799510485621963,0.4981134510268432,3.3575510086161526,0.6787856685556259,0.07,0.8,0.0,-0.11765959759315618,0.010753061676273929,0.032903868690571304,-0.0004068950494886431,0.002126565183493136,-0.007604677517057231,0.0018006393931454285
800,0.004531091350287937,0.00634133852924159,-0.005630347114630577,6.650708241786577,8.999727774306347,3.997733956517867,1.5,1.6067397387458404,0.427823592624211,0.2,0.5,0.053505219645036614,0.4983974231679687,3.157190717928272,0.6626937482459153,0.07,0.8,0.0,0.08087399329303938,0.011505088455229687,0.0412974735569554,-0.0005121184922430438,0.002949990359888998,-0.005522659907534706,0.003544712214040653
900,-0.0011624102191043987,0.00472885907321973,0.025947255314717733,7.443418859386397,10.068599985596498,4.355713387839344,1.5,1.6151691923963076,0.42945915129190326,0.2,0.5,0.03348407779823418,0.4980891038793388,2.8822668867442935,0.6421797259126747,0.07,0.8,0.0,0.041553373332457844,0.011876605467590397,0.04832590770937808,0.00011262607564650836,0.0009218948943890048,0.04114017366822426,0.00038920645862191823
1000,0.0024759626039772597,0.005931942650088983,0.05048742182682747,7.7430668271781675,11.334180471836097,4.3054111383904505,1.5,1.6420594654416887,0.4011265201413527,0.2,0.5,0.04531179287018865,0.49626427507151105,2.7091736887006075,0.6257758140305213,0.07,0.8,0.0,0.1666066115254975,0.012345900272707593,0.047299624160287976,0.0004554609728265118,0.0030922483262196925,0.021607155709537584,0.0031177496267990167
