milliseconds,x1,x2,x3,x5,x4,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
0,100000000.0,903.7202029537322,0.005229632179452553,1.9279318134355432,0.26103659399174267,99.98599273729332,0.005909692115292078,0.026190627987960003,995.841348492587,-2.542081609968171,99.97860494191572,0.028246831388822176,0.32448787732342343,99.38121868868672,0.25607401066070046,99.91204209378763,-0.10556013077327399,99.92925953324736,-0.08709827469354099,95.79230920199856,4.224071221929087
100,100000000.0,494.17036382705294,1.1940492728815848,336.11190332197066,62.32925161492283,99.95379215073234,0.00370449828974045,0.04256462713599943,901.1368103143018,95.4205742854384,99.76873456073723,0.15602959624111662,0.4048230643636751,99.39168493494994,0.26200197242108264,99.84516962040178,-0.053637356825587804,99.93390572208969,0.18013503567658068,96.0872868432456,3.989955021403513
200,100000000.0,273.59762489099853,0.6734766124318972,495.03821774865725,124.39977103557999,99.93724409971861,0.02242098011151003,0.14326306304775857,741.243138537517,258.98538627251986,99.10196693376507,0.9285921927862666,0.7988140446744739,98.86288782947278,0.3531053259499691,99.43455411419525,0.4925221037019337,99.52578175285693,0.538754587623698,95.97432440753616,3.976305239741365
300,100000000.0,155.42036085807055,0.39658110653826467,573.4897226202606,158.5929289341133,99.95000504837556,0.06181793004063775,0.22593713255529507,569.4743824254439,428.47072801575746,98.08445498019738,1.9155355432266596,1.4615329681284601,98.01255178735394,0.4953348586505537,98.32168220371817,1.85142474603251,98.16523736386937,1.684679152290752,96.16505855454632,4.0151405172897
400,100000000.0,93.63801516617855,0.23517473899864383,623.6954481908623,180.63942892020142,99.93272794835221,0.08536270479952501,0.35462586918864847,466.9935722924553,540.7137829775901,97.20709628084428,2.875043774823824,2.0563825783062186,97.07024910303289,0.8675661642659905,96.4108379941985,3.617219841082081,96.5513668701893,3.500923415939316,95.65331344901884,4.482759971030415
500,100000000.0,65.37719955300231,0.14437834678480982,647.5681821324957,191.20206421595358,99.91119367627908,0.1308571574567757,0.4582141094939921,386.0501801675975,622.6189604274316,96.45539066148156,3.5512930271622465,2.5697086644396885,96.15361064466077,1.136525760557135,94.70234563827341,5.189408795029061,94.68128967011556,5.3557729834518,95.33419407449458,4.465432289061539
600,100000000.0,43.99628379704346,0.11553222536125121,661.6535462080184,194.08289833640185,99.99897501143009,0.15207756289719002,0.5539554540193738,339.5669946949255,664.9026088832514,95.97292961209386,4.071461104332131,2.993171704076925,95.43133752616264,1.5591571709988892,93.23624468528911,6.941386698434957,93.13071446177435,6.938025791470487,94.04251673011626,5.70892115503964
700,100000000.0,33.40670263125604,0.07888646996527683,670.0682211822228,198.03072095468846,99.99896301053158,0.1932672113860783,0.6838013702547081,294.14467356540007,700.75888374276,95.6038936713495,4.3652896601371465,3.2322546741043197,94.93025554505395,1.8506423052925394,91.97680610417733,7.961494139103176,91.90149999169346,7.8973293107143805,93.62821659399265,6.454809376109594
800,100000000.0,22.431846456936487,0.06393141892273375,665.8393973846672,200.0896440563415,99.9607997824447,0.21127642498249716,0.7537891799489131,277.90846934955994,707.0465294113668,95.39772750642169,4.585798455991812,3.370738792737183,94.43727952741116,2.2390486585206855,91.23398497661051,8.983349531922492,91.08035691320754,8.890613036299268,93.04919351066822,6.782570206651514
900,100000000.0,28.322421158916658,0.06471024654358747,673.9030583255688,202.77254645527975,100.06774958061212,0.2533849001472769,0.872361059382794,275.50246904818,718.4990890178437,95.24690652931781,4.726296754242,3.4653208608609494,94.17481490284418,2.4841153914027214,90.40880074433498,9.45767569033242,90.41424817683001,9.628772704958175,92.31534691018378,7.655028627785935
1000,100000000.0,23.190556392074683,0.06717233895512917,677.7949049701942,199.98854323068227,100.07174104912879,0.2824285126969727,1.0267388155373762,268.43581252801664,737.2470824686632,95.13353673202884,4.8633241352138326,3.4950683828417786,93.79254059022257,2.6653485158166266,90.23611753434484,9.851422905955683,90.13230138687332,9.966637514385809,90.73814329505674,9.333395072471289
1100,100000000.0,17.690416118628413,0.04855531434503871,672.2109919145092,202.98982531248382,100.10233652809451,0.32253559379451613,1.0445095828276951,266.69638484212504,735.6298844331518,95.16241363534047,4.9428607340497575,3.551341928632692,93.6389775771565,2.830462953322108,89.70818466584089,10.204037795281168,89.805076045278,10.288770564366406,89.56660618157828,9.912556158138015
1200,100000000.0,20.918446780589303,0.05782600920282245,670.6620453082402,202.5248266518457,100.13605992886325,0.3309556648397733,1.14165057017346,251.11108737249666,740.5992786828938,95.06194429374557,4.979735829341186,3.590448335855178,93.53582261683371,2.9957307537365048,89.74081918605768,10.375912465043754,89.5913754239625,10.23231441154278,89.45137104541946,10.839105360209103
1300,100000000.0,25.09258051578707,0.06037776774096764,671.078220187773,203.10881344630758,100.10994468373119,0.35518114120997774,1.2852905147714317,252.55850150381843,745.8456166387842,95.01693670746235,4.95612932397214,3.567115377301065,93.28711511981352,3.0878166337716793,89.63622874406335,10.513944844470844,89.61053445310927,10.319946731586565,88.27821170120394,11.390371338712821
