milliseconds,GP,pGP,mRNA,PEPCK,IRS,p1IRS,p2IRS,p1p2IRS,Akt,pAkt,mTOR,pmTOR,Foxo,pFoxo,PYRout,GLCex,F16P,PYRin,LAC,OAA,GLY,G1P,G6P
0,0.47231120444833025,0.17435724690716284,2.905596003305646,0.7684443792954083,898.6449355579626,-417.9439729491568,-13.070838745553274,-3.8096045422311833,1.1275517819376426,0.025178988317386818,880.25018957424,0.001045539431536315,1.0673747398674889e-05,-5.274900796042491e-08,34374.9986365895,28722.440627058157,362186.27037782804,37394.29878801759,37916666.641872466,84.66851549192813,182757.18941800442,200887.50733571898,19796.091413700044
100,0.6427035629779124,0.003749499316067728,2.903426254446861,0.7683375373585843,18.6231517308105,1434.2119989504763,10.569013482756096,8.13880705115224,1.1109767321643327,0.017458780927364137,880.251266872411,-0.001655148666929219,1.0623843213925771e-05,4.301068629578121e-08,34375.00052518046,28693.68183647225,361830.2960033059,37392.67079780726,37916666.677795075,92.32061323203297,182757.43939242867,200868.75349516078,24426.720397149573
200,0.6447049864091036,0.002566896177700997,2.9021763114800403,0.7684883105771506,24.63675600542058,1793.6813888715628,2.8283588057919995,-6.520631660545972,1.0808514853520514,0.011551139101586139,880.2489916816346,-0.0009720807053170839,1.0741480507937722e-05,-4.015016146145637e-08,34375.00094336641,28686.459160277445,361436.5380054576,37391.85226527067,37916666.68876994,91.65811215893982,182758.42737995612,200848.6452975907,26645.815538531693
300,0.6439120693907218,0.0021117717638629127,2.9015275688841284,0.7683120917050639,9.204671056609062,2408.196523773862,-17.80342953019027,-11.258489833344488,1.082567033544766,0.008738696340063518,880.2483568046118,-0.001143728173134133,1.0667357846016526e-05,-1.1204540105691945e-08,34375.00487025384,28679.64879237909,361889.978690323,37390.07891146507,37916666.74024202,96.37338869792332,182758.90032779617,200847.99803233947,27650.597155392134
400,0.6443944368041519,0.0016623730504023754,2.901471153803778,0.768132607982872,24.132705226846152,3462.1688002070746,8.545110124164863,-1.0303771897831067,1.084627846780645,0.0077001007926052675,880.251321828196,-0.0013519709819928998,1.0712228190064929e-05,-1.323881101132266e-08,34375.00323340012,28672.88239205008,361032.4775075226,37390.42576651045,37916666.721937336,112.69300984647411,182759.29142992786,200805.2705210149,28514.163840446086
500,0.6442593426984252,0.0002968088402512709,2.9005731509742083,0.7680940494907365,31.88541696399236,3050.7231671108684,19.51463967806827,-6.978306476398603,1.0525193263331576,0.05818164410262758,880.2500858680582,0.0019154119906841217,1.0709764813530814e-05,1.4748807874656812e-08,34375.00706097829,28674.831862708244,360724.5349341823,37388.40181249942,37916666.75285419,104.77876509744361,182759.67460740812,200805.13656435002,28792.48403682592
600,0.6451221813076061,0.0024338687141952043,2.8992571659195545,0.768056509898154,26.185812214281576,3457.8094368054312,3.4764406690839174,9.080144591823432,1.0582031298764532,0.043671910691467905,880.2491969144526,0.001456685614229672,1.0741936424674032e-05,-3.250351046099177e-08,34375.008424411884,28673.60560250152,360311.23589771334,37389.63237686437,37916666.7897795,112.84102977260378,182760.57924264148,200781.26335395736,28961.758935220052
700,0.6440352569652148,0.0030957988050728915,2.8988212516805723,0.7677237426106979,16.615271628393877,4155.6377822568775,-5.444113838253183,7.289441789333355,1.0640871739369688,0.06918079423750045,880.2499347820857,0.0016297350907104767,1.0621250665346079e-05,-2.634314195690391e-08,34375.006703911175,28680.44408457605,360591.12347938924,37386.91810965247,37916666.79437747,117.87816025430085,182761.39310897133,200783.42641196013,29102.731222915023
800,0.6424410408280735,-0.0003775287875794383,2.8973215091387394,0.7677202491888202,22.99732818847185,4760.78659975907,10.61767263950367,-12.883834658162229,1.0239947834444605,0.06970233837398256,880.2473460104857,0.0014666063239134866,1.0625234318373572e-05,2.402657043226161e-08,34375.007835159995,28676.934167448948,360431.0994361619,37386.76361784287,37916666.824629515,133.08987127141668,182761.73179675502,200770.46470412705,29248.65979341398
900,0.6427006258770116,0.002225389152864994,2.8972760223482834,0.7676767818101338,26.990185867951926,5136.208044493009,7.831050334045617,3.802978334645206,0.9929799598177175,0.10517010149068601,880.2501488515921,0.0016121470078210077,1.0714589943181364e-05,6.814489294191372e-08,34375.01108353971,28681.267912561612,360048.03570549126,37385.03522569636,37916666.815049976,138.5511785181326,182762.08275507405,200748.8710905186,29241.180375767253
1000,0.6446832787981176,0.0034457805409013613,2.8968405700234596,0.7673838295104013,25.018506592842265,5000.839111965246,15.374966161943107,-11.379635715569659,0.9600914862030232,0.13000491255829194,880.2496125627957,0.0011395994852183042,1.0687897844229768e-05,1.2733520029560574e-07,34375.01022678197,28684.202440155925,359585.3568526186,37384.14892785807,37916666.888901554,146.38579915661413,182762.57721716614,200752.32147457852,29286.21101291098
1100,0.6438556046257473,0.0026429344033724734,2.8951512104752815,0.7673437185040738,20.27593573504267,6682.469155230418,3.950292856127205,3.8726993273395935,0.9886864653214851,0.12790605382826115,880.249203203454,0.0008069289036892685,1.0661157330637164e-05,1.1785104639957429e-08,34375.0112656841,28682.713802433907,358854.7155737916,37384.76276951152,37916666.87122049,138.4585757744325,182762.81873821924,200740.77765792067,29262.895831108897
1200,0.6450837827107846,0.0024256050051892743,2.8950648980471243,0.7673486509666244,19.939560502221504,6415.612920315065,-4.493959651796867,4.488401256759056,0.9242077196105314,0.1981384003618901,880.246994589218,0.0038744461590507723,1.0645743912045085e-05,1.799029911530426e-07,34375.01454490851,28689.136386874452,358432.4058921097,37383.952220938896,37916666.897309825,155.0724538274037,182763.50264933496,200734.25543088204,29218.023674748816
1300,0.642835954405549,0.0017123481448634882,2.893748441576762,0.7671432923655482,17.13869483961695,7040.802453253063,29.070579462026778,6.651818989265643,0.9203922819430063,0.22065666614676538,880.2454126365031,0.0018063458396134788,1.0539893192020373e-05,6.904713373324756e-08,34375.01636702905,28689.316355184863,358740.76037645765,37383.29146742387,37916666.94034516,161.42977101942517,182762.94454733757,200731.70070139386,29359.569843363388
1400,0.6449487308567807,0.0025235761216414144,2.893832651698024,0.7669051654465703,23.028749421941654,8180.3746069629115,21.874058634631112,-9.844818127697804,0.9071487398248156,0.2203374717384324,880.248245432839,0.0027925546853389636,1.0587468684845242e-05,2.0273522092357095e-07,34375.0178220289,28692.97483051692,357888.391729405,37381.3853735024,37916666.95874908,157.97493459770416,182763.5054612352,200695.8150401174,29185.862756675397
1500,0.6437162787009709,0.0012807456751057758,2.8928400248715436,0.7668568167427682,28.205073456266696,7850.277750188826,3.944965683273491,-7.838451153987595,0.874727557649807,0.23681183753371565,880.2452024849557,0.0036222680381997894,1.0465714685852671e-05,2.6332952282763815e-07,34375.01812903684,28694.06427689159,357285.6989258074,37380.63172433842,37916666.96600663,167.7683857024133,182764.28737066084,200682.53407157407,29224.431353733988
1600,0.6457449801498965,0.001580574008039622,2.892007463447954,0.766805298659274,23.70514670683841,8476.704924507552,5.32873856192715,5.436871145746596,0.8797351523985403,0.2746277606660933,880.2467743142181,0.004067724739343606,1.0536873446330829e-05,2.5259179349944843e-07,34375.01881930955,28695.646976292337,357840.8738999975,37379.09839799359,37916666.991228536,179.04799546174144,182765.03358838594,200684.79359764204,29239.303988251697
1700,0.6426892145805483,-0.0005183040137145194,2.8919585424589704,0.7666188546430511,25.89558066193282,8855.594736338244,27.065701042774094,3.271700411030699,0.8372867878169489,0.3062063042636119,880.2433340790203,0.004946432217839294,1.044882255762022e-05,2.869391463497597e-07,34375.021288255404,28696.306451791683,357072.5719817954,37379.21088086714,37916666.97673434,182.674692520067,182765.84161540205,200671.96792972618,29254.544262500032
1800,0.6414905596354397,0.0008399141669759901,2.889981695321116,0.7667377963738727,30.319935356781606,9956.378635023168,37.120130507010664,10.375936856594695,0.7849532410009036,0.3183081181233546,880.2448103516967,0.005145089922758806,1.0460474991720408e-05,2.361432011263314e-07,34375.020131128265,28702.827068109353,356309.62136979005,37379.26538485471,37916666.99794381,185.11571524270562,182765.5111135678,200657.57331443473,29160.97973719789
