milliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
0,0.9904937489634332,7.92135517290045e-05,15.003486243916518,0.09999999999152635,0.09999999999968948,0.0999999999983049,0.09999999999994388,1.131568908973051e-14,5.945867384520318e-14,-3.898832195910551e-32,8.54011190636616e-31,-5.181406941486447e-45,-1.373377189584479e-43,4.014849478346331e-05,1.361151300501718e-06,-1.5040083139426336e-08,-2.905795593366654e-06,-0.0008394786925429991,-2.2924798503205796e-07,7.646390815836862e-05,-6.513632241397053e-09,1.614295064870531e-07,4.201231682162977e-13,1.1906502156893756e-13,4.422187590109351e-15,-4.998870686093311e-13,8.413329110249548e-14,1.4978927917495985e-05,3.3502765974616173e-06,-7.272099752708861e-08,-8.80002604244727e-07,0.0013436370725845041,-3.815008112047579e-08,0.00033749117364807285,1.179438377745835e-08,-3.664787449414466e-06,-4.40652370517046e-12,1.2737736704694948e-13,7.282715732429687e-15,1.1960839751387928e-13,-5.794084060381421e-19,1.0,1.0,2.1866227238913936e-55,6.423360856742735e-53
100,0.9230139921090628,0.07055849292625137,15.001723183165028,0.09999999999609023,0.0999999999996046,0.10000000000115537,0.10000000000004396,-2.331381626199136e-15,8.876849183988008e-14,-5.073966859992179e-32,-1.300291545971967e-30,-5.1892749911634036e-46,-1.5142869689395897e-43,0.0026946260652038457,1.0559033217214634e-07,1.1278385518616152e-08,0.00012003823901517175,0.002415922055970026,2.412326785176612e-07,0.000275956097686018,-3.303574257063201e-09,-1.8117623006139006e-07,1.37212398563263e-11,-1.678001593289757e-13,1.4105326547179615e-14,-1.3937409616322999e-12,-6.209040742225839e-14,0.0018719809787676265,-1.5125669595059671e-06,-8.692854476957929e-08,8.02281313386184e-05,0.0002737017592802275,2.5290305945226907e-08,8.517482710970331e-05,-3.9895032964044115e-09,6.975003793892789e-07,4.336805931874059e-12,5.3145283564991776e-14,-2.554305528972606e-14,-1.288541725624922e-13,4.0049176260049227e-19,1.0,1.0,2.1854734100535175e-55,6.4299663762635705e-53
200,0.8806462842776573,0.11587150785734245,14.999224484909764,0.0999999999788176,0.1000000000001263,0.10000000000109739,0.09999999999989563,2.1491953879190452e-14,-5.4466719024143054e-14,-6.551213877214726e-32,-1.2487247789797135e-30,3.9424126836051325e-45,3.771559802298059e-43,0.004209298822919022,1.9037970349187622e-06,-5.4101518524614006e-09,0.00018363916650058581,0.002417188586517371,2.0141416129889303e-07,0.0002494757327766285,2.109236848474212e-09,-4.6063736447175053e-08,-3.645753343440145e-12,2.0543857563986403e-13,1.3458545464340184e-14,-9.283298060264939e-13,-1.1256526257128805e-13,0.0028302873988634157,-1.1156661216983215e-07,2.7237979185050036e-08,0.0001257121810503623,0.0027040499562264947,-3.511686291749445e-08,0.00044301760892047825,-2.4093912731142487e-08,3.131109019240825e-06,5.241060891952712e-12,-6.034657142987582e-14,1.4638051573237848e-14,1.6190207959662995e-13,-2.626258558518833e-19,1.0,1.0,2.187712930523112e-55,6.423045493676292e-53
300,0.8066412947906728,0.17403059060641907,14.985745211728732,0.10000000001352831,0.09999999999963025,0.10000000000163078,0.10000000000001126,2.276531604990809e-14,-1.1905422767013204e-14,-8.962567652487715e-32,-1.4009745812840107e-31,-6.6635404519007005e-46,-6.090627928805277e-44,0.004928079009717456,1.9827120213923287e-06,-1.0223282109139339e-08,0.00022549575377388224,0.0073253160372307915,-6.310932879932723e-08,-0.00043003216045869966,-5.489785000591745e-09,7.318086620251241e-08,-7.203539075652865e-13,1.4954712809832263e-13,1.4556389425919044e-14,9.018983188147376e-13,6.467498725910014e-14,0.0033744401476732875,7.029840883884366e-06,-6.583995490252516e-08,0.00014915988218341077,0.003921569166605171,5.8416285324647704e-08,1.2170422260751842e-05,-2.0275483957158493e-08,5.653312335269643e-07,3.2607397026819012e-12,1.022931693027418e-13,3.9837821492254965e-14,-6.07954613007521e-14,4.767710110783727e-19,1.0,1.0,2.18552239224646e-55,6.422712041620818e-53
400,0.7536185779360836,0.24550640437474694,14.984591918775823,0.10000000000816618,0.10000000000026175,0.10000000000118967,0.09999999999998037,-3.308379137716861e-15,1.5810290153170502e-14,7.335941153428158e-32,-1.4524137030113854e-30,-4.212097153715531e-45,-2.9762932296265758e-43,0.005364115038338614,2.304674842629953e-06,-5.391150692581194e-10,0.00024510586762719076,0.008942898057705602,-2.3185233157206608e-07,-0.000689512101427211,-4.4339603327220536e-10,2.2939714187159424e-07,1.4900267256507775e-11,-1.3895720685256265e-13,7.217044729420065e-16,1.1878674208937195e-12,-2.041012854136952e-14,0.003586116848616888,2.029834406019823e-05,1.9135889547695428e-07,0.00016386180784762428,0.007107919610571706,8.468519299414203e-08,-0.0002668944238752922,-2.4607884168404315e-08,-3.0983764276933977e-06,-9.073657085421433e-13,2.036974650010598e-14,3.236879870838381e-14,-1.7047004223372912e-13,-1.1689342369841028e-19,1.0,1.0,2.1871730588815695e-55,6.419640590234839e-53
500,0.7203642402907046,0.28395544340884354,14.976835990808667,0.09999999998477929,0.09999999999972287,0.09999999999968197,0.09999999999987229,-8.401360547638864e-15,-1.7613985765612343e-14,-2.2114566113709587e-32,-3.385370515449216e-31,-4.503561077482942e-45,1.6834705577159993e-43,0.005530664757632691,4.043031578448706e-06,1.4214364365839644e-08,0.00026078057534879135,0.013057226869723526,2.8998644724469167e-07,0.000739415256302263,5.402071575531901e-10,-2.8921574022361124e-07,-1.1483321307187146e-11,6.734920882723667e-14,8.917528605960948e-15,-4.806031750670432e-13,3.361309481030832e-14,0.0037650877565127373,2.738423250194217e-05,1.1546564329782737e-07,0.00016872030792129412,0.007458476297280591,1.2315111209097561e-08,-0.00031116601829494215,3.292173973929045e-08,-2.404786583576296e-07,2.8528353840319568e-12,-1.2798500716009177e-13,-3.518053089473294e-14,3.5529686896741977e-14,6.646506165943582e-19,1.0,1.0,2.1873483699688822e-55,6.421422050614754e-53
600,0.6792394013527254,0.34060365667869413,14.968263784879168,0.10000000001236835,0.09999999999964203,0.09999999999832426,0.09999999999998659,-1.441197515833631e-14,-8.341837073161032e-14,-9.002470683801569e-32,-1.6503162100966978e-30,3.351882619722405e-45,2.6342999087403582e-43,0.005634452197061638,4.9931889477436845e-06,9.921092629352696e-09,0.00026666038857436973,0.01459812296975631,2.5217676780332186e-07,-5.98176588040521e-05,-4.5342670759026896e-09,-4.9039375487316925e-08,-1.2002165442968517e-11,-2.0136442072286932e-13,-1.0548942578677745e-14,1.3426181525451032e-13,4.447698319287007e-14,0.0037914608278503035,3.580621462546856e-05,3.5878374225939914e-07,0.000173007678255456,0.012024598318067977,1.1734370126980814e-07,0.00020258334861673172,-2.331226529292986e-08,3.2854520250826036e-06,1.8331492420158856e-12,1.1486993689812224e-13,-7.250302797339155e-16,-5.333823552132721e-14,-2.1612959026417308e-19,1.0,1.0,2.185659837173718e-55,6.419230003385253e-53
700,0.6207152281655549,0.3879990650401111,14.96569167548141,0.0999999999849277,0.09999999999999894,0.0999999999992015,0.1000000000000159,-1.410907283978672e-14,-1.0004113895676218e-13,-5.205768345238811e-33,1.2841341953595743e-30,1.7452471566127838e-45,-1.970780168258475e-44,0.005655587043485615,7.547227434337066e-06,1.295684186780973e-08,0.0002738082408184935,0.02027303727933909,3.6267918310337726e-07,-0.0003367054543386824,-6.092384301636929e-09,-1.8237594602452256e-07,1.4457369209600316e-11,-1.4234273054129394e-13,-2.6808377209095136e-15,2.3691089691265935e-13,-9.815108614011818e-15,0.0038568163360464293,4.79914904146342e-05,3.9987548804601474e-07,0.00017651169778256737,0.012373930362884998,1.5285550415539942e-07,0.00016463534639198364,-1.4640920452489156e-08,-1.7653724884743882e-06,-3.7530118691429383e-13,7.327146760157378e-14,8.653935349121889e-15,4.20397709276789e-14,6.033524168864239e-19,1.0,1.0,2.1876181046368544e-55,6.430799977091517e-53
800,0.590652500709976,0.4171026759117917,14.958918363742903,0.0999999999864001,0.1000000000002635,0.10000000000036614,0.09999999999988256,-5.22221094318549e-15,-8.227544625054324e-14,8.354122443753025e-32,-2.516945908750646e-31,-4.718967812148404e-45,-1.7058650083149829e-43,0.005730414251255384,9.287603037998574e-06,7.387773160581828e-09,0.000281148264744372,0.022348249077530084,-6.717338060648752e-09,0.0008245819495848945,1.1335353287976978e-09,-1.4515067896641731e-07,-5.393159211293865e-12,-1.7710294403995642e-13,-3.5177084508211107e-15,-1.4111641482369984e-12,9.430238678086366e-14,0.003829664272782533,5.633617681207279e-05,4.812805291744779e-07,0.00017800205559512553,0.016500733405024615,1.723684770674974e-07,0.00022922814458403772,1.4494278482662552e-09,-2.164068915718781e-06,-1.4719314525389852e-12,6.099324760389272e-14,2.11103697271314e-14,3.7788263339299904e-14,-6.266776728385004e-19,1.0,1.0,2.1865117251296597e-55,6.424369892804837e-53
900,0.5492955976695395,0.45067082995319335,14.957113204176297,0.09999999998276879,0.09999999999958005,0.09999999999880647,0.10000000000007113,2.639996249897977e-14,3.094659159913408e-14,-5.820358662658755e-32,1.7646055729594857e-31,1.869013774658326e-45,-5.115888358422137e-44,0.005771529986714016,1.1100302749802342e-05,-8.263959615322056e-09,0.0002810277039488393,0.024990374893772326,5.691281157277192e-07,0.0007604102268694552,-5.359892090524614e-09,-8.118902584834888e-08,1.0399434523550305e-11,6.824101256613441e-14,-2.9647888078077907e-16,-7.335365074175808e-13,-1.0353607332960453e-13,0.0038692773196014473,7.572992082036318e-05,6.506829120670808e-07,0.00017876376877085359,0.016924910437489307,1.818918826941703e-07,0.0008641598821118785,1.3131029641915622e-08,4.121846424984656e-06,3.989221486036433e-12,-1.2256708368762232e-14,-1.3272247578757757e-15,5.60079996657325e-14,-3.032999178512353e-20,1.0,1.0,2.1867802125269033e-55,6.42329264768051e-53
