milliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
0,1.0109534755362874,0.00011495556806687163,14.997734865474204,0.10000000000793698,0.09999999999986768,0.10000000000118486,0.10000000000005621,2.7609525006760975e-14,1.3133144168049179e-14,1.9525778171171074e-32,5.258172039789802e-31,1.2733508557249006e-45,-5.098184071520317e-44,3.753600178205773e-05,-1.0112329347822605e-06,7.828276534923888e-09,-2.937345672632829e-06,-0.00027164021596809873,4.075191833903086e-09,0.0010320725950422494,-6.0274611718817336e-09,8.148188544522194e-08,1.2838653646558298e-11,8.01086017051063e-15,1.6354306497839902e-14,4.824769890063874e-13,-6.148072177387467e-14,1.8642258259941107e-05,-2.9024322090522664e-06,-1.3877927232361297e-07,5.211631167445242e-07,0.00032818612806522553,2.4266908846912555e-08,0.0002413021911230741,1.231671455280745e-08,2.147696586120371e-06,5.769579714050769e-12,1.4112425328748802e-13,-4.1456919372385034e-14,-1.0095773675129868e-13,6.894424004434685e-19,1.0,1.0,1.7027200964611673e-55,4.996031421690682e-53
100,0.9400205519293241,0.07336690720400718,14.999005983892587,0.10000000000495166,0.10000000000026257,0.09999999999956583,0.09999999999988221,2.040132601574016e-14,-3.4715312562682096e-14,1.2106228598193686e-32,-1.099136202898138e-30,-4.370247998265873e-45,-6.906276345260815e-44,0.0027494472353121763,-1.237112507535452e-06,-1.0497177622594693e-08,0.00011833187926255338,0.002285590824332013,-2.465455895065476e-07,0.0005542559061472368,2.8205578537265373e-09,2.3571513076048022e-07,-5.667754701800034e-12,2.274752597379491e-14,5.2029507702909916e-15,-9.565929674980031e-13,1.1953564038368795e-13,0.001843248914369032,1.1840620741644797e-06,1.2287366449634547e-07,7.96813899000751e-05,0.0016586773026469057,-3.424575501508063e-08,-0.00027817415286519664,9.085775184608171e-09,-4.6687234107981196e-07,-4.079222694740235e-12,2.0521452071554122e-14,3.147477127596518e-14,4.67675498970876e-14,-6.256935666294293e-19,1.0,1.0,1.700834614679638e-55,5.001745396982666e-53
200,0.863224043296067,0.13858421415905922,14.99325214260237,0.10000000001218468,0.09999999999959383,0.09999999999889513,0.10000000000011589,-2.0306514430024646e-14,6.153857365057796e-14,5.850568092366591e-32,-3.8666169652715147e-31,-4.557255353882023e-45,9.114733481908556e-45,0.004143952852729626,6.771901845293203e-07,1.275803427339839e-08,0.0001852540229869718,0.0046524354520680305,1.294303442259337e-07,-0.00019430573043321243,-7.472990959770399e-09,5.0696693929863105e-09,-1.5297908128323917e-11,-1.1276742776335034e-13,5.287670763753759e-15,-6.248596504841954e-13,7.108344648348857e-14,0.002852280154577512,5.428022058861934e-07,-2.3281196748626835e-08,0.0001244485126741904,0.0010387598504058384,4.9849959846864576e-08,0.00042121000779363904,4.615338287321822e-09,-3.7465272900438413e-06,-1.2234070721271586e-12,1.5122274989659357e-13,2.7190738028724046e-15,-6.054757373923342e-14,4.0165565002194463e-19,1.0,1.0,1.7019584006863425e-55,4.99998445830244e-53
300,0.8228535095336846,0.18939152057621012,14.992169017130227,0.09999999998005438,0.10000000000034223,0.09999999999886051,0.1000000000001174,7.379997202293995e-15,-9.499812453280963e-14,8.110786477086297e-32,3.3209897289713936e-31,-1.7842092061887248e-45,-2.1256714989739387e-43,0.004924910904149961,2.2738256309280882e-06,-7.3470375214141335e-09,0.0002274717432433073,0.0073922688597596545,-2.02375130019581e-07,0.00013562022129808682,-1.401360021793922e-10,2.403836399923283e-07,-1.5002830813082917e-11,-1.9815202834231273e-13,8.359749015662375e-15,-1.4403862596809422e-12,4.8024596411994705e-14,0.0033660986690784694,5.04682291960516e-06,7.019707791387799e-08,0.00014979943771082382,0.005179120636164403,4.1763264891902525e-08,-0.00027817035899054514,2.045942844012891e-08,-1.3534893693634353e-06,5.637805897680904e-12,1.0503742223440488e-13,-1.323408176000961e-14,-1.3147981833122165e-13,5.29957861985246e-19,1.0,1.0,1.70275255408207e-55,5.000329881372955e-53
400,0.7661504121226803,0.24421716781329916,14.981290049134198,0.09999999999942755,0.10000000000004554,0.09999999999975738,0.10000000000012801,1.3114231050918632e-14,-5.692534171979335e-14,1.7563414828150036e-32,1.3414655712105386e-30,6.805657203552474e-46,2.836946835927773e-43,0.005308288378018473,1.2405324198621089e-06,1.354233008856971e-09,0.0002464178977041278,0.010449824304886942,1.422847402610935e-07,0.00045565376415554384,2.9767830308119276e-09,2.774264700558672e-07,4.283127254548215e-12,2.916669962638459e-14,1.4211396490046353e-14,-1.3390868906943677e-12,-3.665019591209748e-14,0.003613199769855081,1.3338542291140255e-05,9.726876758742517e-08,0.00016210902351022473,0.005884882601833746,3.611557694293816e-09,-0.00014855663761019914,-2.6007860117440478e-08,-3.4582161942274295e-06,-2.238791948242082e-12,-3.425905016185843e-15,-4.1393150073956273e-14,-1.2156228880365555e-13,3.627065562667947e-19,1.0,1.0,1.700182664633872e-55,4.990924431418487e-53
500,0.7166390131687078,0.2859211466129223,14.982553270430955,0.09999999999049834,0.1000000000002074,0.10000000000073324,0.09999999999989316,-2.1250596028216748e-14,-8.377298900472312e-14,-9.38500923212192e-32,2.1053849035265766e-32,-1.3471943949003621e-45,-1.924272027703274e-43,0.00550358973834887,4.29242653793926e-06,-9.10438620608764e-12,0.0002583692902757386,0.010970582527301502,-2.4801698656088152e-08,0.001066092539095518,3.4398368863300742e-09,-3.1454224228420585e-07,1.3615923171108842e-11,-5.6553629412363595e-14,4.038695974767145e-15,-3.2674531358311164e-13,9.659186500275983e-14,0.0037677529609854393,2.5105361173233344e-05,-6.694178104112892e-08,0.0001684929968788403,0.009631690665433588,3.9772578849649246e-08,-1.133027015471998e-05,-2.37682940047323e-08,1.7376817480549447e-06,2.850260351222611e-12,-1.8782371531321796e-13,-2.8109392897370457e-14,-1.3983318768572784e-13,-3.512602214606935e-19,1.0,1.0,1.7006289913042904e-55,5.002181026053711e-53
600,0.6701451659728417,0.3208870503654286,14.968607521652169,0.10000000001610153,0.09999999999994173,0.10000000000125425,0.09999999999988927,2.865344449111845e-14,-8.677771661793472e-14,8.294450134861026e-33,-2.195847069755576e-31,2.455950404185282e-45,-3.716927612608708e-43,0.005607590482585275,5.2954026501112445e-06,-2.5615815661512737e-09,0.0002665685816580189,0.0146648545074817,2.2402047143206248e-07,-0.0006118250879811999,6.273343800272559e-09,3.559318545429761e-08,7.331138877443014e-12,6.045699661699949e-14,-8.316390480999718e-15,5.440792770546057e-13,-1.0072361329946191e-13,0.0037898646647162074,3.4194089792171154e-05,1.7246401169987446e-07,0.0001724262522040119,0.010947335032425641,1.3087104021864802e-07,-0.00025830693422152927,-1.9033409864277596e-08,-3.1066898439725407e-06,-2.7031479545319165e-12,1.4038156943049889e-14,4.621015687547963e-15,-7.003822165312809e-14,1.5464988935659191e-19,1.0,1.0,1.702600168326052e-55,5.000002877872047e-53
700,0.6250709713046763,0.37842915648520337,14.962636704525007,0.09999999998003373,0.09999999999992537,0.10000000000063859,0.10000000000005585,-2.592351726464688e-14,-5.3742172875119444e-14,-5.676614101989613e-32,1.304017954589209e-30,-2.0322292461759776e-45,3.5418376619292087e-43,0.00573309507469982,7.210497525197978e-06,6.4172688745845284e-09,0.0002754356030811478,0.02019807775170422,5.272760783391471e-08,0.0015806672725115966,4.039761169844798e-09,-1.4917070797506823e-07,7.259103275755309e-12,-8.423232051753354e-14,-8.319447838105862e-15,-8.249247558859341e-13,-1.1375806488797537e-13,0.0038294675917012466,5.193836636401527e-05,2.184629727753236e-07,0.00017664520067264084,0.013822605761362627,1.0425487614850826e-07,0.00016407227387007513,2.1007678111899103e-08,1.4554275238220763e-06,-5.192611030765245e-12,-1.392853249332065e-13,1.2291415993629066e-14,-2.9786761701453496e-14,5.159743000583843e-19,1.0,1.0,1.702803603816821e-55,4.999740558069668e-53
800,0.5737583185577271,0.4107872244744483,14.96125853841056,0.09999999999623092,0.10000000000041236,0.09999999999911535,0.10000000000012944,1.548387034162309e-14,2.0190154567262873e-14,7.235800401831517e-32,-4.057999087136446e-31,-1.858091665105784e-45,3.741684117284976e-43,0.005737818104015639,9.764228204819686e-06,-1.293215776744168e-09,0.000281680223672465,0.023563381472099614,2.665453444653784e-07,0.0013446055788366598,-7.024411266069419e-09,-1.7365966735838516e-07,4.234835479323537e-12,-6.848526875576707e-14,9.013061018957644e-15,-7.226592662958524e-13,4.072018234390252e-14,0.003867140428083833,5.674312877422285e-05,3.078653159160354e-07,0.00017667376012394298,0.014766089429737683,1.1897089519885387e-07,0.00047328509790357765,-6.584381324024333e-09,1.5365403132258351e-06,-1.119079941689643e-12,-1.8616728533713112e-14,2.0094287220116667e-14,1.4315783506986183e-13,-3.8192610416317897e-19,1.0,1.0,1.7025273532720353e-55,4.999596662323163e-53
900,0.5529018355191079,0.4621983964489852,14.956104623494634,0.10000000001920618,0.10000000000043738,0.09999999999979227,0.10000000000001971,2.246003924358444e-14,9.131587354238474e-14,6.926224208117103e-32,2.490917314265324e-31,3.205659490771855e-45,1.1272386820362984e-43,0.005718379014478171,1.0222430659241417e-05,-2.8673468593922693e-09,0.00028442503254799413,0.026230874471778225,1.709145105801285e-07,0.00041317112877180067,-2.8057021805226865e-09,-2.8557052973178936e-08,1.776717263878392e-12,1.5973386638756612e-13,3.729378600587036e-15,8.058643887899947e-14,9.093548904694906e-14,0.003844681061784343,7.082871237474717e-05,6.596714243010479e-07,0.00017965659220085873,0.018460612577151217,1.9572318048599614e-07,0.00042121620089455276,4.1335252264361345e-08,1.6842278896568607e-06,4.416581435173484e-12,-4.209094677852899e-14,1.399404841829536e-14,5.264666402362419e-14,-3.3275214865409727e-19,1.0,1.0,1.699444351809392e-55,4.998079072644188e-53
