miliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
1000,0.5089787578057124,0.48955254136778276,14.94440125994776,0.1000000000085314,0.09999999999988994,0.10000000000144203,0.09999999999997575,-1.025080450036225e-14,-9.904584036531978e-14,-7.142787279282338e-32,-1.684584659962024e-30,1.1334478440684964e-45,3.3120988190760843e-43,0.005745596926788468,1.262617722893663e-05,1.0272560221434891e-08,0.0002873032942304501,0.02835812946843219,5.371258623045592e-07,0.0007977685722446437,3.270260923226064e-09,-2.0899421626327686e-07,1.1759452074870077e-11,1.5052526901817672e-13,2.67384228791601e-15,1.0066956989028826e-14,-9.447207980302723e-14,0.0038669605011026013,8.200733885144127e-05,6.931285990902157e-07,0.00017830223188378786,0.020520927083220338,2.2049502429307832e-07,0.0006807359194448135,5.988073501661196e-09,1.5467271933088668e-06,-2.6918461217054033e-12,2.0674945984944164e-13,1.4943785697903448e-14,-1.576421297516493e-14,-2.3708135255859717e-19,1.0,1.0,2.4363582340280536e-56,7.08219069622225e-54
1100,0.49101645478544337,0.5107530276215417,14.943014292721774,0.09999999999803393,0.09999999999967447,0.10000000000130554,0.10000000000007221,1.2625966653321295e-14,7.195397719463826e-15,-3.8465303827604035e-32,-1.1632786684547006e-30,9.315004368393686e-46,2.0825693898836834e-43,0.005793560179153178,1.4169082375650642e-05,1.5639256895545556e-08,0.0002938061004256149,0.03186105875347703,4.691228731700968e-07,0.002380262053165243,8.688231416158364e-09,-1.6920942219697093e-07,8.44516029098993e-12,-7.591744652282415e-14,-3.6479974982033596e-15,-3.0998120610027925e-13,1.143325873076928e-13,0.003832142130704443,9.51322644122117e-05,8.397744699807148e-07,0.00017852740413188068,0.02379369405550959,3.0616847129529284e-07,0.001038430805486227,6.55348941739358e-09,-8.910634303957278e-07,1.0560177137033079e-11,-1.1697461731207345e-13,1.7690397692388615e-14,1.305250830955335e-13,2.798357768221665e-19,1.0,1.0,2.4205237170709217e-56,7.202204603386216e-54
1200,0.46138093485806436,0.555078392283598,14.931254002159303,0.09999999999853687,0.09999999999983931,0.09999999999877612,0.09999999999998849,2.5178117877710518e-14,6.034010085752667e-14,-3.9028354514972994e-32,1.0868265201590206e-30,5.219480124831626e-45,-3.3431443789214666e-43,0.005771805858063617,1.4212716095341863e-05,2.3883526183070546e-08,0.00029348632646251027,0.03368817537022237,7.787195800032719e-07,0.0036114086356700825,5.200154536263728e-09,-1.369107067598905e-07,3.207785974809046e-12,7.661282360303436e-14,5.4912059843030535e-15,-1.110272098707045e-12,-1.7717161436192688e-15,0.003834970031627283,0.00010947845304493578,1.4115802545089983e-06,0.0001803781397568171,0.02529566060255646,3.282201682320008e-07,0.001137674993567238,9.207907697969001e-09,3.5739604207576862e-06,9.86806191125344e-12,1.9748992953039751e-13,-1.2854746024470952e-14,3.7120284705690274e-15,5.591354756209538e-20,1.0,1.0,2.4173461646805558e-56,7.113170801782894e-54
1300,0.4227367027342458,0.5794959071463118,14.932909135416807,0.09999999999799546,0.09999999999962927,0.09999999999878174,0.10000000000012056,9.608172279732597e-15,-7.873652147557524e-14,-6.850683212776061e-32,-8.4939809226642e-31,4.336081590938854e-45,2.269503796939322e-43,0.005750140006472089,1.6610982005284372e-05,2.6665446143302825e-08,0.00029889823798550595,0.03866862141784566,9.381652147565408e-07,0.003550982693530996,2.787009201732665e-09,-1.0447549247075097e-07,4.126742525598045e-12,1.9347131125593602e-13,9.597745567088769e-15,3.0411438263076625e-13,-1.0085156520282809e-13,0.0038478629279055207,0.00012051688382104181,1.727841110078758e-06,0.00018183220384263558,0.025989885283142635,3.6174824680626516e-07,0.0013741606138932686,1.452414128067439e-08,5.487796516129085e-07,3.877853027669096e-12,5.313167268163002e-14,5.639159138581896e-16,1.9320776608965428e-13,-4.631678225429422e-19,1.0,1.0,2.440835291892957e-56,7.132905478568727e-54
1400,0.3966809980222276,0.6087208324849153,14.92541273769931,0.09999999998027571,0.09999999999997326,0.0999999999988983,0.09999999999991947,-2.0248747679279272e-14,3.2601598347543644e-14,5.891065325541141e-32,-6.572144406096309e-31,-1.2757866210209301e-45,1.1294647728154394e-43,0.005781243981431002,1.802095457248019e-05,2.364604625591554e-08,0.00030408143017893825,0.03973603998170675,1.2360218990648298e-06,0.004213567958028606,8.984863663168687e-09,3.8583025731873023e-07,2.575897273023594e-12,1.2764322365757805e-13,-1.2425809364340801e-14,1.0874970621298458e-12,-3.4904105734048963e-14,0.003834816756370761,0.0001225071342748868,1.9386800445890367e-06,0.00018382360271259154,0.03064930537477656,4.3455847055025796e-07,0.0016728194285326194,2.9438571637513444e-08,3.1546733737556105e-06,5.958528201017938e-12,2.426590712231799e-13,5.6766645977137945e-15,2.5791263558306605e-13,6.309127066887593e-19,1.0,1.0,2.424706930126868e-56,7.160563801300512e-54
1500,0.38583905595975354,0.6220453914849509,14.917021167405117,0.09999999999095084,0.09999999999981075,0.10000000000003444,0.10000000000004022,-1.2370701384160864e-14,1.139861573391993e-13,1.0148978247943985e-31,8.893175205707591e-31,-2.001812954610789e-45,-4.917726848784587e-44,0.005805964305299287,2.049214870514499e-05,2.5472188254030192e-08,0.0003046487253885484,0.04205605247479261,1.7703277253289994e-06,0.005740431067044637,1.150006681158042e-08,6.832418098570043e-07,2.008616387975602e-11,-1.52657638818254e-13,2.269457819587886e-15,8.298406558966324e-14,-1.1550770182780292e-13,0.003860976710465107,0.0001329655730137646,2.0181416728887787e-06,0.00018155806680272997,0.0324056501067504,4.416030714799848e-07,0.0017277628122863177,9.103827794061489e-08,6.270626148084047e-06,1.3440926719371594e-11,-4.672343366880858e-14,1.8263878404470154e-14,9.869952953062973e-14,3.4498585099814463e-19,1.0,1.0,2.436258156457261e-56,7.199418492452416e-54
1600,0.34974623404998906,0.6464255289010646,14.91545292728728,0.09999999998179486,0.09999999999969456,0.09999999999857916,0.1000000000000526,-2.2901848536487588e-14,3.755704015400267e-15,-8.832778858581786e-32,5.572945877134315e-32,1.0320017660265705e-45,1.7273016237045156e-43,0.005812987613276439,2.33037472264022e-05,2.6452991282230345e-08,0.00030382216425583087,0.0451849160972304,2.018499783126362e-06,0.007522491099627975,9.045816025438338e-09,6.407238672826256e-07,2.4712163375617565e-11,-1.240752550620453e-13,-2.924696827607692e-15,-6.123240065022623e-13,-1.0299209098003202e-13,0.003806827065711073,0.00014823571758278083,2.3803708687285634e-06,0.0001828123341613847,0.03254551624952708,5.118135884602032e-07,0.0022707788055582687,1.071821506641463e-07,7.407993622757949e-06,1.8101541041285313e-11,1.484530770546875e-13,-5.987491187621741e-15,2.0149998921754314e-13,-2.8900869188098955e-19,1.0,1.0,2.4318520852429987e-56,7.164921779965902e-54
1700,0.3185849995369602,0.6685364607897168,14.905724251869897,0.09999999996300542,0.1000000000001128,0.09999999999998607,0.10000000000009242,-6.3295086930431524e-15,7.501164466362196e-14,5.373539034236111e-32,1.2652854062226301e-30,-4.078488936903265e-47,-2.727557621931479e-43,0.005779907243177037,2.488749112280907e-05,5.26457394383303e-08,0.0003098165503261583,0.04942302608596311,2.2490887887137707e-06,0.006874558658585937,2.298300108957853e-08,3.5936709601564864e-07,1.2249532752795318e-11,1.7989587314926907e-13,1.8115045231043934e-14,3.531827474141161e-13,-7.59580423493992e-15,0.003836862817179787,0.0001504339291722288,2.862144888319844e-06,0.0001846068742211264,0.03649549758122641,5.330621332807782e-07,0.0023884850373296312,9.18636540962634e-08,8.64568542452416e-06,1.717291407476322e-11,2.7853561011898725e-13,-5.413915970464717e-15,2.0978141416101477e-13,8.07639279639397e-20,1.0,1.0,2.414579052894752e-56,7.156388354985988e-54
1800,0.30836656943323176,0.6861827833353,14.897179847390632,0.09999999996896414,0.09999999999993499,0.09999999999942087,0.09999999999997884,7.565559952982775e-16,2.0996095987446365e-14,-5.016052308143356e-32,-1.620682445580703e-30,-1.9875901248908976e-46,1.0261371007182321e-44,0.005791499152545566,2.525183831860479e-05,3.18386705749255e-08,0.0003121808322447804,0.050552419370499216,2.3077870773605703e-06,0.007686510430319873,2.5735000222821038e-08,6.75135509591187e-07,2.9220792026117396e-11,-1.0062821179078706e-13,-9.836461061220083e-15,-2.6966647554149057e-13,2.8076262681666676e-14,0.003819749387704868,0.00016548219340050107,2.931124964555459e-06,0.00018545555876706499,0.03660155652150594,5.848415431776416e-07,0.0035426484410284527,1.2704493848440128e-07,1.048937058740342e-05,2.9490179038962527e-11,4.2169422044169563e-13,-5.36495775640853e-15,4.1002780661641377e-13,1.0958194746423197e-18,1.0,1.0,2.4262785794665517e-56,7.104493781624291e-54
1900,0.28498375600968706,0.6991821303689624,14.890178335951669,0.09999999993194335,0.09999999999921255,0.09999999999779698,0.09999999999991528,-4.174120597766483e-15,1.7964031266578755e-13,9.310004870317674e-32,1.022140459638562e-30,-2.4183315319099992e-45,-1.6347550356930555e-43,0.005817522022051221,2.8095383334213535e-05,4.924522503880095e-08,0.00031251258546391534,0.054548607309433166,2.6486489588955263e-06,0.00996046923717195,1.746271020511577e-08,1.251534703796351e-06,2.5219518397565796e-11,1.2776348922941196e-13,-7.2806622159135e-15,1.2104163762519358e-12,-5.3217942566458225e-14,0.0038539755902226368,0.0001668266090726948,3.379929850948404e-06,0.00018587831691598228,0.03909812616369551,6.902356974632571e-07,0.0035470694946866427,1.4404335533833813e-07,1.2143721282684843e-05,3.732564528181346e-11,4.0582912589676627e-13,5.638333200965242e-14,3.1622522251375703e-13,1.0046189968224552e-18,1.0,1.0,2.4385606778780863e-56,7.128670621033878e-54
2000,0.2753040561098917,0.7295830357704086,14.890125015773645,0.09999999992831733,0.09999999999935462,0.09999999999706434,0.10000000000004032,-4.9225175491377204e-15,1.0079861303342635e-13,-6.559203141265518e-32,1.0542664169927932e-30,3.0145229814734505e-45,8.786872148636482e-44,0.005782293746663663,2.794046324971965e-05,7.118828594421094e-08,0.00031629177321820947,0.055488987693074344,3.2955656596100436e-06,0.010570751610990085,3.136673164836162e-08,9.427101126332795e-07,1.9762817834769774e-11,3.3500438768183665e-13,-6.5228184775219576e-15,2.0421449999455726e-12,5.809752657566402e-14,0.003834823426375086,0.00017899665321374945,3.771572207700135e-06,0.00018630476061732733,0.041760664172553294,7.29351023121263e-07,0.004421988082348416,1.8453972348142704e-07,1.8439190525654363e-05,3.115698683198798e-11,6.239385639105468e-13,1.840425602367051e-14,3.785166348115539e-13,7.312914426514834e-19,1.0,1.0,2.4261346735540518e-56,7.179910620647346e-54
2100,0.27210710766718715,0.7492981515217899,14.883724818849839,0.09999999989955909,0.09999999999921558,0.09999999999770236,0.10000000000007453,3.6456530885706844e-14,8.336381052997668e-14,-5.379041252255445e-32,-1.0293627949538234e-30,4.974075647614236e-45,2.5018072109918714e-43,0.00576531931630812,3.2292717545323054e-05,7.61670951012276e-08,0.00032386719398971007,0.05707442076228846,3.3092401820980473e-06,0.012027111702406378,3.036497357517507e-08,1.6103510084070032e-06,4.87344688027468e-11,2.7479317088670784e-14,1.0695644955824478e-14,1.9286556153986395e-12,1.366181121759172e-13,0.0038289831390056796,0.00018483475341597776,4.180717965300414e-06,0.0001880577983142234,0.042473571405955514,7.603777675619273e-07,0.00449101066989721,2.0887084807790532e-07,2.0674758079207703e-05,3.8397585117157564e-11,3.9176746695965355e-13,4.9261646468493135e-15,6.746272682051634e-13,1.0556806252008602e-18,1.0,1.0,2.433122866842738e-56,7.138775955359528e-54
2200,0.2507555043399031,0.763739897082585,14.87479755545048,0.09999999989282435,0.0999999999986639,0.0999999999974076,0.09999999999990788,5.35906132655644e-15,9.89346267401324e-14,8.065533202751528e-32,-1.0751261888087248e-31,-3.965139209433535e-45,-2.7334869353572124e-43,0.005761243116746561,3.227240034139549e-05,9.16007534626663e-08,0.00032035988901664306,0.06041001754826262,3.6105419016002133e-06,0.013443519426535046,3.645141185628227e-08,1.9639581862794555e-06,4.451155326445399e-11,3.952398175349216e-13,1.0108884870457017e-14,1.5764670167825603e-12,1.4526548660640989e-13,0.003815901240553076,0.00019297260947741726,4.271463388913687e-06,0.0001871845812127597,0.04458715436190352,7.98471307434777e-07,0.004997671933615711,2.4713384210906177e-07,1.9536336452704416e-05,5.004893656391354e-11,8.287600502210809e-13,5.425339232570029e-14,6.827036973392505e-13,9.184713055221324e-19,1.0,1.0,2.4381794250983304e-56,7.171779649637492e-54
2300,0.2475863253675376,0.7574476965502951,14.866883072354735,0.09999999989985772,0.09999999999900275,0.0999999999979589,0.09999999999978357,4.104724634428471e-14,1.8046445948107069e-13,2.967783673949877e-32,-7.734849593718085e-31,-1.0753904262231742e-47,9.074848908025951e-44,0.005760575285508077,3.47172563069811e-05,1.1393394817570607e-07,0.00032342094334602954,0.06315655037464822,4.371561444569127e-06,0.014590900188171885,4.8471025922720757e-08,2.1250995555896823e-06,6.28617388837172e-11,1.220451612973784e-13,-4.831016076357178e-15,2.8298276543868406e-12,9.540577145776127e-14,0.0038209767706964166,0.00019881350609593078,4.607411786221967e-06,0.00018701183547620368,0.04821660350004313,9.282256782362318e-07,0.005917781985081794,2.70953755464534e-07,2.1083073440240598e-05,6.020446295075692e-11,7.513022838132473e-13,1.1208087269581207e-13,6.932884080034168e-13,2.3042580614254184e-18,1.0,1.0,2.447779255870376e-56,7.157832074334187e-54
2400,0.2278990143904119,0.7886697155285003,14.865782381075775,0.0999999998907392,0.09999999999819124,0.09999999999597915,0.10000000000000343,2.8262392050647066e-14,2.713115154844154e-13,3.094571907133333e-32,3.337839298465176e-31,2.3768426425510216e-45,-3.005063340776666e-44,0.005851915776605264,3.697456520253236e-05,1.0385618127514872e-07,0.0003309098284369256,0.06678253967506471,4.7559960963163694e-06,0.016112906786460247,5.542400545473229e-08,2.0653147042065595e-06,4.8867682925135045e-11,2.273195072182364e-13,2.4628334677254882e-14,3.696801832231583e-12,2.016419139431516e-13,0.003815484464937935,0.0001998093109819863,4.8732593450762e-06,0.00018948318430910086,0.04852611846182864,9.304518505312626e-07,0.006462633878863126,2.630475499449887e-07,2.688754722234729e-05,6.281815834056484e-11,7.770655435393566e-13,9.551054722087167e-14,9.374617150884773e-13,2.480769895312771e-18,1.0,1.0,2.4219925894898954e-56,7.16050671372877e-54
2500,0.20302458849519944,0.7782297526334786,14.860505278185725,0.0999999998554324,0.09999999999798431,0.09999999999401633,0.09999999999988936,5.949352144148703e-14,2.593983214440626e-13,-3.6771631650111916e-32,-4.164818577102523e-31,-1.5206382977324823e-46,-4.330266273688808e-44,0.0058513362374823215,3.888860147365767e-05,1.4038570091278e-07,0.00033233174637360257,0.06685326325361193,4.679686527300662e-06,0.019264320777480814,6.886515447428538e-08,2.349283743906557e-06,7.214931091828342e-11,6.148171822623225e-13,3.0621853194122873e-14,3.238284861893786e-12,1.0259156246318807e-13,0.0038412348406214624,0.00020888648985963303,5.267644245064625e-06,0.0001897879578047444,0.052240637015775956,9.855218959762949e-07,0.006544693814294279,3.1580724446837304e-07,3.112095210487972e-05,6.700909713381514e-11,1.2478419387677423e-12,8.743389948391898e-14,1.054754559778102e-12,1.966250131188676e-18,1.0,1.0,2.434864015657662e-56,7.132215707912321e-54
2600,0.21231606530587782,0.799725293889712,14.849502153281021,0.09999999983236967,0.09999999999839629,0.0999999999956348,0.09999999999978525,4.613517498012481e-14,3.578623617034168e-13,-7.202342939309011e-32,1.3424436123947909e-30,2.1014135869234196e-45,-5.761795522226465e-44,0.005797040211205062,3.9924077882116744e-05,1.396771494795503e-07,0.0003341590616681483,0.06797058054450955,5.557847611127648e-06,0.01998161578641527,8.180167103220744e-08,3.01150913298792e-06,8.025942816921635e-11,7.553416133451069e-13,1.1858939284297102e-14,4.604306060369356e-12,2.614562647564822e-13,0.0038140324314112524,0.00021394396469190467,5.490603049493132e-06,0.00019165133359881005,0.05296053019530814,1.0825145075917406e-06,0.00766018337523872,3.4325269763076706e-07,3.42872066305043e-05,8.542579691520495e-11,1.1946960090111905e-12,1.1067571847289576e-13,1.2336022301671438e-12,2.4587797805279015e-18,1.0,1.0,2.418014409416571e-56,7.12670887713799e-54
