miliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
0,1.0055384191592105,6.13036859214248e-05,15.003273639260584,0.10000000001911812,0.10000000000037214,0.10000000000089346,0.1000000000000198,-1.8837176544654423e-14,-8.379584565744737e-14,2.3289650913238e-32,-1.0857883729307264e-32,4.8434294881843104e-45,1.1341114011240927e-43,-1.3264521886421703e-05,1.0743191742513713e-06,-5.525900542586646e-09,-2.3585726703811304e-06,-0.0011937394343984663,7.33626552545356e-08,0.00030970965266246804,-7.145740519231206e-09,2.414802258453677e-07,5.727490986354461e-12,-8.978218020573212e-14,1.4448411228093817e-14,6.906609494285548e-13,1.1714888182123276e-13,-7.757722463663088e-06,8.13436088259031e-07,1.7817113467568218e-07,-1.3186631310501284e-06,0.0012058824808531148,-6.86390121404634e-09,0.0001819537561026257,-2.678329100084689e-08,3.2881231368850215e-06,5.400408538872605e-12,4.221662463428741e-15,4.01946429592743e-14,-1.4886226176977077e-13,1.2998177349278862e-19,1.0,1.0,7.30561169414374e-56,2.14210317765052e-53
100,0.9347545609066559,0.07397343830322686,14.99762558648825,0.09999999999631846,0.09999999999967842,0.10000000000142736,0.09999999999995515,-3.910505725472077e-15,6.370084013296381e-14,8.865171540000782e-32,2.214125604519332e-31,-5.156284240069545e-45,3.4983222615416506e-43,0.002781457715761297,1.2745102515315363e-06,7.653716818945226e-09,0.00011560942970898183,0.00010735403249392123,-9.115197948051923e-08,-0.0002887566763481653,3.9449887259127144e-09,2.9968453962025295e-07,-1.2656396871742156e-11,2.3561780518517763e-14,1.6208478930609334e-14,-1.1894005434724507e-12,-8.931642268512497e-14,0.0018818172741017199,1.0609181748680736e-06,5.069110170813642e-09,7.800473738655749e-05,0.0010622140783012185,2.3527475106037913e-08,3.650345346764807e-05,1.078020533437614e-08,3.5279008748928186e-06,-6.548456909176136e-13,-1.9065497682237538e-14,3.0394936116530014e-14,3.726288587973837e-14,6.157684356010985e-19,1.0,1.0,7.282019602337897e-56,2.139177356391885e-53
200,0.8704956983779286,0.1264503647239695,14.998056134669014,0.09999999998453456,0.1000000000003772,0.1000000000013513,0.09999999999996821,-9.531133910713632e-16,-2.3113525180642346e-14,-5.531947569516798e-32,-6.437724286591331e-32,-5.2412636893193423e-45,1.823063052708677e-43,0.004149664093768418,7.046625890984438e-07,1.1525439462850664e-08,0.00018830740001039205,0.003318686019968567,2.617554553026263e-07,0.0009384881013465493,7.96968709508203e-09,2.928096514795309e-07,-7.85198865212069e-12,1.995963338182512e-13,-1.4704626896196463e-14,2.7892073362928204e-13,-4.027114346046947e-14,0.0028485576553430514,4.395347281144684e-06,-7.083431588811762e-08,0.00012689093251512436,0.003394589830306104,4.495013252918609e-08,0.00039044416181598313,-2.9996891333729984e-08,-3.365445473674619e-06,5.0675525619424855e-12,7.340163220930568e-14,-3.115736527264478e-14,-6.530009764250003e-14,-3.264100851116505e-19,1.0,1.0,7.276242831747272e-56,2.13898700202885e-53
300,0.8255541106302113,0.17775792548138927,14.991840299941105,0.10000000001143951,0.10000000000036559,0.09999999999934295,0.10000000000009353,-2.1896356361950155e-14,3.5295176684191485e-14,-1.0784351465884863e-32,1.5592396224161949e-30,1.1443762896842132e-45,-3.653105985145953e-43,0.004928961578346033,4.4256122726140005e-07,1.1972289583435838e-08,0.00022278709093538073,0.0059201450583283065,-2.6659387617760697e-07,-0.0003332682242836036,2.1044246864878172e-09,-1.3103539299381857e-07,1.2877026325084429e-11,7.079314527047025e-14,-8.587648341891144e-15,9.20835447177319e-13,2.828795692040533e-14,0.003354728403899342,8.160450180770393e-06,1.8142027712560735e-07,0.0001499532652487046,0.0030393935738493795,-4.228266138700876e-09,0.00012702368959649564,1.1412637167852232e-08,-6.842642150116666e-08,-4.333653823373999e-12,-5.592999107306931e-14,1.5116789678646615e-14,-6.423673043621105e-16,-4.029449728579378e-19,1.0,1.0,7.279556424281106e-56,2.1467328340683895e-53
400,0.7538086242285731,0.24020435039744029,14.982482378526008,0.09999999998117823,0.1000000000002815,0.10000000000006792,0.09999999999989818,-6.046765658314077e-15,8.342374505530228e-14,-5.008177680759043e-32,-2.9164905161816e-31,2.7574854895893407e-45,3.306094082069829e-43,0.0053648451373386925,2.352570326269616e-06,-4.53956191441551e-09,0.0002462256244054508,0.010161600341748102,-1.069234763411443e-07,-0.0002962836881142307,-7.0961882437232765e-09,-3.67055745796722e-08,1.0388098780294786e-11,-1.1555166955223761e-13,-7.479048760301428e-15,5.240590910150979e-13,-4.088331416992544e-14,0.0036084217668187063,1.7872806695457115e-05,5.6603353840806266e-08,0.00016177116378126463,0.006089986013305084,6.585273338776931e-08,-0.00024148109204498875,-2.740957843944876e-08,-4.815846481055031e-07,-7.302094401816568e-13,-1.695487694340777e-13,1.1441569927792319e-14,6.143502445295853e-14,1.431874609533163e-19,1.0,1.0,7.28975984802915e-56,2.1428085136927826e-53
500,0.7191726132538435,0.2905100515889492,14.978776772779144,0.10000000001644087,0.09999999999972349,0.10000000000105073,0.100000000000079,-1.7718806928342701e-15,-9.146997910337688e-15,-6.230747157166825e-32,-8.39323801037346e-31,-3.669074060588424e-45,1.8660712694423812e-43,0.005507345283540599,4.108173687840909e-06,-1.2836495777589506e-09,0.0002592434761499902,0.013669971598949043,-2.2309105522470335e-07,-0.0006251938104044595,-6.7320746766299045e-09,1.215388904899316e-07,1.0312667043831198e-11,1.817162030900085e-13,4.0494888686875355e-15,-1.4661952826900396e-14,-5.5943725850739316e-14,0.003725177001274822,2.9751030227574753e-05,-6.875662769376809e-08,0.00017026855402293495,0.009281169768543427,6.852260252294334e-08,0.0004813573641228512,7.86525858932771e-09,3.2336740232481277e-06,-4.8948027057737866e-12,9.049450250536775e-14,-1.6868922254848612e-14,7.64222359827333e-15,-5.90416129216789e-20,1.0,1.0,7.307507784964715e-56,2.1467666129242945e-53
600,0.6722776122637396,0.34150872155646156,14.975692218738809,0.09999999999254758,0.09999999999979864,0.09999999999875726,0.09999999999994065,2.399099361621761e-14,-7.26813345053044e-14,7.150185125903371e-32,-9.685997771142142e-31,-9.706992060440227e-46,3.0091250240512707e-44,0.0056669904788206864,5.352125809534694e-06,-9.325858861891844e-09,0.00027074809938470193,0.017538270590660657,2.3995753218107016e-09,0.0002136767142780434,7.210006519315788e-09,2.2090145109582806e-07,1.1324569009739974e-11,1.213485445263791e-13,1.1902349541841193e-14,1.253364828756247e-12,-3.8342130319982366e-14,0.0038094590633379723,3.520884225526743e-05,3.469694892165392e-07,0.00017464271934044544,0.010286576403373004,7.135624845210221e-08,0.00023660537694127342,4.9954970971561885e-09,-3.6417984322179304e-06,-3.333767769137723e-12,9.799460305129782e-14,-2.8003320681544936e-14,-8.843554838192093e-14,4.259597972470306e-19,1.0,1.0,7.28526947240747e-56,2.1368161166521383e-53
700,0.6271445621516062,0.3866719895305567,14.970155677057496,0.10000000001845238,0.09999999999974182,0.10000000000091945,0.10000000000011729,2.8232179116450883e-15,-6.190779949651139e-14,4.948679400818574e-32,-7.292031553332208e-31,-5.257169403938443e-45,1.6543580383282163e-44,0.005684790458961264,7.767359295698308e-06,-8.247378391990978e-09,0.00027092741469149037,0.020467459335944224,3.7370712401107233e-07,0.0012069541591826754,-2.804071486726721e-09,2.264084454596443e-07,-4.6201524710710085e-12,-1.8174252967523518e-13,4.0438532803549565e-15,-1.5361924539133798e-13,-3.8649621030571266e-14,0.0038435529891323508,5.071541508953654e-05,1.7850260929523974e-07,0.0001752605627695901,0.014151209604381716,7.884294793908294e-08,0.0002840562134615656,-2.6123599634498432e-08,3.449760502835085e-06,-2.4474353864131437e-12,-3.299072106616872e-14,1.438154101356405e-15,-1.55540575807746e-13,3.808477370244094e-19,1.0,1.0,7.279816744284557e-56,2.1449073079094105e-53
800,0.5952725076263766,0.4081586958846135,14.958683470025319,0.09999999998479629,0.10000000000003932,0.10000000000113646,0.10000000000005375,-2.8133999463024356e-14,7.723239003768457e-14,9.975575943429928e-32,-1.6712169592545723e-30,-9.222706091084184e-46,-2.711472555896654e-43,0.005744516652709738,9.47496511808599e-06,1.6814966765941614e-08,0.0002783533021466396,0.021527314558154133,3.382969171318146e-07,0.0015223317116388486,-3.954003620332395e-09,1.855215633326943e-07,1.0083689185810711e-11,-1.5925499561506568e-13,-1.5470535185761585e-14,5.92059013810534e-13,-3.054817211803504e-14,0.003819740479950933,5.7002611097997374e-05,2.598489974572596e-07,0.0001762060964660556,0.014825194355745287,1.8171515118892467e-07,4.761760331369795e-06,-7.335953731776761e-09,-1.3474179914916037e-06,9.11882526936621e-13,-1.7928081992926634e-13,1.2435477987061307e-14,7.667433116035128e-14,2.4808770545841167e-19,1.0,1.0,7.280878621071879e-56,2.1417147299084714e-53
900,0.5591024031225961,0.4446943994227394,14.952864756704503,0.09999999999676214,0.0999999999995597,0.10000000000012324,0.09999999999998725,2.0360344184309925e-14,-1.4918504439224088e-14,-4.1440413247563287e-32,6.468213988381262e-31,-4.329315743654142e-45,-1.1109855252104058e-43,0.005763274710334079,1.1539999850815761e-05,-4.858429513045284e-09,0.00028316947419041756,0.024638626258111522,6.349176634423798e-07,0.0013494012489364945,-2.3049870756211616e-09,-9.119471189518326e-09,-3.7169975371997013e-13,-1.9541208705295113e-13,8.105236970389793e-16,-6.156247334891888e-14,-2.2763116138210847e-14,0.003882725895841489,7.287771530722772e-05,6.059225970436023e-07,0.00017961659494681825,0.017193726280096258,2.214919537780926e-07,0.00017126107395870578,4.0555009189816855e-08,4.110841039841875e-06,1.811188437833149e-12,-9.804304205275298e-14,-3.113702756747247e-14,1.1910889667800942e-13,3.8380537360621828e-19,1.0,1.0,7.2719943545021945e-56,2.139614575875643e-53
