miliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
2700,0.19411417731020614,0.8015533398064398,14.841539675212825,0.09999999981500989,0.09999999999795835,0.09999999999396611,0.09999999999980497,4.3508341848182095e-14,3.9371000234989375e-13,-1.102488997079522e-32,-7.747739209941871e-31,-3.8837701154556145e-45,-3.5000275790658524e-43,0.005839001846657901,4.2688360024289144e-05,1.6707623778619935e-07,0.0003389245851662237,0.07258714840659872,5.783106830440021e-06,0.022083391655099698,8.813758683998563e-08,3.767779744464492e-06,9.672349384879311e-11,8.879964389899761e-13,3.316759206693394e-14,6.013909001698559e-12,1.7854093530939398e-13,0.003800205455389884,0.00021449871015771863,5.968957754123563e-06,0.00019167011588014273,0.055076894470882064,1.1652934283547554e-06,0.008314920987843295,4.2824986431574283e-07,3.954783318600005e-05,8.468323627330396e-11,1.5357410930414571e-12,2.0475456568809087e-13,1.4430896910920577e-12,3.607224111109995e-18,1.0,1.0,1.2140631838049247e-55,3.5752032802449403e-53
2800,0.17563788702000083,0.8056722399826811,14.841313681179951,0.09999999977428929,0.09999999999689135,0.09999999999285665,0.09999999999972826,5.891949405300665e-14,5.038238588868755e-13,5.164019252645062e-32,1.7841499970939905e-30,1.4362077435941383e-45,-1.86721414266474e-44,0.005813740672348272,4.481432117586273e-05,1.9274841194946862e-07,0.0003400032713542415,0.07479454876028323,6.423430896178421e-06,0.02226213940827969,9.915003512901116e-08,3.8106008056686163e-06,1.0114005161338755e-10,7.510793139322568e-13,2.4310577343922033e-14,5.633329413217256e-12,2.8242489209324556e-13,0.0038041907728796867,0.00022526717820719466,6.047299457849332e-06,0.00019315655942281598,0.05580518428812825,1.22551040011144e-06,0.008649401419555829,4.1893618490620285e-07,4.500819513539917e-05,9.681272694868688e-11,1.7591217358564136e-12,1.8738717742939324e-13,1.8565882050747583e-12,4.4216085057839144e-18,1.0,1.0,1.214653109227814e-55,3.5726315610349597e-53
2900,0.16251231442678118,0.8147934353788128,14.831575022372744,0.09999999976073434,0.09999999999653376,0.0999999999916822,0.09999999999949198,7.554062277847412e-14,6.814721222088484e-13,-2.1167978694420677e-32,-6.985355496398242e-31,-1.6202815319554637e-45,-3.524465891703971e-43,0.005778215214585409,4.606408622581317e-05,2.3119844931331655e-07,0.0003414599221432524,0.07472546950640586,6.488779632245637e-06,0.02445014108430202,1.1283651479460308e-07,4.572284872021431e-06,1.2639227335258207e-10,1.0382672952732943e-12,5.348602170128566e-14,5.87165523856214e-12,2.7288433397652015e-13,0.003811051461893759,0.00022964634859910573,6.300344296412958e-06,0.0001906219065544138,0.05711256855141077,1.3468310381686295e-06,0.009113643503934907,5.004142036776254e-07,4.7100303883675926e-05,1.0670629238333482e-10,1.8957801125964702e-12,2.0479937073518812e-13,2.2240767857977747e-12,5.766525885647858e-18,1.0,1.0,1.2159883348983076e-55,3.5642425236281772e-53
3000,0.17466871753692706,0.8379620549892975,14.824552578739375,0.09999999971945599,0.09999999999628317,0.09999999998950783,0.09999999999963143,9.882413495690396e-14,8.714359457617902e-13,-5.874315637048014e-32,5.80898340165757e-31,1.4282247445214244e-46,1.8349802203404998e-43,0.005833614130541554,4.878150557235122e-05,2.293121546682174e-07,0.00034115425157481906,0.0761292435226783,6.940675806470639e-06,0.025847011782320146,1.2401377344448584e-07,4.835680879976604e-06,1.5519169720121112e-10,1.3792938754093077e-12,7.003833880350652e-14,8.168274227167056e-12,4.966190994866697e-13,0.0037985214743364876,0.00022819079747895852,6.5376758513505936e-06,0.00019342645218963108,0.061193894339840633,1.3433671253228604e-06,0.009967085172948918,5.656648926227044e-07,5.381581147519256e-05,1.1602883937157533e-10,2.258376531781201e-12,3.0549609036936537e-13,2.190859627273949e-12,5.673139922122061e-18,1.0,1.0,1.2166195912053283e-55,3.5707793627277926e-53
3100,0.15481741421622672,0.8378589222257018,14.820566287149674,0.09999999968303656,0.09999999999587235,0.09999999998654749,0.09999999999936796,1.3648928595118117e-13,9.852525755188815e-13,9.314658189966047e-32,1.7431471154606345e-30,3.1033550739878346e-45,1.0276382800171144e-43,0.005819242501276743,5.023222695473094e-05,2.7304782345809915e-07,0.0003428240197804061,0.07993986998991288,7.68196858184562e-06,0.028937686075145408,1.3732717980983024e-07,5.2148758205974765e-06,1.8572726218879593e-10,1.3072396632160856e-12,6.212933544027829e-14,9.15007223801878e-12,4.595373600192506e-13,0.003808296879888052,0.0002321518429185418,6.7352849799572704e-06,0.00019280733178601397,0.06300721358167821,1.4333478888852646e-06,0.011318047335203633,5.722174598221753e-07,6.279883746680671e-05,1.2191138133517693e-10,2.560699447329281e-12,3.710768891806891e-13,2.6277435484961593e-12,7.606168825963335e-18,1.0,1.0,1.2139636360227604e-55,3.5731121849840313e-53
3200,0.16100554367273023,0.8554202115303763,14.811096961920654,0.09999999963062255,0.0999999999951165,0.09999999998437507,0.09999999999922866,1.6885477461794246e-13,1.1265877178745174e-12,-7.531764492425652e-33,2.209189524670898e-30,-3.3235699300387867e-45,1.554927833817362e-43,0.005850769922067152,5.271690051500501e-05,3.00767969299982e-07,0.00034529800674773704,0.07937718976867965,8.063478975598335e-06,0.030318260685281668,1.4884241781094295e-07,6.199684396270418e-06,1.941987640383298e-10,1.7852127337915835e-12,7.469820674839607e-14,1.1695235798697851e-11,7.695491296842729e-13,0.0038204959522669868,0.00023785963075912742,7.1031299185261575e-06,0.00019331512417665738,0.06478033070062426,1.4845845944354928e-06,0.011493972963230445,6.222058873962559e-07,6.916649105308235e-05,1.3729606948661097e-10,2.778130034047889e-12,4.025668955987628e-13,2.7810503106737822e-12,8.404328415292207e-18,1.0,1.0,1.2158498141942787e-55,3.5659724019547575e-53
3300,0.14056556578904375,0.8554105266683115,14.80859032393498,0.09999999963174412,0.09999999999433534,0.09999999998277113,0.09999999999916208,1.7065751230092592e-13,1.3017565547696189e-12,1.1393967130725368e-32,2.7575125116524128e-30,-4.766909799558157e-45,-1.7573035352996022e-43,0.005849024670700679,5.537198859263435e-05,3.130893305137186e-07,0.0003489467281668325,0.08160907847202996,8.80250456470628e-06,0.03199957139284007,1.6016902169254658e-07,6.842629155804688e-06,2.2749851976590506e-10,1.834877913417939e-12,9.34298901355858e-14,1.3477949438388294e-11,9.337064597694076e-13,0.0038142114286386225,0.00023757950799506102,7.318993907196681e-06,0.00019559640722080444,0.06612335434265666,1.6217769181998168e-06,0.012809467998384345,7.311725720755242e-07,7.930523553052961e-05,1.4261517412118502e-10,3.0595440829122362e-12,4.377747189643043e-13,3.1508825342602323e-12,9.403784550087537e-18,1.0,1.0,1.2135387262993967e-55,3.566153748142161e-53
3400,0.14728717832165653,0.8551108294082999,14.803777638198348,0.09999999959321165,0.09999999999309467,0.09999999997921967,0.09999999999886076,2.6117245375224745e-13,1.5115642226047375e-12,-1.481182991539015e-32,4.945778641045468e-30,4.3006860356853305e-45,8.836611180315797e-44,0.005798256608920433,5.68127346064102e-05,3.4121305140500417e-07,0.0003512633035883017,0.08550859365455701,9.553997483693598e-06,0.03453902733351433,1.8132940081055295e-07,7.3779996392821115e-06,2.465890369205575e-10,2.372951421554395e-12,1.297133169235544e-13,1.6118636053869358e-11,1.116514698290787e-12,0.0038087764026086776,0.00023996955753735074,7.882358203547536e-06,0.0001942605164925833,0.06777656373730909,1.6560101048569027e-06,0.013208363202255952,7.89942770150233e-07,8.206130841272736e-05,1.5482331407085185e-10,3.656617774572635e-12,5.478931252014267e-13,3.646776848705427e-12,1.0682251001661476e-17,1.0,1.0,1.2152111466809064e-55,3.57407213208219e-53
3500,0.13399580017884538,0.8679853875406988,14.795639383635153,0.09999999952274488,0.09999999999278066,0.09999999997483572,0.09999999999873942,3.0580349944191897e-13,1.7193286302730196e-12,1.3995310672702696e-31,5.365956384375893e-30,4.0965161922587827e-45,-2.151568076089767e-43,0.005812904795246061,5.8203829338614356e-05,3.804410163094312e-07,0.00035003811666595115,0.08467353238331202,9.961534715958143e-06,0.0369861270756024,2.0035210799696232e-07,8.099066136780033e-06,2.7545267960628494e-10,2.792425897467868e-12,1.6716171739538807e-13,1.892128058049274e-11,1.3519595753668726e-12,0.0038438670797349165,0.0002487187783526336,8.053555890846715e-06,0.00019564690152625518,0.06924419784634643,1.7822377013177599e-06,0.0139052145805253,8.612465912008315e-07,8.977372227860887e-05,1.7491606882029731e-10,4.10628751391998e-12,5.969202218426034e-13,3.814115029086854e-12,1.2260826738445067e-17,1.0,1.0,1.216626211883097e-55,3.5635133703542275e-53
3600,0.13396299679858967,0.8628036921076743,14.791113857055533,0.09999999947683018,0.09999999999162938,0.09999999997419,0.09999999999857853,3.220226244702753e-13,1.865998935073532e-12,6.170541806335266e-32,4.9551072171974906e-30,2.524065771715112e-45,2.9651635958299943e-43,0.005822877052697132,6.0207223386486366e-05,4.201213128797304e-07,0.0003550345927788294,0.08882549364344386,1.0527670978450933e-05,0.03726425074277561,2.0755251512012269e-07,8.670900535246765e-06,3.165030974224648e-10,3.037238942246297e-12,1.8689265917671628e-13,2.1818242120792935e-11,1.5793922754822882e-12,0.0038458325483193626,0.0002471655439051823,8.343275668494946e-06,0.00019639440464008562,0.07072506552326263,1.8762277105631067e-06,0.014941976271743637,8.703455089288863e-07,9.990125942830117e-05,1.805715533547785e-10,4.597476053289016e-12,7.235973676370517e-13,4.345086459891887e-12,1.314548973155275e-17,1.0,1.0,1.2160592468932263e-55,3.570269160055372e-53
3700,0.14050764096896115,0.8645316649023097,14.78349558026058,0.0999999994370457,0.09999999999026489,0.09999999996910634,0.09999999999834927,3.9980573236858563e-13,2.2082948041838275e-12,2.246820084437184e-31,7.951477581935565e-30,-2.607631596671554e-46,1.5143432909769806e-43,0.005852441158838818,6.435037866399735e-05,4.4057252191818485e-07,0.00036018014692473386,0.09011289979381795,1.0622448686267735e-05,0.03942183148043335,2.3127634704677636e-07,9.204335972909141e-06,3.5852897319679516e-10,3.601767012873873e-12,2.375366599203875e-13,2.418295033800168e-11,1.6651582675714035e-12,0.003791650416423223,0.00024977740779589294,8.502142471653108e-06,0.0001974009133382782,0.07054179279429383,1.945197436099304e-06,0.016031235474650688,9.62272162877593e-07,0.00011059289850159787,1.8987372117874622e-10,4.7697456420979536e-12,7.757859847162577e-13,4.760070523210417e-12,1.5520419764111908e-17,1.0,1.0,1.2155562313493063e-55,3.574635205109773e-53
3800,0.11974486407551842,0.8831049348511164,14.777959758608555,0.09999999934982806,0.09999999998944996,0.0999999999654539,0.09999999999808615,4.4396566389880477e-13,2.3989725918720358e-12,3.0964204053984377e-31,1.0969759158758792e-29,2.2542495917103564e-45,3.704641027211144e-43,0.00587562175098795,6.624646794906798e-05,4.835320592716826e-07,0.00035903462679878106,0.09031446584635193,1.1475397908853415e-05,0.043320891188031174,2.424024605899042e-07,1.0030171831563796e-05,3.971412452329722e-10,3.9556227887929145e-12,2.772476623244367e-13,2.946210883152094e-11,2.1366633650919343e-12,0.0038280575843800875,0.0002565042674155303,8.602641302673097e-06,0.00019925365901980356,0.07276848538389694,2.0434691037886815e-06,0.016400953413651498,1.0228732420245664e-06,0.00011855191345811088,2.0589869633048839e-10,5.245643407051003e-12,8.54782731176423e-13,5.24443379179877e-12,1.6966517364005396e-17,1.0,1.0,1.215696879910255e-55,3.570343423582795e-53
3900,0.12163526191152474,0.882757590565861,14.766804474590499,0.09999999929805799,0.09999999998845968,0.0999999999612914,0.09999999999766865,5.56082109183919e-13,2.6425475769985953e-12,4.059459661325919e-31,1.527925331904731e-29,1.459156392849969e-45,7.4835011682512e-43,0.005841506073108262,6.690292703811907e-05,5.34647865294607e-07,0.0003584093836165657,0.09143493311505113,1.199603636230988e-05,0.043785968273347006,2.713841550688193e-07,1.0668585389591271e-05,4.259361350101895e-10,4.3293152517748485e-12,3.225324855922273e-13,3.344053622086519e-11,2.4889358710620622e-12,0.0038267869659409787,0.0002607566359927089,8.88072072302466e-06,0.00019807064199747483,0.07599981074271787,2.0489392116220483e-06,0.017899111847684956,1.1083917628740019e-06,0.00012516585908524654,2.2074222593903975e-10,5.640088320101325e-12,1.0234443198201809e-12,5.704429334443944e-12,1.8193396269736786e-17,1.0,1.0,1.2165235726306446e-55,3.5732822502647876e-53
4000,0.11587481266311689,0.8815754743304786,14.762007438677445,0.09999999924650543,0.09999999998722744,0.09999999995364571,0.09999999999721262,6.195065980493627e-13,2.9558286474472164e-12,6.602633650791074e-31,1.8855126510172964e-29,1.0888309346789428e-44,1.2195516689048325e-42,0.0058187716228128555,6.925397827467018e-05,5.52311130350816e-07,0.0003642966486445267,0.09215411995970989,1.266809159210418e-05,0.046780025193314236,2.8438804565465813e-07,1.1287205278866275e-05,4.709919903202236e-10,5.2088767218336795e-12,3.701030533682788e-13,3.68933308293068e-11,2.658798229866169e-12,0.0038436551937159617,0.00025953385351565425,9.026136477055912e-06,0.00020014400606808795,0.07547111220848839,2.1782367706704485e-06,0.0181879042521359,1.1832244299632147e-06,0.00013165160636375894,2.318218763966439e-10,6.255888519655495e-12,1.162567517918908e-12,6.053741789318772e-12,2.1299921569507286e-17,1.0,1.0,1.2136927746224285e-55,3.5815291335454204e-53
4100,0.1131614030483793,0.8924724433740817,14.762414126937145,0.0999999991832531,0.09999999998534859,0.09999999994985909,0.09999999999674877,7.208254369988522e-13,3.4561048539088684e-12,7.941847730999429e-31,2.3354791171432373e-29,1.6251485044679084e-44,1.9259434340207543e-42,0.005823894903810672,7.264486335218832e-05,6.01504018597465e-07,0.00036714245132810124,0.09638858922122945,1.3363032562212794e-05,0.048901839557692416,3.0652528126269177e-07,1.2364389203061415e-05,5.12324565211872e-10,5.7693485806908995e-12,4.0056360569015657e-13,4.154210027365024e-11,3.0762431589263625e-12,0.0038464129219652468,0.00026027702456933393,9.375463615726175e-06,0.00019960925974506864,0.07782002714432275,2.2998371830868864e-06,0.019335816220233684,1.2595287940104075e-06,0.0001413121004962829,2.451709399552356e-10,6.7219057880723266e-12,1.232544995581639e-12,6.594114043893945e-12,2.2467983787353113e-17,1.0,1.0,1.2158570372079049e-55,3.575947184685869e-53
4200,0.1020169496529443,0.8763582058447823,14.755086810151154,0.09999999909634288,0.09999999998385291,0.09999999994418095,0.09999999999620461,8.359303514272781e-13,3.815884556925219e-12,1.079903554251227e-30,2.721127563216528e-29,2.092505641524669e-44,3.079203891657871e-42,0.005870431425751679,7.513157751811355e-05,6.547834887617309e-07,0.0003641304002247429,0.09578834931212964,1.3980263776582802e-05,0.05178650006296346,3.336953697249527e-07,1.3410816190799461e-05,5.712372287841409e-10,6.667049890807473e-12,4.902749298506059e-13,4.6797447582947745e-11,3.5737756335554786e-12,0.003819352406372072,0.00025958523928340445,9.70018678525173e-06,0.0002003087100121655,0.07829197248576435,2.303925275793681e-06,0.020118479401962958,1.345478119394265e-06,0.00015797151734424513,2.6423891617796706e-10,7.396613632705605e-12,1.3643334923078866e-12,7.004242115593541e-12,2.5181042657701138e-17,1.0,1.0,1.218217279263654e-55,3.5885376360559043e-53
4300,0.1007163711132649,0.8904884512827076,14.748909200645928,0.09999999903091432,0.09999999998268938,0.09999999993673471,0.09999999999578074,9.522332690641117e-13,4.0984299122937375e-12,1.6179215083848437e-30,3.477904670527568e-29,2.959760431400602e-44,3.858776063116321e-42,0.0058854433228993155,7.778943509381518e-05,6.851198994295436e-07,0.0003655129520258126,0.09662137048600564,1.4570076705827497e-05,0.05306468046726158,3.451723450803577e-07,1.3834125630732105e-05,6.276079347819327e-10,7.368661718944468e-12,5.449720403499657e-13,5.369014793977885e-11,4.221692953496827e-12,0.003826592310253045,0.00026530524868257184,1.011401706241749e-05,0.00020190093930823672,0.08212143262883789,2.415044516974563e-06,0.0216025624021606,1.4869535907767386e-06,0.00016698373465577648,2.754426342569085e-10,8.0894778423365e-12,1.5958296441602978e-12,7.551265416940954e-12,2.758856712739015e-17,1.0,1.0,1.2188112192362949e-55,3.595816812446785e-53
4400,0.11317946286907148,0.9023047189025064,14.738902705703802,0.09999999896342512,0.09999999998060848,0.09999999992967117,0.0999999999950731,1.1120179191828182e-12,4.4753717536720615e-12,2.0540750411183894e-30,4.64664045641326e-29,5.047999624007303e-44,5.284963781321635e-42,0.005856246160409942,8.07508050901132e-05,7.383475567740198e-07,0.0003728423724302229,0.09943017935654719,1.4665350712639207e-05,0.05625606376186221,3.668909156404307e-07,1.5114196729993632e-05,6.852356901244102e-10,8.243428165171735e-12,6.218946779720043e-13,5.816335310805138e-11,4.73596960748428e-12,0.0038450648426283443,0.00026283006227697777,1.0363396968137641e-05,0.00020265557700889982,0.08111420574025861,2.5010251169123205e-06,0.0222675053842795,1.535621026751368e-06,0.00017993498561515145,2.871302634854172e-10,8.648987219893812e-12,1.7494054009076054e-12,8.081744662172207e-12,3.04531946321887e-17,1.0,1.0,1.2216287396214774e-55,3.616633105970391e-53
4500,0.10230906956527709,0.9035748675733886,14.731579706561423,0.09999999885704963,0.09999999997909169,0.09999999992097586,0.09999999999436678,1.26288606709362e-12,5.025316699660318e-12,2.7256970725514004e-30,5.576250348659147e-29,7.393514918762387e-44,7.607621314486331e-42,0.0058945960050414544,8.248193635516445e-05,7.96525957668508e-07,0.0003694913292992622,0.09984123650952634,1.5581268517510756e-05,0.05765118744848461,3.9983287331614234e-07,1.569218873423538e-05,7.520772937973076e-10,9.390169430009562e-12,7.380275722233408e-13,6.643508247351693e-11,5.507156379349907e-12,0.0038185482561207697,0.0002660333654462907,1.0343990741804728e-05,0.0002013182164491023,0.08506828591644604,2.592351954845578e-06,0.023319109585669594,1.6709327378433274e-06,0.00018746692363623242,3.041102482013249e-10,9.426172528618287e-12,1.929254737091881e-12,8.763299146271547e-12,3.267389203604896e-17,1.0,1.0,1.2300286878033881e-55,3.655005332320411e-53
4600,0.10257168619787813,0.9058343634206198,14.728131277802008,0.09999999878400073,0.09999999997662654,0.09999999991003136,0.0999999999935866,1.388494478955959e-12,5.416286050565933e-12,3.5704272686276e-30,6.874184133115733e-29,1.1108901584391933e-43,1.0974935456504674e-41,0.005877042996488603,8.45233261162045e-05,8.332657523176544e-07,0.00037561269643532634,0.10311960092297166,1.5829345572309518e-05,0.05938800661030636,4.2635255236943844e-07,1.6740570725851943e-05,8.23178142494644e-10,1.0245544033375243e-11,8.220305107532293e-13,7.419404902121874e-11,6.299048376083527e-12,0.003848272974176394,0.0002652008498068541,1.0857141041600204e-05,0.00020300030358505762,0.08443080186437743,2.697664768277403e-06,0.0243006614918085,1.7486461552575185e-06,0.00020233924044902379,3.241130583103076e-10,1.0070028124822264e-11,2.1087436568898432e-12,9.159779534309138e-12,3.5175746884605985e-17,1.0,1.0,1.241035545892791e-55,3.7011149312964427e-53
4700,0.10684284193809272,0.9076919069915299,14.723944616488886,0.09999999870564552,0.09999999997448192,0.09999999990254305,0.09999999999290467,1.612464657569861e-12,6.016469008037711e-12,4.8138828581864225e-30,8.65009589807715e-29,1.7837466594051197e-43,1.567089513175529e-41,0.00592560785067781,8.795019026176263e-05,8.759097489603931e-07,0.0003751369703881593,0.1028151696257692,1.6722046318890794e-05,0.06196640850894579,4.4394098807929655e-07,1.78364419801882e-05,8.975411135759508e-10,1.1453088285173223e-11,9.46641055142396e-13,8.086900917536953e-11,7.2269564947989385e-12,0.0038430880489331606,0.0002711438347895929,1.0979521556069227e-05,0.00020356033391138474,0.086440088230154,2.839452731116889e-06,0.025240866839039464,1.8616620580260875e-06,0.0002144236751547174,3.387836895004214e-10,1.0619432353417406e-11,2.3635959290910994e-12,1.0034008606088573e-11,3.810121627180123e-17,1.0,1.0,1.2623520364157636e-55,3.7702741980837334e-53
4800,0.10419991804898791,0.9085759516547791,14.719104131984762,0.09999999860449137,0.09999999997218409,0.09999999989199242,0.0999999999917267,1.788556200490482e-12,6.515491470067446e-12,6.1573444948842326e-30,1.0729754294026013e-28,2.60586561852083e-43,2.079490811910569e-41,0.005851612260307337,8.80035237608159e-05,9.307453404573412e-07,0.00037949041823805266,0.10477885940488851,1.7146856872843074e-05,0.06360478371355634,4.750250742159023e-07,1.913598882350618e-05,9.437010778536268e-10,1.263107655611011e-11,1.0591932119014961e-12,9.025762956156462e-11,8.232178926429806e-12,0.0038203756193078246,0.00026797097160944597,1.1451550075477353e-05,0.00020596363113753913,0.08751012797354361,2.9012038092990314e-06,0.02641908437186483,1.9649348553563272e-06,0.00022399162480954592,3.454240183567453e-10,1.1560261095512628e-11,2.539862474870305e-12,1.04321659622964e-11,4.135911466289262e-17,1.0,1.0,1.2963128311919207e-55,3.8862587562854553e-53
4900,0.10081423755731386,0.9125785636526941,14.706903348135434,0.09999999848656123,0.09999999997016555,0.09999999988051639,0.09999999999071205,2.0358375638880076e-12,7.267880912721036e-12,8.086601710095574e-30,1.3051703862433582e-28,3.951664441181078e-43,2.850608146911807e-41,0.00593554262708988,9.124278749493395e-05,9.675181258746922e-07,0.00037928849735124583,0.10620277207953362,1.8116605369446453e-05,0.0673146103328996,4.881206280105812e-07,1.9736633059729857e-05,1.0194836095182893e-09,1.385185940707934e-11,1.2070664194338835e-12,9.835683567871627e-11,9.267960042480284e-12,0.0038039985226287158,0.0002770608980860015,1.1446416140409328e-05,0.00020642484524752082,0.08892082487085606,2.9752235615424163e-06,0.02697945038009393,2.0916694878653337e-06,0.00023836277187760238,3.634719690270997e-10,1.2219107490437609e-11,2.8231029736703262e-12,1.1085137483816622e-11,4.431164546753103e-17,1.0,1.0,1.3569225253582448e-55,4.042544261878071e-53
5000,0.10215876923233096,0.8964242485540765,14.704762522042458,0.09999999835895006,0.09999999996681003,0.09999999986764174,0.09999999998952862,2.304766480103259e-12,7.909139662559225e-12,1.0427094036889305e-29,1.5657998957109985e-28,5.887059851185004e-43,3.8600904472974845e-41,0.005877206036127,9.313337790167755e-05,1.0354251645412762e-06,0.00038175530121568635,0.10896887127157567,1.85309364194193e-05,0.06966306968005942,5.153901535377143e-07,2.0981991324449057e-05,1.1047099990990113e-09,1.5417472023713544e-11,1.3735378142732759e-12,1.0877125284514121e-10,1.0389269972144985e-11,0.0038364895510269986,0.00027754197324971673,1.17848273546113e-05,0.0002056248350011695,0.09189048501120269,3.042875486442907e-06,0.028504893703874705,2.2172811147702357e-06,0.00025493916020157925,3.797316428691596e-10,1.2940818381510033e-11,3.0349242515450496e-12,1.1899664160327095e-11,4.818103704653557e-17,1.0,1.0,1.459110667300871e-55,4.278821177148752e-53
