milliseconds,Glci,ATP,G6P,FDP,PEP
0,0.0345,1.19,1.011,9.144,0.0095
100,0.03441274935516548,1.139323087484432,1.0187070560414155,9.128895499691856,0.009548238788812823
200,0.03448637318464324,1.1263504812429257,1.0131162647343657,9.133403515198307,0.00950831079146464
300,0.03451406272148998,1.1252719167590335,1.0107383006773152,9.136866801639476,0.009508446208903412
400,0.034518070436913004,1.1259429365737788,1.010332725311618,9.138551844750046,0.009512557675451042
500,0.03451675011469809,1.1264321781165707,1.0104140053675297,9.139540609298088,0.009515300596026769
600,0.03451521666797733,1.126711435956763,1.0105299272739448,9.140291686416862,0.009517072554968314
700,0.034514087422459684,1.1269021984640686,1.0106164973552287,9.140917195964638,0.009518405190556866
800,0.03451322939064445,1.1270541101937166,1.0106818007825902,9.141442069286873,0.009519499287849701
900,0.034512535829444274,1.127180650930104,1.010734321270106,9.141879983445744,0.009520409857040156
1000,0.03451196122207132,1.1272863446879753,1.0107777738030541,9.142244194671711,0.009521168682867655
1100,0.034511483049726836,1.1273743503383222,1.010813931490929,9.142546855764992,0.009521801532147416
1200,0.03451108531045246,1.1274475146299132,1.01084401172321,9.142798352186437,0.009522325663209822
1300,0.034510754671834044,1.127508313012377,1.010869019600757,9.143007344376146,0.009522762870250305
1400,0.03451047986471608,1.1275588406227903,1.0108898059615166,9.143181036250809,0.009523125533562746
1500,0.03451025130239374,1.12760087374246,1.010907095226452,9.14332553558584,0.009523425788536053
1600,0.03451006118800849,1.1276358299189482,1.0109214756122238,9.143445705852795,0.009523677712288762
1700,0.034509902771542963,1.1276649698077108,1.0109334591934536,9.143545881977534,0.009523885330814165
1800,0.03450977114756391,1.1276891585404747,1.010943415460617,9.143629024637923,0.0095240614227487
1900,0.03450966159787099,1.1277092943178975,1.010951703047592,9.143698235876771,0.0095242059300291
2000,0.03450957082638467,1.1277259674824167,1.0109585705177278,9.14375554277614,0.00952432617512391
2100,0.034509495499390766,1.1277398062087078,1.0109642697417196,9.143803114728193,0.00952442559112638
2200,0.03450943312721635,1.127751266365845,1.010968988828037,9.143842516009652,0.00952450791099255
2300,0.034509381426872966,1.1277607695065226,1.010972900185092,9.143875189884003,0.009524576199934682
2400,0.03450933851948358,1.1277686590035416,1.0109761461462898,9.143902315471793,0.009524632895910483
2500,0.03450930291634732,1.12777520562238,1.0109788395294579,9.143924818765008,0.009524679931454262
2600,0.03450927306108574,1.1277806984981227,1.0109810978478784,9.14394370194056,0.009524719404299348
2700,0.03450924812614952,1.1277852854074073,1.0109829840251225,9.143959469057117,0.00952475236300028
2800,0.034509227582536724,1.127789058789192,1.0109845384432385,9.143972435121464,0.009524779459147226
2900,0.034509209941229524,1.1277923028565826,1.0109858729857055,9.143983585880957,0.009524802769023998
3000,0.0345091952544933,1.1277950021576875,1.0109869841521675,9.143992864428686,0.009524822165724848
3100,0.034509183477972515,1.1277971633804744,1.0109878754349,9.14400029317104,0.009524837694769929
3200,0.034509173275645885,1.1277990368079314,1.01098864743739,9.144006734187807,0.00952485115723473
3300,0.0345091648997677,1.1278005748828916,1.0109892811798398,9.144012022998332,0.009524862207322656
3400,0.034509158353057796,1.1278017777202736,1.0109897763809108,9.144016159482721,0.009524870842665806
3500,0.034509152790473605,1.127802799630509,1.0109901971990771,9.144019674017988,0.009524878182989973
3600,0.03450914827915255,1.1278036288543511,1.0109905385088775,9.144022525420185,0.009524884142349916
3700,0.03450914474388411,1.1278042793932674,1.0109908060341768,9.144024761035917,0.009524888823526029
3800,0.034509141821089,1.1278048172592654,1.010991027187227,9.144026609499722,0.009524892692425605
3900,0.03450913944386816,1.127805254591841,1.010991207057594,9.14402811216381,0.009524895836938808
4000,0.034509137523172875,1.127805607346896,1.0109913523855474,9.144029324013104,0.009524898370034634
4100,0.03450913593539629,1.1278058990745863,1.010991472531652,9.144030326092354,0.009524900465926274
4200,0.034509134620805,1.1278061405208313,1.0109915720137546,9.144031155696682,0.009524902201042592
4300,0.03450913353834734,1.12780633917577,1.0109916539377535,9.144031838972944,0.00952490362948791
4400,0.03450913252448132,1.1278065250994114,1.010991730665013,9.144032477681106,0.00952490496421129
4500,0.034509131581667865,1.1278066979134436,1.0109918020100082,9.144033071018256,0.009524906203614356
4600,0.03450913072122788,1.1278068556317837,1.0109918671155818,9.14403361250895,0.009524907334350904
4700,0.034509129968866334,1.1278069936470922,1.0109919240354894,9.14403408659921,0.009524908324197858
4800,0.03450912937644558,1.127807102570753,1.0109919688446924,9.144034461397373,0.009524909106861287
4900,0.03450912902198537,1.1278071682328747,1.0109919956393574,9.144034688674111,0.009524909581976394
5000,0.03450912843467142,1.1278072762514955,1.01099204005777,9.144035060116382,0.009524910357626233
