milliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
0,8.996147074951682e-08,-1.158276753310923e-11,4.991656744191189e-09,-5.802407939250082e-12,1.6987957627194314e-07,-1.1331814190589762e-11,8.514383346709391e-11,3.455219588011209e-14,-7.898366390794437e-14,2.0110830153772687e-08,-8.176354174635051e-12,6.952127310704602e-10,-1.2697142229542095e-11,-2.6267649235029445e-12,1.39980164485156e-06,1.0252954286409732e-11,2.0260752579489156e-11,3.4591225826496626e-10,1.8578449294573613e-15
100,8.898996430788403e-08,9.993806325398318e-10,2.8826111944006434e-09,4.255644206124562e-11,1.6895958521322774e-07,1.0883592850325611e-09,1.8018997786800172e-10,-6.623865951284382e-14,-1.0234541689463942e-13,1.9712884526211974e-08,2.0556979502098773e-10,6.943001345619521e-10,-7.659029911142107e-12,1.2098183162155344e-12,1.398763247966954e-06,-2.4814237649084186e-11,-4.095369485016738e-11,1.079923910423205e-09,-1.3080582954150687e-15
200,8.893079808697876e-08,1.0632779881603367e-09,2.8811074878159727e-09,3.6949809044189473e-11,1.6885963175447546e-07,1.0783788618290614e-09,3.0509485005313883e-10,-4.326959178372706e-14,-5.257168110740975e-14,1.968908650026958e-08,-1.2216471772201517e-10,7.028265839691398e-10,6.88631115671354e-12,6.851936397865548e-12,1.4010076688931144e-06,4.689439197133567e-11,1.646445106389857e-12,4.23623299892449e-10,1.6352925953812548e-15
300,8.888505460651928e-08,1.0421168063336648e-09,2.853168468147285e-09,6.497008172951954e-11,1.686068181421676e-07,1.0804503271447956e-09,2.9674471644195723e-10,1.9606538367220254e-14,6.619560397882501e-14,2.0264535605750276e-08,-2.4865425789033553e-10,6.88174877988338e-10,-4.75804048149754e-12,1.2041912056077878e-12,1.3981770050245728e-06,5.316759986700423e-11,4.58834477505029e-12,7.463348596742737e-10,2.388050455901903e-16
400,8.877850780255554e-08,1.0465608281177095e-09,2.8474520265716204e-09,7.883610511067765e-11,1.6836052971516455e-07,1.0831673683024448e-09,5.128707040988131e-10,7.001956446497136e-14,5.089724790641601e-14,1.9733843051664585e-08,-1.642085101869959e-10,7.07487699217278e-10,-1.3829912912409028e-11,-9.703202198083724e-12,1.4000242070709263e-06,4.457803839255349e-11,-2.070414593502371e-11,4.2575642326360483e-10,2.07989484466207e-16
500,8.884940850347932e-08,1.0433080973284519e-09,2.8743611925654557e-09,1.9044811563294648e-10,1.683493844233428e-07,1.0578895024513624e-09,5.208997050250757e-10,-5.5552063376677884e-14,-5.094580708005039e-14,1.99197624481696e-08,-7.275789401000417e-11,6.880418886597193e-10,1.297694800832976e-11,-1.1896132439095091e-11,1.3980375213671698e-06,5.877102798437673e-12,3.78582688794824e-11,-6.482076468011856e-10,-1.0313829872101645e-15
600,8.881139219774669e-08,1.0653166738983352e-09,2.880334018618744e-09,1.6099888382759758e-10,1.681916125867507e-07,1.062817360835616e-09,6.483792351198406e-10,6.149931961012882e-14,7.429881586927148e-14,1.9665931342590413e-08,-3.636099671179949e-11,7.051650819560573e-10,-7.470203502601632e-12,1.2692716671143961e-11,1.3987653518860842e-06,7.939858674423961e-12,9.862330143686594e-12,7.468137532781093e-10,-1.018944515025143e-15
700,8.871990833813035e-08,1.046731192136732e-09,2.850024802716622e-09,2.508280153154363e-10,1.6815496482573117e-07,1.0801632688973184e-09,9.464628739374583e-10,2.4487908413969647e-14,1.0298602225601929e-13,2.017848648255815e-08,4.061428735649669e-10,7.01426730864673e-10,-1.072397196059878e-12,-9.518943662482819e-12,1.4012033522440485e-06,-8.793151531447339e-12,2.200628798841966e-11,-7.151229338111322e-10,-1.0110844716343575e-15
800,8.873702150943647e-08,1.0408556290681962e-09,2.884653375821108e-09,2.0780095536881462e-10,1.6782040325341988e-07,1.0592883414605874e-09,9.665796875048922e-10,3.7709823734968425e-14,2.4052721094344673e-14,1.9844858763548124e-08,1.7889626507090497e-10,7.030911640840082e-10,7.6419870510617e-12,3.5384804017577613e-13,1.400634179750945e-06,4.127061526581158e-11,8.007811022489716e-12,1.216039776170087e-09,-1.7912081788193325e-15
900,8.864933992685012e-08,1.0373933241398876e-09,2.8742229674053216e-09,2.3986675931595127e-10,1.67801836464291e-07,1.0626623540445117e-09,1.1966355118820284e-09,-2.1775642649840628e-14,9.985262877539853e-14,1.987723149058277e-08,-1.2332218137479805e-10,6.959235061478775e-10,1.788709331797708e-11,1.172233608899015e-11,1.4013831549181923e-06,4.279164627273847e-11,4.1410984373632734e-11,-7.823201236327499e-10,1.8577338012856711e-16
1000,8.868464026518127e-08,1.0466502712719441e-09,2.851111037839281e-09,3.386796586541235e-10,1.6763595939248636e-07,1.0615962362219484e-09,1.2930871967467965e-09,-3.9995804469548986e-14,6.213305181153995e-14,1.9717230160659483e-08,3.3555643089281956e-11,7.084940565347812e-10,1.3171369106779718e-11,-5.239287063552855e-12,1.3988042383254542e-06,7.837266395140008e-12,-5.8625548985870344e-12,-1.5904626712539192e-09,4.3764405303087515e-16
1100,8.864553812327531e-08,1.0393367375448804e-09,2.882233797574339e-09,3.2330450798395533e-10,1.6748615344261555e-07,1.0664949109777226e-09,1.3122306587796418e-09,-9.718293036512047e-15,-4.710959453094702e-14,1.9920138193617792e-08,5.950756971044061e-10,6.800664362485198e-10,1.7421770345957037e-11,6.845721099557772e-12,1.3995839763660716e-06,-3.7134166871803465e-11,-1.3437492838578823e-11,4.3629828316775177e-10,-1.8110022750706847e-15
1200,8.861057690888296e-08,1.041217519600993e-09,2.8804361449775744e-09,3.655395207328755e-10,1.6737137287925222e-07,1.068633082495079e-09,1.5304741477051204e-09,1.9848067028208255e-14,-1.0126146769109105e-13,1.9712161175814926e-08,3.8079660989117024e-10,6.913581777948882e-10,1.4689265233761427e-11,-2.9928789377400967e-13,1.3995525104844527e-06,-3.766792259808226e-11,-2.61900954991582e-11,-1.3612664067036238e-09,5.639428359054967e-16
1300,8.8523007099819e-08,1.0606463477590645e-09,2.9020756212184647e-09,4.328955654410498e-10,1.6722049497806747e-07,1.0697409316692907e-09,1.4819714765079284e-09,-9.817440371805991e-15,8.752798102883211e-14,1.931725856735608e-08,5.35087560902378e-10,6.982096444033048e-10,-4.6363825901008424e-12,1.2269261712301625e-11,1.4005522840612419e-06,3.6469729175129726e-11,1.8249094168004436e-11,1.623864767385841e-09,-1.8846822857442067e-15
1400,8.848593524976106e-08,1.0554155950664429e-09,2.8793575386811623e-09,4.753315399855153e-10,1.6708716534969388e-07,1.0551373884600477e-09,1.6015079629761762e-09,-3.0243394436281354e-14,1.1543351817460241e-13,1.9925828403246784e-08,3.862931238791017e-10,6.91555482563373e-10,5.856315471587448e-12,-9.575790871913232e-12,1.3985829854494243e-06,2.22317274329119e-11,-2.70067261723215e-11,1.8665712674949486e-09,-1.3691948723689509e-15
1500,8.850265459717727e-08,1.0513196499055613e-09,2.903235691184399e-09,4.416747351233046e-10,1.6723899227887422e-07,1.0750692246473062e-09,1.8291253267931057e-09,2.1793942102714617e-14,5.991432333117669e-14,1.9317507778072636e-08,3.0008224115833866e-10,7.007754959426359e-10,-9.78359191443158e-13,1.1037581045483782e-11,1.4003333333114357e-06,4.840991208230629e-11,-1.2195552319964536e-11,1.8355984807677204e-09,-4.513029473396555e-16
1600,8.84521485137783e-08,1.0512499309123293e-09,2.864169247223246e-09,5.190267823213603e-10,1.6698740774050437e-07,1.0602163318244948e-09,1.8168185690007166e-09,-2.7839985180789215e-14,1.8532802895646776e-14,1.9560454414703586e-08,4.2696408985921775e-10,6.951016987636054e-10,3.3051810255838817e-12,1.4925844535879812e-12,1.3988857954572226e-06,2.5015346797762868e-11,5.2891286068766785e-11,-1.182320861362255e-09,1.0720762330619515e-15
1700,8.843718872108814e-08,1.0611132456698339e-09,2.8585135919102065e-09,5.242019925018492e-10,1.6684046295480438e-07,1.0546579827483153e-09,2.043896036750852e-09,-5.095105902922976e-14,1.3722800527827543e-13,1.9381159847210286e-08,7.46287789088935e-10,6.754795066102493e-10,2.4648128268976852e-11,2.8043558536438187e-13,1.398151669001341e-06,2.2387086014888573e-11,4.9668129657091974e-12,1.5721797146142027e-09,-2.0287915603047138e-15
1800,8.832059595836099e-08,1.057756378899701e-09,2.895287667988273e-09,5.667769937525953e-10,1.6656927510305284e-07,1.0524850098933136e-09,2.137404019311041e-09,-3.05249858017796e-14,-4.408425901567441e-16,1.9244563800128552e-08,9.95653585081647e-10,6.765583994222915e-10,1.564901782028349e-11,3.5201416046097464e-12,1.4014123169966027e-06,-1.0430964126832719e-11,5.689088177993148e-11,6.807244850992664e-10,-2.111321387709722e-15
1900,8.83820766407557e-08,1.0533938328144145e-09,2.8850968551751804e-09,6.21880542805611e-10,1.6663280771624793e-07,1.0580148458907442e-09,2.2480159857484165e-09,4.8761219843864977e-14,-1.678603270991782e-14,1.869773921056544e-08,1.0962317433474832e-09,6.881141630325675e-10,2.3054976059561645e-11,5.979540691809947e-12,1.397987640802464e-06,7.597291991329216e-11,5.612461097403089e-11,-9.003603210998358e-10,-2.3512159449331578e-15
2000,8.835275266884221e-08,1.036499426954313e-09,2.877490502148122e-09,6.71900713723793e-10,1.6657737293663066e-07,1.0621475073624008e-09,2.4308028693593777e-09,-2.6839147650217356e-14,8.898508873468172e-14,1.9294278528677017e-08,9.433033395604075e-10,6.813969525723292e-10,1.0423122403951877e-11,-1.2007579458103296e-11,1.3991156587416853e-06,7.033467686300608e-11,8.60114401113443e-11,1.776372462739291e-09,-1.9833595698522487e-15
2100,8.822881898240037e-08,1.0553582699259563e-09,2.9137640217825666e-09,6.515907385475902e-10,1.6626639309808936e-07,1.0507925723102968e-09,2.517437236948598e-09,-4.0414474761329676e-14,8.279806758849932e-14,1.875909270732201e-08,7.071264508658773e-10,6.685293683114182e-10,2.7007168441053448e-11,-4.1139049751805795e-12,1.39851619005295e-06,1.2224604275806853e-10,4.70623649338586e-11,1.6951016566590552e-09,-4.981352449744536e-16
