milliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
1000,8.863029058505802e-08,1.0630592470245985e-09,2.9062157607858783e-09,2.9001368776294635e-10,1.6782384205911315e-07,1.0610659325953625e-09,1.2470030642290352e-09,2.4444325715665946e-14,-5.527387870250493e-14,1.9975441674581897e-08,8.471316153432843e-11,6.886002502865041e-10,-2.8893040441724235e-12,8.154280450036895e-12,1.399236884908137e-06,5.136649594059975e-11,2.677118384316697e-11,-3.1095604680061574e-10,-1.057809867365833e-15
1100,8.856675867464868e-08,1.0508927588898349e-09,2.8819432642726854e-09,3.0576760802085176e-10,1.6759445930360907e-07,1.0597159220935017e-09,1.3586549419286909e-09,4.1708096055287135e-14,-3.095090291416147e-14,1.9405030278841192e-08,6.091682754252547e-11,6.963226675894542e-10,5.0185107030603144e-12,5.562357423457007e-13,1.4019466802737392e-06,-4.2237714466357385e-11,-3.816606949647742e-11,1.3666001250159891e-10,1.3876080076925162e-15
1200,8.8626138604116e-08,1.0361554429596975e-09,2.896814852585772e-09,3.970184514861704e-10,1.6730840432407239e-07,1.0681351335511856e-09,1.407322159231008e-09,-9.163990671425279e-15,-8.061192653247015e-15,1.9850160691298565e-08,9.920753529571535e-11,6.980720101923751e-10,1.271077454135456e-11,1.2871063876404305e-11,1.3981617280723249e-06,5.358211380531452e-11,4.7642465661501193e-11,1.1996893640797034e-09,-9.814941741422987e-16
1300,8.85587758954385e-08,1.0430022571454205e-09,2.8554333153300185e-09,4.550655993533221e-10,1.6727840801615233e-07,1.05381844808667e-09,1.5763231126023793e-09,-3.872454624495078e-14,-1.0481891072606387e-13,1.918478443942377e-08,4.939435168821534e-10,6.880680731974773e-10,-7.046751077705044e-12,-1.141909383117973e-11,1.3999508919213148e-06,3.891150646071554e-11,1.6253121120523583e-11,7.692332356347355e-10,-1.1016510015095032e-15
1400,8.854986544745305e-08,1.0406488708696159e-09,2.866501878663858e-09,4.5348931168235263e-10,1.6727567957534707e-07,1.0738792285188958e-09,1.708661874738116e-09,7.251706323882007e-14,1.0821306993959705e-13,1.9635127067285615e-08,3.448898065121495e-10,6.910495601490056e-10,-6.835893550567509e-13,8.752415354770165e-12,1.401482862498292e-06,-3.866509711121223e-11,1.475202593388483e-11,1.2804053438838087e-09,-1.7352039804779296e-15
1500,8.843387207870728e-08,1.0518683813455584e-09,2.9023959916011805e-09,4.971147806467976e-10,1.6726118544693152e-07,1.0660673130056936e-09,1.7115609856367495e-09,-1.0288573386055296e-14,3.238446647617709e-14,1.9886408403409464e-08,8.333641060685186e-10,6.837185007282721e-10,2.8611625471191547e-12,4.2168944165398705e-12,1.399867243948048e-06,3.3774545577943956e-11,-1.6009760281145115e-11,1.4192805798051905e-09,8.031377838190414e-16
1600,8.845947462849684e-08,1.059870100537218e-09,2.857960629425383e-09,4.712700469453189e-10,1.6704873582843596e-07,1.0733088548702897e-09,1.8562801757381997e-09,-3.1780488785150336e-14,1.4547966243922966e-14,1.895612281858621e-08,4.1480720956104846e-10,6.849934855771508e-10,2.4707899731924102e-11,2.7667162932409255e-12,1.3981919917557966e-06,-1.7864813108082718e-11,1.0867356966769343e-11,9.8469080722738e-10,1.9039931757903075e-15
1700,8.836947376502865e-08,1.0435990861829613e-09,2.883901983375374e-09,5.888528121735803e-10,1.6684746427099358e-07,1.0768124938333072e-09,2.005370719328743e-09,-2.0914294848216598e-14,4.273720490882188e-14,1.9335645915788912e-08,5.846482558814592e-10,6.783356620658466e-10,2.427545063884444e-11,7.844411825822628e-12,1.3987333329114204e-06,7.142114969106155e-12,6.052796205562209e-11,1.912548505842975e-09,-1.9823383552335885e-15
1800,8.840712664367673e-08,1.0514532797246676e-09,2.913093624845951e-09,5.754806822483734e-10,1.6672722453287166e-07,1.0562847452040375e-09,2.1210764272990724e-09,-3.616174069315888e-14,-5.955186693391395e-14,1.8791556917065745e-08,9.030436855641004e-10,6.813232348913898e-10,2.6381844942635085e-11,-1.0155269757539682e-11,1.3993746017501976e-06,3.0446889334020626e-11,3.771228658561957e-11,2.320016531341807e-09,-4.689202345377883e-16
1900,8.829245372881192e-08,1.055717861792358e-09,2.8845017433523906e-09,5.987241107363128e-10,1.664254802013454e-07,1.0577913846737258e-09,2.2165264943172987e-09,-5.259859603303491e-14,1.8919999529083276e-14,1.9249591982378673e-08,9.577744362104499e-10,6.807152843854575e-10,2.0419273353638378e-11,-1.2592685039172467e-11,1.397423994324956e-06,1.0027474603639868e-10,1.896261964639613e-11,4.5209369677542165e-10,7.682903294490741e-16
2000,8.826050549123503e-08,1.0477871729917414e-09,2.90138941143994e-09,6.369521277770671e-10,1.6645466890490717e-07,1.0513344256321034e-09,2.253913897870544e-09,-6.964727313292641e-15,3.299792483193537e-14,1.8891436473931898e-08,9.4506831750494e-10,6.874544320837267e-10,1.7238308264333416e-11,6.210757882805518e-12,1.3985157350319364e-06,1.899101607616846e-11,6.114155799582327e-11,1.101319827007175e-09,1.0488024141771883e-16
2100,8.828100930895176e-08,1.0571147152866103e-09,2.8979145173574473e-09,7.151058771319525e-10,1.6648317531797108e-07,1.052561010421177e-09,2.344790806248616e-09,6.182096238753447e-14,1.2037014420998303e-13,1.92471557594598e-08,1.221248831106126e-09,6.891705910804418e-10,3.6930576522157876e-11,2.3445182367366028e-12,1.399408728415106e-06,1.2744902200623694e-10,4.65658102244912e-11,2.802030739389739e-09,7.661641931807267e-16
2200,8.828822215165467e-08,1.055782944607383e-09,2.9093101541908715e-09,7.202191970862056e-10,1.6636748568873489e-07,1.0782241621451795e-09,2.632451036725177e-09,-1.9436159506512284e-14,1.2698868317345026e-13,1.862679120987881e-08,1.4338625754558421e-09,6.768884499361148e-10,1.2315855750892306e-11,1.0675009457552127e-11,1.4003594156511915e-06,1.4573612648029126e-10,1.0574445971416396e-10,1.365555018552815e-09,-7.197893521128626e-16
2300,8.816334832955464e-08,1.0394120441780684e-09,2.88957293094746e-09,7.290158979859066e-10,1.6601699723516375e-07,1.0602607950014508e-09,2.608389189090453e-09,-2.6419926643154645e-14,8.773276970176255e-14,1.8378636032558178e-08,1.0223255977445702e-09,6.657240292698729e-10,3.4838345786974556e-11,1.834946901638773e-12,1.396754869129613e-06,5.961540794246565e-11,1.0181392908669572e-10,4.334424202185483e-10,-2.3277709000774624e-15
2400,8.816253505627209e-08,1.0621373638567636e-09,2.9130433780726976e-09,7.52865475089657e-10,1.6615217721202092e-07,1.0476964243656276e-09,2.771331853808305e-09,5.5371494790827956e-14,5.144517623221965e-14,1.7992807350213103e-08,1.6452394900241396e-09,6.573745583079239e-10,2.243524790002241e-11,1.3731192399742782e-11,1.3981484488054049e-06,1.0265224657814868e-10,5.906478244702563e-11,2.984335112608798e-10,7.291685390986596e-16
2500,8.817822074153116e-08,1.036124853855495e-09,2.88831542168964e-09,8.005813543819032e-10,1.659948811412288e-07,1.0674430046648213e-09,2.8288004288489923e-09,6.934853741345164e-14,1.018049498196273e-13,1.8341878302996795e-08,1.426155545498626e-09,6.533614818996773e-10,4.7132904528808235e-11,-1.940865042926376e-12,1.397810517484049e-06,1.8203298721917452e-10,8.094954078804641e-11,2.940393257183338e-09,-3.0087605849760355e-15
2600,8.810829367921343e-08,1.0597602896591484e-09,2.8827676202259486e-09,8.851453602289735e-10,1.6572751394315143e-07,1.0518255311554377e-09,2.918195035180086e-09,6.484317088745031e-14,1.293627031057558e-13,1.7910823137596188e-08,1.8988613641859488e-09,6.598721360016589e-10,3.142328583920568e-11,5.29671561843606e-12,1.3964929356555338e-06,1.7405779458658603e-10,9.470674982879045e-11,3.3296101777272952e-09,-2.7342188562901026e-15
2700,8.809606767870502e-08,1.0348416885946375e-09,2.9138636353213467e-09,8.839513848524481e-10,1.6557598772285993e-07,1.0695170074164037e-09,2.9416943361855876e-09,2.5890400279792184e-14,2.3973550118815536e-13,1.7770082786124892e-08,1.9990138271518124e-09,6.422599682200972e-10,4.6078070828271155e-11,6.994414338215832e-12,1.3961585615803338e-06,2.079278244227923e-10,1.5577232216239112e-10,1.624592591395869e-09,-9.211195006902225e-16
2800,8.802757247988026e-08,1.0485158755825284e-09,2.8770107232186484e-09,8.726340725354488e-10,1.655341687430331e-07,1.0695411571541052e-09,3.1226165434931924e-09,9.039190756271879e-14,2.2759149867500514e-13,1.7878346218410566e-08,1.8951020494453225e-09,6.507642587299249e-10,4.4386614077131075e-11,1.1615969375049931e-11,1.3940820667961969e-06,1.796533758991073e-10,1.997755048916247e-10,3.025551020138746e-09,-2.5429881539691957e-15
2900,8.799811153020292e-08,1.049391771172032e-09,2.90656038134722e-09,9.184901066107488e-10,1.6531557880032909e-07,1.056666967348585e-09,3.1139981170185657e-09,7.835782845442777e-14,1.3736254152799258e-13,1.7002368259788698e-08,2.511826201156939e-09,6.307145880971448e-10,7.225350583965032e-11,1.5589286551732499e-12,1.3949602204975807e-06,2.478631427432126e-10,2.2579697313972387e-10,6.057348840749193e-09,-3.5003124972418774e-15
3000,8.801478299367063e-08,1.03619268592779e-09,2.911709361769987e-09,9.92134661406991e-10,1.6543662824831502e-07,1.0684608345299864e-09,3.0559430336455832e-09,1.7368050806457078e-13,3.41150249886977e-13,1.7241155615265048e-08,2.2555057259481257e-09,6.393455311254735e-10,7.866893711406797e-11,3.793142682600293e-12,1.3944897168268476e-06,2.771606238801664e-10,2.005271868250133e-10,5.936662457911478e-09,-2.6526327042029304e-15
3100,8.789743336180957e-08,1.0513903904355275e-09,2.865896915145874e-09,1.0596133508035043e-09,1.6503441207500753e-07,1.0674969358073146e-09,3.2775527986454903e-09,1.1960651564472222e-13,4.0769405511372634e-13,1.6920670277709708e-08,3.0496317568511756e-09,6.236256591545893e-10,8.223931450939909e-11,-2.0758455933269112e-12,1.3938672999794729e-06,3.169691607253331e-10,2.428942954721425e-10,6.046971932641969e-09,-3.8926052710641245e-15
3200,8.789376766866959e-08,1.0362861530544572e-09,2.9057753860299005e-09,1.0775287975295272e-09,1.6496485120737363e-07,1.0558154431270123e-09,3.213168394759107e-09,2.0605204784163662e-13,3.116332000274273e-13,1.6256271086632605e-08,2.7479126204040115e-09,6.070779866393199e-10,1.042436724898795e-10,1.9241113465155103e-11,1.3924309436225371e-06,3.563426014962664e-10,2.945942056766863e-10,9.45232635577601e-09,-3.953671139843182e-15
3300,8.781951548201444e-08,1.0600702985007278e-09,2.924351546529543e-09,1.1211470941333494e-09,1.6492264538198577e-07,1.0546963684751058e-09,3.303424661934783e-09,2.1447387038331104e-13,3.2289885145450695e-13,1.604561738821034e-08,3.1308654032479157e-09,5.97041746011837e-10,9.985206981253738e-11,2.084991113099071e-11,1.3919025784362298e-06,4.90769653052975e-10,3.330925474902558e-10,1.0470150519462897e-08,-6.895690536230602e-15
3400,8.779282038912388e-08,1.0338502745525827e-09,2.869146604232734e-09,1.1406623549289453e-09,1.6492129716617105e-07,1.0617855502872667e-09,3.3330988402664793e-09,2.6353555815762154e-13,6.12889205782304e-13,1.594447620597845e-08,3.7243498732873108e-09,5.837091393835921e-10,1.1748901026147387e-10,6.286223442359075e-12,1.38925669560504e-06,4.864562552001196e-10,4.1260907260326863e-10,1.0399300436552794e-08,-7.147525869031647e-15
3500,8.776649192801925e-08,1.0434690262432347e-09,2.9234955696673088e-09,1.192205994833362e-09,1.6450462521984514e-07,1.0634023624985179e-09,3.321546170537508e-09,3.957327065373552e-13,5.430273192499931e-13,1.4848085402963893e-08,3.737733281391014e-09,5.647114136799059e-10,1.287890058457319e-10,8.449948534581035e-12,1.3880425133438988e-06,5.92290892363405e-10,3.922454398238843e-10,1.1272663323313521e-08,-1.0063994013267172e-14
3600,8.777067442025899e-08,1.0473425307787483e-09,2.913107363876604e-09,1.2091704158103588e-09,1.6464485516468105e-07,1.0579404749682064e-09,3.2565438642356725e-09,4.879825416663918e-13,6.488505738080609e-13,1.4687507823330354e-08,4.551887313999206e-09,5.357924901247523e-10,1.4577132483786793e-10,1.664453924315308e-11,1.3858950949326997e-06,6.162453548010542e-10,4.4992740712394565e-10,1.4960805147191865e-08,-1.116071836583848e-14
3700,8.773490843107944e-08,1.0466288188001192e-09,2.9164071944124134e-09,1.2687824024273402e-09,1.645278384553784e-07,1.049043259233277e-09,3.2586792185618696e-09,5.147346848961548e-13,7.533819317674312e-13,1.4020820465680565e-08,4.981053529493164e-09,5.36436968939619e-10,1.6545721788424003e-10,3.996340790032032e-11,1.381964651592839e-06,7.295949153253684e-10,5.666212483099306e-10,1.6710765036498244e-08,-9.836870968186435e-15
3800,8.765688691950876e-08,1.0328940992746054e-09,2.91233285382493e-09,1.2227553632335876e-09,1.6429687498607272e-07,1.0567992910876195e-09,3.3077628467656682e-09,6.312439287193319e-13,1.030706327199603e-12,1.3770578347364113e-08,5.217848822255127e-09,5.013774610774176e-10,1.9621984205061613e-10,3.772254910205559e-11,1.379030018034483e-06,7.549626484778009e-10,5.81839983113434e-10,1.7825365580971478e-08,-1.5258964872481205e-14
3900,8.762925315380252e-08,1.0464602926502236e-09,2.922573821877921e-09,1.2571582026907169e-09,1.6418106249356143e-07,1.053981617929189e-09,3.189106228339647e-09,5.973484584973115e-13,1.0944767222223549e-12,1.2976358915341535e-08,5.948174346333975e-09,4.941317771593278e-10,2.1691367493521016e-10,4.938159035609629e-11,1.3760876197620727e-06,9.153213644748485e-10,6.29354437781209e-10,2.2744350421613413e-08,-1.4907957504190058e-14
4000,8.761428793348087e-08,1.0557194441312857e-09,2.886943993007978e-09,1.2977600201648823e-09,1.6409354190741167e-07,1.0450729233325154e-09,3.312679926000058e-09,7.100753280900823e-13,1.3186743186075948e-12,1.2455352698874448e-08,5.873967884102162e-09,4.729416500449424e-10,2.400058806174431e-10,6.24483323046173e-11,1.3752863726934e-06,9.335807771145138e-10,6.995132625265458e-10,2.4873634244517462e-08,-1.84582019961103e-14
4100,8.753682256511409e-08,1.036937985272709e-09,2.9071623801493065e-09,1.329497913341848e-09,1.6384359839714584e-07,1.0579439125325516e-09,3.2258163039130027e-09,9.19444487952729e-13,1.486406193807121e-12,1.1630497486230517e-08,6.948284607726599e-09,4.255274880643842e-10,2.6549664955049137e-10,8.260590779477358e-11,1.37106059023163e-06,1.0211366031406212e-09,7.836773909551284e-10,2.606901037276621e-08,-2.15878425874815e-14
4200,8.754693218002153e-08,1.0391272163410323e-09,2.896020149648958e-09,1.3502334969377415e-09,1.6394237621499897e-07,1.0625092170336715e-09,3.188611381602177e-09,1.0943786078930859e-12,1.8329380676235633e-12,1.075984969528772e-08,6.978787081122152e-09,4.143301402909038e-10,2.77280446842356e-10,1.0446596902844932e-10,1.3666694857231005e-06,1.1289100766912254e-09,8.705613757048814e-10,3.066890626231581e-08,-2.6281245727902186e-14
4300,8.74745276212854e-08,1.059418653005718e-09,2.8921046479711326e-09,1.4285645898411073e-09,1.6360101069698206e-07,1.0570032499272058e-09,2.972539317120473e-09,1.2205883422501111e-12,2.0063881848752445e-12,1.0395379262289373e-08,7.905569066608295e-09,3.929756728152105e-10,3.0161160346545513e-10,1.5266826492674292e-10,1.3634468354163384e-06,1.3005264888331072e-09,9.691877425842881e-10,3.612159148828725e-08,-3.0593180800007094e-14
4400,8.753247279877164e-08,1.0502651303706912e-09,2.930381222461612e-09,1.4771726660010254e-09,1.6348421325506096e-07,1.0630897550294246e-09,2.8676393781649755e-09,1.364245563937538e-12,2.3177833384182546e-12,8.960821135780486e-09,8.193218313884161e-09,3.623490109932521e-10,3.4075838294786676e-10,1.8976538037754964e-10,1.3609294380487538e-06,1.4183471165796005e-09,1.0486666207314552e-09,3.970753940454073e-08,-3.6196050164728626e-14
4500,8.746422824091911e-08,1.0564000045798259e-09,2.9201997182183298e-09,1.517774708587463e-09,1.635567791304602e-07,1.0492275651471744e-09,2.9738279140924867e-09,1.5422540727874362e-12,2.6547067013428762e-12,8.532855748480394e-09,8.945149613805247e-09,3.4177432964219796e-10,3.694633945423653e-10,2.1368781286717543e-10,1.3562317934227201e-06,1.5080777680975586e-09,1.102104429724027e-09,4.2349579078048594e-08,-4.189316638312523e-14
4600,8.746791781042333e-08,1.0443546340367774e-09,2.8967193077419383e-09,1.4861539895788779e-09,1.633616623170975e-07,1.0396279717249143e-09,2.803644455209894e-09,1.7400821925943453e-12,3.1043986075594037e-12,7.786218944020507e-09,9.534457317761344e-09,3.0033708589165077e-10,3.813682361230386e-10,2.815239542745613e-10,1.3497309648219037e-06,1.6068878246994881e-09,1.2446470330752371e-09,4.6715567551659685e-08,-4.937522140906176e-14
4700,8.738286190240198e-08,1.0576244890013064e-09,2.8881275235998976e-09,1.5675029449510491e-09,1.6329621702918354e-07,1.0369064331744484e-09,2.7377833116866185e-09,1.9741434044731535e-12,3.443590426961887e-12,6.83254918099428e-09,1.0113699366099328e-08,2.6898483491244884e-10,4.2387650533148294e-10,3.420154371247472e-10,1.3435527441178191e-06,1.7213056946617928e-09,1.3527628576777815e-09,5.494040665028546e-08,-5.693404538134169e-14
4800,8.735529097431481e-08,1.058097231859939e-09,2.922450511352732e-09,1.5688602303271509e-09,1.6294650455232e-07,1.058084716568136e-09,2.517500775248195e-09,2.2715269135368906e-12,3.8830403685501345e-12,6.3334441654839365e-09,1.0772558071315598e-08,2.451287203860041e-10,4.526006330166314e-10,4.131709600011807e-10,1.338141650607424e-06,1.8834455188114114e-09,1.461755534571315e-09,5.946639225734528e-08,-6.487932592012945e-14
4900,8.729097057272736e-08,1.0541906946923913e-09,2.8902584796630047e-09,1.685423354122252e-09,1.6288740533310482e-07,1.0620847017708293e-09,2.4955571197646593e-09,2.5258116820960944e-12,4.317018377935536e-12,5.119309798765977e-09,1.1030870711874009e-08,2.0881731805374378e-10,4.809965268976509e-10,5.060635060743326e-10,1.332346871424592e-06,1.9435704334797604e-09,1.5304293310836399e-09,6.47810483700423e-08,-7.339529467025977e-14
5000,8.732190635467152e-08,1.0354592237144646e-09,2.920203422091683e-09,1.6903439724321392e-09,1.6286257509532457e-07,1.0523077198149068e-09,2.438258614148223e-09,2.800186098439383e-12,4.758320276359607e-12,5.0788193903232895e-09,1.185507367579618e-08,1.910016912833738e-10,5.021218758661185e-10,6.201200662817278e-10,1.32385563207117e-06,2.1123662885796896e-09,1.5862001603113223e-09,7.260581415017966e-08,-8.465414509598683e-14
