milliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
2500,8.818646923442819e-08,1.037982298459367e-09,2.873149166955734e-09,8.116841605855889e-10,1.659815172871858e-07,1.0757667264836259e-09,2.8453978946470813e-09,4.273520822170683e-14,1.9336389344795056e-14,1.8599155104344467e-08,1.7607655816182888e-09,6.721687963898368e-10,3.773647361578859e-11,7.2623614013027325e-12,1.399031840536924e-06,1.1515501606683353e-10,9.55362698378593e-11,3.818081808151413e-09,-2.603082755991051e-15
2600,8.81608533421753e-08,1.0478882373799859e-09,2.897429200344786e-09,8.820035179760477e-10,1.6569651205217411e-07,1.050296168754901e-09,2.8621616787441446e-09,1.042262680759204e-13,2.4788222271919887e-13,1.809053222712867e-08,1.6137728733263073e-09,6.645071367855917e-10,5.694184136960275e-11,4.493543356031729e-12,1.3967265739623462e-06,2.1092967298886775e-10,1.0204783721329459e-10,3.36183931583974e-09,-1.8894633204172498e-15
2700,8.801745361520842e-08,1.0614837930779515e-09,2.9050045279117916e-09,8.765735938348586e-10,1.6557025174294798e-07,1.0733175283295974e-09,3.0249038488169234e-09,1.4793335527577344e-13,2.279479041212276e-13,1.7903608076406875e-08,1.889167299432487e-09,6.51782788737776e-10,3.8610286906872013e-11,1.0197856620420265e-11,1.3953559545589358e-06,1.8397032251879448e-10,1.8564427179122895e-10,4.972294736855819e-09,-1.0480431203981286e-15
2800,8.805024596818171e-08,1.0596380140875842e-09,2.8750334499733094e-09,9.504372503600215e-10,1.6552010316406689e-07,1.05188898006336e-09,2.9406545588123314e-09,6.94327283356969e-14,2.699502616745216e-13,1.7441132351143414e-08,2.0704625434996945e-09,6.548918150695486e-10,6.566907529956334e-11,1.4731639072808392e-11,1.395170487810219e-06,2.8407195430795594e-10,1.9545752742311223e-10,4.783690403192631e-09,-3.963961067173032e-15
2900,8.795566508503397e-08,1.0471305360386581e-09,2.9092110665572947e-09,9.589509952027116e-10,1.655078837943529e-07,1.0710473954494771e-09,3.1462424627715963e-09,8.248486475818469e-14,2.2772668091145557e-13,1.7182484868498344e-08,2.057613862294412e-09,6.374949732037145e-10,7.172281767242778e-11,-9.497749410698902e-12,1.394496676111005e-06,2.3098706280313622e-10,2.1272493867155915e-10,5.862661502903163e-09,-3.2524265734714705e-15
3000,8.796965748725423e-08,1.0607744800836078e-09,2.9172828177578192e-09,9.366922384259231e-10,1.6537362280870136e-07,1.0611787038108823e-09,3.1549290318925268e-09,1.76053741300879e-13,3.378098277521415e-13,1.7072995060357948e-08,2.4414823921914755e-09,6.368776960650468e-10,6.044655525630749e-11,2.0695741589703525e-12,1.393169890908537e-06,2.6468535625544183e-10,2.0584768432594695e-10,4.94943176612262e-09,-3.827400985916935e-15
3100,8.795014552624657e-08,1.0520618036801066e-09,2.881489884872264e-09,1.04917850029996e-09,1.6506393638854291e-07,1.0508791873202122e-09,3.2309392966476738e-09,2.4554627197303324e-13,2.515220254505946e-13,1.6838619690682656e-08,2.953768887441077e-09,6.256795348198396e-10,7.572254974337124e-11,8.414196717775634e-12,1.3946891156401534e-06,3.9675858167185275e-10,2.5649472786010825e-10,6.301030508777501e-09,-4.447064214145141e-15
3200,8.794466081053167e-08,1.0503972640730181e-09,2.8827845658526514e-09,1.0812444512092934e-09,1.6505971436311537e-07,1.0706369944294523e-09,3.29359065677353e-09,1.7771177100727791e-13,3.648420762980441e-13,1.6752323941895834e-08,2.9380659676475703e-09,5.987105435646487e-10,1.0436610504159912e-10,-1.7946342807626055e-12,1.3936618028733192e-06,4.416595016904404e-10,3.1620729229173735e-10,7.73176056146679e-09,-3.574703712361659e-15
3300,8.784663573359937e-08,1.04194967759427e-09,2.9009874399316394e-09,1.0563046560227932e-09,1.6503062835141077e-07,1.0486132643724465e-09,3.3039639520182643e-09,3.1751554198084646e-13,5.146708662338092e-13,1.6352462714200342e-08,3.531290648107397e-09,5.991260087850189e-10,1.0923169247883026e-10,4.2441573766177985e-12,1.3907606903612363e-06,4.635465831220353e-10,3.7093365865560217e-10,7.373759022097018e-09,-5.3221351636466115e-15
3400,8.77839356683025e-08,1.0507321075047152e-09,2.87985361917844e-09,1.112253939277846e-09,1.6488243067918387e-07,1.0596272058930135e-09,3.3461615052790386e-09,3.4642889886228904e-13,3.884163428979924e-13,1.560794551350116e-08,3.6920434197443097e-09,5.841426263134951e-10,1.2243017554884547e-10,1.7375642672200002e-11,1.3872879944884893e-06,5.14275713045986e-10,3.884395129036132e-10,1.1004768190215802e-08,-6.161026450252698e-15
3500,8.780085488279044e-08,1.0547390375153042e-09,2.8712333215281204e-09,1.1326687478917517e-09,1.6471161894286206e-07,1.061185053332664e-09,3.3202704886160003e-09,3.5355398096789427e-13,7.150782458694761e-13,1.4736645309767757e-08,3.941415870729155e-09,5.672621972087907e-10,1.2044737337425382e-10,9.446290753967334e-12,1.3870540426067631e-06,5.634856781677063e-10,3.7280648697595585e-10,1.1212251550262912e-08,-7.089784513417333e-15
3600,8.778693467711433e-08,1.0464449208435172e-09,2.9130041035236647e-09,1.1851932016947807e-09,1.6440998987935508e-07,1.0455167121436497e-09,3.24749921380686e-09,4.575497548230078e-13,7.208540468190844e-13,1.5002779239525533e-08,4.639123210381392e-09,5.602476142442487e-10,1.3662969252363573e-10,2.3839775568449194e-11,1.385244834131517e-06,6.351988817809791e-10,4.4281397695170083e-10,1.523512580651614e-08,-8.471214807396388e-15
3700,8.778126004521449e-08,1.047904670371556e-09,2.919181705678495e-09,1.1932879396298225e-09,1.6436450645757579e-07,1.0569442975488635e-09,3.309984840759743e-09,5.37527255859254e-13,7.562268838419284e-13,1.4481472942183732e-08,4.824736732525648e-09,5.320619690807413e-10,1.645746887036629e-10,1.8932078634657644e-11,1.3820373680274213e-06,6.600252360042163e-10,5.299864723093515e-10,1.7073892809558932e-08,-1.022173718583725e-14
3800,8.764503548491326e-08,1.0495071985576247e-09,2.9205613458759654e-09,1.2385181084555695e-09,1.6414795935264761e-07,1.0553819812647816e-09,3.3207883232425687e-09,5.13516561217589e-13,1.0010281918762287e-12,1.3470185068932296e-08,4.953842842573031e-09,5.034096990799781e-10,1.8292037418420252e-10,4.8269278391721385e-11,1.3792909758393932e-06,8.303271067592228e-10,6.024099084096817e-10,2.0570297610710345e-08,-1.1877199820317766e-14
3900,8.76943875219519e-08,1.042490706061551e-09,2.8847205096758427e-09,1.2943881051755044e-09,1.640268131616669e-07,1.0667937741249378e-09,3.2617437102317422e-09,6.327987782727787e-13,1.1978971493275379e-12,1.2681639306729913e-08,5.8592911584396046e-09,4.781253477912684e-10,2.079056942252336e-10,4.043615393621183e-11,1.379454928564625e-06,8.974667605463012e-10,6.312784469550308e-10,1.976368622438755e-08,-1.746374861403906e-14
4000,8.757286888252511e-08,1.0583904139994735e-09,2.903617467063776e-09,1.309852391786681e-09,1.641171089200022e-07,1.0573889138220256e-09,3.283771376227217e-09,7.413132368765968e-13,1.1970857367630962e-12,1.1775941029457396e-08,6.0659241064746555e-09,4.804972468204701e-10,2.4689853322608174e-10,7.357046710042982e-11,1.3754397124634795e-06,9.769663348515503e-10,7.158187399327439e-10,2.5184145469755885e-08,-1.7956251701852052e-14
4100,8.76195705499079e-08,1.0562363365294726e-09,2.89263754392091e-09,1.337778816587804e-09,1.6375388334205255e-07,1.0519114315431022e-09,3.208358523504177e-09,9.537885848380444e-13,1.4937716348343658e-12,1.1610817843626449e-08,6.789814520710753e-09,4.4563469887881214e-10,2.6750880602577075e-10,8.387250266650021e-11,1.370436170776943e-06,1.0702322704333456e-09,8.082996874965434e-10,2.9192460094264598e-08,-2.282129338642602e-14
4200,8.752967108007565e-08,1.0355058262369959e-09,2.9150304343748963e-09,1.375879952111243e-09,1.637666614068326e-07,1.0474686000170321e-09,3.0439793853511643e-09,1.0655108123877628e-12,1.875658055433814e-12,1.0663533763313204e-08,7.329211989472147e-09,4.261204555502669e-10,2.9755566272405455e-10,1.0630639542801626e-10,1.3679887548818703e-06,1.1199650892940029e-09,8.497159593506452e-10,3.152079282652798e-08,-2.7720332265781184e-14
4300,8.750801024329875e-08,1.0340537048894928e-09,2.8839064907862977e-09,1.3834775635123186e-09,1.638554436510873e-07,1.047178360025435e-09,2.977157849661315e-09,1.1952617656483044e-12,2.131403403395312e-12,1.0297235245551227e-08,7.386229379027968e-09,3.7255427763884263e-10,3.028629109006046e-10,1.3518423198944435e-10,1.3621387047171915e-06,1.2618916920986095e-09,9.45613124404704e-10,3.514811523245759e-08,-3.132757589653164e-14
4400,8.749852751912427e-08,1.0544154349819701e-09,2.920190565159991e-09,1.486971858333856e-09,1.6343445424160502e-07,1.0487332822538758e-09,3.0085503237931683e-09,1.3231596902589032e-12,2.3418770338970577e-12,9.33837637951946e-09,8.227776762298773e-09,3.599825272408577e-10,3.4698123178712343e-10,1.785631488443127e-10,1.3611915628892837e-06,1.4002146758234936e-09,1.0563105180892323e-09,4.064980603915554e-08,-3.5851332722514207e-14
4500,8.740368306927493e-08,1.041751601041715e-09,2.8929592553457268e-09,1.4509594104164738e-09,1.6354525006007823e-07,1.0552233055667148e-09,2.8709411187616714e-09,1.4985552808901958e-12,2.7576940806204952e-12,8.3495751262132e-09,9.012139396963976e-09,3.231315823266617e-10,3.6322444252492905e-10,2.1963035425231866e-10,1.3567160633814371e-06,1.5068891414022271e-09,1.1287500120982781e-09,4.49263928218538e-08,-4.2411653186527914e-14
4600,8.744638641439455e-08,1.0311497089932005e-09,2.9125524360617484e-09,1.5458573638750966e-09,1.6346550867835455e-07,1.040010347958652e-09,2.8084816405942135e-09,1.7954221556268687e-12,3.0765368733437226e-12,7.801617436089538e-09,9.683174840764811e-09,2.873519071070654e-10,4.0860616279722276e-10,2.8204566248600316e-10,1.3507295621641392e-06,1.6170030387149528e-09,1.185189579821743e-09,4.8079649365884856e-08,-4.8441423960110455e-14
4700,8.739426616675063e-08,1.0377804602623522e-09,2.9006850281891224e-09,1.6074264703447539e-09,1.631645818927088e-07,1.0519594314742988e-09,2.6783022504644785e-09,2.004001799924103e-12,3.4730927972003972e-12,6.680929466650498e-09,1.0269293790997714e-08,2.7970601392164857e-10,4.174798211016406e-10,3.5752208025148465e-10,1.3437266213825868e-06,1.6752539592038145e-09,1.3470490728546152e-09,5.473581602952901e-08,-5.734110295768661e-14
4800,8.730075423888423e-08,1.038301081356144e-09,2.88206204168655e-09,1.6340204030026162e-09,1.6312335841968638e-07,1.0407932874106007e-09,2.5811988631747254e-09,2.1993597231358195e-12,3.860270664156853e-12,6.032339310550717e-09,1.0306688257354261e-08,2.3826122728689144e-10,4.576546932468297e-10,4.197833715512928e-10,1.3387546372661374e-06,1.8796684434626302e-09,1.4069949191515347e-09,5.973168507038975e-08,-6.756347642251171e-14
4900,8.726414498705995e-08,1.0309418405415236e-09,2.9157230299336944e-09,1.6521382302362904e-09,1.628126224655666e-07,1.0462070581958233e-09,2.554011606005441e-09,2.521725224245946e-12,4.255688756618553e-12,5.6969706617254864e-09,1.097070387762563e-08,2.0947637815031154e-10,4.701659112426744e-10,5.097475362907352e-10,1.3302578949350373e-06,2.0069790805609237e-09,1.5575706111267878e-09,6.73060600135951e-08,-7.478357481820884e-14
5000,8.729756891556072e-08,1.0344656337635037e-09,2.9100291468900493e-09,1.6381936899557698e-09,1.629352089743884e-07,1.0598932628199662e-09,2.333400851412179e-09,2.745694897429947e-12,4.903483132737122e-12,4.655525226150474e-09,1.1547185003548304e-08,1.969709544975442e-10,4.987781509575887e-10,6.335712794615564e-10,1.325752120423279e-06,2.1326223383898207e-09,1.6615445175989853e-09,7.299633733962983e-08,-8.720075262873372e-14
