milliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
1000,8.868850671683287e-08,1.0490556212627725e-09,2.855502388981402e-09,3.1917661616977933e-10,1.6778457865623094e-07,1.066436902198914e-09,1.1315282721587818e-09,-9.947268481972148e-15,4.1554056709794985e-14,1.9987647876107552e-08,-6.330405337652921e-11,7.074234428454525e-10,1.15758043736215e-11,2.4232000789283765e-12,1.4005236683861825e-06,3.4164586297110674e-11,4.8378928290449945e-11,8.322092880045723e-11,-2.250927185503468e-16
1100,8.856494307133222e-08,1.0570407003009011e-09,2.8589974504039695e-09,3.0567651225292115e-10,1.6751596079799198e-07,1.079318087278632e-09,1.357431409672516e-09,-2.536472770427004e-14,-4.1535512074098316e-14,1.950316135403888e-08,5.720463907205868e-10,6.839040696661144e-10,5.972396479235609e-12,4.473280158154458e-12,1.4003717303148152e-06,5.887700500602878e-12,-1.4502329587138365e-13,-1.5584986581602657e-09,9.017242451064507e-16
1200,8.859250374171944e-08,1.0433769092215797e-09,2.887370053508491e-09,3.503414495341144e-10,1.6742233412823528e-07,1.0648080943484131e-09,1.3719394437963356e-09,-3.953307967516894e-14,7.551509410806131e-14,2.0011073339291633e-08,2.9156102192680543e-10,6.919504108348192e-10,1.5844048609506917e-11,-5.795023747248634e-12,1.399093982318409e-06,-4.246260817413543e-11,1.748616230837766e-11,-1.5359019378890595e-09,1.5827631925232108e-15
1300,8.857234226276107e-08,1.0448698544406092e-09,2.86552295464919e-09,3.6792916945559234e-10,1.6738312349887184e-07,1.0821645276590313e-09,1.4783077016822088e-09,-9.939112220384556e-15,7.092474942878686e-14,1.9475042685949768e-08,4.0395301854312406e-10,6.984577433159715e-10,1.5235719543324048e-11,-1.2621018926714141e-11,1.3991742439321699e-06,2.8388287759511547e-11,-2.0217552294181574e-11,1.916340026003395e-09,-1.1608805710208812e-15
1400,8.846541132331356e-08,1.0409868101189568e-09,2.897474553326788e-09,4.200732259588941e-10,1.6736795317723075e-07,1.0754914433681088e-09,1.595451330301412e-09,5.936782956557192e-14,-2.7114727730341208e-14,1.940299852267762e-08,1.672928913143868e-10,6.847657077020732e-10,1.6714365223760788e-11,1.6094752781697026e-16,1.4005443116970466e-06,-2.514309629604248e-11,-1.9102164147237586e-11,1.759025405531505e-09,1.5528585722928321e-15
1500,8.8491207511432e-08,1.0505350033422423e-09,2.873505761254053e-09,4.570686921010467e-10,1.6710188611548182e-07,1.0790957829746845e-09,1.8053980737976812e-09,-3.2043593735561504e-14,-9.789006263345571e-14,1.9134040337138936e-08,5.575881129802019e-10,6.922335980225326e-10,1.0368492704286377e-11,1.7223074382608514e-12,1.4002620387408204e-06,7.44469768040643e-11,-4.647796240748402e-13,-1.1520021051217899e-09,-5.334878075607716e-16
1600,8.846424900774098e-08,1.0364905840715367e-09,2.872494617726935e-09,4.6109252648170096e-10,1.6693812293604542e-07,1.07296373365918e-09,1.9062136785285243e-09,1.868163331916612e-15,6.448825705288046e-15,1.9792386263186183e-08,2.953646682759594e-10,6.849439786019819e-10,1.5710347416459922e-11,9.602197054633878e-12,1.3978859868095642e-06,3.501809962948315e-11,5.704904772380771e-11,-6.374441393165948e-12,-1.1050042925218288e-15
1700,8.839563775887598e-08,1.0609231390865054e-09,2.8640702484184974e-09,5.173916373257731e-10,1.6683082355530216e-07,1.0683998612759252e-09,1.9269119268496004e-09,-5.801655043695758e-14,1.0946514116807932e-14,1.918281369780146e-08,9.1063554022251e-10,6.767616725930709e-10,1.2893172619987485e-11,5.113771516748169e-13,1.3990823638340479e-06,6.574862819324318e-11,-8.248587968252197e-13,1.7190156089135049e-09,-1.154458653948064e-15
1800,8.832053466018804e-08,1.05729306391132e-09,2.9133911522216197e-09,5.772125273883033e-10,1.6691445317859466e-07,1.0724529059578112e-09,2.0498544015390403e-09,-4.819906561040274e-14,1.2270011414357378e-13,1.8919797012769e-08,1.0282796841514296e-09,6.879897170673962e-10,1.4215731609712375e-12,9.521613556847774e-13,1.4002075197414279e-06,2.5845172887973112e-12,4.008706380709286e-11,-3.983762808886336e-10,1.1852783685481533e-15
1900,8.834828346448237e-08,1.0577374743268488e-09,2.895339375292278e-09,6.567187755245754e-10,1.6668758707196786e-07,1.071741293854072e-09,2.2116401920635925e-09,-1.9955299962756682e-14,-7.154519031597725e-14,1.945449951221806e-08,9.751689905608122e-10,6.930808454973647e-10,3.860800451258271e-12,1.318578841894735e-11,1.3980848997371986e-06,-1.0991483859803267e-11,5.908032187030251e-11,2.540002375587593e-09,-1.9123548329374044e-15
2000,8.833467913446725e-08,1.0636712954262002e-09,2.8828451887545354e-09,5.936256163170814e-10,1.6638371550835044e-07,1.0723172194394705e-09,2.2486132152206137e-09,-1.8574339568079284e-14,9.123344201698202e-14,1.9013403886342306e-08,9.777478143139547e-10,6.926374638429428e-10,3.154880823590397e-11,-3.4111242307034525e-12,1.3999099921008162e-06,8.66132576428213e-11,4.5657446034908844e-11,6.559680389706019e-10,-8.114146260328266e-17
2100,8.826169624231648e-08,1.0441680048774433e-09,2.900174306511575e-09,6.530188299847556e-10,1.663491569897194e-07,1.0672938812250823e-09,2.4963515568004297e-09,-2.761590294357668e-14,-3.6788943404777286e-14,1.9064366767490487e-08,7.004879916323599e-10,6.773814461697134e-10,3.360235638990661e-11,1.1295913064110834e-11,1.397070488963563e-06,8.17982281090906e-11,4.102228590973033e-11,1.6407420444110683e-09,4.922061245709854e-16
2200,8.824226414034962e-08,1.0390102718472795e-09,2.9138618971168217e-09,6.813913203562948e-10,1.663323638094888e-07,1.049426880795328e-09,2.5060827859795655e-09,-2.9858279139584014e-14,-3.239060142148084e-14,1.8339290846324883e-08,1.4776397138143259e-09,6.724750205339459e-10,2.994623084822434e-11,-5.063189511898914e-13,1.3983587253923278e-06,9.742309348054094e-11,4.610707426605312e-11,1.06160136289198e-09,-1.9857208831231702e-15
2300,8.822340899201531e-08,1.061290385365025e-09,2.8882387892210686e-09,7.637957632137629e-10,1.6605575017650598e-07,1.0698603897381818e-09,2.72274704208547e-09,4.212472763358933e-14,4.555491265272499e-14,1.8415909367539297e-08,1.172868625213993e-09,6.729305180646134e-10,1.8420870364272025e-11,-6.019594959465692e-12,1.399243322947407e-06,1.3054744858729426e-10,9.227177968458918e-11,2.5965814813093973e-09,-8.508319587878988e-17
2400,8.811931354238572e-08,1.0515817194272639e-09,2.8624175787828328e-09,8.129236220306012e-10,1.6610321849600276e-07,1.0696458620620226e-09,2.631298709033216e-09,1.1535086544420308e-13,-1.6634579011511465e-14,1.7946952275006203e-08,1.3969924360473926e-09,6.759637383334907e-10,4.8569277276195396e-11,-4.068147306334434e-12,1.3987731759034441e-06,7.187330693766329e-11,1.0238999282461982e-10,2.1577114600098996e-09,2.140196260255274e-16
2500,8.815468653438553e-08,1.0475019296170434e-09,2.8744902141265944e-09,8.212479719304776e-10,1.6579587542012861e-07,1.0756657475204347e-09,2.897588342609052e-09,3.086982250168579e-14,1.1353492320308364e-13,1.782837798791892e-08,1.6010231799245843e-09,6.636521010289748e-10,3.562261712229194e-11,1.406574737685669e-11,1.3964370073947336e-06,1.7680000463696157e-10,9.456680585239864e-11,2.512245262284703e-09,8.03079669100119e-16
2600,8.80873715303053e-08,1.0473604607112866e-09,2.870232347083381e-09,8.385417576240222e-10,1.6585376847268354e-07,1.0541271255388665e-09,2.828595877623972e-09,1.18216913241584e-13,1.724848115256772e-13,1.768425830686445e-08,1.811811397937582e-09,6.562150462649441e-10,3.0202040494133824e-11,1.4388817340917365e-11,1.3955044528092537e-06,2.124219352684776e-10,9.844869716442112e-11,3.82658574718586e-09,-2.13199247441217e-15
2700,8.807971573316798e-08,1.0425648046849602e-09,2.8835660341665858e-09,8.921543918455926e-10,1.6575525965471867e-07,1.054985601704492e-09,2.93014070722184e-09,3.7053205706175346e-14,4.293619538161972e-14,1.8171616931981788e-08,1.925935123774102e-09,6.619962597992863e-10,3.8996116717201575e-11,5.5713896906360125e-12,1.3948791147383203e-06,1.7763427978314287e-10,1.0987812188642373e-10,2.877427046186852e-09,-8.739350474024316e-16
2800,8.804460409766558e-08,1.0497368027852736e-09,2.8832402976107618e-09,8.949561327566427e-10,1.6535943886723812e-07,1.05747075040738e-09,2.9644847178154917e-09,1.4442416645207723e-13,1.4399073962528723e-13,1.718474204441334e-08,1.8056204643354461e-09,6.508232795331173e-10,5.3169732263604415e-11,1.490209393114528e-11,1.3942561341480155e-06,2.0204263223528623e-10,2.113056335499251e-10,5.374058484559891e-09,-1.328626915138006e-15
2900,8.798166716957517e-08,1.0533097940710325e-09,2.8890536193156785e-09,9.09750259292007e-10,1.6539499785442463e-07,1.0669418299952763e-09,3.0442960983210214e-09,1.7365499241257318e-13,2.9746435206066833e-13,1.7634152983908482e-08,2.4919271033972506e-09,6.23463401464591e-10,7.365180051887847e-11,-3.4881857577197926e-12,1.3932168255571997e-06,2.9690815943113397e-10,2.381967233747103e-10,5.126269648320265e-09,-1.7667422142122737e-15
3000,8.802193447112932e-08,1.052302546998009e-09,2.909561690499098e-09,9.921186859984996e-10,1.6510403022235692e-07,1.0701579309964123e-09,3.19009894288957e-09,2.2446476620031124e-13,1.8606961659957746e-13,1.7269550619870037e-08,2.634929103470046e-09,6.370110974771977e-10,8.316532567470812e-11,9.598697276056419e-12,1.3920022267421686e-06,2.818089746684884e-10,2.2936577540822617e-10,4.786614807475439e-09,-3.7813168031951764e-15
3100,8.789271177463481e-08,1.0559182188050494e-09,2.918335812505716e-09,9.864545405036136e-10,1.6508906661976867e-07,1.0593901395945427e-09,3.186295580910586e-09,1.3852274257578765e-13,3.871873074657559e-13,1.6821844714953296e-08,2.4454797496883784e-09,6.223376469558946e-10,7.700604823755699e-11,-5.151435591157633e-12,1.394640506022417e-06,3.6835201478550675e-10,2.9530694850889977e-10,5.092875486944388e-09,-3.255608466767034e-15
3200,8.790473497830188e-08,1.0596949315272495e-09,2.908478913393355e-09,1.0034596749538082e-09,1.6495919368455747e-07,1.052844351526104e-09,3.1643146127297616e-09,2.5876597277082283e-13,2.8929223218124866e-13,1.5941576119604e-08,2.9678259451755973e-09,5.956852423321368e-10,1.0528363103452447e-10,9.895628696545934e-13,1.391293571093239e-06,3.320099369847051e-10,3.1930693668327517e-10,7.266838098905326e-09,-6.2658975166775655e-15
3300,8.786454162743288e-08,1.0537981542259208e-09,2.883802002816662e-09,1.0490586759609856e-09,1.6494257012042826e-07,1.0667207988074077e-09,3.375068185866774e-09,3.1994635991775204e-13,4.837678941557562e-13,1.5777639454753482e-08,3.0267869498794313e-09,6.011657596601919e-10,1.1345577196110883e-10,1.0330363733642697e-11,1.3908172358419391e-06,4.318734025265392e-10,3.3694949555886073e-10,9.664096078683118e-09,-7.620111625726927e-15
3400,8.786564036340679e-08,1.033587687932875e-09,2.882583522566327e-09,1.0928844236411092e-09,1.64775183983127e-07,1.0512544071100688e-09,3.2432086653288036e-09,2.958535939260344e-13,6.25735397046059e-13,1.5447643369004592e-08,3.716316090649658e-09,5.675073176441614e-10,1.1079231807943322e-10,1.478709215804727e-11,1.3880832635836955e-06,5.281509400154501e-10,4.1088478146439436e-10,9.63988156024009e-09,-6.871206363223465e-15
3500,8.77728093623656e-08,1.0583168925056903e-09,2.904961848573946e-09,1.186555852829934e-09,1.6448532619603294e-07,1.0438398965782379e-09,3.3696206782825633e-09,3.2112054968393407e-13,6.853739450508112e-13,1.4894374636779361e-08,4.012686080344613e-09,5.731219555524093e-10,1.3920361380571197e-10,3.198533680142803e-11,1.386528594223833e-06,5.403050826997999e-10,3.8401648102691564e-10,1.1609968025098264e-08,-7.901298844006984e-15
3600,8.777596952696783e-08,1.0601493624445176e-09,2.88849804381281e-09,1.1753176074288897e-09,1.6448293940867558e-07,1.0473272555309048e-09,3.2168050538998198e-09,4.774058723846354e-13,6.125704601124136e-13,1.4328366044774061e-08,4.441321734446407e-09,5.49036597658607e-10,1.4016876804775761e-10,3.692985436310012e-11,1.3839295149744544e-06,5.623390557466998e-10,4.488788965603075e-10,1.2907320317755735e-08,-1.0097483029628839e-14
3700,8.77623966669244e-08,1.0397565567043562e-09,2.898336083862778e-09,1.2724235951944528e-09,1.6435269864780178e-07,1.043320183634714e-09,3.2560200466330756e-09,4.724534144725021e-13,7.2850268663415e-13,1.4119951699877742e-08,4.442996122121329e-09,5.304997846538888e-10,1.6997063015651627e-10,3.6505177787004766e-11,1.3816118517736923e-06,6.409773305459546e-10,5.305659992753757e-10,1.581857454390558e-08,-1.3376083637101635e-14
3800,8.77463610002602e-08,1.052078242720771e-09,2.885714367020187e-09,1.2129288565742916e-09,1.6419589854511798e-07,1.0565246491614968e-09,3.230171047315767e-09,5.674520158167597e-13,9.23560272869406e-13,1.3707685702499662e-08,4.946001618007334e-09,5.006575924607902e-10,1.9669819551065876e-10,3.926395111900261e-11,1.3793526605024255e-06,8.28376465886282e-10,5.768395184238049e-10,1.7326011755255044e-08,-1.500690951449826e-14
3900,8.768109949164636e-08,1.055461155746701e-09,2.897836085971988e-09,1.334403788399348e-09,1.642526329796451e-07,1.0688984044930503e-09,3.3551458946112065e-09,6.296489576319597e-13,1.2108464854473027e-12,1.2866237497620015e-08,5.8211632293119966e-09,4.969097850612049e-10,2.0153569123321487e-10,6.724461626317195e-11,1.3786605458323176e-06,8.851552422745157e-10,6.868466919824332e-10,2.131027407536289e-08,-1.7290832473702438e-14
4000,8.763116589157038e-08,1.0470901763668343e-09,2.87963294572408e-09,1.3700878507088794e-09,1.6407480972388694e-07,1.0621532421898553e-09,3.1414174621211574e-09,8.153986231300885e-13,1.336671763752146e-12,1.2184201179244587e-08,5.928102694906936e-09,4.736068214114025e-10,2.4020200778830533e-10,6.720003411056772e-11,1.374344937340914e-06,9.071199583204707e-10,6.731335464660466e-10,2.566649270786014e-08,-2.0749973854848172e-14
4100,8.763577299907014e-08,1.0337580029498834e-09,2.880481947730225e-09,1.3755120077611898e-09,1.640923049735521e-07,1.0493822802560506e-09,3.157269369996127e-09,9.059771134770751e-13,1.5518170229039718e-12,1.196460064740612e-08,6.454682701023135e-09,4.469165952406573e-10,2.610065311904749e-10,9.29992108029765e-11,1.3723112016839576e-06,1.0451226301024551e-09,7.976540303144802e-10,2.8279505214543827e-08,-2.191763175235857e-14
4200,8.760427918730114e-08,1.0392723544190096e-09,2.8899380159963783e-09,1.364742957698549e-09,1.6384999881810955e-07,1.0566555077110655e-09,3.051305400629594e-09,1.0272966610369438e-12,1.7019381712891152e-12,1.0605541530371986e-08,7.203308322775685e-09,4.154011111178927e-10,2.9072289735819114e-10,1.0331707981587084e-10,1.3673069283017923e-06,1.1644808251164655e-09,8.434066922151091e-10,2.9785144225761132e-08,-2.7829436607953482e-14
4300,8.753246871624268e-08,1.0565032371238167e-09,2.9165581560998043e-09,1.4573457895598748e-09,1.636670712670417e-07,1.0653952784330473e-09,2.982458951491765e-09,1.1660279693342117e-12,2.1004387655779156e-12,1.043376375786156e-08,7.69345767651129e-09,3.9834903108580085e-10,3.1046130156966505e-10,1.4366198783041185e-10,1.3623714958717709e-06,1.3041615335247503e-09,9.404281300661471e-10,3.549411358766372e-08,-3.143405048214987e-14
4400,8.748074332530213e-08,1.0518485661489218e-09,2.928348972175179e-09,1.477087594574452e-09,1.6349130215560655e-07,1.0445359030493857e-09,2.992601742526762e-09,1.388580010202903e-12,2.202306705684999e-12,9.052417747111102e-09,8.546962452796594e-09,3.5835368165885485e-10,3.40185507763902e-10,1.8823685253806344e-10,1.358754337141133e-06,1.424500240808487e-09,1.0631562742792158e-09,4.02635870255181e-08,-3.5322925910823476e-14
4500,8.747363957037325e-08,1.0583537401973883e-09,2.9272521875813816e-09,1.461917662896688e-09,1.6346628033661687e-07,1.0648820220051545e-09,2.823397790456079e-09,1.533334892744734e-12,2.6360532977262305e-12,8.766772081094147e-09,9.142733836850169e-09,3.279940539662081e-10,3.8129450695053277e-10,2.145939777348093e-10,1.3550581569812087e-06,1.4540357959903935e-09,1.0900738802738432e-09,4.353056507488238e-08,-4.15252193146453e-14
4600,8.746729953844894e-08,1.0414941593014414e-09,2.896090827117185e-09,1.4997395256377247e-09,1.6337925249142055e-07,1.036184407522984e-09,2.7200267512853216e-09,1.7433130360583844e-12,3.123043992477171e-12,7.512813268081573e-09,9.334504654389013e-09,3.0229386305401273e-10,4.1093724541142e-10,2.698028538941296e-10,1.3481376790345988e-06,1.6140847113083989e-09,1.2465680316871096e-09,4.7649452664482204e-08,-4.718366484984878e-14
4700,8.734943019045423e-08,1.0576256422956493e-09,2.8994566732946414e-09,1.548232702146134e-09,1.6310188126978899e-07,1.0431764644865617e-09,2.779544777720993e-09,2.0164606671229946e-12,3.4617117304816423e-12,6.726994601178464e-09,9.870318144387654e-09,2.692780500250686e-10,4.2852596449723666e-10,3.4666775121974146e-10,1.342281334991348e-06,1.753368920280167e-09,1.3036704044461531e-09,5.500410921628191e-08,-5.642543039474837e-14
4800,8.731438087910368e-08,1.0366973934302778e-09,2.8880540128816645e-09,1.5577914706302361e-09,1.6290384735298805e-07,1.0387911699507186e-09,2.644037196827222e-09,2.185540227809941e-12,3.858200576690975e-12,6.428603650516105e-09,1.0496842729375452e-08,2.2920111631242823e-10,4.5995892469062494e-10,4.185660077344425e-10,1.3366659518295471e-06,1.8799901903354007e-09,1.411578691375212e-09,6.051308256348499e-08,-6.57913737054838e-14
4900,8.7290757521685e-08,1.0390629678493316e-09,2.919780300152529e-09,1.6243313526177455e-09,1.6281249226777745e-07,1.0406840043953603e-09,2.4372310384201044e-09,2.564378302906023e-12,4.372266419076022e-12,4.959943774939655e-09,1.0876024644900767e-08,1.9881635823294582e-10,4.780100388487383e-10,5.212169499477468e-10,1.3334566034189474e-06,1.9692218852499003e-09,1.5447768559041788e-09,6.674895790957544e-08,-7.684016954986644e-14
5000,8.727908788212684e-08,1.0425550366334223e-09,2.882334803796646e-09,1.6944015897299924e-09,1.6271476424281047e-07,1.0406459479865918e-09,2.447214975221534e-09,2.7531188199888433e-12,4.767424771862056e-12,5.044159203413163e-09,1.138568906822607e-08,1.711728430116197e-10,5.061924925778889e-10,6.126406295736593e-10,1.3252002060861087e-06,2.111561674270367e-09,1.598420633022991e-09,7.308454936582456e-08,-8.63129037357817e-14
