miliseconds,x,y,y0
0,0.011745568391836252,0.20036618655820576,0.487915736357119
100,0.017576550828581304,0.2419298803724793,0.4469602622780116
200,0.024462694736222958,0.25891271688300127,0.40661077927818956
300,0.026363987415780152,0.270213693330684,0.36772160435467843
400,0.01897083937493702,0.2861957843292537,0.326720444424701
500,0.03958698488606077,0.2959575498579896,0.307539438799639
600,0.048852999805727236,0.29872426737787067,0.2835799881955612
700,0.04563612876345789,0.31093164456742817,0.2659972278133947
800,0.031027412451012353,0.29768670107179446,0.22803354728512162
900,0.051309762476393364,0.29818819883294745,0.22710465603505553
1000,0.06432558285371737,0.30174076111477094,0.2004860466226043
1100,0.0541549527244261,0.28345452671226234,0.18987808076034385
1200,0.051374378135281,0.2808793999778236,0.16855648086429526
1300,0.06782660402868222,0.28687483089372706,0.17978110247837636
1400,0.07701914838711132,0.26421369628156555,0.14681242997797428
1500,0.08684431012025058,0.259293334800424,0.15657416097588245
1600,0.0810303552915572,0.2511061513436998,0.16149345780204943
1700,0.08823407044857072,0.2562150955613964,0.14104642818209462
1800,0.10959141887671846,0.2389422473341928,0.13941086770186348
1900,0.139563112766651,0.23543017424118237,0.150810279373071
2000,0.14784941660616902,0.24559972063346802,0.145663488404588
2100,0.16005336309393187,0.22506450834216962,0.16655484902467954
2200,0.1677778049891627,0.2324304222983333,0.161645079932966
2300,0.1936887655527508,0.23198389051857493,0.17686953995395746
2400,0.23738799678827893,0.23105693553313442,0.19321430880024343
2500,0.24379037214885094,0.22739202246433626,0.20153869872179694
2600,0.2997646985107862,0.23815521587750074,0.21961165157166324
2700,0.31372517459165994,0.24006283234458142,0.2321299650375805
2800,0.35528596816616054,0.240538016653082,0.27324472523932336
2900,0.4074480212794992,0.2564808724749332,0.288180882890805
3000,0.44858109876891045,0.2567431998117727,0.31286671813639827
3100,0.49511002323174247,0.27160501007322824,0.3405716501064456
3200,0.5439163101739891,0.28953175105007145,0.3901402476135573
3300,0.5951394946026459,0.31074712373659874,0.4298513230214437
3400,0.6286675528507756,0.3296539629170424,0.475316598704713
3500,0.6873246161102385,0.3493988766283812,0.5175794791760572
3600,0.7304190826667792,0.38730082746008965,0.5577650786530429
3700,0.7869527865177585,0.40544141797321226,0.6189972739765004
3800,0.8027770523724601,0.4383318132178844,0.6688105936232642
3900,0.8434203432696817,0.4842919698029362,0.7012412874885665
4000,0.855123473829169,0.5089266393781386,0.7526655189052076
4100,0.8611622895002173,0.5530120477538948,0.8143994907089068
4200,0.8443660500316282,0.5869859745085145,0.838528209159125
4300,0.8404118258577339,0.6276173119231812,0.8832748339840456
4400,0.7967431778873814,0.6739640607956122,0.9059576168851388
4500,0.759314188505728,0.7093265663546326,0.9067936955910108
4600,0.6965586768848812,0.7454855829699965,0.9328669237103623
4700,0.6526778592431655,0.7784855120564288,0.9282930578716622
4800,0.5953063617847891,0.7964568638135143,0.9133227081459936
4900,0.5389614165509947,0.8243315614106609,0.8975235463297451
5000,0.4638216783478048,0.8427254440754036,0.8642021191154317
