milliseconds,alpha,beta,gamma
0,0.46252926743490147,0.19912588022782762,0.3368188716458712
100,0.43409856900525784,0.24907779751315604,0.31703691432400666
200,0.41200796100534703,0.2788476959129563,0.3102320227906492
300,0.402071372243981,0.298679717207953,0.3002950884782426
400,0.3883703470218728,0.3102080256252554,0.3001230295304406
500,0.3774126940409439,0.317781436396238,0.30434209607958573
600,0.3722725614399193,0.3241577409913183,0.3035964781667522
700,0.36983555017976527,0.3262993522089329,0.30493090440203663
800,0.3586292956235352,0.32864549190620956,0.31155602387492176
900,0.3561493329337716,0.3305288539130931,0.31448064732843756
1000,0.3502683579096235,0.3324686933895703,0.31705349180171344
1100,0.3446070041377399,0.33173487827235987,0.32182572465111225
1200,0.3397631364830406,0.3316838704684484,0.3247955098074414
1300,0.33472365463360354,0.3329540912213491,0.3308041572122677
1400,0.33411662216637883,0.3329090744406005,0.33633447825782165
1500,0.32947245954543436,0.3335372593588313,0.34183937675575604
1600,0.32326786458702067,0.3337066862442595,0.3442805092937977
1700,0.3158250132787644,0.3320065492816165,0.3492941169783123
1800,0.3116874991220595,0.3317338825759162,0.3528458925163318
1900,0.31217488084835315,0.3335994154711864,0.36021767785353714
2000,0.30436550612884994,0.33267512221114226,0.3634339747244287
2100,0.303649840330092,0.3327140535829504,0.36971612989316727
2200,0.29491399535854257,0.33257840427082136,0.3718515545387007
2300,0.2942429862813699,0.33219477437776995,0.3730935922631915
2400,0.29183214844624733,0.33185227228131875,0.3819839976091912
2500,0.28457439146682695,0.3301095981277397,0.382314807765228
2600,0.2787007136347458,0.33083224710837583,0.3906986284466431
2700,0.27465244720719656,0.32844886100229803,0.3914934773362911
2800,0.27218151928269446,0.32841682095680064,0.40107349472218917
2900,0.27064954372180183,0.3272105774569526,0.4036089346833075
3000,0.2621726611546336,0.32857879435955545,0.40745398909163544
3100,0.26009112345383123,0.3260496834600456,0.4160549407461943
3200,0.2533098877062101,0.3270714210791224,0.41858239044356266
3300,0.24918033112971819,0.3249659116651447,0.42412382702071366
3400,0.25156518990589855,0.32484774252224935,0.4257538823352082
3500,0.24637771176983375,0.32366058393240865,0.42863809728020075
3600,0.2424638088143435,0.32189725536999714,0.4387162831255736
3700,0.23582385643526604,0.3223474890463604,0.44090211394222417
3800,0.23101936643898016,0.32100006539364595,0.4446858587749709
3900,0.2304902784713741,0.31892135301254726,0.4508174271895991
4000,0.22607672655727107,0.3198078468300024,0.4565490412965481
4100,0.2192840674781452,0.3186240837322378,0.4613503144929989
4200,0.21673175999026853,0.3173605632601455,0.462645190939242
4300,0.21557328201420556,0.3168281984106071,0.4708364505023906
4400,0.2106865325784369,0.314015933489527,0.4745058292800874
4500,0.20718682872946104,0.31330737383279794,0.47902858668992127
4600,0.20524703715161474,0.3121696794575169,0.4837885866619733
4700,0.20253356369045228,0.3119583172585822,0.4872394780850866
4800,0.19727308034172555,0.31014374303402614,0.49493107356360433
4900,0.19570280308430782,0.30733823371090874,0.49585876990222666
5000,0.19139223954157283,0.3060898291892445,0.5015170384433896
