milliseconds,AcanmRNA,ADAMTS5,AGEprod,Alk1,Alk1_Alk5,Alk5,Alk5_dimer,Bax,Bax_Bcl2,Bax_Bcl2_Beclin,Bax_Bcl2_Beclin_I,Bcl2,Bcl2_Beclin,Bcl2_Beclin_I,Beclin,Beclin_I,Caspase_A,Caspase_I,Col2mRNA,DamP,IkB,IkB_NFkB,IL1,Lys_A,Lys_I,MMP13,MMP2,NFkB,NFkB_P,p38,p38_P,proMMP13,proMMP2,RAGE,ROS,Runx2_A,Runx2_I,Smad1,Smad1_P,Smad1_P_Smad4,Smad2,Smad2_P,Smad2_P_Smad4,Smad4,Smad7,SOD,Sox9,Sox9_A,Sox9mRNA,Tgfb_A,Tgfb_Alk1_Alk5,Tgfb_Alk1_Alk5_Smad7,Tgfb_Alk5_dimer,Tgfb_Alk5_dimer_Smad7,AggFrag,Aggrecan,Aggrecan_Collagen2,ColFrag,Collagen2,Integrin,Tgfb_I,IntegrinCount
0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,90.0,10.0,0.0,30.0,25.0,0.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,40.0,360.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,600.0,0.0,0.0,600.0,0.0,0.0,600.0,0.0,2.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,200.0,0.0
100,1.4656287067813746e-34,1.6657961334115228e-21,1e-07,498.75990307109936,1.240096829646757,493.83173466251066,2.4640745658417056,0.0033127444628752284,90.00377778132727,9.99290947420962,2.8159721007919347e-13,29.975710363019477,25.017285451673157,4.215963279056217e-13,74.98980507036742,3.74904219126407e-09,1.0663737028957295e-08,99.99999998933626,5.0917012731324124e-30,0.00019998122640712846,3.331580247115283e-17,99.99998000033497,1.6656235993362984e-16,39.999995664879485,360.0000043351206,1.7770163617668748e-28,2.77659202847919e-32,1.9999663717404624e-05,1.332456874654326e-12,99.99800105293654,0.0019989470634527474,1.0661086368837476e-22,1.6657975189300814e-23,4.999836668004856e-12,1.9999334149374168,4.2630992958186764e-26,100.0,600.0,5.958505477905547e-20,2.9815504084197156e-23,600.0,3.555098508797741e-19,3.559669058300531e-22,600.0,5.091351490927043e-29,1.9998000099996671,99.99999999762402,2.545787254451087e-27,9.999901000494997,3.9932652034057803e-10,2.480787546270796e-16,5.278790593704632e-47,7.40065553757063e-16,6.300824759457884e-51,2.776590302746305e-29,1.630911911759914e-42,1000.0,3.806143845531753e-67,2.776590303383549e-29,3.9999000016666663e-08,199.99999999960065,4.000000000000002e-08
200,3.7249113230340035e-32,5.327762471799758e-20,2.0000000000000004e-07,497.5392811670656,2.4607186359029325,487.80376782436576,4.867737515660869,0.003337941538047259,90.01083054741314,9.98583151104776,1.125564761977862e-12,29.948162714743464,25.034551143914424,1.6851096829596596e-12,74.97961733753877,7.496171961909043e-09,3.7937695071989036e-08,99.99999996206233,6.4648641699515845e-28,0.00039992491125591807,5.327724479379693e-16,99.99996000133962,2.6633298177857904e-15,39.99999132618624,360.0000086738137,1.1367779123137577e-26,1.776220558808506e-30,3.999864974616416e-05,1.06526477772846e-11,99.99600421029312,0.003995789706869367,3.409762298273196e-21,5.327771335129304e-22,1.9998720007467366e-11,1.9998668597337768,5.427338483635187e-24,100.0,600.0,1.8936006269312905e-18,1.8964649281367013e-21,600.0,1.1257712852269562e-17,2.2572495454426993e-20,600.0,6.463975226190057e-27,1.9996000399973353,99.99999999049611,3.232270998523503e-25,9.999802001979983,1.5946111580327456e-09,3.938943316029959e-15,2.1324003647932594e-43,1.170873363400718e-14,2.536882169662903e-47,1.776218350760919e-27,8.295367033755419e-40,1000.0,3.118589814515444e-63,1.7762183523805186e-27,7.999600013333022e-08,199.99999999840531,8.000000000000005e-08
300,9.478223586584528e-31,4.043656072573661e-19,3.000000000000001e-07,496.3376506492402,3.662349057404062,481.911444215,7.2130746626633,0.003341177594754262,90.01789292583747,9.978765896565305,2.5306728154832755e-12,29.920622927631708,25.05179700792727,3.788610923621083e-12,74.96943708425964,1.1241394046068811e-08,8.11263023728052e-08,99.99999991887371,1.0957416299626311e-26,0.0005998310629850605,2.6957416255345345e-15,99.99994000301369,1.3474668505912718e-14,39.999986983922916,360.00001301607705,1.2942808621827379e-25,2.0223225075853218e-29,5.999695041667004e-05,3.5929051763341237e-11,99.99400946989182,0.00599053010814965,2.5879334155748247e-20,4.0436661639441135e-21,4.499576989453933e-11,1.9998003343652668,9.223409877473864e-23,100.0,600.0,1.4281065162883442e-17,2.1469774996673747e-20,600.0,8.46027618068831e-17,2.5476567391991376e-19,600.0,1.0955154417978833e-25,1.999400089991007,99.99999997861632,5.4782982569649206e-24,9.999703004454952,3.581809805348638e-09,1.9789517952036628e-14,2.729268337680614e-41,5.861858070979412e-14,3.2363972069982933e-45,2.022318736404253e-26,3.168336877043572e-38,1000.0,6.0746519690420376e-61,2.0223187405254952e-26,1.1999100044998345e-07,199.9999999964181,1.200000000000001e-07
400,9.398731642683205e-30,1.7031060592535185e-18,4.000000000000001e-07,495.15454500212576,4.845454609624872,476.1503119073269,9.502078709986788,0.0033442427568435968,90.02494315107113,9.971712606167593,4.495693499060503e-12,29.893112756969206,25.069023068781657,6.730178697917987e-12,74.95926431005472,1.4984713157383155e-08,1.4018174969261394e-07,99.99999985981826,8.143143425831368e-26,0.0007996996900299987,8.51539212968607e-15,99.99992000535686,4.255995224465251e-14,39.999982638092135,360.00001736190774,7.268843611113662e-25,1.1357632992838939e-28,7.999455808005073e-05,8.510917260320549e-11,99.99201682955703,0.007983170442943052,1.0899842440262658e-19,1.7031117266982585e-20,7.999018587043445e-11,1.9997338388080954,6.872611227943508e-22,100.0,600.0,5.977031806490548e-17,1.1989624232135495e-19,600.0,3.5284672133433786e-16,1.4184335768634476e-18,600.0,8.140900593788073e-25,1.9992001599786866,99.99999996198476,4.071165257463894e-23,9.99960400791989,6.35687697994728e-09,6.207268137064313e-14,8.479434319460739e-40,1.8322736884762984e-13,1.002281146861315e-43,1.135760475300782e-25,4.190785036703545e-37,1000.0,2.549030928850049e-59,1.135760479387551e-25,1.599840010666137e-07,199.99999999364286,1.6000000000000016e-07
500,5.580549009588292e-29,5.195201792948947e-18,5.000000000000001e-07,493.98951404585483,6.010485472411087,470.51611132112987,11.736654355235741,0.003347321340319778,90.03198106208195,9.964671616570776,7.019401572195535e-12,29.865632350156762,25.08622935212849,1.0507896429754598e-11,74.94909901255699,1.8726133998182424e-08,2.1506064046840714e-07,99.99999978493938,3.857403352835498e-25,0.0009995308008229325,2.0778587284649763e-14,99.99990000836883,1.0384107083132007e-13,39.99997828869659,360.0000217113033,2.772875017297437e-24,4.332648168591738e-28,9.999146510813876e-05,1.6611957198168984e-10,99.99002628711533,0.009973712884651289,3.3249152862311385e-19,5.195223412795891e-20,1.2498124692215594e-10,1.9996673730384955,3.2641738363076773e-21,100.0,600.0,1.8118125773609686e-16,4.547902141473602e-19,600.0,1.0658643991591347e-15,5.3642563617296335e-18,600.0,3.856071707065236e-24,1.999000249958381,99.99999994060148,1.9284603410658645e-22,9.999505012374788,9.915766923139242e-09,1.5040740294505025e-13,1.2390520725029296e-38,4.4245363863132517e-13,1.459763569502283e-42,4.332634688883309e-25,3.122931292613442e-36,1000.0,4.759852618753984e-58,4.33263471314928e-25,1.9997500208320351e-07,199.9999999900836,2.0000000000000018e-07
600,2.4853254518746777e-28,1.2959023755400578e-17,6.000000000000001e-07,492.8421236464115,7.157875779757078,465.0047701688572,13.91862067269365,0.0033503975781742803,90.03900669786171,9.957642904550095,1.0100574535258838e-11,29.83818165454534,25.1034158835863,1.5119852308398672e-11,74.93894118937263,2.2465661259322583e-08,3.0571972764729276e-07,99.9999996942803,1.3997304241915453e-24,0.001199324403792719,4.30886662119049e-14,99.9998800120493,2.1531400084651516e-13,39.9999739357389,360.00002606426096,8.351604380373044e-24,1.3049495122691953e-27,0.00011998766389408961,2.8686524404207277e-10,99.98803784039563,0.011962159604359859,8.293733459329396e-19,1.2959088872134513e-19,1.7996831375477793e-10,1.999600937032724,1.187952535627795e-20,100.0,600.0,4.490276929232542e-16,1.3615501293729933e-18,600.0,2.632180762809142e-15,1.6008533148781068e-17,600.0,1.3991373948691486e-23,1.9988003599280977,99.99999991446656,6.99757732107206e-22,9.999406017819638,1.4254434706835709e-08,3.0971008845461863e-13,1.2742639260925318e-37,9.079557045053291e-13,1.4950041152624275e-41,1.3049445790590895e-24,1.7305301719892554e-35,1000.0,6.326941504217085e-57,1.3049445898663559e-24,2.399640035997302e-07,199.99999998574432,2.400000000000002e-07
700,8.89006114264212e-28,2.814071369714571e-17,7.000000000000002e-07,491.7119552441169,8.288044091320696,459.61239649365535,16.04971435854642,0.003353478316118551,90.04602007474243,9.950626446927803,1.3737992673082222e-11,29.810760640155397,25.120582688733702,2.056413936545933e-11,74.92879083810081,2.620329962000309e-08,4.121158702903359e-07,99.99999958788416,4.197992808258993e-24,0.0013990805073648145,7.987813820143271e-14,99.99986001639799,3.991099461420592e-13,39.99996957922174,360.0000304207781,2.1342923497502673e-23,3.334866068276297e-27,0.00013998314685274044,4.5522925472911146e-10,99.98605148722919,0.013948512770798,1.800995010131299e-18,2.814088010621602e-19,2.4495083005376017e-10,1.9995345307670618,3.573630965192531e-20,100.0,600.0,9.68647161785975e-16,3.457920940404942e-18,600.0,5.6576527262261796e-15,4.0524161277744324e-17,600.0,4.195871624369749e-23,1.998600489885847,99.99999988358003,2.0986119457201623e-21,9.999307024254428,1.9368837281503393e-08,5.700866897079806e-13,8.294479582905382e-37,1.6655680601007318e-12,9.700933307100543e-41,3.3348511422556196e-24,7.433790421631967e-35,1000.0,4.840829629252599e-56,3.334851180914518e-24,2.79951005716166e-07,199.99999998062893,2.8000000000000023e-07
800,2.6031418161699406e-27,5.4958284817989116e-17,8.000000000000003e-07,490.59860277110926,9.401396474943398,454.3352417199375,18.131606664322025,0.0033565622504644187,90.05302121716453,9.943622220567173,1.793043860522262e-11,29.78336926890377,25.137729793116133,2.6838854683553238e-11,74.91864795633279,2.9939053749661906e-08,5.342060206651115e-07,99.999999465794,1.0698644855291123e-23,0.0015987991199618186,1.362740588113373e-13,99.99984002141457,6.808221890155355e-13,39.99996521914776,360.0000347808521,4.778106870740789e-23,7.465880027293853e-27,0.0001599779064171074,6.790762825266934e-10,99.98406722544925,0.015932774550718024,3.51730635240606e-18,5.4958657363484675e-19,3.19928309005768e-10,1.999468154217811,9.132625962235788e-20,100.0,600.0,1.879689580171364e-15,7.69596195175567e-18,600.0,1.0940575099028104e-14,8.991345986767268e-17,600.0,1.069243395929758e-22,1.9984006398296403,99.99999984794202,5.348196675721883e-21,9.99920803167915,2.525493400757423e-08,9.658330206154894e-13,3.91878758830128e-36,2.8123577260783812e-12,4.5702435062735025e-40,7.46584168115255e-24,2.4997502819179747e-34,1000.0,2.602987006451986e-55,7.465841794354348e-24,3.199360085324785e-07,199.99999997474129,3.2000000000000027e-07
900,6.606428514988742e-27,9.898210756105598e-17,9.000000000000004e-07,489.50167354552605,10.498325612467536,449.1697097525929,20.165899294382044,0.003359647954558165,90.06001014964639,9.936630202376477,2.267669754513229e-11,29.756007502635867,25.154857222242057,3.3942099841938094e-11,74.90851254165182,3.367292830689794e-08,6.719472330012206e-07,99.9999993280528,2.4170661822358564e-23,0.0017984802500031574,2.18174707504145e-13,99.99982002709878,1.089886705129036e-12,39.9999608555196,360.00003914448024,9.678371130956537e-23,1.5122655300647437e-26,0.00017997193504040292,9.66250571142757e-10,99.9820850528913,0.01791494710867412,6.3348065291316875e-18,9.898286217718974e-19,4.0490034096570584e-10,1.9994018073612971,2.0686402844637512e-19,100.0,600.0,3.3644307132292423e-15,1.5501057636879813e-17,600.0,1.9516277411487335e-14,1.805699356574348e-16,600.0,2.4154899976012616e-22,1.9982008097574915,99.99999980755257,1.2082473900338606e-20,9.999109040093792,3.1908687685187345e-08,1.5357513064011268e-12,1.5456323079109436e-35,4.457277233128999e-12,1.7973377147927095e-39,1.5122568008247655e-23,7.112943107585322e-34,1000.0,1.1578507697855092e-54,1.5122568295545477e-23,3.5991901214863043e-07,199.9999999680853,3.6000000000000026e-07
