milliseconds,n,c,a,m
0,-0.000922970151808759,0.0002822789206860485,1.9571015088946137e-05,-0.002511311083545838
100,-0.0001934246568093721,2.4620989410162657e-05,0.00020051136658659092,-0.00259520956028698
200,-0.0011995005183069658,-0.00010775997956351184,-0.00013504114836408696,0.0028280136533731653
300,-0.0006582945262528544,0.0005575786638075021,0.00010321299228139945,-0.0027895727824340387
400,0.0007226068435767359,0.0019439259895306844,-9.184851663264474e-05,-0.0009727820624681541
500,0.0009529938933611541,0.0018864408093651956,-0.00018373807283808782,0.0026710312274597007
600,0.0022774512661252397,0.0033131989093909747,-2.181218921823818e-05,0.000393643470000271
700,0.0015691776395913943,0.003544526098231352,0.00017989134444365576,0.002920645717020912
800,-0.0005814706749933246,0.006983552956283277,-9.4337787566342e-06,-0.00022129949617446815
900,0.001900294627357292,0.00901355142016281,8.825438303407455e-05,0.003449587282819439
1000,0.00174118479586156,0.010640411473818544,0.00010375445941109713,0.002102051915382179
1100,0.005596061149701244,0.012822955742497208,1.7230193684127475e-05,0.0022921918764455393
1200,0.007119379195435714,0.016130318533338805,0.00020780095476749633,0.003649522638726438
1300,0.005342248594374667,0.01841440315642065,0.00027211004069162004,0.005153145374246906
1400,0.009271413405299696,0.022199956311298206,0.00041032409147630374,0.011752416360265888
1500,0.012048546587884889,0.024854404659386105,0.00017143854570748172,0.012473315164303455
1600,0.014832604404571294,0.02647195842450804,0.0002854577892395038,0.01637799578202057
1700,0.015549264418791325,0.029536565601525015,0.0005226602250607286,0.01662779104513682
1800,0.020029182243616564,0.03053628199703748,0.0008232219329289011,0.018906782811924962
1900,0.021818852448724557,0.03174868081191487,0.0008809524478689484,0.02235272937618719
2000,0.02424435024626706,0.03286352925029317,0.0009275274533056431,0.02470155333706578
2100,0.029907924867182238,0.03270303399647416,0.0012061280940815224,0.027381531021875793
2200,0.031173246769671856,0.03469808174246505,0.0010576035811247812,0.03555486479028458
2300,0.036418135375404316,0.032709765868638906,0.0012670002589635827,0.03403150191699189
2400,0.0379644594495966,0.03255864952463418,0.0017055479975423206,0.04069840608584634
2500,0.03901538453717678,0.03205924316166553,0.001692008462453856,0.04147973613464146
2600,0.04445225629587442,0.029915389855664467,0.0019114226815384236,0.0445865383578589
2700,0.045967941599819706,0.02740422373463263,0.002332466060744529,0.04630456500448271
2800,0.049324370557700836,0.026244653076458655,0.002689877121542148,0.05328925477646249
2900,0.049651175900283485,0.02467422620057774,0.0026830635625637207,0.05339018062123717
3000,0.05279487165735973,0.02166266811772422,0.003172685126637124,0.054781345365484777
3100,0.05121472087426636,0.02112209639841002,0.0031488638253786894,0.057892208504774015
3200,0.056433090308373686,0.01847527383646375,0.0035696847712668902,0.06091940014518938
3300,0.05691168234671558,0.017307454477119063,0.003455174932466156,0.0597568760711296
3400,0.05629953039445769,0.014935028669870596,0.003642481497270092,0.06285872419863565
3500,0.05510072673026039,0.014950880343920806,0.003978224644210538,0.06575298847248137
3600,0.05940186024343486,0.01290460078445392,0.0042226824424169175,0.06327298473819298
3700,0.059457184263339694,0.010932678335171649,0.004266682873717277,0.06554462523639257
3800,0.05706590822878405,0.010175699087675075,0.004533017768236612,0.06831957031736334
3900,0.05783038534059832,0.010141858206816005,0.004431096617873468,0.07038406235359868
4000,0.058835485524815365,0.009523773852625091,0.004856884681161486,0.06948589025957377
4100,0.06091002352477451,0.00965718800116874,0.004704655037944459,0.07229498690733716
4200,0.06041928646810233,0.00788575094270079,0.005039347631898741,0.07072830095750737
4300,0.061791151099654835,0.007144368247454352,0.005253730812077286,0.07319195419594701
4400,0.06006650990954104,0.007017675899051607,0.005275717743570068,0.07478511070607506
4500,0.05988442511991328,0.005914128699265212,0.005449484589747535,0.07100885856137232
4600,0.060552537138206755,0.006722836988468543,0.0053235103204104526,0.07179842549284245
4700,0.06133182177906448,0.006657461763179288,0.005608771267195483,0.07505111422393786
4800,0.062377395028039025,0.005274754225760967,0.0056966349697062345,0.07311678548927225
4900,0.06160070529126703,0.005358935837239401,0.005364716923007284,0.07657253739956135
5000,0.06279851174260244,0.006083079732536714,0.005667348048184835,0.0752745305190469
