milliseconds,n,c,a,m
0,0.0008665712870818478,0.0009157068427746585,-3.714825448459152e-05,0.0018321933148052832
100,0.0023463498729647445,-0.0004878504003884562,-1.7687367881911307e-05,0.0027878878147935544
200,0.0018619085960936128,-0.0004674863401132785,0.00012331168170683882,0.0005523895390617735
300,0.0007048529788751091,0.0014731898902024926,2.761303164777825e-05,0.0024475760308032136
400,0.0010290365740894215,0.0006189204577081151,0.0001465717683851255,0.0019112555388591896
500,0.0006637238222093043,0.0011999523948286533,-1.8115600971978062e-05,0.003142912800809995
600,-0.0013092016000031547,0.002601385507909551,0.00016087134015271726,0.0019354901947988548
700,0.0017405703141402246,0.004267031468805742,0.0001393418349128879,0.00016687842200024657
800,0.003609839654735037,0.005375934445137684,-0.00011418995143936765,-0.0015141096767572672
900,0.0029087728341603255,0.008955708787994999,7.400579263867275e-05,-0.0006695742588605251
1000,0.004877410817715066,0.009611718974685593,6.037775788795928e-05,0.0009912710909232708
1100,0.00441021088211363,0.012241072772687912,0.00012379858297780887,0.0034552480986824712
1200,0.0035228740175662454,0.01590292852336934,0.00019744194287389292,0.003047567518432632
1300,0.007649116310306785,0.018314981719623653,0.0002623054363889678,0.009182115612818722
1400,0.010819709916571746,0.020857754730070708,0.00022325243522895185,0.009953773570335231
1500,0.01219923329690828,0.023262804298750297,0.0004667776621717886,0.010964663073611278
1600,0.015532195572460133,0.02643313396011114,0.00020714346606139436,0.01273725391608113
1700,0.015024893558663797,0.027933291373400563,0.0006785776609018349,0.018707088536560924
1800,0.020928690494752933,0.03107877155884787,0.0007505958947036085,0.020301454745127432
1900,0.02265437952377485,0.03138730397722177,0.000566047489912823,0.023013855006637347
2000,0.02354236949046362,0.03325958199265236,0.0007670752448536754,0.023614924529565023
2100,0.025880662864195644,0.03391452141763826,0.0011428690896761492,0.03220011976525127
2200,0.030732895889719947,0.03365463354495408,0.0012085742977391049,0.03010202539433343
2300,0.036322341362370614,0.034231223157751296,0.0015865089066036374,0.03736422130789693
2400,0.03505942601371368,0.032220068239009046,0.001472380992255308,0.03787970911499187
2500,0.039002913243399946,0.03145062143467831,0.0016978536395939742,0.04272642878873682
2600,0.040417382084928774,0.029397658830054137,0.0020937027638773505,0.04328340518606459
2700,0.04635730700672299,0.02907909448847416,0.002272596527602552,0.05107679654292162
2800,0.045902710071021015,0.02594899030144484,0.0024851246722489783,0.049130653814310705
2900,0.05032062423642912,0.02369847186699338,0.002571047462846191,0.05533782402794215
3000,0.05017542166412168,0.02196285025688246,0.0028667182681960984,0.05548750637232366
3100,0.05271324212919369,0.01969399474416047,0.0030709910897057232,0.061042551079918766
3200,0.05215403244659557,0.018734208655927287,0.0032991923917783297,0.05920652934390837
3300,0.055527344653082386,0.017623186092949404,0.0036541009621082073,0.06260811663625354
3400,0.0572773484966485,0.014926276821816676,0.0035899919780485517,0.06293035686158473
3500,0.05586143334114051,0.013782114522142834,0.004127179817714462,0.06751963991409834
3600,0.059142846924630336,0.013180449169169262,0.00405965062522367,0.06662933697069183
3700,0.06020718873458311,0.012322520673947615,0.004268366114386133,0.06668740239238659
3800,0.06191940408837055,0.011269102518046912,0.004291659425255435,0.07056864372620762
3900,0.06009563906166443,0.010095756181859613,0.004677827241635944,0.07190684453525605
4000,0.058965450802577035,0.009907822488130439,0.004806201742672109,0.06807555276363239
4100,0.0613926500837249,0.008843380936102667,0.0047826453132864925,0.0700994313933424
4200,0.06218729372814073,0.00845294671410599,0.005123008953524267,0.06948994414966601
4300,0.06339582668670857,0.007663884628640376,0.005083597770952716,0.07080351682360474
4400,0.06020124643453787,0.007948279919458382,0.005192985229086304,0.07201943585846603
4500,0.061186639994765105,0.006360618961175737,0.005305708087946024,0.07298751545830594
4600,0.0602982446376869,0.006448357954919784,0.005191566264211372,0.07648346381842651
4700,0.063519762902859,0.006819906162523379,0.005596729534592836,0.07379951983670562
4800,0.06117576172778402,0.00561913593211849,0.005651986922224872,0.07587654318441406
4900,0.05920432178041174,0.004665788466265082,0.005477433090565781,0.07722514916968211
5000,0.05922451541555998,0.004615539247713658,0.005675411123233592,0.07892746494005316
