milliseconds,n,c,a,m
0,0.0002002467204152968,9.712839195657766e-05,2.1485034399072216e-07,-0.0023096251378476535
100,-0.0006193863974693522,0.0001252853218481094,7.432877157316285e-05,0.002085765019278992
200,-0.0020350992971617174,-0.0008656048175092846,-0.0001226977989446375,-0.0022714536131402193
300,-0.0012854707279526879,0.0009387344950916275,-4.439215738268527e-05,0.0006724607402066607
400,0.0005370307924816624,0.0006278479223315416,-2.636542237045611e-05,-0.0016049803921021775
500,-0.00202792610928803,0.0022014530992386953,6.351267275508526e-06,-0.0007651475916921841
600,-0.0014467285588711668,0.002295233120323045,6.346868688854399e-05,0.00018642177081310392
700,0.002776696750166484,0.00504572928198833,9.509911482457906e-05,0.0020156222567105104
800,0.0032753814202164553,0.006811013129193841,0.00020937699400409396,0.0003907518945248403
900,0.0035734751855052704,0.007675384222396367,8.51909541055109e-05,0.0034661134614506614
1000,0.004223215400865048,0.011039538205918294,2.7611555661457656e-05,0.0005017424344779622
1100,0.006047716206050694,0.01342622603810908,9.159692663726271e-05,0.006081872431832017
1200,0.004347977765232317,0.014845117894738784,0.00013178030807309271,0.005663144396651405
1300,0.007120446676042681,0.018680504752948492,0.0002006572571690179,0.006245790394049485
1400,0.007492221784974798,0.0218497321685128,0.00037636447767408547,0.01183751483375186
1500,0.011495573807397975,0.024729913939813455,0.0004830012231972667,0.011903224202886958
1600,0.011388040009357735,0.02548841348910788,0.0004528946075722565,0.016533478537423648
1700,0.017303789686872066,0.029223124528185315,0.00061196498173559,0.014128627886440063
1800,0.018129133720651898,0.029557430471828676,0.0007788728344025445,0.018579493650479815
1900,0.02435741083918754,0.03127131553736175,0.0007857800633823335,0.023712455984886218
2000,0.02644376511861638,0.0333478746076633,0.0007457635185764201,0.024176300052748508
2100,0.027743695327665307,0.03415478425502098,0.0012288960114207504,0.028625868637351174
2200,0.0324067097657412,0.03480107958471562,0.0010918995873945693,0.030999254238170945
2300,0.03453133253963832,0.03378559352362741,0.0013424431935581175,0.03461235117367572
2400,0.038395600214645054,0.033630527261366096,0.0017090694880416142,0.0373435820789281
2500,0.03888605865226961,0.0314840050297376,0.0016969502697471918,0.0437916226638429
2600,0.04351356963435188,0.029111376374241056,0.001968363425866296,0.047137622978082244
2700,0.04567289407118294,0.028966117509336694,0.0024263377031114937,0.045967376521287455
2800,0.0499310690628099,0.02543570519794065,0.002441062948247869,0.04936840884180184
2900,0.05024667263962773,0.02344822135640771,0.0027828943398755506,0.05331278369898613
3000,0.05220014294712158,0.023205582960993055,0.0031065601842986817,0.053529651180756664
3100,0.052869947956647505,0.01930801222589927,0.0030616224313243004,0.05765656454039747
3200,0.05552318998108979,0.019242221662596936,0.0035533102268360695,0.0575293727407892
3300,0.05574238417029417,0.01583304588171055,0.003673979521768133,0.059450024652321354
3400,0.05858102992859073,0.015320203636757805,0.0035763370681849978,0.060752996610135515
3500,0.05987314834769138,0.014264164839827809,0.004038478029396409,0.06636548724332768
3600,0.05603814614828358,0.012033617247824074,0.004074686357072167,0.06808176188669453
3700,0.05772668294995621,0.011012143513381515,0.0043146628977152055,0.06601905030155804
3800,0.06024273114283818,0.010272128485212969,0.004648792882432175,0.06687044059646281
3900,0.05906720957412713,0.010555671644938315,0.004780466168230014,0.0688595296836759
4000,0.0624774444309343,0.009212601449873849,0.004770661852329349,0.07141565313113062
4100,0.06002096445641507,0.007925623539497611,0.00479114942667868,0.07250631308496801
4200,0.062033993764009136,0.007830708726228245,0.005140643418151086,0.07161262793589727
4300,0.05879736447519779,0.008300870772587733,0.005067134714012569,0.07241960795267549
4400,0.05871940952741914,0.006182340698858723,0.005109987410350606,0.07535896469010286
4500,0.062328577972322594,0.00746949852260156,0.005378306690739537,0.07503382091309915
4600,0.061616717409844514,0.0057617027439965975,0.005457247488545232,0.07261541378099075
4700,0.06092182888587932,0.006927199427594591,0.005391312884531351,0.07357137033983091
4800,0.060662032002665955,0.006038899599236722,0.005564076289537983,0.07506229869387639
4900,0.0628051534286667,0.0064274591810236145,0.005386951325232774,0.07431118490860343
5000,0.05884518379997877,0.00497597376114528,0.005517792625656203,0.07902194522855872
