milliseconds,s2,s4,s7,s15,s19,s21,s22,s23,s25,s27,s26,s28,s32,s29,s24,s35,s37,s38,s39,s40,s1,s18,s41,s42,s48,s53,s60,s63,s64,s65,s67,s75,s76,s77,s81,s82
0,5.0,4.917836303439433,5.014823001823509,4.9982602632108755,0.0017520789930514668,0.5,0.018988323525879678,0.5,0.6439402031278012,0.5000295949511134,4.998840280469613,4.999621808708171,0.00022956982694313004,0.49990648102107504,0.0006164996341734546,-0.0005875028034014384,0.0002310150854349602,0.6,0.499602495693761,9.924750401499846e-05,4.897667208601628,4.983018235326539e-05,-0.001738558193617412,5.0,5.031093178495157,-0.027882380378824883,-0.003297107117696725,0.0003112310385206534,-0.0018923263781230873,0.33,0.023614891743222673,5.802900863762877e-05,4.998991927684463,5.000554911318955,0.0,-0.0001974864781774567
100,5.0,4.626882396953799,4.934407736533865,5.002455389905167,-0.0023895991618989787,0.5,0.059686807213273185,0.5,0.6325651926889553,0.5000412552988408,4.998860132030082,5.000223288059346,-0.00025011457819826364,0.5001563352114428,0.0009236761720400423,0.0005762146143639551,4.985666188286632e-05,0.6,0.5002287588387836,-5.803341141981716e-05,4.713485377546978,0.0017058811021351328,0.26480099785919026,5.0,5.0216386957207995,-0.019498150288825934,0.0034243663268136316,0.0004119715489015223,0.007934077362638091,0.33,0.08288345999942204,3.0000435754827853e-06,4.990265622633647,4.991500121021008,0.0,0.009198805739232697
200,5.0,4.455347765175011,4.691287579379477,5.001440614337986,0.0004992631476891469,0.5,0.08546456841723069,0.5,0.6285027973834594,0.5000728844207831,5.0010362210671735,4.999498977738449,0.00010565516175700463,0.49984263955776115,-0.00098645578183953,2.209323692557044e-05,0.00027504781490266466,0.6,0.49980890945844214,-0.00016021563116400228,4.419317852959611,0.0013415009359921677,0.3967670940268271,5.0,4.953044374966717,0.09029357991677212,-0.00225444469517374,0.0010935581108005655,0.010720423691749465,0.33,0.17781973374684418,6.261756365988789e-05,4.98445691948894,4.982823910283395,0.0,0.016587630629106714
300,5.0,4.06770982792874,4.540866632009867,5.001843014833826,0.0011046313881443756,0.5,0.16014095024063757,0.5,0.6234903795898983,0.4998504043448473,5.0003598110748815,5.000443627222698,0.00025555486224511,0.49989547348351165,-0.0009933892981924025,-0.00045939119484078627,-0.00013411602964651188,0.6,0.49977814549828464,-0.00016866085116121245,4.023139616382389,0.0024776441754738618,0.5102356821105702,5.0,4.82668364546805,0.17902177038542827,0.004574089215608573,0.0009892393122757953,0.010682620577326636,0.33,0.2525456621098,-0.00017245751584187124,4.978003719009967,4.97739634103928,0.0,0.023139756613899165
400,5.0,3.7604069482125477,4.449942886591574,5.007172530106482,0.0014841991842926882,0.5,0.1947002378354381,0.5,0.6253214117447824,0.4999726776222269,4.9999503153057745,5.000966336987306,-0.0001365731625584542,0.5001401518300738,-0.00015504835835499268,-7.383754659313376e-05,0.00016965738443807266,0.6,0.49954454114705815,-7.36931647181394e-05,3.744197346853916,0.006486062649907885,0.5573558806126913,5.0,4.815111781198272,0.21693850310215143,0.004877370803620533,0.0026538961170975268,0.016175283170333003,0.33,0.40882382161096825,-0.00022678311088729675,4.972994269967968,4.97314040582097,0.0,0.02647708689515108
500,5.0,3.4667349243930667,4.221668190981781,5.011849376113338,0.0047478321040231915,0.5,0.22383594312706317,0.5,0.6186224454718109,0.4999250238542477,4.9991655257791905,5.0007380460794675,0.0002776259270913725,0.5001019371481565,0.0003050141142649898,-0.0005927075223599441,0.00018216418862658756,0.6,0.5003638588681943,-1.710373602822164e-05,3.6277748213049503,0.010955188926365945,0.6078050610465995,5.0,4.704728631993055,0.3520764773881546,-0.0010594573859935815,0.002739049235155289,0.01922000401653104,0.33,0.5073229357759562,0.00014678809095147486,4.96825652391055,4.969417305103808,0.0,0.03131229525276185
600,5.0,3.3559054530167227,4.1200129281678155,5.0165981807389475,0.0030580325203844903,0.5,0.27053172565649036,0.5,0.613060472011277,0.5000384982512693,4.999467439114984,5.0002848674435185,-4.21273440234987e-05,0.49990579619281694,0.0029068047741869427,-0.00036670625223522436,6.603994005708512e-05,0.6,0.5000916654346453,2.0029325911999165e-05,3.2713797251826047,0.01197985283992369,0.6349957432884938,5.0,4.641749639388835,0.38920108185046215,0.002733353982410848,0.004131067478244535,0.021567438773414212,0.33,0.6639344620977006,0.00011256689247204919,4.964741182166602,4.9655233738233004,0.0,0.03527930031491591
700,5.0,3.0097394335146137,3.9603022899831974,5.017791565666765,0.005899651585635713,0.5,0.291529694396054,0.5,0.6089982805336531,0.49981891801176953,4.999377527481224,4.999685731185638,0.0003282377783457617,0.49988775996286416,-0.00021370167988575702,0.0005149294544674576,0.00021996744164041505,0.6,0.4995985613141589,0.0001741672088977714,3.009192098504741,0.01648892726284338,0.6616447379486544,5.0,4.549232831125342,0.4693993517511353,0.004144334613496771,0.005337956390416795,0.03292574824702914,0.33,0.7430428967441747,-0.0001854892161718166,4.962840575011964,4.962562367043524,0.0,0.03826578730639495
800,5.0,2.793841850762272,3.856480719509513,5.025075235043428,0.010786689824514797,0.5,0.2896362189863192,0.5,0.607469861049306,0.49969643077111836,5.000085188234827,4.9988687416024815,0.0001231453570721092,0.4998046326147276,0.0016072193036117052,0.0007475433721392656,0.0002318347133650821,0.6,0.5003839689535123,5.190955324255697e-05,2.793239630428708,0.022395849957184164,0.6674043896371218,5.0,4.440185599758339,0.5513660305675269,0.017892761367804842,0.006062308194168198,0.0327377057677783,0.33,0.8591900557074446,0.00013464395165936323,4.961512358669448,4.960613791675996,0.0,0.0392537987356882
900,5.0,2.6128877130435924,3.621137235842029,5.0326132248934945,0.009095250000177272,0.5,0.3145626748141744,0.5,0.6027859081525468,0.4997762433123176,5.000052635013098,4.999963792290431,0.00041508523846969076,0.4997582534338637,0.0022756357888374323,0.0001233548918737127,0.00021389198240471513,0.6,0.5002378083576703,-5.236148783020377e-05,2.571190930848686,0.023855738340487476,0.6893663059217966,5.0,4.352187430103568,0.6702792151215592,0.015651886181979213,0.00670730446943583,0.03362547649889569,0.33,0.9732358135013491,0.00015480401592000986,4.959455755421722,4.95969132564896,0.0,0.04095760246706125
