milliseconds,PCdk2_CycE,Cdk2_CycE,Wee1_a,Cdk2_CycErem,PCdk2_CycErem,Deg_a,Xic,Xic_Cdk2_CycE,Xic_PCdk2_CycE,Xic_Cdk2_CycErem,Xic_PCdk2_CycErem,Xicrem,Kin_a
0,0.94,0.0599999999999999,1.02,0.0,0.0,0.0,2.99999999999998,0.0,0.0,0.0,0.0,0.0,0.6
100,0.9120255414250272,0.058489296106604693,1.0049471178961407,4.558996209900914e-06,7.126580271028111e-05,0.0,2.970590661561362,0.0017722517948374767,0.027634789115747654,1.3809380785864744e-07,2.1586648797413037e-06,0.0,0.6111328853716973
200,0.8850535216580954,0.05712003742030489,0.9882495848622868,8.875324751238439e-06,0.00013835528590354883,0.0,2.9423207836252296,0.0034963028566482235,0.0541739018337056,5.428755633654669e-07,8.462745114705782e-06,0.0,0.6223391776439676
300,0.8590329140494202,0.0558834776514885,0.9698997460605275,1.2969215747782133e-05,0.00020150595756011084,0.0,2.91513084670893,0.005182630688861895,0.07966663358890923,1.201462661395826e-06,1.866738525762121e-05,0.0,0.6336101793192676
400,0.8339154656675083,0.05477213222507228,0.9498915266038164,1.6859372898510338e-05,0.0002609392008838502,0.0,2.8889653493590557,0.0068412287465069044,0.10415872843217157,2.102666998586354e-06,3.2543686846270075e-05,0.0,0.6449375989258526
500,0.8096555053638727,0.05377967951151211,0.928220432422547,2.05631300648027e-05,0.00031686139469234504,0.0,2.8637725187093697,0.008481738893984698,0.1276925372800722,3.236893087850318e-06,4.987753952945979e-05,0.0,0.6563134836371755
600,0.7862097183863688,0.05290085473310738,0.9048835733311671,2.409662913799124e-05,0.0003694651782264553,0.0,2.8395039804266093,0.010113603730247474,0.1503071970661446,4.596029890227218e-06,7.04682793556933e-05,0.0,0.6677301389898883
700,0.7635369357254558,0.0521313694233532,0.879879711822648,2.747497246558748e-05,0.0004189305555729354,0.0,2.8161144687583852,0.011746203666998465,0.17203878484754917,6.173368145816983e-06,9.412749851414228e-05,0.0,0.6791800560050213
800,0.74159795042895,0.051467859977182215,0.8532093401710535,3.071235046766215e-05,0.0004654258198923264,0.0,2.793561592436728,0.01338899296200411,0.1929204169207079,7.963547114670573e-06,0.00012067807062431553,0.0,0.6906558477670453
900,0.7203553326131099,0.05090784670346128,0.8248747962406423,3.3822163197030084e-05,0.0005091084183741426,0.0,2.7718056097160497,0.015051634991460776,0.21298233948496276,9.962514827401558e-06,0.00014995320295301925,0.0,0.7021501830207594
1000,0.6997732526511126,0.05044970703835414,0.7948804229513264,3.681713214921974e-05,0.0005501257243600053,0.0,2.7508092256480388,0.016744141025583904,0.23225199346123984,1.216750511946286e-05,0.00018179556929206442,0.0,0.7136557195394044
1100,0.6798173032917078,0.05009266259270287,0.7632327883357797,3.970940863127806e-05,0.0005886157617851297,0.0,2.7305374020699897,0.018477023384410186,0.25075405216923263,1.4577030598123163e-05,0.00021605648240802434,0.0,0.725165034008847
1200,0.6604543312236261,0.049836782271984195,0.7299409750248659,4.25106719647998e-05,0.0006247078308890059,0.0,2.710957193003719,0.020261455258918114,0.2685104268226071,1.7190894512133107e-05,0.00025259515918635197,0.0,0.7366705515092669
1300,0.641652260828584,0.04968299774827597,0.6950169716867127,4.5232229003630454e-05,0.0006585231095295897,0.0,2.692037584572258,0.022109449792553387,0.28554024822146085,2.00102194101354e-05,0.0002912779891625434,0.0,0.7481644671178034
1400,0.6233799377360769,0.04963313316744352,0.6584761683240712,4.7885100647868694e-05,0.000690175129839986,0.0,2.6737493688173366,0.024034054559942047,0.3018597990161747,2.3037493450263306e-05,0.0003319779333950903,0.0,0.7596386692163064
1500,0.6056069619149207,0.0496899478950323,0.6203380601944185,5.048011253913022e-05,0.0007197702374890616,0.0,2.6560650200791986,0.02604958205563374,0.3174824073846239,2.627663694373585e-05,0.00037457391413006554,0.0,0.7710846507334259
1600,0.5883034986800589,0.049857194765885474,0.5806271858712044,5.3027991142994174e-05,0.0007474080478052556,0.0,2.6389585647981053,0.028171840929816602,0.3324183465295646,2.9733086554055066e-05,0.0004189501592803841,0.0,0.7824934061573903
1700,0.5714400491693719,0.05013970837216964,0.5393746781773069,5.553947907058005e-05,0.0007731819249681756,0.0,2.6224054408659416,0.030418454638668792,0.34667465725080204,3.341392607521291e-05,0.00046499545478500225,0.0,0.7938552934680382
1800,0.5549873078748142,0.05054348266411524,0.4966201954076371,5.802541881900864e-05,0.0007971792305499784,0.0,2.606382433084774,0.032809215500308055,0.36025485878212377,3.732802326864147e-05,0.0005126027227529098,0.0,0.805159917477422
