milliseconds,U,I,V
0,75.11554573191303,99.69449527480884,10.008738561202339
100,74.64081264240369,100.70708660279182,9.992458796785282
200,74.6726004341061,100.4653929571174,10.007866555290287
300,74.2477885070635,100.76138434234363,9.996069139623364
400,73.97370130048728,101.44214955053137,10.003117682389849
500,74.16781360563823,101.87758087681925,10.010679735417538
600,73.56418248325149,102.35338616909765,10.000551608444203
700,73.60945608715996,102.38759315991054,10.004039780501769
800,73.36544813102923,102.63827452023116,10.018704633937677
900,73.10928315133269,102.91719396133657,10.003984850072454
1000,73.14283496347866,103.4263487211865,10.013573856906609
1100,72.87336221108423,103.61684683104247,10.016089831140652
1200,72.6664178576183,103.55651800273135,10.013574266217226
1300,72.41096462958618,103.76890982129841,10.032232450931327
1400,72.47133897224248,104.35830488680725,10.029546865965406
1500,72.1208040481617,104.61651660267219,10.033425052580624
1600,72.00005241753617,105.07676983433134,10.034717541145103
1700,71.79398505055079,105.45853806081332,10.050092716033001
1800,71.57066822757724,105.99708313192713,10.044905304166981
1900,71.57574999379133,105.65324808516836,10.054142573169768
2000,71.05024973356672,106.49897416731157,10.052696648588425
2100,70.88547185954451,106.2689343744462,10.074837396477365
2200,70.96563405528174,106.8832043354934,10.066813984351503
2300,70.66081492673247,107.36623179612329,10.073888637776696
2400,70.61754563538678,107.16175916947476,10.091952795417775
2500,70.7097635729665,107.46281944659833,10.095663581659505
2600,70.15662627075413,108.4389726011324,10.106474333257758
2700,70.03093076105934,107.88661132037362,10.107734516314157
2800,70.06743823863715,108.79149109144629,10.118279360465017
2900,69.74680504811916,108.72007481684211,10.122840910167046
3000,69.67201425513659,109.5372263169208,10.132847767658385
3100,69.41955649132765,109.37511874520253,10.13852099818673
3200,69.5229565354773,110.05285185515255,10.148068074896152
3300,69.52812526989456,110.39509818132083,10.14860441108923
3400,69.09900181840622,110.18514365810998,10.158526367969603
3500,69.23364108081434,110.18799935552723,10.169814980542899
3600,68.8294643830752,110.84299280657399,10.183236544562376
3700,68.80011369554697,111.30158110603207,10.187096244157697
3800,68.5355004836047,111.47307920010265,10.190199106775493
3900,68.4098660894213,111.2656320444232,10.200443675513968
4000,68.40580223359069,112.09073734676097,10.213759894082846
4100,68.33961765009991,111.97382269177734,10.223790177351509
4200,68.30986940246609,112.46280441151099,10.229216274624234
4300,68.20121702876415,112.65002704101923,10.24667809111465
4400,67.70098316255229,112.89793179637748,10.246647887786205
4500,67.82248086174553,113.5577784013252,10.264221768135396
4600,67.82596300308039,113.9850097292751,10.279848520102718
4700,67.37158771469727,113.83318000373653,10.293823392928703
4800,67.39839635481327,113.72250973955673,10.309020482472441
4900,67.48024001817663,114.20254593691665,10.301780754928446
5000,67.0382180481423,114.66304291190927,10.322109467165143
