milliseconds,U,I,V
0,75.21933591497726,99.70512040929455,9.993322227377845
100,74.74383973391988,99.97212377645975,10.002782343315612
200,74.49936645089885,100.93865549115644,10.009662356681327
300,74.54960720214054,100.78911519927885,10.010997844664468
400,74.19079289035467,101.41888010182309,9.996175691000337
500,74.17349704987335,101.49901742690467,10.008222125150379
600,73.92450681746692,101.59904867649472,10.013700795369935
700,73.44960203570776,102.09480450210512,9.997735770635222
800,73.38849364786601,102.58630062349222,10.011570187349722
900,72.98834124442736,103.29038023877932,10.005251985691377
1000,73.23768037843007,103.30797497557522,10.017604931975914
1100,72.8159563928413,103.90702681440003,10.012567038380643
1200,72.50344428663898,103.67714534640324,10.021761527859926
1300,72.37291959183084,103.88334307168317,10.018790216737253
1400,72.1725155229182,104.7479443722642,10.031709102739597
1500,72.28563069593388,105.10115743756853,10.033688914322704
1600,71.94918832277489,105.41922629833236,10.045177808570749
1700,71.64259050462911,105.18416018668269,10.0483698135171
1800,71.58144355175476,105.87898073545213,10.048248980368436
1900,71.4355173902428,105.98573296573956,10.056603625526984
2000,71.24127836722653,106.27331163163016,10.062720387008298
2100,71.06938259804659,106.92090098023928,10.068490353428368
2200,71.02209284433246,106.58427180694207,10.064148522839886
2300,70.63911141385103,107.51637300878203,10.08377081745349
2400,70.72545177307289,107.57561892978,10.085897452192844
2500,70.61067771290436,107.91651443605747,10.084033254835024
2600,70.24549676885366,108.16924419128398,10.098653437462024
2700,70.3149080116244,107.87167569931287,10.108284630383515
2800,70.07911454677331,108.5883180345855,10.11006477112096
2900,69.77042449805144,108.66111658741445,10.124257894290766
3000,69.82259222852322,108.87747627405221,10.133556382365125
3100,69.5569420877922,109.41901869221603,10.14139418546436
3200,69.3553334235353,110.15222211072508,10.141482841059098
3300,69.39717515460389,110.16582717703984,10.160251684847045
3400,69.24589329305958,110.51981649867265,10.155220012236741
3500,69.09140183010713,110.5702915074988,10.178032432295177
3600,68.7576485542073,110.58258017098629,10.183826940602023
3700,68.73113216174416,110.89500993026402,10.184359578220139
3800,68.87028987451922,111.69229253007111,10.199241153839408
3900,68.65508305696328,111.70392035398164,10.213690082087139
4000,68.37562010407402,112.27219768486673,10.210823189720779
4100,68.31813851549028,111.83707570338504,10.231687896034863
4200,68.15550979816149,112.18560005258126,10.236225483239137
4300,67.87971885356667,112.58810969678424,10.240548620680865
4400,67.93275769901676,112.68505070155116,10.247053231928087
4500,67.71455108174064,113.6735785252034,10.268526592557302
4600,67.6335556322704,113.82488388968531,10.283368222408026
4700,67.31813389192973,114.17896738202303,10.286240709261548
4800,67.20782709702571,114.32390959908761,10.297153742116674
4900,67.15392456398219,114.75200255543365,10.317712462084467
5000,67.19682765146372,114.63514690957761,10.32250948811331
