milliseconds,U,I,V
0,74.97796590703648,99.77484290697642,10.006122714427327
100,74.67827109137973,100.00746417230242,10.003129567162626
200,74.69357437921894,100.3448935598869,10.00956336412903
300,74.23527653912416,100.74771529713728,10.004978638924554
400,74.14303911889763,101.68120229412898,10.004898815246827
500,73.950316809487,101.64809710140172,10.006180938697565
600,73.69496608739959,101.76471488043589,10.006325344920077
700,73.6892578454562,102.33604767776826,10.015691784961923
800,73.51178078053105,102.5160473847556,10.005305384924911
900,73.03934653446618,102.98147057353744,10.004401086465212
1000,73.23109332110644,102.88697396288235,10.024003124272927
1100,72.79924323553792,103.80176435928348,10.013633729617785
1200,72.85888913475901,104.19639906203187,10.026903390956964
1300,72.60705224391359,103.77965265856325,10.027960554538494
1400,72.15379625868805,104.39148754952912,10.037900988339706
1500,72.29394033343719,104.38072131199489,10.034907953178369
1600,71.90905330610494,104.70141172756672,10.030789752828047
1700,71.8973509147697,105.76416678760678,10.046406646153546
1800,71.59310436341526,105.57503086950263,10.055725829456456
1900,71.47900461439718,106.12123438427219,10.050464825013613
2000,71.09240309672487,106.18864586580558,10.056655445198455
2100,71.06435032495048,106.96825490706378,10.059863787151196
2200,71.18024542809596,107.0452060228182,10.07426964220931
2300,70.70083321009531,107.13279542040466,10.07386042754564
2400,70.58323439504042,107.51436099140452,10.084674109012605
2500,70.52840466106854,107.38343528467713,10.08322828267692
2600,70.38862886629363,107.70678825454746,10.107280377617723
2700,70.04339048321053,108.57389503296253,10.109055449038072
2800,70.1803824977946,108.63495133076552,10.107880576547744
2900,69.83859129312398,108.48920599239752,10.118621204511653
3000,69.9459725664368,109.01214767441186,10.117496660150936
3100,69.55566818365224,109.7815086382259,10.127727245537143
3200,69.46322001567417,109.74126184787889,10.152282576376772
3300,69.15455471134408,109.69583924543306,10.143596854022285
3400,69.22379844437205,110.71919426981253,10.164847477265985
3500,68.87690815729589,110.52696184166707,10.164830211425222
3600,68.9730359241358,111.11111907193983,10.173928432714575
3700,68.6900414978322,110.79895334913856,10.192098318090743
3800,68.74694770103702,111.8171853540264,10.195130170878572
3900,68.64750413529062,111.41086843714154,10.213128797353841
4000,68.47893577309308,111.75899751314532,10.225123057696424
4100,68.36556956584559,111.89143020922657,10.22490144914296
4200,68.02582762968659,112.42415575285656,10.239796511551797
4300,67.83784474348805,113.06261744149593,10.246278587633968
4400,67.98971290096094,112.78313859672618,10.251446800823318
4500,67.70612568281481,113.682830051184,10.266610054410691
4600,67.515674691088,113.88756372404055,10.275528456739682
4700,67.558725969472,114.1050946286637,10.28654551837867
4800,67.3107738005666,114.05075336129066,10.29207344931464
4900,67.36606991129923,114.72743709542661,10.314729635235599
5000,67.32701764090358,114.31791035935584,10.32093803506515
