milliseconds,U,I,V
0,75.11354374036388,100.3237181277329,10.009107312650354
100,74.65257018175458,99.90828024544096,10.009339662027397
200,74.58401573143787,100.74444671265996,10.00537050802804
300,74.54744090429554,100.6045513104276,10.003575016615303
400,74.22723083695135,101.48969981701408,9.998898274778698
500,74.09235976158959,101.54553721875295,9.995235943679853
600,73.59736611303455,102.07569052239407,9.998149862469102
700,73.75869378250756,102.60180106026168,10.017623752469262
800,73.29738618131336,102.44645537690847,10.007939888004346
900,73.1173182546731,103.06968137345413,10.006404666018824
1000,72.85873238443638,103.3700447676321,10.008717318284742
1100,72.67497724062477,103.57557571426614,10.014982016488288
1200,72.74301538687493,103.55162045858566,10.030595652050257
1300,72.60915356359995,103.78355659122798,10.027966716533374
1400,72.16705972969399,104.80044332610854,10.033679578988126
1500,71.90113036250537,104.70780353557076,10.042432943638435
1600,71.88438461188181,104.98294574161515,10.043626307004015
1700,71.63066051255657,105.68144670512518,10.039572679961154
1800,71.54832436108371,105.41025460980278,10.041746783248803
1900,71.5485455067899,105.67811739973332,10.06240338169467
2000,71.07607336775376,106.47237879789914,10.059332538631027
2100,70.96352872114633,106.11900742024143,10.0744429505922
2200,70.8976891096881,106.6015933401194,10.074811600805957
2300,70.76403731645931,106.71784678074839,10.06889267080444
2400,70.42488017179829,107.74178149898219,10.08452205978873
2500,70.3946585828329,107.53715502089628,10.087360252409628
2600,70.20139696905925,107.92271846560512,10.094280033097572
2700,70.34646191913961,107.9796027953933,10.097121099461885
2800,70.00582175448011,108.98341741766237,10.118103767777098
2900,69.82566244812105,109.15055913835032,10.116479265475158
3000,69.57440661547064,108.761377542742,10.120986246756534
3100,69.74545218632714,109.36577955845662,10.144056815987794
3200,69.33906466546212,109.90537940133258,10.144655906324926
3300,69.30830298461751,109.58681119451796,10.160846137155735
3400,69.30933126129707,109.91493972577564,10.156235320706887
3500,69.1682688230465,110.62080316172704,10.178289607240584
3600,69.02103041279959,111.00888917534392,10.178005122122718
3700,68.72552825509837,110.89136996131246,10.181714872825875
3800,68.85145870941074,111.34390497558888,10.196392566706606
3900,68.30025727822432,111.86001823299944,10.197668205542897
4000,68.35885697616754,111.60118939048634,10.219507884275695
4100,68.37802123920098,112.46930793375483,10.233035735774623
4200,68.12677535175473,112.37142017360758,10.241128788217331
4300,67.99981006093488,112.41857894777843,10.256168347450856
4400,67.7431750636929,113.19034354465445,10.26493365320545
4500,67.64441331894895,112.91884482929845,10.272714813319983
4600,67.87496047546144,113.62148114279086,10.286308734292772
4700,67.59879566318139,113.96023322053505,10.29856061785382
4800,67.48301979415682,114.34194815456503,10.3041098686497
4900,67.13191403245902,114.01801171249012,10.316337959288889
5000,67.15549496665572,114.5221126267738,10.324516698544024
