milliseconds,U,I,V
0,74.97496698400559,99.68212034236022,9.994256197888577
100,74.78247188932481,100.50989879401962,10.003913877345205
200,74.39724413223338,100.95465291257135,9.998532096737875
300,74.58603213171926,101.05069068990205,9.994517308232322
400,74.02925828442126,100.95045436090608,10.008677084905198
500,73.98598159241895,101.96666399642392,10.004313970644754
600,73.99046942487573,102.30484958281788,9.998294750136594
700,73.53458978377408,102.62748379739537,10.014404063846152
800,73.31768448083272,102.2895897970359,10.008684668043493
900,72.97940054829579,102.91332605036783,10.017192861442965
1000,73.12688898857697,102.88378071176852,10.01985479557004
1100,72.65152314724722,103.40390328196601,10.012703553339978
1200,72.55928617018552,103.91971507976751,10.012957122434292
1300,72.58713559090452,104.46981504633227,10.030629063272372
1400,72.23490801332457,104.86188997132274,10.031173846620641
1500,71.98668466547231,105.0114437681154,10.036935767965005
1600,71.98630585751926,104.62440006786201,10.036496061648192
1700,71.87700196913215,105.46206171350785,10.046530951334974
1800,71.76900351031107,105.61385799827438,10.042376953942691
1900,71.3699675498725,105.57449737576343,10.053213610633573
2000,71.26094730149946,105.95614901432246,10.064903607621995
2100,71.19941136514286,106.15984555126037,10.068016360948874
2200,70.94473813700105,106.71823977967986,10.075646456220188
2300,71.02581454607657,107.1374236795091,10.07714463444418
2400,70.7289176363743,107.65873617150079,10.0809943472471
2500,70.49574938309405,107.96278243080552,10.098732423074386
2600,70.12826894700132,107.83807555629767,10.104431239477899
2700,70.34102144063367,108.1178329618784,10.106198444889568
2800,70.11853485072277,108.78138835567177,10.105880758757692
2900,70.0654153785269,108.7759263917306,10.115554907952003
3000,69.54266185513755,109.124640101108,10.124106407861069
3100,69.63367958339767,109.7496528041701,10.131106256390352
3200,69.25966340238087,109.3995798040988,10.146862497108092
3300,69.3059333688524,109.96017500923399,10.147594171645267
3400,69.32136210814143,110.4409612898172,10.151040601432513
3500,69.11919541863618,110.49264831947943,10.1758919211945
3600,68.9363470990656,111.25661592075518,10.173639590427646
3700,69.00943776829524,111.12155760483557,10.193896648504994
3800,68.64143354529327,111.68639121536569,10.199946783679776
3900,68.48702311743594,111.83272182721015,10.211083633435623
4000,68.4859400240109,112.0196233893129,10.208086512691386
4100,68.22699067272232,111.84566735510711,10.230167138045882
4200,68.07962078406554,112.3568419597672,10.24275276990756
4300,68.01307162391703,112.66247106138104,10.238704387767983
4400,67.88523113367259,113.30440680660779,10.265592501046202
4500,67.6907110868477,113.26242333917997,10.259490838629661
4600,67.85831617540586,113.41681713890111,10.277836435028759
4700,67.38554100044281,113.79443496834097,10.291878546641808
4800,67.19700872309156,114.52989751082592,10.298820099486164
4900,67.10266836779526,114.23515728509699,10.308221920563557
5000,66.96576575575952,114.31453284794392,10.325684594184976
