milliseconds,UFPT,BiUFP,BiRE1,BiATF,BiPER,IRE1A,PERKA,mXbp1u,mXbp1s,Xbp1s,mBiPT,BiPT,ATF6T,ATF6GB,ATF6p50,mWFS1,WFS1,ATF4,mCHOP,CHOP,mGADD34,GADD34,BCL2T,BAXmT,BH3T,BAXmBCL2,BH3BCL2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.2935216126081537,0.0003330799687667545,0.00012981815316573614,0.0001232793642665385,0.00012981815316573606,0.16092017411547221,0.16092017411547255,0.014341531001608867,0.0017463851664672229,5.954104055096315e-05,0.015885352285245534,0.0008064820457658819,0.47348449647671187,0.017634845063456396,0.006388947215286093,0.00016419438800791152,3.410767256669409e-06,0.09944982112714341,0.00025635450003518056,8.395211344720448e-06,1.0216469003748534e-08,2.0386581103766286e-10,0.9950165626835001,8.765414717429167,0.009995026670893482,0.9777205241645403,0.00013960349051211462
200,2.57417247012182,0.0017298257570026263,0.00032267769561372445,0.000615113759187248,0.0003226776956137243,0.1608879987854542,0.1608879987854542,0.02675415602992769,0.006302870662000288,0.000439225928726009,0.03053619276891982,0.003133590180745339,0.8976749167474329,0.05200544514949731,0.04038352428137836,0.0020803626031426054,8.983524837248364e-05,0.19796193116898972,0.0011327550665136635,7.145386078191426e-05,1.6732550536360528e-07,6.607256933205393e-09,1.9801316296914127,15.472004271769665,0.01998043065441356,1.9683923507107728,0.0003346831253840283
300,3.8420806386940343,0.004242105211742299,0.0005034256800059111,0.0014464592487678303,0.0005034256800059102,0.16084795379920797,0.16084795379920797,0.040939051040189134,0.01336184321693058,0.0013921384617013636,0.044553321793628975,0.006885885673184506,1.2777146262573558,0.08953782879582751,0.11043715220890563,0.008318295323163812,0.0005615066550492366,0.29549382933293433,0.0028599174248703746,0.000261477358095209,8.833562074365764e-07,5.164338638380751e-08,2.955441066121226,20.624532970029396,0.02995728828730637,2.9449527392181434,0.0005901372921268886
400,5.097372910198073,0.007870867167689938,0.0006748951228564206,0.002570932339732536,0.0006748951228564204,0.16081012670787487,0.16081012670787484,0.05846319788085225,0.0232466956775224,0.0031751850281126143,0.058526767371367985,0.012028675898181303,1.6181266034306447,0.12559216200204407,0.2166055631955213,0.02070050409929373,0.0019455804838056183,0.392055268890271,0.005660129911849561,0.0006733096310490148,2.930133037078369e-06,2.2570791708012295e-07,3.921037285003919,24.606639613863756,0.039927678455498106,3.910658835821618,0.0009174597897901396
500,6.340174814907268,0.012651365397672533,0.0008442417487552824,0.003957130127500853,0.0008442417487552824,0.16077294474013565,0.16077294474013562,0.07889561404732377,0.03632009415746266,0.0060808738969036005,0.07295189254782494,0.018581901502192837,1.9228032375248751,0.15874246122023736,0.35619881973949136,0.039758993851193115,0.004881251690051533,0.4876559060656206,0.009696243041381924,0.0014201963897485799,7.504153121706099e-06,7.158481490707521e-07,4.877008658646521,27.70895463765717,0.04989493209270012,4.866211392718855,0.0013287865442383343
600,7.570610634047739,0.018653648452905163,0.0010169296457764804,0.005586687686458462,0.0010169296457764807,0.16073515670549032,0.16073515670549035,0.10090204222224002,0.052661448743647664,0.0104221103829162,0.08820623705247214,0.026609173321494803,2.1950114173212527,0.18869282428127168,0.5257962601833076,0.06497888885294312,0.00999847777190817,0.5823053010023123,0.01506235931242046,0.0026270255731490042,1.6257486632903367e-05,1.8489047500384492e-06,5.82343910937942,30.15092043794828,0.059863811911314034,5.8118673104248195,0.0018370047500671474
700,8.788803412226875,0.02597493441414074,0.0011967502939882189,0.007449433471847099,0.0011967502939882189,0.16069589096749484,0.16069589096749487,0.12311230082990424,0.0720248846351166,0.016499919029979798,0.10454844100222574,0.03620579399797915,2.4374289524665262,0.21552006899992565,0.7219381280055814,0.09526818125663945,0.017837138987079892,0.676012918718443,0.02178967008634487,0.004423593051270487,3.129284149889165e-05,4.135483314667912e-06,6.760407910231551,32.09769203598155,0.06984060955100727,6.747807738139236,0.0024557362702030943
800,9.994874969737578,0.03473133433736867,0.0013863364128629966,0.009538927452653083,0.0013863364128629974,0.1606545427088363,0.16065454270883625,0.14449313347684828,0.09393649774357513,0.024575478225203555,0.12212569463991063,0.047487167501309525,2.6522111720479695,0.23940164631538477,0.9413382433631039,0.12934821036753552,0.02881119195298719,0.7687881300533643,0.029857132646946134,0.006938808470959246,5.512886099814724e-05,8.311449304255179e-06,7.687989676784421,33.67317413217289,0.07983316703198516,7.674129066989125,0.0031991697604712584
900,11.188945914740659,0.045050099934420995,0.0015875006921008204,0.011848847921687649,0.0015875006921008436,0.16061069754379986,0.16061069754379984,0.16440223790013586,0.11781422841785395,0.03485390880637542,0.1409858166794921,0.060578211112370106,2.8410775601606946,0.2605217791569614,1.1809271660234109,0.16598932368163896,0.0432043302351007,0.8606402126047727,0.039202920372477204,0.010296079653558636,9.064363013972835e-05,1.5374405890092026e-05,8.606254515915643,34.97004418600069,0.08985083569891696,8.590912854092712,0.004082020528394378
1000,12.371135655070768,0.057062253027553834,0.0018015803889670594,0.01437057295197544,0.0018015803889670624,0.16056404376495806,0.16056404376495806,0.18251543603586365,0.14306040848134813,0.04747897005766417,0.1610926418707056,0.07560415765266523,3.005406932091196,0.2790432741955215,1.4378396472741508,0.20412097242801924,0.061182456360325856,0.9515783516368277,0.04973505251308924,0.014609846464000216,0.0001410040645016826,2.661349323568338e-05,9.515268294074593,36.057422995975415,0.09990438710557448,9.498226945848579,0.005119403532887759
