milliseconds,Ac,Pc,Ap,Pp
0,0.95,0.0,0.05,0.0
100,0.9518655630606281,9.768299569776472e-05,0.04456322556423364,0.003473528377445135
200,0.9534591293751034,0.00036086968652215465,0.039902347498746896,0.0062776535220633875
300,0.9548253695578898,0.0007506658772729174,0.03590119926719878,0.008522765247936409
400,0.9560018036787659,0.0012350147247339712,0.03246131043712718,0.010301870462172975
500,0.9570199065899788,0.0017876085471665692,0.029499228612394995,0.011693256083393066
600,0.9579060647355507,0.0023869474266265,0.0269441970446332,0.012762792025902255
700,0.958682384808954,0.003015544984862578,0.02473618870612292,0.013565879378277827
800,0.9593673682534242,0.0036592708137580324,0.02282426375787586,0.014149088591471778
900,0.9599764644694613,0.004306810823920136,0.021165220008179834,0.014551493339561681
1000,0.9605225653562027,0.004949182309411719,0.01972238151036397,0.014805858835479387
1100,0.9610164181945358,0.005579334713883137,0.01846458729398324,0.014939645815414921
1200,0.9614669624220844,0.006191825786670742,0.01736536310230589,0.01497583250098289
1300,0.9618816202623034,0.006782540813524127,0.016402203437463556,0.014933618291735187
1400,0.9622665416042567,0.007348457497113189,0.015555965269384953,0.014829017650487908
1500,0.9626268103754226,0.007887449991136204,0.0148103554819404,0.014675365123879458
1600,0.9629666183020302,0.008398124385464905,0.014151496608849052,0.01448374082508986
1700,0.9632894102496243,0.008879681755751321,0.013567561743758162,0.014263325820333992
1800,0.9635980082211829,0.00933180245795064,0.013048461898349883,0.014021706482803606
1900,0.963894715059522,0.009754550336408686,0.012585582685997802,0.013765130485471384
2000,0.9641814010436104,0.010148293468685381,0.012171562657346872,0.013498721213689223
2100,0.9644595777181965,0.010513637188994004,0.0118001031273154,0.013226660406593708
2200,0.964730459109581,0.010851369475535751,0.011465809041218238,0.012952340822674564
2300,0.9649950134324736,0.011162415567917004,0.011164053234501448,0.012678496181226212
2400,0.9652540061256005,0.011447800775521709,0.010890862200535369,0.012407309330662964
2500,0.9655080362136185,0.011708619660275137,0.010642818469284348,0.01214050414355172
2600,0.9657575677233551,0.011946009949939117,0.010416975330752077,0.011879425533086825
2700,0.9660029544803542,0.012161132714617476,0.010210788128899499,0.011625103233242992
2800,0.9662444603434875,0.012355156810704397,0.010022057074808995,0.011378304322313283
2900,0.9664822765076158,0.012529246018185556,0.00984887755724324,0.011139578457653765
3000,0.9667165365241347,0.012684548246617054,0.009689596344561782,0.010909297423839035
3100,0.9669473288751993,0.0128221869641694,0.009542774097065273,0.01068768860886769
3200,0.967174707243565,0.01294325472060816,0.009407153826247999,0.0104748627590928
3300,0.9673986982965334,0.013048808909137505,0.00928163580829349,0.010270835534564156
3400,0.9676193081535566,0.013139868658841244,0.009165256021867749,0.010075545711701665
3500,0.9678365280462126,0.013217412369223507,0.009057166848863584,0.009888871280645216
3600,0.9680503389568238,0.013282376093650386,0.008956620565287971,0.009710642929841213
3700,0.9682607152684966,0.013335652744017054,0.008862955533536691,0.009540655000515205
3800,0.9684676276194526,0.013378091933410012,0.00877558461412433,0.009378674379846874
3900,0.9686710451643623,0.013410500264995004,0.008693985288394851,0.009224447828714916
4000,0.9688709373805673,0.013433641938656071,0.00861769114195308,0.009077708084900098
4100,0.9690672754947686,0.013448239607282616,0.00854628451197752,0.008938178932009691
4200,0.9692600332951842,0.01345497561840231,0.00847939105429858,0.008805578578879387
4300,0.9694491886859381,0.013454492781462758,0.008416672008684947,0.008679625071477933
4400,0.9696347231382875,0.013447396437005573,0.008357823066037613,0.008560035907541636
4500,0.969816623738979,0.01343425487944613,0.00830256515655934,0.008446534774715188
4600,0.9699948815209866,0.01341560205079118,0.008250646965249676,0.008338848013303079
4700,0.9701694927487589,0.013391938297737984,0.008201838375887461,0.008236709128122889
4800,0.9703404584279808,0.013363732336765827,0.008155929282946997,0.00813985850278046
4900,0.9705077840880154,0.01333142261928461,0.008112728358395481,0.00804804348457172
5000,0.9706714801435651,0.013295418885160473,0.008072058970551087,0.007961020550883055
