milliseconds,E1,E2,E3,E4,E_E1,H_E3,H_E4,E11,E12,E23,E34,E24,E44,E11P,E12P,E23P,E34P,E24P,E44P,G,S,I,R,O,A,E11G,E11S,E11R,E12G,E12S,E12R,E23G,E23S,E23I,E23R,E34G,E34S,E34I,E34R,E24G,E24S,E24I,E24R,E44G,E44S,E44I,E44R,SigG,SigS,SigI,SigR,SigA,SigSP,SigAP,SigG_O,SigG_A,SigSP_G,SigAP_S,SigAP_I,SigAP_R,Empty,P3_A,P2,P3,Akt,RsD,RsT,SigRP,Raf,Rafstar,MEK,MEKstar,ERK,ERKstar,OP,AP,A_SigG_O,SigA_G,SigA_G_O,SigO,E13,E14,E13P,E14P,E13G,E13S,E13I,E13R,E14G,E14S,E14I,E14R,T,E11T,E12T,E23T,E34T,E24T,E44T,E13T,E14T,SigT,E1_PT,E2_PT,E4_PT,E_E1_PT,H_E4_PT,Aktstar,SigAP_T,E,H,fint,pERK,ERK_MEKstar,pERK_MEKstar,pERK_ERKpase,ERKpase,ERKstar_ERKpase
0,273.88539703980496,158.98857987876343,294.2068919275623,397.14182391331497,0.0009426789763617916,-0.004009934749506734,-0.0557583027812252,7.616878895849331e-05,-0.02023187042355635,-0.2542629601097914,-0.010125417729505714,0.4606597346750649,0.12332166439205026,-1.9808118002813126e-07,1.4180494706549773e-05,0.0014757341407176357,-0.00015857525995335462,-0.0033443174307166102,0.000882451747710427,82.39987479558741,11.500478411340033,46.399022264624776,93.5917512422618,82.30238190773451,43.10157108391849,5.721833315670547e-07,1.4020976809348586e-08,1.8586019328219849e-07,-0.00024285319695925022,1.9812611673663732e-05,5.110141039094382e-06,0.0002638568385101688,0.0007916236382951813,-0.00022511185850786414,-0.006491773321939125,0.004924720563945964,-6.407128944142759e-05,-3.6682485412750474e-09,-0.0005041936890097287,-0.00048091766889466554,-0.0003342864583415882,3.776639371845359e-05,0.012063614561194237,2.130308303640016e-06,0.002556239485046705,0.00041976866631057437,0.01579635801533971,-0.0019406551502324108,0.0021402747086401415,-7.67880955739051e-05,-0.10303262360423297,2.101513085580239e-05,0.0008870635000516513,0.00026716989305773485,0.00024240297241764813,-0.0007676249499737226,0.00011756565839047582,0.0001685905660763742,0.0005842786778869218,-8.968180009186931e-07,-0.026666237151596207,0.0004420045477942666,196.99842938519532,0.0005025987877329007,443.9943471283281,95.70036548294901,-0.0005375691091703276,0.01434581897240255,742.9978850294294,-0.0009783440536216283,771.9962996002977,0.000939711617159998,749.9248688082621,-0.20538262545592753,-0.0004597406457298888,0.006097333573338946,-2.316274980009642e-05,4.503371281515702e-05,-4.5811271453701e-05,-0.0002012211381809088,-0.0006534857954031723,-0.005085082494602249,1.2135019387996264e-05,-6.760487323681012e-06,5.27102807210545e-05,5.2211533330705596e-08,-3.0355634133695164e-08,-3.95822287777024e-06,-1.6472114733568631e-06,1.3189138365972e-07,1.5173603475381225e-06,-6.491641912442996e-05,499.90133436866535,-5.432133614926884e-07,-0.00020852287835991512,0.00702137402707959,-0.00011415642594552086,-0.05959881873213678,0.030987071776803533,-5.2122828352570815e-05,8.880046787567459e-08,0.039566883240333334,-0.1691108978265925,-0.18370061955330247,-0.1920153299990227,0.00031176455587235863,0.059206713831433236,0.004646090248795415,0.0007349545400800376,9.99974885665375,10.078142314228149,-0.00042202027377421733,0.020172309978646833,-0.0012331566287982559,-4.540135301735147e-06,0.0014058203399664759,0.11817636169996508,34.9117085977058
100,272.67596502570257,143.34401245789982,292.42991677782436,384.5127031314178,0.0015456283659792491,0.5257823936598967,1.204454472351727,8.280035946133498e-06,0.054052078790811454,0.854670235221553,-0.019796474327548906,8.782457485772143,-0.6064136715876209,-1.234547095181576e-07,0.00012872242622843656,0.038046225055572036,0.0003789073311020188,1.099642749604374,0.00535179808701963,82.38449392685429,11.491360929523255,46.397909499457725,93.14714308428623,82.27672097571956,43.03871218097883,-3.950069627398992e-07,-9.378053454552525e-09,6.608503596970122e-10,8.142527565717332e-05,4.395448609310314e-05,5.6851179897971985e-06,0.00020117731268347577,0.0015695231635762478,0.0009719633274291625,0.03709035582922544,-0.0004483852065535692,2.3384083990688924e-05,5.19328535436354e-05,1.7365110077741146e-05,0.021605891768969893,0.008867286251544638,0.002030967998739302,0.3298530860586895,-1.6256463020302446e-05,0.002636965954691243,-8.574590036754983e-05,0.005930162015987382,0.0182390001350629,0.004588978236303762,0.003978087469602773,0.012766601662836927,0.0004173623179190568,0.007572002173934383,7.091025212115984e-05,0.0011194864536678223,-0.0004214049467117,-2.213371045178631e-05,5.7339708034493144e-05,-0.0006260452789982718,4.345281496432157e-06,0.37583976034348054,0.0007395323813689247,196.99945272172096,0.0006669715946602877,444.00255411600335,95.7001876283689,7.761502824924247e-05,0.31377507479555,743.002392954655,-0.004656832136526433,772.0029464775128,-0.00115270533512289,750.0498533854897,32.340053237730125,0.022462901145728097,0.06050524332368287,6.033684633288237e-05,0.00019341108443884618,6.563797323523411e-05,0.002120132491044873,0.0006469466489514921,-0.0028506195955295983,4.213540886117322e-06,-7.807015049721335e-06,9.081306194336915e-05,-4.063466866240533e-08,-5.8933782565944104e-08,-1.3665480605279605e-06,7.068229811101997e-06,-4.040261363277576e-06,-3.910631390708744e-08,-3.784470719716284e-05,499.5770210561648,-1.1781779083667146e-06,-0.00013247076282785257,0.019086496043471592,0.00047843212647561393,0.5708169230735987,0.002129679664906602,-2.5168939321201428e-05,4.6724510849572587e-07,0.6393396412447253,1.4234652317438152,3.23479454609155,1.9918075864125449,0.002517562675943843,0.20382880236292106,-0.005050528121838308,-0.000406475357353131,10.00059381802475,9.52897293030952,0.0016638152155912678,0.48023531925480917,0.0009108750935965529,-9.6436415735822e-06,0.025257870209586877,33.05719059189104,2.266158861776144
200,271.20334165021916,127.07931912564119,290.4994379771066,371.7857251381146,0.00030011640829856576,0.6343639488555053,1.9683032110502185,2.108888605153976e-05,0.08952992910138757,2.2991494314379133,0.17651986778820827,18.1174947517496,0.30863579081548315,-2.0585973876157756e-07,0.00010557021530147783,0.07294615071330562,0.0005470490271564,1.0224635823118582,0.007855361788032476,82.34573967291647,11.47153510616109,46.38887473359216,92.35344019363228,82.25373979865427,42.98896775965483,4.5522701481261795e-07,-1.3494432884764086e-08,-1.7543254190841796e-07,0.00012031602679781414,5.719324901377411e-05,4.343777256272557e-05,0.000861720541090767,0.003326330923006586,0.0031985407387300217,0.16041968174493804,-0.0009439367072536254,4.82113790685206e-05,4.111361382047447e-05,0.000615629641991036,0.05768441541625822,0.022865907534682463,0.005032265130287342,1.0285882995234203,-4.454476020821493e-06,0.002411561947904731,-0.00023551997910465977,0.05590536140141972,0.05493784113822848,0.010292394305303394,0.010038513481612549,0.3652923863899612,0.0003942255200838643,0.01880317778589359,0.0003950864653987932,0.006148790485960516,0.0009155948664966708,0.00025594232951455274,-3.906527021864747e-06,0.0003494353313871368,-1.8772359001536624e-05,0.9124230292282256,0.00031300352094451426,196.99840029572525,0.001870253603118254,444.0024124613969,95.69702878416332,0.0025679057070607378,0.8437960165852981,743.0033965558614,0.005607569681891335,772.0025994257472,-0.0007946329414070253,750.0745635266418,32.08477463257681,0.04254070562086917,0.10754745951558756,8.128036965930534e-05,-0.00030359505179674813,7.852009785355314e-05,0.0042153438701414605,0.0011946164758676605,-0.005676496324596625,-8.990744720276532e-06,-9.47014020118767e-06,-3.6507354596296446e-05,4.545020246867242e-08,6.660630037514611e-08,-3.031858212964998e-07,-6.790154601700453e-06,4.519896512048708e-06,2.166007662534347e-06,-8.759658382205097e-05,498.5204936901525,7.185266371537387e-07,0.00011879745643085564,0.0518759244670199,0.00014621421957166877,1.4491483949405808,-0.008675039585054462,8.91782353782245e-05,2.734952623995104e-07,1.615434525191588,2.8857979716719107,6.199951309971009,4.057111273740772,0.01110887828427792,0.2758156105175398,0.008449830938523549,0.0006719420893425617,9.99747580436509,9.094424623579524,0.0026852288977498367,0.6218273450600514,-0.0017851567081081452,-9.927144452839374e-06,0.03287272390306264,32.765418535012564,1.8910181048942902
300,269.682865804293,115.57997185315752,289.2585478072843,356.7557018524203,0.0015995162787185227,0.8312957846987793,2.5652835675785246,-7.4936974357033e-08,0.05001489764755796,3.1868795008079394,0.14430895362874152,24.88925558350917,1.9294396446957267,-3.991948236462204e-08,0.0001537408638786321,0.09923613624125069,0.0010594114755372197,0.9814229833175182,0.00782340810901151,82.31192950976825,11.455300159048592,46.38516932558195,91.71161921249693,82.22615198739001,42.93720408486478,5.323193280548544e-07,-1.7818564100364388e-09,1.4792093352904417e-07,0.0004023322988992036,4.1982757358013955e-05,5.455215883949722e-05,0.002156179690406939,0.007130429112690806,0.0074586807063221315,0.26070307856271274,0.0015693790419430169,3.967375355788893e-05,8.879694404667664e-05,0.0015913352656117875,0.07782118550543424,0.03515830450133269,0.006934212792966573,1.5357107758140105,5.2659910471643986e-05,0.004392059402541698,0.00022508401596304817,0.01695440981463191,0.06440409657660204,0.016256411742647817,0.014114214351722535,0.7228748354940372,0.00033488897943944576,0.027315766743477535,0.0007648344775139106,0.01192533363776344,0.002043387993276841,0.0006466824118447834,1.8961627053133644e-05,-0.00030773414791789597,9.242306753713244e-05,1.2272908065992398,-0.00010894555382415501,196.9929474046499,0.0038041819241383416,443.9917842316811,95.6943758230196,0.006036389605576439,1.1907503766091154,742.997333736927,-0.0038399184071343925,772.001603176796,0.0007017002319759098,750.1899409000688,32.019111791837524,0.059275870482343916,0.16228146275296174,0.00022450693976415812,0.00014094279612339564,-3.278742633428041e-05,0.014825974688770368,0.0012546560567654875,0.00042902824059137937,1.548324762060249e-05,-2.411188762117317e-06,7.396190274009933e-05,-3.2089879698501805e-08,4.866287838077809e-08,-3.903570418512195e-06,9.499180173676687e-06,-4.178053790009715e-06,-1.1779297835847409e-06,-1.8018625675545998e-06,497.6297665040478,-7.244512028848146e-07,0.00024863918386767536,0.1674275989049798,0.0006954863644019431,2.283122187257556,-0.018934307168526697,-4.40070793943307e-06,-1.445846955997417e-07,2.5373832717109934,3.9992453067410594,8.56474403561347,5.438904017176794,0.020471409124183732,0.4024843351369801,0.00682893877508484,0.001131355057424032,9.998572488224747,8.79893367129143,0.005434009630718515,0.6967707678407736,0.0016288701760228674,-4.182383202032692e-06,0.0405752762117964,32.90579802009526,2.2021621264451183
400,268.7817462816549,105.91929429790892,287.3988961839575,346.7572668633039,0.003687535907266859,0.928101838094355,3.316358193530304,0.00011051705163097239,0.12310969466468823,4.167302638048145,0.33597867781634183,30.247251615217692,1.6599716909987905,-1.1900892276939283e-07,0.00014318045640954394,0.11576216326517223,0.0012372332057545127,0.9569278173994785,0.014528751812583614,82.30745512757277,11.43870275126961,46.37888181658995,91.06116156463408,82.20441716922265,42.89756025576503,6.013774628717333e-07,-9.18571154848194e-09,-1.0102728623777189e-07,0.000790881466183728,0.0001533499996842255,7.155757217423374e-05,0.0035132227569519363,0.012459316419034356,0.011533100402007446,0.46590123816187706,-0.0030996293079412892,7.45762789298754e-05,0.0002043505209703168,0.0013400933221011807,0.09224884208020717,0.047086950936298666,0.008022046073491985,2.0787184437911455,6.91404886715114e-05,0.007388904054618802,0.0013191622572594685,0.017639066482927145,0.08015976847100825,0.026506763592435575,0.02181447920444817,1.1688004742878315,0.0014374458213775377,0.03463003775900483,0.0013555563420837053,0.017472796187269,0.003626408467257679,0.001017835213850092,0.00023680111875393575,-0.00023495740642429287,0.00010640370197526393,1.6066750304919477,0.0016774015602230344,196.99135795784784,0.007103317576996931,443.99713979164,95.68878592436707,0.01089844748071501,1.466684273148576,743.00117124093,0.004123153699068295,772.0007838396689,0.00019173704671435196,750.2462422038383,31.576676778320927,0.07508180392996912,0.20095997351503467,0.000594799375148637,8.146715547149468e-05,-8.226430126945004e-05,0.02109455784437778,-0.0006020141132197261,-0.003970401919608206,4.665521031225757e-06,2.411292451367774e-05,-5.3189932664715154e-05,7.645302932480752e-08,7.271186761870834e-08,3.2091424593404194e-07,1.278094810519874e-05,6.691362716555405e-06,-1.2263147561359968e-06,-6.019219139237516e-05,496.7192376823819,1.147314660193264e-06,0.000801516563362362,0.27028478232243713,0.0005913804977597759,2.900575615509514,-0.013361147457212515,0.00010038251093873292,1.887468398776327e-06,3.2903227278625606,5.206283475009236,10.940304032547804,7.301023156747248,0.03473778263998063,0.8485644117926604,0.008691728600844441,0.002028928452468214,9.99445691340634,8.385109778276409,0.005344431510863525,0.8185386020243663,-0.0009004910099134091,1.9149825638250984e-06,0.047146026636884567,32.72719039141365,2.221365550457146
500,267.23275428566274,96.44742662588455,285.79959939563076,333.81792079336043,0.005143185712557407,1.127557439918953,3.940402764482247,7.42130554498864e-05,0.12212558423427541,4.9311847544755745,0.41776233540826874,35.33169910314792,2.584267285796109,4.441493904063486e-08,0.0001437532813104521,0.13337614104408954,0.0013072008332094313,0.9352090800218001,0.0188316582227696,82.28839007327163,11.420495098937002,46.37572784136006,90.47077496775285,82.18962696618753,42.84663110132051,4.154427808256706e-07,2.145581269518253e-08,1.1882648604364657e-07,0.0006759205098255578,0.00010133987425623482,8.066764101906501e-05,0.004233619581811346,0.015891599589332728,0.01375740538190409,0.6507292501317115,0.007179916174190019,0.00017995715388620373,0.00022131992276035764,0.001824677334535465,0.10231159758147146,0.06032641447260643,0.008774577514398927,2.5365757150610744,0.00010710929274978799,0.00916743802135259,0.0012158724879242427,0.05366415822086153,0.08727195025225053,0.0390024947430203,0.023347922448408213,1.4177770942876489,0.0009161404187528294,0.040065595827734626,0.0019752898514885696,0.02377193671488969,0.005537118768874671,0.0013784728725634186,8.708371569102995e-05,0.0007649879516993921,0.00018522078472765055,1.8844138748190025,0.002012391583225619,196.98941430070371,0.009533192231498733,443.99104707966205,95.68465692513715,0.01556742916900987,1.6313565092340043,742.995938004018,0.007811644868199429,772.0028835264974,-0.0009042259760829528,750.2755087375887,31.795496345137458,0.08645817046741554,0.2384352147816605,0.0007548272515237121,-0.00032520654493687024,-4.9613089539091156e-05,0.024197974582119613,0.0003624736229387656,-0.0006904057684547194,1.165284483673754e-05,2.6783548924530312e-06,6.510936458367178e-05,3.204497773208237e-08,-5.542999155729053e-08,4.384702792968285e-07,1.0668975620983652e-06,-2.6998669338112403e-07,-1.335372249102699e-06,-6.166097247467712e-05,496.11083608194883,1.113292325652575e-06,0.0011854732435170698,0.41068212608476,0.0018137289298264113,3.428906755319574,0.024878791363027702,-2.9891157320430062e-05,9.621631858357573e-07,3.9127046587611796,6.174810888870202,12.752246941691846,8.69337863923477,0.04080525404136889,1.0974034015956051,0.020089490424637216,0.0027430912867625386,9.995581478674481,8.18651596829793,0.007333619734554803,0.9583868641246025,0.0006479817164140656,-3.401953394879933e-06,0.04984458109330209,32.732033331313644,2.1057557139525365
600,266.158240289831,90.06143383784894,285.43480796363457,323.71588268770614,0.0037891920576380517,1.2621670765948154,4.477302031707214,6.823881343305037e-06,0.1677173994493645,5.883312099260851,0.592037691125833,39.26809471985574,4.887682925456317,-1.7322793801228042e-08,0.0001591504051752199,0.14411524831592754,0.0016951805784614963,0.897105306615981,0.022560351978036356,82.27971070373188,11.398941294645144,46.370181848733814,89.79628732189688,82.17648993792403,42.82114285090747,2.9388727615119915e-07,-1.3302335319846154e-08,1.0251456595113741e-07,0.0011306757980160435,0.0001627725891802577,9.265942943609119e-05,0.005401083040393436,0.019254120925048458,0.016622882761614447,0.7939620958669323,0.003373567948065012,0.0003748034142442288,0.0003457824491877659,0.0026801388143767586,0.10816731416162838,0.06777649044892257,0.009080077234801304,2.88286343599916,0.0001572665861805537,0.013251170537110026,0.002127426186851625,0.12384207458781829,0.0891306237187114,0.0544804103149725,0.030821841734751314,1.8840020645916729,0.002449302856961413,0.04351912017549205,0.0021158372987165664,0.027465657234008865,0.006427553302648724,0.0017722017453704387,0.00018916423620681308,0.0010239208379668847,0.00019812467225124582,2.2075902701655234,0.0013599265324435172,196.98885194593714,0.011409228438111972,443.97500287972724,95.68158835558164,0.017366056282397988,1.85274192963047,742.9878242099417,0.014062310581116599,772.0021451446034,0.0012703501507691992,750.4234330898697,31.57726259367286,0.09518613082344833,0.2745145241617975,0.0010428344227010888,-0.0002020007745386526,-2.1834761184157217e-05,0.029840851911675046,-0.0007301185603246571,0.005282353580848386,-4.443485380349735e-06,1.7329668934504502e-05,8.32247864062507e-06,-1.60370735492919e-08,-4.370621514765585e-08,-1.611820137358036e-06,-4.8567522154026005e-06,-1.5955322716007294e-06,3.4488129223321606e-06,7.44186484037848e-05,495.5979419800218,1.2352389401137517e-06,0.0014041287186190767,0.5505361877574434,0.0017341880898153565,3.9322418668538783,0.055825344008160124,4.511237279977579e-05,8.775699567102499e-07,4.411765244189269,7.254771939560839,14.178530340742485,9.890877070865477,0.05646385149857896,1.3999476252394547,0.027724029242329837,0.0042328257559681014,9.992394275495997,7.753623884197143,0.008264644131071317,1.0589462758192472,-0.00135198313493175,7.651223842250565e-06,0.058164626691056716,32.855836699832686,2.092251657472861
700,265.29298441758357,82.41788622200578,283.54762579504774,316.8487084263246,0.005851172149830081,1.4339208961786207,4.788816298055056,6.56606721244464e-05,0.20341841356597046,6.454689898737374,0.7499690723806913,42.29780756085945,6.64002822774495,1.7165925515350464e-07,0.00017698208210163501,0.15435977109808374,0.002025577763353691,0.8724344320708775,0.028744965304145678,82.26675816533464,11.382214414811564,46.36802389316004,89.42163518562525,82.16223527111379,42.788893613331396,-1.9732994760960207e-07,-1.2722046951208909e-08,-1.2338290840616355e-07,0.001579282937452456,0.00020509285673311602,0.00010367009376543228,0.00623064019004762,0.024399497144716002,0.019599468384703212,0.9874383516860655,0.008465053740513762,0.00046716222772608416,0.0004205606441168381,0.0035800351431714045,0.11431753108933605,0.0774509782836877,0.009179315426257448,3.2406633495298327,0.00015033246963981606,0.022584068244070526,0.00319516486014701,0.08689387108953524,0.0903758739041494,0.06844231446752418,0.03306756395636571,2.2923296565891267,0.0027299012908319404,0.04836386018586255,0.0026636817778345322,0.03288697763680586,0.007220020357744963,0.002075847638915414,0.00031269319465930214,0.0018753408451535865,0.0002546651519431321,2.52296772309067,0.0015166074941294454,196.9820303074541,0.013073777632363082,443.96616771135587,95.67901913835402,0.02059857757384862,1.9677985389311312,742.983560273779,0.011429009931176624,772.0001680269452,0.0016620579913276387,750.5740018911468,31.386790160612602,0.10343675287294736,0.3020625384039993,0.001193862096989136,0.0001775209842416585,-3.2261003419201915e-05,0.0334968606084216,-0.00030175350089121087,0.003812803370192524,2.4027878122280862e-05,1.325884458044166e-05,3.259600940361589e-05,1.0753406660018017e-07,2.138745892732437e-08,-9.074083109331265e-07,2.540742494433134e-06,1.5222456625892769e-06,-1.463941288612295e-07,7.863102779504761e-05,494.94380014219274,-1.212071450948303e-06,0.0014095617815289116,0.6285796282311459,0.002076184679909792,4.356964671637506,0.058901235442331744,9.667794064172384e-05,1.6479842225673207e-06,5.114469017857685,8.125071961808267,15.236432396920737,11.01913915376429,0.07388379619623195,1.585155223011242,0.029744506223867873,0.004328670034575207,9.991571988141056,7.555697328825132,0.00976258156317548,1.1127092293002632,0.0015342843486649913,-4.755125875110246e-06,0.06112754386160819,33.12328421265247,2.183860841800402
800,264.36714656246266,77.68133431188687,282.87459349097804,306.95007686859964,0.006406091961987758,1.4817302927173004,5.27139528575669,-5.774903594469783e-05,0.2235406570690341,6.988460026950271,0.7458264230964946,44.493813389942595,8.924248872177094,-1.9476765323455036e-08,0.0001983180649064181,0.15766484983904855,0.002372584949846488,0.8597531347338568,0.03135725561284532,82.26259291044742,11.366818845538626,46.36365085073727,88.99040522801756,82.1524029798939,42.74754432305266,-3.781779763410743e-07,-8.721150820972876e-09,-2.6730106032424903e-08,0.0013227824916713536,0.00036508188281125087,0.00011927841578155353,0.007499425744693445,0.028520452146373623,0.021599348152789282,1.0824109565764244,0.005274209268328046,0.0005512996081748106,0.0004546260961918744,0.00398483427531508,0.11769743897475946,0.08368970063502117,0.009214252792023704,3.4936379331465446,0.0002074746371812379,0.02404672247198888,0.0035944469251690194,0.12548707342324678,0.0926062130943046,0.08643730171656475,0.034158211960421354,2.720350904636628,0.003226000459953132,0.052922029197579545,0.0031265222923636694,0.03730233518955351,0.009068153552150548,0.002678883715337792,0.0005571324153011193,0.0023562984092696283,0.0003323193720417212,2.6596985900254833,0.003672664314379168,196.98304792124486,0.015519103823980503,443.96090716095284,95.67804425289192,0.022384299144658046,2.0448818698229134,742.9822703120424,0.017691358284534543,771.9993923563744,-0.00015872887174955743,750.7060102736978,31.235296776302192,0.11181071292667567,0.327670863855111,0.0014678315516927084,3.94689490799289e-05,-2.616860212297876e-05,0.036198247334320525,0.0022904337971399475,0.009413411713090939,7.403885324484413e-06,5.0833710761227095e-05,0.00011335198541658978,-1.202310514956048e-08,-2.3044367809007903e-08,5.220697585609319e-06,2.0802747847819013e-05,1.0965354431249836e-05,5.63671810281288e-07,-1.4570319127096877e-05,494.54064667151096,4.784668688442225e-07,0.0016831372557377289,0.7658846442226441,0.003134956098719814,4.631594342245663,0.10376005073058878,8.563827255401193e-05,4.821121943216377e-07,5.588592601064683,8.913111756859863,16.461275100685896,11.641034594023676,0.08764523557159339,2.0328653920395423,0.04591965783512965,0.005257072585752172,9.988156366218554,7.33708022486248,0.012556913053940634,1.2193295739729095,0.003014968003549218,7.490820179697098e-06,0.06657897833378078,32.72435920941642,2.156757782339417
900,263.4918323258463,73.63429454238937,281.3370145898483,301.03905848744364,0.01120549035391491,1.726692024768837,5.820329397002095,-4.19656073934906e-05,0.286207020431749,7.504311571639997,0.9895760128292425,45.918824116505434,9.707673705126194,-6.855689659632165e-08,0.0002445299234654896,0.1679870877280081,0.002627499285504252,0.8316009085059406,0.03560414888644778,82.25992969839713,11.342145392213439,46.361881616196314,88.58105613889707,82.14696525525419,42.71874063024774,2.1572025361222498e-07,-4.314841557503662e-09,7.050436593158001e-08,0.0020630493766983773,0.00042509062003080137,0.00013841460666537062,0.008140588005196514,0.031027411134719476,0.023149987482230242,1.214564388542605,0.018107916651863627,0.0005821966160252322,0.000550441262222885,0.005652339137470149,0.11961425395606567,0.08930255465979832,0.009264971254981312,3.7587745588753623,0.0002950662541711569,0.033040592885304365,0.004514371030095654,0.24089885966254126,0.09967972604864941,0.09009576229470008,0.03822732545117018,2.910748230683909,0.0038800538561176083,0.054414579414727535,0.002978197572918873,0.03609278476857509,0.009977684723784614,0.0030232043386826356,0.0006764937987812092,0.0021407852317254783,0.00039507442561569653,2.9563807420061377,0.004744062197930632,196.97777413240036,0.01795170598922271,443.9436702129905,95.6774281343767,0.022899083101892894,2.1728810932784013,742.9831471488916,0.02340000390853313,771.9958485732506,0.002426062665487186,750.7667904785874,30.775595196071833,0.11606502975147372,0.3586659442540577,0.0015801086143283436,0.00048683730458479223,8.621795879230403e-05,0.041737848506917634,0.0009896130032066373,0.012848600304848738,2.7577679536170793e-05,4.917931452696091e-05,1.4246262174020307e-05,-1.7781434245968043e-08,1.1665549749527913e-07,2.2391266446971987e-06,3.7769810984370435e-05,6.23132670610469e-06,5.4692718873553655e-06,0.00010941536539408006,494.0065330671645,-8.362458065490404e-07,0.0017975000153863522,0.8864057091762159,0.0035692642641857184,4.827910978666342,0.11854288872636391,-7.3166514262299436e-06,1.0377988046727461e-06,5.994451550618225,10.054905315441783,17.340745061844792,12.783087891604227,0.09652856574163277,2.295126197885711,0.052218699773462905,0.007024840391157817,9.986276329997441,6.98717465757553,0.01338601594983409,1.248714381661625,0.0005129204256276998,1.0721868051303544e-05,0.06950239464829716,33.02736394412592,2.180528365150453
