milliseconds,M,MpY,MpT,Mpp,MEK,MKP3
0,800.0,0.0,0.0,0.0,180.0,100.0
100,798.9838151067646,0.8821903443088001,0.1339200855588441,7.446336775978162e-05,180.0,100.0
200,797.969737491979,1.7624950516502096,0.26746988843140185,0.0002975679389448585,180.0,100.0
300,796.9577621516125,2.6409183719341325,0.40065059021233695,0.0006688862392606483,180.0,100.0
400,795.9478840983342,3.51746454160362,0.5334633681060535,0.0011879919536721716,180.0,100.0
500,794.9400983603439,4.392137784576573,0.6659093952296401,0.0018544598437997362,180.0,100.0
600,793.934399979406,5.264942313831217,0.7979898411338369,0.002667865615260988,180.0,100.0
700,792.9307840173731,6.135882326144674,0.929705870088572,0.003627786372887949,180.0,100.0
800,791.9292455524574,7.004962005099687,1.0610586420578263,0.004733800359915984,180.0,100.0
900,790.9297796774987,7.872185522480394,1.192049313152299,0.005985486839364892,180.0,100.0
1000,789.9323815047126,8.737557034444931,1.322679034390679,0.007382426422156006,180.0,100.0
1100,788.9370461537944,9.601080691112138,1.4529489548046775,0.00892420026009755,180.0,100.0
1200,787.9437687649146,10.462760626089393,1.5828602180467441,0.010610390924979968,180.0,100.0
1300,786.9525445012664,11.322600954419492,1.712413961724963,0.012440582580856889,180.0,100.0
1400,785.9633685422068,12.180605778108283,1.8416113191937296,0.014414360520209116,180.0,100.0
1500,784.9762360745314,13.0367791931521,1.9704534218218768,0.016531310581821425,180.0,100.0
1600,783.9911422838813,13.89112529645953,2.0989414012283576,0.018791018575921296,180.0,100.0
1700,783.0080824083777,14.743648142647698,2.2270763753277723,0.021193073872287714,180.0,100.0
1800,782.0270516893668,15.594351783718226,2.354859461145399,0.023737066105126572,180.0,100.0
1900,781.0480453852946,16.443240257880777,2.4822917712072883,0.02642258610128533,180.0,100.0
2000,780.0710587062235,17.290317642280367,2.609374430514751,0.029249221561942547,180.0,100.0
2100,779.0960869598865,18.135587935392792,2.736108538678992,0.03221656669966731,180.0,100.0
2200,778.1231254485614,18.9790551400629,2.8624951966579704,0.035324215432936935,180.0,100.0
2300,777.152169490719,19.820723246072845,2.988535501142994,0.0385717628155224,180.0,100.0
2400,776.183214423984,20.66059622775786,3.1142305437907716,0.04195880523218245,180.0,100.0
2500,775.2162556057439,21.498678043516424,3.2395814110653767,0.045484940439149475,180.0,100.0
2600,774.2512883712008,22.334972669580278,3.3645891951565994,0.049149764841857284,180.0,100.0
2700,773.2883080059613,23.1694841220818,3.48925500111477,0.052952871716387295,180.0,100.0
2800,772.3273099682878,24.002216278126248,3.6135798890028727,0.05689386563939247,180.0,100.0
2900,771.3682896669667,24.83317305462225,3.7375649317136603,0.06097234806798132,180.0,100.0
3000,770.4112425288672,25.662358353893207,3.861211197385882,0.06518792172666199,180.0,100.0
3100,769.4561639993133,26.489776063376652,3.9845197493074207,0.06954019063256911,180.0,100.0
3200,768.5030495424576,27.315430055323613,4.107491645818435,0.07402876012069057,180.0,100.0
3300,767.5518945331852,28.139324273825203,4.230127968162034,0.07865322962989413,180.0,100.0
3400,766.6026944427651,28.961462585346602,4.352429772649662,0.0834132050935762,180.0,100.0
3500,765.6554448008764,29.78184880929919,4.4743981004445335,0.08830829640561437,180.0,100.0
3600,764.7101411139935,30.600486783747023,4.596033998589165,0.09333811197377952,180.0,100.0
3700,763.7667789039338,31.417380334373263,4.717338510072995,0.09850226129264161,180.0,100.0
3800,762.8253537079025,32.232533274442716,4.838312673819742,0.1038003549469782,180.0,100.0
3900,761.8858610763075,33.04594940656199,4.958957525256619,0.10923200446976997,180.0,100.0
4000,760.9482964957733,33.85763258464709,5.0792741163718125,0.11479681732972871,180.0,100.0
4100,760.0126555801974,34.66758656013499,5.1992634659349655,0.1204944093723446,180.0,100.0
4200,759.0789339128917,35.475815109049655,5.318926600626029,0.1263243945413001,180.0,100.0
4300,758.1471270903227,36.28232199679408,5.4382645436384625,0.13228638772698353,180.0,100.0
4400,757.2172307219965,37.087110978242535,5.557278314708569,0.13838000475941362,180.0,100.0
4500,756.2892404303439,37.890185797832636,5.675968930144802,0.1446048624011634,180.0,100.0
4600,755.363151853588,38.691550187257135,5.794337402163795,0.1509605785871388,180.0,100.0
4700,754.4389606447235,39.491207866285706,5.912384739130426,0.15744677234246657,180.0,100.0
4800,753.516662462499,40.289162550021956,6.030111947656477,0.1640630630386086,180.0,100.0
4900,752.5962529816828,41.0854179406415,6.147520030217132,0.17080907124539652,180.0,100.0
5000,751.6777278896625,41.87997773012802,6.264609985943908,0.17768441845206243,180.0,100.0
