milliseconds,species_1,species_2,species_3
0,0.0,0.0,0.33
100,0.08729848168014169,0.08679728196429178,0.3759436940777978
200,0.1582540895861525,0.1569082110385152,0.4189538482216822
300,0.21958774535523054,0.21688976126662338,0.4595097140225057
400,0.27434423216457077,0.26963150250460716,0.4979374127864526
500,0.3241818808766889,0.316645702257382,0.5344462669269167
600,0.37009142269356204,0.35878990769494384,0.56915367761014
700,0.412706349401983,0.39658098802573083,0.6021043597386863
800,0.4524499862974615,0.4303456212489319,0.6332868809760989
900,0.4896216527602431,0.4603097851403419,0.6626489430476854
1000,0.5244546181475394,0.4866598913789118,0.6901118986914518
1100,0.5571440773965042,0.5095735161137189,0.715583867746401
1200,0.5878695131722761,0.5292440423527082,0.7389707453263255
1300,0.6168055453367965,0.545892823741932,0.760184648346669
1400,0.6441236804032652,0.5597710222100692,0.7791494157762962
1500,0.669991838570378,0.571158301135267,0.7958034996390876
1600,0.6945712966686981,0.5803578914752797,0.8101012981454433
1700,0.7180122264709685,0.5876892606514712,0.822012818063313
1800,0.7404495824803958,0.5934805496952079,0.8315227726173168
1900,0.7620002035908359,0.5980620635869072,0.8386295763395081
2000,0.7827611715309424,0.6017609197795853,0.8433449214898067
2100,0.802808984962468,0.6048963011371901,0.8456937386524488
2200,0.8221994557676442,0.6077753362999371,0.8457144121658571
2300,0.8409681106101142,0.610689528664995,0.8434591247448618
2400,0.8591309897886255,0.6139116155683187,0.8389943795923304
2500,0.8766855438374135,0.6176924888754983,0.8324016134517848
2600,0.8936114053522701,0.6222579979541926,0.8237777300355312
2700,0.9098709421375265,0.6278056969878572,0.8132354495537931
2800,0.9254098560531987,0.6345016522996505,0.8009036576421557
2900,0.9401569961584367,0.6424770537499235,0.7869269701502885
3000,0.9540249265944155,0.6518258743543599,0.771466152761453
3100,0.9669096377386948,0.6626023069504874,0.7546975689755347
3200,0.9786910529132751,0.674821096423651,0.7368125720627152
3300,0.9892345164305981,0.6884568418598641,0.7180173147014969
3400,0.9983922625755685,0.7034465491113859,0.6985317823852479
3500,1.0060060347566548,0.7196960957069264,0.6785882872641296
3600,1.0119126515405115,0.7370858179648561,0.6584317613562752
3700,1.0159489342727028,0.7554767382611058,0.6383179396835941
3800,1.017957273251347,0.7747176011209693,0.6185119352201436
3900,1.01779169308895,0.7946526363019805,0.5992863008744633
4000,1.0153243562036176,0.8151286195519463,0.5809189344206738
4100,1.0104517782248612,0.8360001046991844,0.563690690524186
4200,1.0030995587005809,0.857132675550453,0.5478826074900186
4300,0.9932251911392814,0.8784048913856406,0.5337726412031034
4400,0.980819304722189,0.8997089756317656,0.5216317142839094
4500,0.9659057636632523,0.9209501454097277,0.5117188706851582
4600,0.9485406977866342,0.9420447458581562,0.5042754205227938
4700,0.9288104833571584,0.9629175546504426,0.4995179740221078
4800,0.9068289926612967,0.9834985422545159,0.4976302190964696
4900,0.8827346274018085,1.003719192345229,0.49875343912975795
5000,0.8566875296479437,1.0235084050343133,0.5029762041466468
