miliseconds,T_Tumor_Cells,L_CD8_T_Cells,D_Dendritic_Cells,H_CD4_T_Cells
0,901208.7199252872,9.998811933919919,9.814091826414991,4.9982888845994395
100,1059697.3338481698,10.000296211420235,10.128466672214106,5.0106608856516335
200,1137537.8467766643,9.997931625344995,10.457737652579613,5.020848694725232
300,1212115.091455399,9.997033192002853,10.655212957005425,5.023530929227541
400,1215991.9946228068,9.996313846291704,11.169905865804376,5.027994695775878
500,1242611.7414774399,9.996973618146537,11.072937577151418,5.039346780622066
600,1344634.1530957213,9.995547272659657,11.702593276274824,5.056315019636185
700,1304426.0140949131,9.996723847332156,11.700428932853361,5.057366518920359
800,1514467.5628311303,9.993653458585868,12.041493069786812,5.072611600081238
900,1530366.367261883,9.994750541765876,12.05151728834964,5.076514269700802
1000,1499516.408890325,9.992983750248834,12.354731848965438,5.086588947902953
1100,1527457.3749794387,9.99398975345845,13.240074475257792,5.096184810430543
1200,1662209.3955181402,9.989879499238098,13.15881732043201,5.1073359726231775
1300,1770798.9316039106,9.990853861428933,13.577778834506558,5.107155772389062
1400,1814629.067461002,9.988670235912503,13.676719683745478,5.124971715897359
1500,2002818.086872781,9.988999540420531,14.139789410788193,5.130086562683935
1600,2077982.4220660503,9.986925291249216,14.442471087172057,5.130764558855632
1700,2172295.9035284,9.984851670064412,14.736455206812698,5.1436340176239295
1800,2116301.878855149,9.986165308803598,14.95835400755044,5.147410023028921
1900,2298807.460911297,9.983165919157303,15.773430457375751,5.166361186426451
2000,2294840.8170225294,9.981402855656583,15.685483755824782,5.169160001792351
2100,2569160.670265122,9.980748030102584,16.335085856729183,5.174288817477548
2200,2548066.729349593,9.978174391584096,16.664737970437617,5.194138938263294
2300,2607773.249390171,9.978169428621719,17.083837178507217,5.196797909182626
2400,2798035.0219359617,9.974113206103818,17.713439032883223,5.199677806994307
2500,3005280.501499863,9.972440114689308,18.25452091135947,5.210692689743169
2600,2979355.5500611416,9.970638137041597,18.664321740481974,5.226303352423822
2700,3108555.4637997868,9.96992685313249,19.045976053543118,5.23079570313733
2800,3384979.6877912222,9.967618717344733,19.10943119453892,5.240602948388841
2900,3528153.293392667,9.965286716997433,19.391104359684626,5.246421971526442
3000,3577776.511189283,9.963831144708678,20.254344420480383,5.25217162954748
3100,3800194.3031500005,9.960832711274387,20.382774555822966,5.26697944776114
3200,3907804.5832239203,9.958617006701179,21.44725147399291,5.278445396669891
3300,4229646.343930295,9.953879331268588,21.749864449055814,5.280802313839263
3400,4377888.620272979,9.952307600500749,22.108265704862067,5.299244527440212
3500,4489234.296454091,9.948101099554288,22.613709873157095,5.301627940425623
3600,4774323.449169314,9.94603447793089,23.175741853079668,5.3116380488420925
3700,4975330.519558552,9.941891823621837,23.70116870186921,5.315433330520753
3800,5124756.680221036,9.938977537569453,24.448238159139766,5.329118778075949
3900,5412443.544696653,9.935832137835089,24.695558580976734,5.343133970594351
4000,5628584.597990003,9.931102416635987,25.54876143971833,5.347638898163262
4100,5882138.008055754,9.928512892486626,26.022433678808767,5.358568103578356
4200,6085623.410973046,9.924267211624116,26.872335993384738,5.3664027598031305
4300,6429905.824053266,9.920485820759813,27.606733613027387,5.373217668755972
4400,6606124.066989326,9.914072101990747,28.204122830402078,5.379076097929359
4500,6984971.9902697075,9.90956614945167,28.315924008236856,5.392945732985069
4600,7217955.511629051,9.904680666103243,29.146242950839422,5.39568015420491
4700,7632136.80534761,9.899240940862763,29.745634964337736,5.415873263161293
4800,7825263.732353706,9.894478865382444,30.43633078853185,5.422710720104022
4900,8269635.644394057,9.890641318204331,31.378392542726253,5.429178757749909
5000,8486126.448450094,9.884099286859511,32.34516958871218,5.438643443597258
