miliseconds,T_Tumor_Cells,L_CD8_T_Cells,D_Dendritic_Cells,H_CD4_T_Cells
0,939076.9391963131,9.998778563558048,9.999840227293586,5.003451622627859
100,1096948.232313698,9.998620831364118,10.251071473342659,5.009251457153798
200,1124518.644381775,9.998094667664954,10.663790474097716,5.015154432701819
300,1139907.903879109,9.998917013063496,10.45496159950424,5.027898471840294
400,1143742.8237897786,9.997186554166563,11.00856505931843,5.0341414510378915
500,1143592.7916627817,9.995905901159377,11.254138972539756,5.042191846135139
600,1323572.7915893614,9.997107969492527,11.632277108562493,5.055262692993759
700,1339847.246528003,9.995530288431086,11.800375453371506,5.056745075958815
800,1492833.5255826232,9.995128047193994,12.346904974347709,5.064360580849218
900,1530624.7935778247,9.994628801827412,12.126422165951384,5.077027666542656
1000,1632881.009485842,9.99345771296693,12.759155455621896,5.083928543746007
1100,1517573.4107114659,9.99083245334558,13.156647669049953,5.097932548849578
1200,1728271.30583384,9.991764428587793,12.950652896098727,5.095098036026135
1300,1726310.324462976,9.989944617944364,13.5476612438344,5.115673073932863
1400,1759884.464851492,9.989912376736648,13.840648110788068,5.11895967308825
1500,2008739.781675836,9.988819921504085,14.23576669007966,5.124496898603854
1600,1978333.893426736,9.986556088323969,14.703987881743405,5.129612116546627
1700,1974088.1921617046,9.985122941389236,15.164598787675063,5.149724589836563
1800,2105018.0893286685,9.985481954267014,14.963814544321783,5.153040743584562
1900,2156352.162497582,9.983670779108225,15.356076449078309,5.156890201418951
2000,2309183.098936617,9.981532423495278,15.997967558352773,5.175619302781377
2100,2551048.770657566,9.979365283263775,16.22947444055123,5.176266213373334
2200,2537868.7493527713,9.980206446130726,16.578294523375238,5.182646238938465
2300,2769131.124247147,9.976335505006562,16.93274304140935,5.193555155238564
2400,2901522.660194023,9.974135703813731,17.45027096173729,5.21035740596719
2500,2857995.7523371247,9.972620459803068,17.8313972487846,5.215452790792882
2600,3164792.174793827,9.970961685415709,18.501183774818198,5.2270539857112155
2700,3171603.7267751265,9.967854955282277,19.081523952753592,5.2263775574093145
2800,3358324.190245458,9.96646462172963,19.29049597595532,5.2466585394014285
2900,3442434.2385111465,9.964597414496268,19.69869251892371,5.249037285430036
3000,3711747.470700037,9.96236948669179,19.912284067695214,5.251293260321378
3100,3840829.6935952464,9.96116659838569,20.391582662272107,5.262473977852486
3200,3963144.8498022095,9.956656683416764,20.97825533727999,5.27590527131602
3300,4137510.3838672764,9.956348762410146,21.744339701239664,5.2835963165031785
3400,4233959.141363089,9.951907304861077,22.237641719021138,5.294666409014801
3500,4413095.419905422,9.95042429913808,22.707262245849986,5.296107034505098
3600,4786923.932311749,9.946721713703234,23.02896969533005,5.30936629090373
3700,4993680.747692663,9.942026285846703,24.03661526628974,5.324681127276073
3800,5163018.382394841,9.940357740747126,24.07158992004022,5.325318340194382
3900,5293005.639851847,9.937542155972427,24.893512409271636,5.3363618349986455
4000,5651415.010893691,9.932152808265485,25.188900851029487,5.352092324392565
4100,5724623.418197177,9.927492605016836,26.08645728589541,5.351993691821947
4200,6055883.559601887,9.92457103991756,26.970114281670135,5.365769302072405
4300,6267182.142027366,9.920676288943895,27.243682687693056,5.367250922917007
4400,6680991.800928597,9.91568289092958,27.73481816841484,5.386760408378277
4500,6894588.326806453,9.910400842292356,28.69652550512154,5.387951631546668
4600,7253869.84212667,9.907387410801858,29.446512251891797,5.397050009761654
4700,7562364.206854139,9.900347303566253,29.756534690491712,5.410747599269669
4800,7817990.699692929,9.896472003200595,30.53196603330125,5.413569563615555
4900,8265412.57440083,9.888728688539087,31.277521172387647,5.429507385049231
5000,8465560.785821706,9.884507650524691,32.41463829324513,5.43419120141692
