miliseconds,T_Tumor_Cells,L_CD8_T_Cells,D_Dendritic_Cells,H_CD4_T_Cells
0,1010354.5806100297,10.000091270582468,9.71365786486665,5.002144586452612
100,993942.5272601807,9.998958524588708,10.201184579883899,5.01098304209999
200,1196143.152755575,9.998663416471077,10.311416957975755,5.015349302040864
300,1051383.0460321037,9.999494499694794,10.810562133131235,5.0195459789722365
400,1181180.1938044594,9.997668368368537,10.691313831848896,5.033780898443437
500,1286811.3958050122,9.99575588738644,11.239885417550287,5.044051480711916
600,1321995.0838049091,9.994848107820987,11.548559579424358,5.0480932961091405
700,1253335.4649347027,9.994426259754936,11.552519778477647,5.063205078905612
800,1365566.0131359708,9.995673717646293,12.090816920982165,5.070402815379481
900,1400281.7065014546,9.995034920897778,12.17848413172747,5.0821098664494695
1000,1475541.139983065,9.991745293931908,12.92501812214531,5.089930031950423
1100,1694830.639590805,9.991381189393552,13.173171361309779,5.093416673128865
1200,1569621.2852145191,9.992322895159813,12.976890744661493,5.099877667498768
1300,1759674.446804578,9.988834182558756,13.565126652560156,5.114990950833519
1400,1908162.5450045082,9.990552921359766,14.001708448279024,5.117072071397588
1500,1962330.6728442304,9.98753954196313,14.024522994380309,5.130623975296381
1600,1921481.9469396097,9.988648866343995,14.37679532337398,5.134889251625245
1700,2048364.162074664,9.985010152021527,14.805530224219101,5.150915507482911
1800,2196560.9364159284,9.984883546285452,15.32270198464606,5.1468881436792495
1900,2210746.702472508,9.983554868708564,15.793936979976552,5.16104836483416
2000,2407066.625629857,9.982983369441344,16.15835919325468,5.171716884335634
2100,2369568.332986992,9.981740429183539,16.42207430092045,5.1780633875888675
2200,2673132.1769865127,9.979466537430216,16.72063120342893,5.18674307794429
2300,2755778.6198056554,9.978057217079384,17.07353654131655,5.196629689871752
2400,2796942.9488697927,9.976722525979573,17.28684409711059,5.208790969316638
2500,2927975.0764854946,9.973639587134135,18.10000132102172,5.211421493129415
2600,3009864.000573182,9.96997290802661,18.241162945996106,5.2220552493059715
2700,3263536.069831438,9.969307037667201,18.61338275566326,5.228997713930387
2800,3290003.7885912475,9.966635440378528,19.14285918101687,5.24604450275154
2900,3495934.1308130333,9.965120897181963,19.73565312870055,5.254181388428389
3000,3660291.576816122,9.96244884396088,20.204041813770118,5.257227159222437
3100,3725290.712381024,9.960272825106216,20.63414243335451,5.270446790732326
3200,3945294.4949166765,9.95711930402401,21.411836324921932,5.280352834905319
3300,4159873.5951523986,9.954649669952195,21.544760594415095,5.281765504958555
3400,4241744.322695817,9.95283576089463,22.274832072627582,5.297699817287799
3500,4527060.6605710285,9.948027641968144,22.600376455857962,5.3054303501061835
3600,4635136.400967394,9.945514052329846,23.024570664968376,5.315550771110849
3700,5014501.529438621,9.943759522852044,23.42303716848183,5.313442113852008
3800,5130434.95832079,9.938951669007515,24.398076895594794,5.327200858795251
3900,5320755.786268004,9.936098797678921,25.17337603160944,5.3434000443143805
4000,5513987.224196955,9.931471391024877,25.403076158256148,5.342624837817699
4100,5824524.900839037,9.929110514189402,26.339311033032907,5.352394492388732
4200,6081828.250625607,9.924606457377909,26.85026959075845,5.370693679644699
4300,6437741.875748712,9.91851384777534,27.265483061194335,5.375625162170809
4400,6544092.655631288,9.91509388917635,28.278748964723576,5.381702734083188
4500,6867031.6718402775,9.909501835966568,28.93391587009797,5.389799508309757
4600,7162346.365462986,9.904302242553772,29.40919451146884,5.403831525655359
4700,7557547.592379948,9.900554838992099,30.008457361512566,5.411474623892078
4800,7868637.818392572,9.895408814318957,30.986732266191726,5.425229508580053
4900,8121272.889178405,9.890009152037553,31.37496613525639,5.421984853345085
5000,8455206.112955216,9.884675649470967,31.912306820704146,5.431042482190816
