milliseconds,T_Tumor_Cells,L_CD8_T_Cells,D_Dendritic_Cells,H_CD4_T_Cells
0,1037513.6161486761,10.0002932019685,9.926953826620178,4.999563813512515
100,983477.4510057102,9.998146638062897,10.535771516051804,5.005964653699809
200,995220.3678322514,9.999456300929753,10.222290838885542,5.015913804685596
300,1091299.1907046556,9.99724666647877,10.921154262325931,5.025675349634124
400,1124766.3363153236,9.999001670743915,11.270908724909425,5.035201377995916
500,1142903.9427183997,9.997477159893732,11.48281426427782,5.0419890138555585
600,1304000.0365745095,9.99483276233031,11.705537604257321,5.04681855157092
700,1449514.5833516284,9.996558257627068,12.054623687282675,5.061757797639477
800,1313156.8051650214,9.996272331031754,11.953297435855337,5.0714467066890645
900,1516299.6377724675,9.993328547574789,12.523547053743778,5.080171343937215
1000,1634791.2384922265,9.992328367720667,12.882399956777377,5.08996884287937
1100,1615209.0258137195,9.992329964109604,12.607057306786585,5.094978890843418
1200,1616830.2845813185,9.990153717577519,13.274641355074927,5.096665215677835
1300,1667146.9666573084,9.98990303302477,13.276885950677455,5.116068187855895
1400,1932428.3229444574,9.988659132003509,14.012572690573808,5.120976410419325
1500,2006264.9005422452,9.987043953520578,14.452191104619644,5.131205872657718
1600,1959931.3057953191,9.986364550418838,14.219956765027458,5.141832706470722
1700,2032359.7336700207,9.987142441473795,15.007125189768932,5.139165308825973
1800,2070561.4501645693,9.98436648645464,15.081014686987512,5.152637598207937
1900,2336903.598372076,9.984244903153021,15.597873468975443,5.163648541290919
2000,2256720.9101106576,9.981293852387276,15.707107527940437,5.1671127727280055
2100,2424469.365778563,9.98067755047982,16.46622649544699,5.182510849271283
2200,2607815.2588868304,9.977043985553529,16.70646187870491,5.191164740200857
2300,2788127.045866228,9.976219800022195,17.336005392445905,5.191270887495167
2400,2816397.8910283223,9.974105293068146,17.414536618061476,5.203972468564089
2500,2828140.177064341,9.97427909243682,18.25680019893907,5.218691222550596
2600,3053576.050913508,9.9713465275003,18.20292702777116,5.217472640092713
2700,3185226.2246313794,9.97100564074177,19.010045412305967,5.237660453060664
2800,3276337.399528609,9.967831149367015,19.196076880040696,5.241466389113177
2900,3416748.673105608,9.966471132111824,19.711391140266468,5.250401135493254
3000,3596296.3922556173,9.963909054771465,20.23149714556341,5.2549335436883275
3100,3706292.5206543817,9.960834288968334,20.652377402042436,5.264229736048277
3200,3924182.2790910276,9.956946115131107,21.16404305483111,5.280239767120297
3300,4157455.0927058985,9.954012964679517,21.337155523866667,5.277877582167406
3400,4294635.872657196,9.953710830273893,22.34659656226628,5.294391022779906
3500,4524577.671674186,9.949388437690578,22.95294492694508,5.301314005825508
3600,4736815.241341768,9.94472876486174,23.469921644123332,5.306372472493058
3700,4937002.560550698,9.943447203420137,23.554720187057814,5.313380461053144
3800,5140821.658237227,9.940394416364466,23.995746650143346,5.322824775842717
3900,5371206.529429255,9.935712862467902,24.93825158360142,5.33283602526477
4000,5586227.765424856,9.931930505291572,25.327596978350513,5.352522455943744
4100,5797555.538618593,9.929587210798582,25.910759637187287,5.361525644996422
4200,6042670.623454278,9.92433477166133,26.96321546156761,5.369213805301852
4300,6396114.813100542,9.921225875222861,26.997743728240167,5.373938446879311
4400,6719019.298685725,9.915841389434478,27.708228341707887,5.388967170413917
4500,6986421.810264239,9.90984061785873,28.825232029175936,5.396321442718063
4600,7145272.583773866,9.906592281427978,29.48581767452018,5.400714496331416
4700,7547491.578357293,9.902403175036532,29.731368448916193,5.407224443616967
4800,7968251.524139794,9.894817952829353,30.658676961049267,5.413704894666279
4900,8103077.011648942,9.889678964402494,31.274934496663903,5.421887323472949
5000,8505029.711157355,9.884842215097338,32.37841045020781,5.431482352066342
