milliseconds,Susceptible,Infected_strong_immune_system,Infected_weak_immune_system,Recovered
0,78841191.70997344,5038.975072236266,4487.052537364688,4621.006667007307
100,78841136.8413655,5116.883974173597,4535.6027410723345,4648.171799107834
200,78841025.33197393,5123.372249926039,4550.199294094835,4771.294498506546
300,78840665.74793315,5151.651289619295,4586.999839874594,4784.347225729009
400,78840703.24461828,5191.681634190268,4590.129686401303,4882.995820789967
500,78840569.54496932,5231.365955012788,4621.03586860427,4936.846587182092
600,78840208.39189409,5267.565019930773,4693.990891721177,5135.459862823029
700,78840060.56772777,5289.1795227193,4702.599935551231,5141.388410806192
800,78839989.02180254,5333.854676192397,4750.41796194159,5252.336071746115
900,78839784.28020334,5339.248758447428,4773.764891119839,5303.551163208244
1000,78839696.3763616,5392.18482949208,4815.789955602677,5376.128711087633
1100,78839503.02980724,5432.32576232088,4839.703806597234,5442.817570375975
1200,78839204.47156085,5450.969181547742,4857.751587337577,5624.599483206515
1300,78839089.40230347,5494.318490643642,4915.476509494722,5675.894503788474
1400,78838943.91679448,5552.005992217206,4967.256401152545,5793.656881375126
1500,78838809.28046842,5587.92892093731,4991.509705105787,5815.602274723721
1600,78838761.48886389,5610.935889803934,5025.2478730824005,5857.774266446402
1700,78838518.71704124,5624.637819767428,5029.059401195999,5980.666655689201
1800,78838237.84887806,5700.45124607768,5094.3124929426995,6147.559412013608
1900,78838141.87158526,5696.300296182942,5139.979633752034,6120.3588265372
2000,78837875.68338156,5752.79267430407,5132.554611410208,6294.83855648668
2100,78837878.36119147,5779.217785233691,5204.273715592355,6380.5471668373275
2200,78837669.81047577,5819.863082486211,5247.245674398689,6430.630622357968
2300,78837378.45738705,5884.68222365852,5278.636857228258,6533.266631121822
2400,78837209.36112031,5887.863726294374,5321.30529337895,6592.557888658465
2500,78837184.1411837,5961.080799286312,5353.790858013107,6689.996555688751
2600,78836982.91248058,5965.951595496377,5365.988427620846,6838.022014823236
2700,78836800.80291405,6011.986669548191,5397.193915494098,6875.4068572668575
2800,78836661.85004759,6069.598842524881,5458.401134375354,7053.00115836454
2900,78836326.29377311,6087.91531203843,5512.474502196765,7135.654078371012
3000,78836116.44107533,6147.208865404179,5520.982169341824,7205.550803908409
3100,78836088.96558999,6184.85142431028,5574.8665716589985,7227.466588398046
3200,78835742.82410888,6223.554377386319,5574.710275246619,7396.974375942115
3300,78835590.05085598,6258.707294752751,5656.842798973833,7516.326460763215
3400,78835340.76849723,6320.8099605870675,5694.060635413778,7592.831330179916
3500,78835262.82842004,6324.466032576272,5711.08535378614,7648.8906989403695
3600,78835034.51136371,6375.022687252942,5782.618567977308,7718.164101110102
3700,78834901.82907557,6415.955792281007,5804.2717097797695,7829.99540277271
3800,78834589.97910087,6482.3267416336075,5844.861796648135,7988.303462269162
3900,78834639.23428328,6521.636625606827,5886.958691278839,8045.385459624343
4000,78834255.02202323,6543.0322152305325,5931.422216891178,8200.802960310388
4100,78834209.11849944,6580.449849689565,5942.46303594917,8266.825723548618
4200,78833869.17138338,6618.002160095233,5990.146045995252,8332.332917496795
4300,78833653.6898715,6680.980664839325,6024.183561854947,8486.204709291282
4400,78833621.61870863,6744.9682526071,6080.346559760282,8546.29155708655
4500,78833414.91560416,6789.013552142921,6135.952083562579,8727.745079966835
4600,78833132.66212775,6825.7374594478615,6176.050469936084,8759.6336724052
4700,78832961.91732377,6852.688152973668,6180.998728472059,8843.35530938771
4800,78832575.39342357,6889.340519548683,6266.168342029917,9033.186114944669
4900,78832398.4984101,6948.391707580417,6277.840295457634,9123.050607864418
5000,78832319.84929422,6989.82261791422,6334.457312443428,9236.227222271407
